time,id,pos,sugar,age,vision,metabolism,sex,children,has_reproduced,total_inheritance_received,last_partner_id,last_credit_partner,last_combat_partner,chose_not_to_attack,chose_not_to_reproduce,schwartz_values
0,1,"(2, 21)",9.0,0,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = -0.4f0, stimulation = -1.08f0, hedonism = 0.74f0, achievement = 0.04f0, power = 0.49f0, security = 0.79f0, conformity = -0.45f0, tradition = 0.27f0, benevolence = 0.43f0, universalism = -0.84f0)"
0,2,"(10, 47)",6.0,0,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = 0.79f0, stimulation = -2.04f0, hedonism = -0.66f0, achievement = -0.38f0, power = 0.17f0, security = 0.64f0, conformity = 0.21f0, tradition = -0.32f0, benevolence = 0.99f0, universalism = 0.6f0)"
0,3,"(30, 6)",14.0,0,1,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = 0.13f0, stimulation = -1.02f0, hedonism = 0.09f0, achievement = -2.27f0, power = -0.9f0, security = 0.24f0, conformity = 0.44f0, tradition = 0.96f0, benevolence = 1.01f0, universalism = 1.33f0)"
0,4,"(9, 13)",16.0,0,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = 0.85f0, stimulation = -1.74f0, hedonism = 0.68f0, achievement = -0.92f0, power = -1.45f0, security = 1.6f0, conformity = -0.75f0, tradition = -0.32f0, benevolence = 1.21f0, universalism = 0.84f0)"
0,5,"(3, 34)",22.0,0,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = -0.14f0, stimulation = -1.71f0, hedonism = -0.81f0, achievement = -0.73f0, power = -0.66f0, security = -0.35f0, conformity = -0.05f0, tradition = 2.3f0, benevolence = 1.19f0, universalism = 0.96f0)"
0,6,"(26, 27)",11.0,0,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = -1.09f0, stimulation = -0.99f0, hedonism = -1.05f0, achievement = -0.57f0, power = -0.33f0, security = 1.61f0, conformity = 0.31f0, tradition = -0.04f0, benevolence = 0.95f0, universalism = 1.2f0)"
0,7,"(9, 40)",8.0,0,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = 0.49f0, stimulation = -1.66f0, hedonism = 1.45f0, achievement = -0.66f0, power = -1.01f0, security = 1.19f0, conformity = -1.27f0, tradition = 0.15f0, benevolence = 0.37f0, universalism = 0.96f0)"
0,8,"(33, 22)",15.0,0,4,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = 1.4f0, stimulation = -1.95f0, hedonism = -1.61f0, achievement = 1.0f0, power = 0.46f0, security = 1.21f0, conformity = -0.58f0, tradition = 0.57f0, benevolence = 0.09f0, universalism = -0.59f0)"
0,9,"(13, 19)",13.0,0,2,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = 0.75f0, stimulation = 0.76f0, hedonism = 0.61f0, achievement = -1.03f0, power = -2.05f0, security = -0.32f0, conformity = -0.27f0, tradition = -0.09f0, benevolence = 0.77f0, universalism = 0.87f0)"
0,10,"(39, 45)",14.0,0,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = 0.01f0, stimulation = -0.65f0, hedonism = -1.01f0, achievement = -0.58f0, power = -2.26f0, security = 1.09f0, conformity = 0.74f0, tradition = 0.89f0, benevolence = 1.47f0, universalism = 0.29f0)"
0,11,"(35, 1)",8.0,0,2,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = -0.65f0, stimulation = -0.64f0, hedonism = -1.35f0, achievement = -0.19f0, power = -0.18f0, security = 1.45f0, conformity = 1.66f0, tradition = -0.88f0, benevolence = 0.71f0, universalism = 0.06f0)"
0,12,"(21, 9)",8.0,0,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = 1.03f0, stimulation = 0.44f0, hedonism = -0.1f0, achievement = 0.1f0, power = -0.19f0, security = -0.71f0, conformity = -1.68f0, tradition = -0.07f0, benevolence = 0.4f0, universalism = 0.76f0)"
0,13,"(17, 26)",14.0,0,6,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = -0.67f0, stimulation = -1.99f0, hedonism = -2.79f0, achievement = -0.06f0, power = -1.09f0, security = 2.51f0, conformity = 0.4f0, tradition = 1.5f0, benevolence = 0.34f0, universalism = 1.85f0)"
0,14,"(13, 40)",10.0,0,2,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = 2.51f0, stimulation = 1.59f0, hedonism = -0.11f0, achievement = -0.77f0, power = -2.49f0, security = -0.28f0, conformity = -2.31f0, tradition = 0.25f0, benevolence = 0.41f0, universalism = 1.21f0)"
0,15,"(28, 20)",5.0,0,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = 1.18f0, stimulation = -0.52f0, hedonism = 0.25f0, achievement = -2.21f0, power = -1.94f0, security = -0.66f0, conformity = 0.21f0, tradition = 0.85f0, benevolence = 1.8f0, universalism = 1.05f0)"
0,16,"(38, 38)",11.0,0,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = 1.15f0, stimulation = -2.9f0, hedonism = -1.05f0, achievement = 0.23f0, power = -0.7f0, security = 1.16f0, conformity = 1.09f0, tradition = -0.18f0, benevolence = 0.69f0, universalism = 0.5f0)"
0,17,"(13, 44)",22.0,0,1,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = 3.52f0, stimulation = -0.71f0, hedonism = -0.11f0, achievement = 1.2f0, power = -1.33f0, security = -0.58f0, conformity = -0.81f0, tradition = -1.53f0, benevolence = 0.28f0, universalism = 0.08f0)"
0,18,"(50, 21)",11.0,0,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,false,"(self_direction = -0.69f0, stimulation = -0.96f0, hedonism = -1.08f0, achievement = 0.39f0, power = 0.11f0, security = 0.44f0, conformity = 0.22f0, tradition = 0.04f0, benevolence = 0.63f0, universalism = 0.92f0)"
