time,nagents,#133,#134,#135,#136,#137,#138,#139,#140,#141,#142
0,50,0,0,0,0.23110204081632646,"Dict(:p25 => 10.25, :p75 => 19.0, :p50 => 14.0, :p90 => 23.1, :p99 => 25.0, :p95 => 24.549999999999997)",9.797632143947327,0.0,0.0,0,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
1,46,0,0,0,0.28712839773378307,"Dict(:p25 => 8.25, :p75 => 21.5, :p50 => 13.5, :p90 => 23.5, :p99 => 37.64999999999999, :p95 => 25.0)",6.013722018610709,1.0,0.0,4,"Dict{String, Real}(""total_attacks"" => 4, ""red_initiated_attacks"" => 3, ""red_attack_rate"" => 0.75, ""blue_attack_rate"" => 0.25, ""blue_initiated_attacks"" => 1)"
2,43,0,0,1,0.352755905511811,"Dict(:p25 => 9.0, :p75 => 18.5, :p50 => 12.0, :p90 => 23.800000000000004, :p99 => 50.85999999999997, :p95 => 33.29999999999999)",3.322317695415711,2.0,0.0,6,"Dict{String, Real}(""total_attacks"" => 2, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 2)"
3,40,0,0,2,0.39546589018302836,"Dict(:p25 => 8.75, :p75 => 17.0, :p50 => 11.5, :p90 => 26.300000000000004, :p99 => 64.34999999999998, :p95 => 32.54999999999997)",2.560887650030545,3.0,0.0,8,"Dict{String, Real}(""total_attacks"" => 2, ""red_initiated_attacks"" => 1, ""red_attack_rate"" => 0.5, ""blue_attack_rate"" => 0.5, ""blue_initiated_attacks"" => 1)"
4,37,0,0,4,0.4154761347135698,"Dict(:p25 => 8.0, :p75 => 18.0, :p50 => 12.0, :p90 => 28.80000000000001, :p99 => 65.48000000000002, :p95 => 39.40000000000002)",2.0154341012252535,4.0,0.0,9,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
5,34,0,0,6,0.4266806722689076,"Dict(:p25 => 8.25, :p75 => 20.0, :p50 => 12.5, :p90 => 29.400000000000006, :p99 => 66.42999999999984, :p95 => 42.45000000000001)",3.089376055425716,5.0,0.0,10,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
6,31,0,0,9,0.42665410878267007,"Dict(:p25 => 7.0, :p75 => 22.0, :p50 => 14.0, :p90 => 32.000000000000036, :p99 => 67.30000000000008, :p95 => 44.500000000000014)",2.3736139789673505,6.0,0.0,10,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
7,29,0,0,10,0.46314457450173996,"Dict(:p25 => 6.0, :p75 => 24.0, :p50 => 17.0, :p90 => 37.00000000000004, :p99 => 70.40000000000005, :p95 => 53.20000000000001)",2.9961222592677146,7.0,0.0,11,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
8,25,0,0,12,0.5100740740740741,"Dict(:p25 => 6.0, :p75 => 26.0, :p50 => 16.0, :p90 => 55.60000000000001, :p99 => 81.32000000000001, :p95 => 72.4)",1.3974626275345732,8.0,0.0,13,"Dict{String, Real}(""total_attacks"" => 2, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 2)"
9,23,0,0,13,0.5106690197336756,"Dict(:p25 => 5.0, :p75 => 28.0, :p50 => 16.0, :p90 => 59.0, :p99 => 83.80000000000001, :p95 => 74.40000000000003)",1.5234757602312003,9.0,0.0,14,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
