time,calculate_cultural_entropy,calculate_spatial_segregation,calculate_clustering_coefficient,count_red_tribe,count_blue_tribe,calculate_tribe_proportions,calculate_wealth_percentiles,calculate_pareto_alpha,model.deaths_age,model.deaths_starvation,nagents,calculate_cultural_diversity_diversity_ratio,calculate_cultural_diversity_max_possible,calculate_cultural_diversity_unique_cultures
61,3.3193144108825003,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 22.25, :p75 => 98.25, :p50 => 47.5, :p90 => 125.20000000000002, :p99 => 180.14, :p95 => 146.59999999999997)",5.774549773187825,5,61,50,0.01708984375,2048.0,35.0
62,3.329237332422657,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 21.25, :p75 => 93.75, :p50 => 46.0, :p90 => 127.20000000000002, :p99 => 183.14, :p95 => 149.14999999999998)",4.4531851425706686,6,61,50,0.017578125,2048.0,36.0
63,3.2076657592028255,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 19.5, :p75 => 95.75, :p50 => 47.5, :p90 => 129.20000000000002, :p99 => 186.13999999999996, :p95 => 151.14999999999998)",4.483777642151735,6,62,50,0.0166015625,2048.0,34.0
64,3.1428522259794853,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 20.0, :p75 => 96.75, :p50 => 49.0, :p90 => 131.20000000000002, :p99 => 189.14, :p95 => 154.14999999999998)",4.502856353097851,6,63,50,0.01513671875,2048.0,31.0
65,3.2010728591859587,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 21.75, :p75 => 98.5, :p50 => 50.5, :p90 => 134.10000000000002, :p99 => 190.15999999999997, :p95 => 157.14999999999998)",4.533547583687183,6,65,50,0.015625,2048.0,32.0
66,3.1522139847580304,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 21.75, :p75 => 99.5, :p50 => 51.5, :p90 => 137.0, :p99 => 192.66999999999996, :p95 => 159.14999999999998)",4.573222701460027,6,65,50,0.015625,2048.0,32.0
67,3.2520132441815743,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 19.5, :p75 => 101.5, :p50 => 51.0, :p90 => 139.9, :p99 => 195.15999999999997, :p95 => 161.14999999999998)",4.596041671838362,7,66,50,0.0166015625,2048.0,34.0
68,3.1145462580223446,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 16.75, :p75 => 97.75, :p50 => 48.0, :p90 => 142.8, :p99 => 198.15999999999997, :p95 => 163.14999999999998)",4.389595754183774,8,67,50,0.0146484375,2048.0,30.0
69,3.18184742472327,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 17.5, :p75 => 89.75, :p50 => 37.5, :p90 => 137.8, :p99 => 201.15999999999997, :p95 => 162.99999999999994)",3.2964411096061057,11,68,50,0.01513671875,2048.0,31.0
70,3.1128037273348435,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 18.0, :p75 => 91.75, :p50 => 39.0, :p90 => 139.9, :p99 => 204.15999999999997, :p95 => 165.44999999999993)",3.2316505985731627,11,68,50,0.01513671875,2048.0,31.0
71,3.150772598004452,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 19.0, :p75 => 93.5, :p50 => 40.5, :p90 => 142.8, :p99 => 207.15999999999997, :p95 => 167.44999999999993)",3.2700162878978136,11,69,50,0.015625,2048.0,32.0
72,3.150772598004452,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 19.25, :p75 => 95.25, :p50 => 42.0, :p90 => 144.9, :p99 => 210.15999999999997, :p95 => 169.99999999999994)",3.302437317102621,11,71,50,0.015625,2048.0,32.0
73,3.201392921093013,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 20.25, :p75 => 97.0, :p50 => 43.0, :p90 => 147.00000000000003, :p99 => 213.15999999999997, :p95 => 172.54999999999995)",3.3432183036152385,11,73,50,0.015625,2048.0,32.0
74,3.3518717494611323,0.0,0.0,18,32,"Dict(""blue_proportion"" => 0.64, ""red_proportion"" => 0.36)","Dict(:p25 => 17.0, :p75 => 93.5, :p50 => 34.5, :p90 => 150.00000000000003, :p99 => 216.15999999999997, :p95 => 175.54999999999995)",3.3609773727976764,13,73,50,0.01708984375,2048.0,35.0
75,3.1965614697367783,0.0,0.0,19,31,"Dict(""blue_proportion"" => 0.62, ""red_proportion"" => 0.38)","Dict(:p25 => 17.5, :p75 => 94.75, :p50 => 35.0, :p90 => 152.9, :p99 => 219.15999999999997, :p95 => 178.54999999999995)",3.3858262299732766,13,74,50,0.015625,2048.0,32.0
76,3.136056264507669,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 18.25, :p75 => 91.75, :p50 => 33.5, :p90 => 155.00000000000003, :p99 => 222.15999999999997, :p95 => 181.54999999999995)",3.409873843139758,14,74,50,0.01513671875,2048.0,31.0
77,3.1923123875985615,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 19.25, :p75 => 94.25, :p50 => 34.0, :p90 => 157.10000000000002, :p99 => 225.15999999999997, :p95 => 183.54999999999995)",3.4382755202887645,14,75,50,0.015625,2048.0,32.0
78,3.239263709283648,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 19.25, :p75 => 96.0, :p50 => 34.5, :p90 => 159.2, :p99 => 228.15999999999997, :p95 => 185.54999999999995)",3.4835392534233596,14,75,50,0.01611328125,2048.0,33.0
79,3.3037960172228953,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 19.25, :p75 => 89.25, :p50 => 34.5, :p90 => 162.10000000000002, :p99 => 231.15999999999997, :p95 => 188.09999999999994)",2.8911243132575652,15,76,50,0.0166015625,2048.0,34.0
80,3.2828660914723136,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 20.0, :p75 => 90.25, :p50 => 35.5, :p90 => 165.10000000000002, :p99 => 233.66999999999996, :p95 => 190.64999999999992)",2.855789089824963,15,76,50,0.01611328125,2048.0,33.0
81,3.352451830195875,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 20.25, :p75 => 91.25, :p50 => 36.5, :p90 => 167.1, :p99 => 236.15999999999997, :p95 => 193.19999999999993)",2.824945310539279,15,77,50,0.0166015625,2048.0,34.0
82,3.518807153530261,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 22.0, :p75 => 92.25, :p50 => 36.5, :p90 => 169.20000000000002, :p99 => 239.15999999999997, :p95 => 195.74999999999994)",2.793335767975436,15,78,50,0.0185546875,2048.0,38.0
83,3.4806163034325728,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 20.75, :p75 => 87.75, :p50 => 34.5, :p90 => 172.20000000000002, :p99 => 241.66999999999996, :p95 => 198.29999999999993)",2.7672359758485006,16,78,50,0.01806640625,2048.0,37.0
84,3.4992616571605186,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 18.5, :p75 => 89.0, :p50 => 35.0, :p90 => 174.9, :p99 => 244.17999999999995, :p95 => 200.8499999999999)",2.806735809371081,18,79,50,0.01806640625,2048.0,37.0
85,3.6310951318006923,0.0,0.0,19,31,"Dict(""blue_proportion"" => 0.62, ""red_proportion"" => 0.38)","Dict(:p25 => 16.5, :p75 => 91.75, :p50 => 34.5, :p90 => 177.0, :p99 => 247.17999999999995, :p95 => 203.39999999999992)",2.8409005808606222,19,79,50,0.02001953125,2048.0,41.0
86,3.596573283106478,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 16.0, :p75 => 93.75, :p50 => 34.5, :p90 => 180.0, :p99 => 249.68999999999997, :p95 => 205.94999999999993)",2.8727791514261187,19,79,50,0.01953125,2048.0,40.0
87,3.6415600946759827,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 15.5, :p75 => 96.5, :p50 => 35.0, :p90 => 182.9, :p99 => 252.2, :p95 => 208.49999999999991)",2.903371918133505,19,81,50,0.02001953125,2048.0,41.0
88,3.6902159076489625,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 11.5, :p75 => 96.5, :p50 => 33.0, :p90 => 185.90000000000003, :p99 => 254.70999999999995, :p95 => 211.0499999999999)",2.672769877098831,22,81,50,0.02099609375,2048.0,43.0
89,3.7524636435655743,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 11.25, :p75 => 96.25, :p50 => 33.5, :p90 => 143.90000000000006, :p99 => 237.68999999999997, :p95 => 196.55)",2.1662460094182356,23,82,50,0.02197265625,2048.0,45.0
90,3.790654493663263,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 12.25, :p75 => 97.25, :p50 => 34.5, :p90 => 145.10000000000008, :p99 => 239.68999999999994, :p95 => 199.1)",2.234762762389097,23,83,50,0.0224609375,2048.0,46.0
91,3.624299170328876,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 13.25, :p75 => 98.25, :p50 => 32.5, :p90 => 147.10000000000008, :p99 => 242.19999999999996, :p95 => 201.64999999999998)",2.3016765375574977,25,83,50,0.02001953125,2048.0,41.0
92,3.762928606440865,0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 13.5, :p75 => 74.75, :p50 => 28.5, :p90 => 139.5, :p99 => 230.9899999999999, :p95 => 199.29999999999998)",2.5130975346074984,27,86,50,0.02197265625,2048.0,45.0
93,3.8288453437609515,0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 13.25, :p75 => 63.0, :p50 => 27.0, :p90 => 138.3, :p99 => 206.54999999999998, :p95 => 174.59999999999985)",3.0977113373797454,29,87,50,0.02294921875,2048.0,47.0
94,3.856571230983349,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 10.5, :p75 => 62.25, :p50 => 25.5, :p90 => 138.2, :p99 => 209.06, :p95 => 145.2)",3.5627294286453575,30,87,50,0.0234375,2048.0,48.0
95,3.8565712309833495,0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 10.5, :p75 => 64.75, :p50 => 27.0, :p90 => 140.2, :p99 => 211.06, :p95 => 146.64999999999998)",3.518240193216445,30,88,50,0.0234375,2048.0,48.0
96,3.8565712309833495,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 10.25, :p75 => 48.75, :p50 => 27.5, :p90 => 113.80000000000001, :p99 => 180.1099999999999, :p95 => 146.1)",1.8462379920173912,32,90,50,0.0234375,2048.0,48.0
97,3.8011194565385535,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 11.5, :p75 => 49.75, :p50 => 28.5, :p90 => 115.9, :p99 => 182.10999999999987, :p95 => 148.55)",1.8824029756758252,32,92,50,0.0224609375,2048.0,46.0
98,3.8288453437609515,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 12.0, :p75 => 51.0, :p50 => 29.5, :p90 => 118.00000000000003, :p99 => 184.1099999999999, :p95 => 151.0)",1.967485583506379,33,94,50,0.02294921875,2048.0,47.0
99,3.884297118205747,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 13.0, :p75 => 52.25, :p50 => 30.5, :p90 => 120.10000000000001, :p99 => 186.10999999999987, :p95 => 153.55)",2.051689254762832,33,95,50,0.02392578125,2048.0,49.0
100,3.8565712309833495,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 14.0, :p75 => 51.75, :p50 => 30.0, :p90 => 113.80000000000001, :p99 => 188.1099999999999, :p95 => 144.09999999999994)",2.304084164278003,34,97,50,0.0234375,2048.0,48.0
101,3.8565712309833495,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 13.0, :p75 => 53.5, :p50 => 31.0, :p90 => 115.80000000000001, :p99 => 190.10999999999987, :p95 => 145.99999999999994)",2.345752679939975,34,97,50,0.0234375,2048.0,48.0
102,3.8288453437609515,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 16.25, :p75 => 53.0, :p50 => 30.0, :p90 => 114.2, :p99 => 159.04, :p95 => 131.59999999999997)",2.0542691303418317,35,99,50,0.02294921875,2048.0,47.0
103,3.8288453437609515,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 14.25, :p75 => 54.75, :p50 => 32.5, :p90 => 115.3, :p99 => 161.04, :p95 => 133.59999999999997)",2.0426002168046513,35,99,50,0.02294921875,2048.0,47.0
104,3.790654493663263,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 16.0, :p75 => 51.5, :p50 => 33.0, :p90 => 104.30000000000001, :p99 => 150.15999999999997, :p95 => 124.49999999999997)",1.8409364152150802,36,100,50,0.0224609375,2048.0,46.0
105,3.8565712309833495,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 14.5, :p75 => 52.75, :p50 => 35.0, :p90 => 106.20000000000002, :p99 => 152.64999999999998, :p95 => 126.49999999999997)",1.890818887748459,36,100,50,0.0234375,2048.0,48.0
106,3.8565712309833495,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 15.25, :p75 => 54.0, :p50 => 36.5, :p90 => 108.10000000000001, :p99 => 155.14, :p95 => 128.04999999999995)",1.891909006078522,36,101,50,0.0234375,2048.0,48.0
107,3.8288453437609515,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 16.25, :p75 => 56.5, :p50 => 38.0, :p90 => 110.00000000000003, :p99 => 157.14, :p95 => 130.04999999999995)",1.892523743382655,36,103,50,0.02294921875,2048.0,47.0
108,3.735202719218467,0.0,0.0,19,31,"Dict(""blue_proportion"" => 0.62, ""red_proportion"" => 0.38)","Dict(:p25 => 15.25, :p75 => 55.0, :p50 => 38.0, :p90 => 102.00000000000003, :p99 => 145.15999999999997, :p95 => 123.29999999999998)",2.2193074910934554,37,104,50,0.021484375,2048.0,44.0
109,3.8288453437609515,0.0,0.0,19,31,"Dict(""blue_proportion"" => 0.62, ""red_proportion"" => 0.38)","Dict(:p25 => 15.25, :p75 => 56.0, :p50 => 40.0, :p90 => 104.0, :p99 => 147.15999999999997, :p95 => 124.84999999999998)",2.2125385567198586,37,104,50,0.02294921875,2048.0,47.0
110,3.7733935693161555,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 14.75, :p75 => 57.25, :p50 => 40.0, :p90 => 106.00000000000003, :p99 => 149.66999999999996, :p95 => 126.39999999999998)",2.270784006167904,38,105,50,0.02197265625,2048.0,45.0
111,3.8011194565385535,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 17.25, :p75 => 57.0, :p50 => 38.0, :p90 => 100.70000000000002, :p99 => 152.17999999999995, :p95 => 120.29999999999998)",2.6588558660929076,39,106,50,0.0224609375,2048.0,46.0
112,3.8011194565385535,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 16.25, :p75 => 58.5, :p50 => 36.0, :p90 => 80.40000000000003, :p99 => 154.68999999999997, :p95 => 113.94999999999997)",2.7558368375729407,40,108,50,0.0224609375,2048.0,46.0
113,3.7456676820937584,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 14.75, :p75 => 60.75, :p50 => 38.0, :p90 => 81.50000000000003, :p99 => 157.19999999999996, :p95 => 115.94999999999997)",2.731280306937496,40,108,50,0.02197265625,2048.0,45.0
114,3.7733935693161555,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 16.25, :p75 => 62.0, :p50 => 39.5, :p90 => 82.60000000000004, :p99 => 159.19999999999996, :p95 => 117.94999999999997)",2.5997279538245164,40,109,50,0.02197265625,2048.0,45.0
115,3.8183803808856607,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 17.25, :p75 => 63.75, :p50 => 40.5, :p90 => 83.70000000000005, :p99 => 161.70999999999995, :p95 => 119.94999999999997)",2.4872167073691194,40,111,50,0.02294921875,2048.0,47.0
116,3.8565712309833495,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 17.25, :p75 => 65.5, :p50 => 41.0, :p90 => 85.70000000000003, :p99 => 164.21999999999997, :p95 => 121.94999999999997)",2.625295622856294,40,111,50,0.0234375,2048.0,48.0
117,3.790654493663263,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 15.5, :p75 => 64.5, :p50 => 36.5, :p90 => 83.3, :p99 => 153.4999999999999, :p95 => 115.84999999999998)",3.3698828237776333,41,111,50,0.0224609375,2048.0,46.0
118,3.8183803808856607,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 16.25, :p75 => 65.75, :p50 => 37.5, :p90 => 84.5, :p99 => 156.00999999999988, :p95 => 117.84999999999998)",3.434460234802682,42,112,50,0.02294921875,2048.0,47.0
119,3.8183803808856607,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 14.25, :p75 => 66.25, :p50 => 37.5, :p90 => 84.1, :p99 => 153.59999999999988, :p95 => 104.74999999999993)",3.1646939496056885,44,113,50,0.02294921875,2048.0,47.0
120,3.8288453437609515,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 14.0, :p75 => 67.75, :p50 => 39.5, :p90 => 85.20000000000002, :p99 => 156.59999999999988, :p95 => 107.19999999999993)",3.1971956170920577,44,113,50,0.02294921875,2048.0,47.0
121,3.8288453437609515,0.0,0.0,19,31,"Dict(""blue_proportion"" => 0.62, ""red_proportion"" => 0.38)","Dict(:p25 => 14.5, :p75 => 69.0, :p50 => 40.5, :p90 => 86.30000000000001, :p99 => 158.12999999999988, :p95 => 109.64999999999993)",3.3891019396304487,44,115,50,0.02294921875,2048.0,47.0
122,3.8011194565385535,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 16.25, :p75 => 71.5, :p50 => 41.0, :p90 => 88.30000000000001, :p99 => 160.6199999999999, :p95 => 112.09999999999994)",3.584625008345491,44,116,50,0.0224609375,2048.0,46.0
123,3.8288453437609515,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 16.25, :p75 => 74.0, :p50 => 42.0, :p90 => 90.30000000000001, :p99 => 163.6199999999999, :p95 => 114.54999999999994)",3.799794324308006,44,117,50,0.02294921875,2048.0,47.0
124,3.8565712309833495,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 16.25, :p75 => 75.75, :p50 => 42.5, :p90 => 93.20000000000002, :p99 => 166.12999999999988, :p95 => 116.99999999999994)",4.0407993789395675,44,119,50,0.0234375,2048.0,48.0
125,3.8288453437609515,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 15.25, :p75 => 76.75, :p50 => 43.5, :p90 => 96.1, :p99 => 168.12999999999988, :p95 => 119.44999999999995)",4.288662837857947,44,119,50,0.02294921875,2048.0,47.0
126,3.8011194565385535,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 12.25, :p75 => 75.0, :p50 => 44.0, :p90 => 94.4, :p99 => 170.61999999999986, :p95 => 106.14999999999996)",4.71113770646433,45,119,50,0.0224609375,2048.0,46.0
127,3.8011194565385535,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 16.0, :p75 => 77.0, :p50 => 44.5, :p90 => 95.6, :p99 => 172.14999999999986, :p95 => 108.69999999999996)",5.075004433977156,45,121,50,0.0224609375,2048.0,46.0
128,3.7733935693161555,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 15.25, :p75 => 79.0, :p50 => 45.0, :p90 => 97.60000000000002, :p99 => 174.14999999999986, :p95 => 111.69999999999996)",5.420159017086093,45,123,50,0.02197265625,2048.0,45.0
129,3.7733935693161555,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 14.5, :p75 => 81.0, :p50 => 45.5, :p90 => 99.6, :p99 => 176.63999999999987, :p95 => 114.69999999999996)",5.252769862465896,45,124,50,0.02197265625,2048.0,45.0
130,3.735202719218467,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 13.75, :p75 => 83.0, :p50 => 46.0, :p90 => 102.5, :p99 => 179.14999999999986, :p95 => 117.24999999999996)",5.27873499151174,45,124,50,0.021484375,2048.0,44.0
131,3.8011194565385535,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 13.75, :p75 => 85.0, :p50 => 46.5, :p90 => 104.5, :p99 => 181.63999999999987, :p95 => 120.24999999999996)",5.542579501695307,45,124,50,0.0224609375,2048.0,46.0
132,3.707476831996069,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 16.25, :p75 => 87.0, :p50 => 45.5, :p90 => 106.5, :p99 => 184.63999999999987, :p95 => 122.69999999999996)",5.248576975704179,45,126,50,0.02099609375,2048.0,43.0
133,3.7456676820937584,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 17.0, :p75 => 89.0, :p50 => 45.5, :p90 => 109.4, :p99 => 187.12999999999988, :p95 => 125.69999999999996)",5.193002052643754,45,128,50,0.021484375,2048.0,44.0
134,3.624299170328876,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 17.0, :p75 => 90.75, :p50 => 45.0, :p90 => 111.4, :p99 => 189.12999999999988, :p95 => 128.69999999999996)",5.027763195495155,45,128,50,0.02001953125,2048.0,41.0
135,3.6902159076489625,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 17.0, :p75 => 92.75, :p50 => 46.0, :p90 => 113.30000000000001, :p99 => 191.12999999999988, :p95 => 131.69999999999996)",5.08888497040675,46,129,50,0.02099609375,2048.0,43.0
136,3.707476831996069,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 16.25, :p75 => 93.75, :p50 => 46.0, :p90 => 116.2, :p99 => 193.63999999999987, :p95 => 134.69999999999996)",5.048124037614612,47,129,50,0.02099609375,2048.0,43.0
137,3.6415600946759827,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 15.25, :p75 => 95.0, :p50 => 46.0, :p90 => 119.1, :p99 => 194.65999999999988, :p95 => 137.69999999999996)",5.029963754396925,47,129,50,0.02001953125,2048.0,41.0
138,3.735202719218467,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 14.5, :p75 => 97.5, :p50 => 47.0, :p90 => 122.0, :p99 => 197.16999999999985, :p95 => 140.69999999999996)",4.816565470940247,47,130,50,0.021484375,2048.0,44.0
139,3.6970118691207787,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 14.5, :p75 => 99.5, :p50 => 49.0, :p90 => 123.19999999999999, :p99 => 198.14999999999986, :p95 => 143.69999999999996)",4.856421790976218,47,130,50,0.02099609375,2048.0,43.0
140,3.735202719218467,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 16.0, :p75 => 101.5, :p50 => 50.5, :p90 => 125.30000000000001, :p99 => 200.65999999999985, :p95 => 146.69999999999996)",4.847012187449323,47,131,50,0.021484375,2048.0,44.0
141,3.735202719218467,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 17.0, :p75 => 103.5, :p50 => 52.0, :p90 => 126.5, :p99 => 202.65999999999988, :p95 => 149.24999999999994)",4.84541458104185,47,132,50,0.021484375,2048.0,44.0
142,3.707476831996069,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 17.25, :p75 => 105.5, :p50 => 53.0, :p90 => 128.60000000000002, :p99 => 205.16999999999985, :p95 => 151.24999999999994)",4.674412006059047,47,132,50,0.02099609375,2048.0,43.0
143,3.8565712309833495,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 16.25, :p75 => 107.25, :p50 => 49.5, :p90 => 131.6, :p99 => 207.16999999999987, :p95 => 154.24999999999994)",4.662008737505959,48,133,50,0.0234375,2048.0,48.0
144,3.8011194565385535,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 16.25, :p75 => 108.25, :p50 => 50.0, :p90 => 134.60000000000002, :p99 => 209.67999999999986, :p95 => 157.24999999999994)",4.674407295955926,48,133,50,0.0224609375,2048.0,46.0
