time,calculate_cultural_entropy,calculate_spatial_segregation,calculate_clustering_coefficient,count_red_tribe,count_blue_tribe,calculate_tribe_proportions,calculate_wealth_percentiles,calculate_pareto_alpha,model.deaths_age,model.deaths_starvation,nagents,calculate_cultural_diversity_diversity_ratio,calculate_cultural_diversity_max_possible,calculate_cultural_diversity_unique_cultures
126,3.735202719218467,0.0,0.0,32,18,"Dict(""blue_proportion"" => 0.36, ""red_proportion"" => 0.64)","Dict(:p25 => 20.0, :p75 => 75.5, :p50 => 44.5, :p90 => 106.9, :p99 => 159.5199999999999, :p95 => 128.55)",3.4327187334759084,44,119,50,0.021484375,2048.0,44.0
127,3.7247377563431767,0.0,0.0,34,16,"Dict(""blue_proportion"" => 0.32, ""red_proportion"" => 0.68)","Dict(:p25 => 18.5, :p75 => 75.0, :p50 => 44.0, :p90 => 106.1, :p99 => 162.0099999999999, :p95 => 124.69999999999996)",3.890387102445474,45,119,50,0.021484375,2048.0,44.0
128,3.735202719218467,0.0,0.0,31,19,"Dict(""blue_proportion"" => 0.38, ""red_proportion"" => 0.62)","Dict(:p25 => 19.25, :p75 => 77.5, :p50 => 45.0, :p90 => 108.0, :p99 => 164.5199999999999, :p95 => 126.69999999999996)",3.8306446114111856,45,119,50,0.021484375,2048.0,44.0
129,3.707476831996069,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 17.75, :p75 => 80.0, :p50 => 45.5, :p90 => 109.20000000000002, :p99 => 167.5199999999999, :p95 => 129.24999999999994)",3.8713214121214237,45,120,50,0.02099609375,2048.0,43.0
130,3.707476831996069,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 20.0, :p75 => 82.5, :p50 => 45.0, :p90 => 110.4, :p99 => 170.0299999999999, :p95 => 131.24999999999994)",3.9336482474756993,45,121,50,0.02099609375,2048.0,43.0
131,3.7247377563431767,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 19.25, :p75 => 84.25, :p50 => 45.5, :p90 => 111.6, :p99 => 173.02999999999992, :p95 => 133.24999999999994)",3.837675537233652,45,122,50,0.021484375,2048.0,44.0
132,3.6692859818983807,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 19.25, :p75 => 86.0, :p50 => 45.0, :p90 => 112.80000000000001, :p99 => 175.5199999999999, :p95 => 134.69999999999996)",3.7520951205904964,45,122,50,0.0205078125,2048.0,42.0
133,3.679750944773672,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 20.0, :p75 => 88.0, :p50 => 46.0, :p90 => 114.9, :p99 => 178.5199999999999, :p95 => 136.69999999999996)",3.787552237717611,45,122,50,0.02099609375,2048.0,43.0
134,3.5583824330087896,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 20.0, :p75 => 90.0, :p50 => 48.0, :p90 => 117.00000000000001, :p99 => 181.00999999999988, :p95 => 138.69999999999996)",3.844001493467405,45,123,50,0.01904296875,2048.0,39.0
135,3.6138342074535847,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 20.0, :p75 => 91.25, :p50 => 49.0, :p90 => 119.00000000000001, :p99 => 183.4999999999999, :p95 => 139.59999999999997)",3.947572150327059,45,123,50,0.01953125,2048.0,40.0
136,3.6415600946759827,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 20.0, :p75 => 86.75, :p50 => 46.5, :p90 => 121.00000000000001, :p99 => 186.49999999999991, :p95 => 141.59999999999997)",4.106774451012057,46,123,50,0.02001953125,2048.0,41.0
137,3.6019848151974543,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 20.25, :p75 => 88.0, :p50 => 47.0, :p90 => 123.10000000000002, :p99 => 188.4999999999999, :p95 => 143.59999999999997)",4.282045361236737,46,124,50,0.02001953125,2048.0,41.0
138,3.491081266307863,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 20.25, :p75 => 89.75, :p50 => 47.5, :p90 => 125.20000000000002, :p99 => 191.4999999999999, :p95 => 145.59999999999997)",4.282493621061728,46,125,50,0.01806640625,2048.0,37.0
139,3.4647398084663052,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 20.5, :p75 => 91.5, :p50 => 48.5, :p90 => 127.30000000000001, :p99 => 193.02999999999992, :p95 => 147.59999999999997)",4.349179816559429,46,125,50,0.017578125,2048.0,36.0
140,3.537452507258208,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 20.75, :p75 => 93.25, :p50 => 49.0, :p90 => 129.40000000000003, :p99 => 195.5199999999999, :p95 => 149.59999999999997)",4.374424598623395,46,125,50,0.0185546875,2048.0,38.0
141,3.679750944773671,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 21.0, :p75 => 95.25, :p50 => 50.0, :p90 => 131.50000000000003, :p99 => 197.5199999999999, :p95 => 151.59999999999997)",4.393479572760172,46,126,50,0.0205078125,2048.0,42.0
142,3.5861083202311868,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 21.25, :p75 => 97.25, :p50 => 51.0, :p90 => 133.50000000000003, :p99 => 200.5199999999999, :p95 => 153.59999999999997)",4.389459485483647,46,127,50,0.01904296875,2048.0,39.0
143,3.6624900204265645,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 20.0, :p75 => 96.25, :p50 => 49.5, :p90 => 132.2, :p99 => 201.4999999999999, :p95 => 149.55)",3.7842244811472865,48,129,50,0.02001953125,2048.0,41.0
144,3.679750944773671,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 20.0, :p75 => 98.0, :p50 => 50.0, :p90 => 135.1, :p99 => 203.9899999999999, :p95 => 152.1)",3.707982254650065,48,129,50,0.0205078125,2048.0,42.0
145,3.707476831996069,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 20.0, :p75 => 100.0, :p50 => 50.5, :p90 => 137.10000000000002, :p99 => 206.49999999999991, :p95 => 154.64999999999998)",3.7493353425042977,48,130,50,0.02099609375,2048.0,43.0
146,3.6415600946759827,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 20.25, :p75 => 102.0, :p50 => 52.0, :p90 => 139.1, :p99 => 207.4799999999999, :p95 => 157.2)",3.6952155973508267,48,130,50,0.02001953125,2048.0,41.0
147,3.762928606440865,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 21.25, :p75 => 103.25, :p50 => 53.0, :p90 => 142.1, :p99 => 209.4799999999999, :p95 => 159.2)",3.5394668625984056,49,131,50,0.02197265625,2048.0,45.0
148,3.735202719218467,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 20.0, :p75 => 90.25, :p50 => 48.0, :p90 => 145.10000000000002, :p99 => 211.0099999999999, :p95 => 161.75)",3.5812813633470104,51,131,50,0.021484375,2048.0,44.0
149,3.7733935693161555,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 18.5, :p75 => 91.5, :p50 => 49.0, :p90 => 147.2, :p99 => 213.4999999999999, :p95 => 163.75)",3.596194848449016,51,131,50,0.02197265625,2048.0,45.0
150,3.652025057551273,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 17.0, :p75 => 88.5, :p50 => 46.5, :p90 => 138.20000000000002, :p99 => 179.72999999999996, :p95 => 157.59999999999997)",3.851871690504819,52,131,50,0.02001953125,2048.0,41.0
0,3.884297118205747,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 10.25, :p75 => 19.0, :p50 => 14.0, :p90 => 23.1, :p99 => 25.0, :p95 => 24.549999999999997)",9.797632143947327,0,0,50,0.02392578125,2048.0,49.0
1,3.912023005428145,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 8.25, :p75 => 19.75, :p50 => 13.0, :p90 => 23.0, :p99 => 24.509999999999998, :p95 => 23.549999999999997)",22.977338591455364,0,0,50,0.0244140625,2048.0,50.0
2,3.912023005428145,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 8.0, :p75 => 18.75, :p50 => 12.0, :p90 => 24.0, :p99 => 26.019999999999996, :p95 => 24.0)",9.113401132554415,0,1,50,0.0244140625,2048.0,50.0
3,3.912023005428145,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 7.25, :p75 => 19.0, :p50 => 11.0, :p90 => 25.0, :p99 => 28.509999999999998, :p95 => 26.0)",6.36811966835726,0,3,50,0.0244140625,2048.0,50.0
4,3.8842971182057475,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 7.25, :p75 => 20.0, :p50 => 12.0, :p90 => 26.1, :p99 => 31.0, :p95 => 28.0)",4.797296537596447,0,6,50,0.02392578125,2048.0,49.0
5,3.912023005428145,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 7.25, :p75 => 20.75, :p50 => 12.0, :p90 => 28.1, :p99 => 33.51, :p95 => 30.0)",5.222749867999345,0,10,50,0.0244140625,2048.0,50.0
6,3.912023005428145,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 8.0, :p75 => 22.75, :p50 => 12.5, :p90 => 31.0, :p99 => 36.019999999999996, :p95 => 32.0)",5.663200651645212,0,13,50,0.0244140625,2048.0,50.0
7,3.884297118205747,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 7.25, :p75 => 23.75, :p50 => 12.5, :p90 => 32.2, :p99 => 38.529999999999994, :p95 => 34.0)",6.093649850565818,0,14,50,0.02392578125,2048.0,49.0
8,3.8565712309833495,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 7.25, :p75 => 24.0, :p50 => 15.0, :p90 => 34.2, :p99 => 41.03999999999999, :p95 => 36.0)",6.528243218168681,0,16,50,0.0234375,2048.0,48.0
9,3.8288453437609515,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 6.25, :p75 => 25.75, :p50 => 16.0, :p90 => 36.2, :p99 => 43.54999999999999, :p95 => 38.0)",5.677222348913881,0,18,50,0.02294921875,2048.0,47.0
10,3.884297118205747,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 6.0, :p75 => 27.5, :p50 => 16.0, :p90 => 38.2, :p99 => 46.05999999999999, :p95 => 40.55)",5.85512334899537,0,18,50,0.02392578125,2048.0,49.0
11,3.884297118205747,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 7.75, :p75 => 29.5, :p50 => 17.5, :p90 => 40.1, :p99 => 48.569999999999986, :p95 => 43.099999999999994)",5.254610273151022,0,20,50,0.02392578125,2048.0,49.0
12,3.8288453437609515,0.0,0.0,19,31,"Dict(""blue_proportion"" => 0.62, ""red_proportion"" => 0.38)","Dict(:p25 => 12.0, :p75 => 31.75, :p50 => 17.5, :p90 => 42.0, :p99 => 50.569999999999986, :p95 => 45.099999999999994)",4.831162385963895,0,22,50,0.02294921875,2048.0,47.0
13,3.762928606440865,0.0,0.0,17,33,"Dict(""blue_proportion"" => 0.66, ""red_proportion"" => 0.34)","Dict(:p25 => 12.0, :p75 => 33.75, :p50 => 20.5, :p90 => 44.0, :p99 => 52.569999999999986, :p95 => 46.64999999999999)",5.075076870903172,0,24,50,0.02197265625,2048.0,45.0
14,3.8288453437609515,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 12.0, :p75 => 35.0, :p50 => 21.0, :p90 => 46.0, :p99 => 55.079999999999984, :p95 => 48.64999999999999)",4.680923947810294,0,27,50,0.02294921875,2048.0,47.0
15,3.8011194565385535,0.0,0.0,16,34,"Dict(""blue_proportion"" => 0.68, ""red_proportion"" => 0.32)","Dict(:p25 => 12.0, :p75 => 35.75, :p50 => 21.5, :p90 => 48.0, :p99 => 57.079999999999984, :p95 => 51.099999999999994)",4.959901687008508,0,28,50,0.0224609375,2048.0,46.0
16,3.8011194565385535,0.0,0.0,18,32,"Dict(""blue_proportion"" => 0.64, ""red_proportion"" => 0.36)","Dict(:p25 => 12.0, :p75 => 36.5, :p50 => 21.0, :p90 => 50.0, :p99 => 59.079999999999984, :p95 => 53.099999999999994)",5.8379666377022925,0,28,50,0.0224609375,2048.0,46.0
17,3.8183803808856607,0.0,0.0,15,35,"Dict(""blue_proportion"" => 0.7, ""red_proportion"" => 0.3)","Dict(:p25 => 12.0, :p75 => 38.0, :p50 => 23.5, :p90 => 51.1, :p99 => 61.58999999999998, :p95 => 55.55)",6.112827598030088,0,30,50,0.02294921875,2048.0,47.0
18,3.8011194565385535,0.0,0.0,17,33,"Dict(""blue_proportion"" => 0.66, ""red_proportion"" => 0.34)","Dict(:p25 => 12.0, :p75 => 40.5, :p50 => 24.0, :p90 => 52.2, :p99 => 64.09999999999998, :p95 => 58.0)",6.472416992225665,0,30,50,0.0224609375,2048.0,46.0
19,3.8011194565385535,0.0,0.0,17,33,"Dict(""blue_proportion"" => 0.66, ""red_proportion"" => 0.34)","Dict(:p25 => 13.0, :p75 => 43.0, :p50 => 24.0, :p90 => 54.1, :p99 => 66.60999999999999, :p95 => 60.0)",5.903736389588149,0,33,50,0.0224609375,2048.0,46.0
20,3.8288453437609515,0.0,0.0,15,35,"Dict(""blue_proportion"" => 0.7, ""red_proportion"" => 0.3)","Dict(:p25 => 12.0, :p75 => 44.0, :p50 => 24.5, :p90 => 56.1, :p99 => 69.11999999999998, :p95 => 62.0)",6.070486523797915,0,33,50,0.02294921875,2048.0,47.0
21,3.8011194565385535,0.0,0.0,17,33,"Dict(""blue_proportion"" => 0.66, ""red_proportion"" => 0.34)","Dict(:p25 => 12.0, :p75 => 46.0, :p50 => 25.0, :p90 => 58.0, :p99 => 71.62999999999997, :p95 => 64.55)",6.174752371909702,0,33,50,0.0224609375,2048.0,46.0
22,3.7456676820937576,0.0,0.0,18,32,"Dict(""blue_proportion"" => 0.64, ""red_proportion"" => 0.36)","Dict(:p25 => 12.0, :p75 => 47.25, :p50 => 26.5, :p90 => 60.0, :p99 => 74.62999999999997, :p95 => 66.55)",6.280270824066902,0,34,50,0.021484375,2048.0,44.0
23,3.6692859818983807,0.0,0.0,19,31,"Dict(""blue_proportion"" => 0.62, ""red_proportion"" => 0.38)","Dict(:p25 => 12.0, :p75 => 48.5, :p50 => 28.5, :p90 => 61.1, :p99 => 77.13999999999997, :p95 => 68.55)",6.508728428340211,0,34,50,0.0205078125,2048.0,42.0
24,3.8011194565385535,0.0,0.0,18,32,"Dict(""blue_proportion"" => 0.64, ""red_proportion"" => 0.36)","Dict(:p25 => 12.0, :p75 => 49.75, :p50 => 30.0, :p90 => 63.0, :p99 => 80.13999999999997, :p95 => 70.55)",6.6748681431834775,0,36,50,0.0224609375,2048.0,46.0
25,3.707476831996069,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 12.0, :p75 => 51.0, :p50 => 31.0, :p90 => 65.0, :p99 => 83.13999999999997, :p95 => 72.55)",6.194548821929101,0,37,50,0.02099609375,2048.0,43.0
26,3.707476831996069,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 13.25, :p75 => 52.75, :p50 => 32.0, :p90 => 67.0, :p99 => 86.13999999999997, :p95 => 74.55)",6.286954876816186,0,41,50,0.02099609375,2048.0,43.0
27,3.762928606440865,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 13.25, :p75 => 52.75, :p50 => 33.0, :p90 => 69.1, :p99 => 89.13999999999997, :p95 => 76.55)",6.379389166491279,0,42,50,0.02197265625,2048.0,45.0
28,3.8011194565385535,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 13.25, :p75 => 54.0, :p50 => 34.0, :p90 => 70.2, :p99 => 92.13999999999997, :p95 => 78.55)",6.589071510877723,0,42,50,0.0224609375,2048.0,46.0
29,3.8288453437609515,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 13.0, :p75 => 55.0, :p50 => 35.0, :p90 => 71.4, :p99 => 95.13999999999997, :p95 => 80.55)",6.742371278295333,0,43,50,0.02294921875,2048.0,47.0
30,3.7733935693161555,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 13.0, :p75 => 57.0, :p50 => 36.0, :p90 => 72.60000000000001, :p99 => 98.13999999999997, :p95 => 82.55)",6.259650824500441,0,44,50,0.02197265625,2048.0,45.0
31,3.790654493663263,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 13.25, :p75 => 59.75, :p50 => 36.5, :p90 => 74.70000000000002, :p99 => 100.64999999999998, :p95 => 84.55)",6.390844394054724,0,46,50,0.0224609375,2048.0,46.0
32,3.790654493663263,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 15.0, :p75 => 62.25, :p50 => 37.0, :p90 => 76.80000000000001, :p99 => 103.15999999999997, :p95 => 86.55)",6.636968209430037,0,47,50,0.0224609375,2048.0,46.0
33,3.790654493663263,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 15.25, :p75 => 63.5, :p50 => 38.0, :p90 => 78.60000000000001, :p99 => 106.15999999999997, :p95 => 88.55)",6.884413116726753,0,48,50,0.0224609375,2048.0,46.0
34,3.7733935693161555,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 15.0, :p75 => 65.5, :p50 => 39.0, :p90 => 80.70000000000002, :p99 => 108.66999999999996, :p95 => 90.55)",7.013714104156597,0,48,50,0.02197265625,2048.0,45.0
35,3.8011194565385535,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 15.0, :p75 => 67.5, :p50 => 40.0, :p90 => 82.70000000000002, :p99 => 110.66999999999996, :p95 => 92.55)",7.243681235617128,0,48,50,0.0224609375,2048.0,46.0
36,3.7456676820937576,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 14.25, :p75 => 69.5, :p50 => 41.0, :p90 => 84.80000000000001, :p99 => 113.15999999999997, :p95 => 94.55)",7.364612260201448,0,48,50,0.021484375,2048.0,44.0
37,3.7179417948713605,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 14.25, :p75 => 70.75, :p50 => 42.0, :p90 => 86.9, :p99 => 115.64999999999998, :p95 => 96.55)",7.485270795922591,0,49,50,0.02099609375,2048.0,43.0
38,3.652025057551273,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 13.25, :p75 => 72.5, :p50 => 43.0, :p90 => 89.00000000000001, :p99 => 118.15999999999997, :p95 => 98.55)",7.611084084039925,0,49,50,0.02001953125,2048.0,41.0
39,3.624299170328876,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 13.75, :p75 => 73.75, :p50 => 44.0, :p90 => 91.00000000000001, :p99 => 120.66999999999996, :p95 => 100.55)",7.868246786494157,0,50,50,0.01953125,2048.0,40.0
40,3.6692859818983807,0.0,0.0,19,31,"Dict(""blue_proportion"" => 0.62, ""red_proportion"" => 0.38)","Dict(:p25 => 13.5, :p75 => 75.75, :p50 => 45.0, :p90 => 93.00000000000001, :p99 => 123.66999999999996, :p95 => 103.0)",7.331481481401565,0,50,50,0.0205078125,2048.0,42.0
41,3.7247377563431767,0.0,0.0,19,31,"Dict(""blue_proportion"" => 0.62, ""red_proportion"" => 0.38)","Dict(:p25 => 13.25, :p75 => 76.75, :p50 => 46.0, :p90 => 95.00000000000001, :p99 => 126.15999999999997, :p95 => 105.0)",7.560241727276141,0,50,50,0.021484375,2048.0,44.0
42,3.707476831996069,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 15.25, :p75 => 77.75, :p50 => 47.0, :p90 => 96.9, :p99 => 128.64999999999998, :p95 => 107.0)",7.278074085389392,0,53,50,0.02099609375,2048.0,43.0
43,3.707476831996069,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 14.5, :p75 => 79.0, :p50 => 48.0, :p90 => 98.9, :p99 => 131.15999999999997, :p95 => 109.0)",6.981431860980457,0,53,50,0.02099609375,2048.0,43.0
44,3.707476831996069,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 14.25, :p75 => 80.75, :p50 => 49.0, :p90 => 100.9, :p99 => 134.15999999999997, :p95 => 111.0)",7.042410321174528,0,53,50,0.02099609375,2048.0,43.0
45,3.6415600946759827,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 14.5, :p75 => 82.0, :p50 => 50.0, :p90 => 102.9, :p99 => 137.15999999999997, :p95 => 113.0)",7.0495726127279585,0,55,50,0.02001953125,2048.0,41.0
46,3.5583824330087888,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 14.75, :p75 => 84.5, :p50 => 50.5, :p90 => 104.9, :p99 => 140.15999999999997, :p95 => 115.0)",6.662249584154614,0,55,50,0.0185546875,2048.0,38.0
47,3.7179417948713605,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 18.0, :p75 => 87.0, :p50 => 51.0, :p90 => 107.00000000000001, :p99 => 143.15999999999997, :p95 => 117.0)",6.727951100222836,0,56,50,0.02099609375,2048.0,43.0
48,3.6415600946759827,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 19.5, :p75 => 88.75, :p50 => 52.0, :p90 => 109.10000000000002, :p99 => 146.15999999999997, :p95 => 119.0)",6.316315776529383,0,57,50,0.02001953125,2048.0,41.0
49,3.5306565457863917,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 19.25, :p75 => 90.75, :p50 => 53.0, :p90 => 111.00000000000001, :p99 => 148.64999999999998, :p95 => 121.0)",6.395423309430914,0,57,50,0.0185546875,2048.0,38.0
50,3.546533040752659,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 18.0, :p75 => 92.0, :p50 => 54.0, :p90 => 113.00000000000001, :p99 => 151.64999999999998, :p95 => 123.55)",6.420911072533037,0,58,50,0.01904296875,2048.0,39.0
51,3.4647398084663044,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 19.5, :p75 => 93.75, :p50 => 55.0, :p90 => 115.00000000000001, :p99 => 153.64999999999998, :p95 => 126.1)",6.116772443553477,0,58,50,0.01806640625,2048.0,37.0
52,3.5861083202311876,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 22.0, :p75 => 96.0, :p50 => 56.5, :p90 => 117.90000000000002, :p99 => 156.15999999999997, :p95 => 128.64999999999998)",5.827114787942161,0,59,50,0.01904296875,2048.0,39.0
53,3.4146995661124864,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 22.25, :p75 => 98.0, :p50 => 58.0, :p90 => 120.80000000000001, :p99 => 158.64999999999998, :p95 => 130.75)",5.875605454510835,0,59,50,0.01708984375,2048.0,35.0
54,3.3315219044452933,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 23.25, :p75 => 99.5, :p50 => 59.5, :p90 => 122.80000000000001, :p99 => 161.64999999999998, :p95 => 132.75)",5.960057684049795,0,59,50,0.0166015625,2048.0,34.0
55,3.1906078963106674,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 24.0, :p75 => 101.75, :p50 => 61.0, :p90 => 125.70000000000002, :p99 => 164.14, :p95 => 134.75)",6.069073315359971,0,59,50,0.01513671875,2048.0,31.0
56,3.163782151730067,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 24.0, :p75 => 103.0, :p50 => 62.5, :p90 => 128.60000000000002, :p99 => 166.13999999999996, :p95 => 136.75)",6.169408975822073,0,60,50,0.015625,2048.0,32.0
57,3.2010728591859587,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 24.25, :p75 => 105.75, :p50 => 64.0, :p90 => 130.60000000000002, :p99 => 169.14, :p95 => 139.29999999999998)",5.875164004761229,0,60,50,0.015625,2048.0,32.0
58,3.1756315439861975,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 25.0, :p75 => 108.5, :p50 => 65.5, :p90 => 132.60000000000002, :p99 => 172.14, :p95 => 141.84999999999997)",5.900420633703377,0,61,50,0.01513671875,2048.0,31.0
59,3.1906078963106683,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 25.25, :p75 => 109.75, :p50 => 66.0, :p90 => 135.5, :p99 => 174.62999999999997, :p95 => 143.84999999999997)",5.942243422287587,0,61,50,0.015625,2048.0,32.0
60,3.241548281306284,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 21.5, :p75 => 97.25, :p50 => 47.0, :p90 => 123.20000000000002, :p99 => 177.14, :p95 => 144.59999999999997)",5.781824574472715,4,61,50,0.01611328125,2048.0,33.0
