time,calculate_cultural_entropy,calculate_spatial_segregation,calculate_clustering_coefficient,count_red_tribe,count_blue_tribe,calculate_tribe_proportions,calculate_wealth_percentiles,calculate_pareto_alpha,model.deaths_age,model.deaths_starvation,nagents
103,3.912023005428145,0.0,0.0,31,19,"Dict(""blue_proportion"" => 0.38, ""red_proportion"" => 0.62)","Dict(:p25 => 14.0, :p75 => 56.5, :p50 => 24.0, :p90 => 103.19999999999999, :p99 => 197.57, :p95 => 163.2499999999999)",2.1220266702379478,37,83,50
104,3.912023005428145,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 13.25, :p75 => 57.5, :p50 => 24.5, :p90 => 91.40000000000002, :p99 => 199.57, :p95 => 129.44999999999987)",2.367410732881703,38,83,50
105,3.884297118205747,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 14.0, :p75 => 60.25, :p50 => 25.0, :p90 => 93.40000000000002, :p99 => 202.07999999999998, :p95 => 131.9999999999999)",2.3524961874148085,38,83,50
106,3.856571230983349,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 14.0, :p75 => 58.0, :p50 => 25.0, :p90 => 93.0, :p99 => 176.9699999999999, :p95 => 110.29999999999998)",2.878662961420489,39,85,50
107,3.884297118205747,0.0,0.0,31,19,"Dict(""blue_proportion"" => 0.38, ""red_proportion"" => 0.62)","Dict(:p25 => 14.0, :p75 => 53.5, :p50 => 25.0, :p90 => 93.10000000000001, :p99 => 136.39999999999992, :p95 => 101.69999999999996)",2.962282372610743,41,87,50
108,3.8565712309833495,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 12.25, :p75 => 52.0, :p50 => 26.0, :p90 => 80.50000000000001, :p99 => 138.9099999999999, :p95 => 95.55)",3.436071894869914,42,89,50
109,3.884297118205747,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 12.0, :p75 => 53.0, :p50 => 27.0, :p90 => 81.60000000000002, :p99 => 141.9099999999999, :p95 => 97.1)",3.5432836621946056,42,91,50
110,3.884297118205747,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 12.25, :p75 => 54.25, :p50 => 28.5, :p90 => 82.60000000000002, :p99 => 144.4199999999999, :p95 => 99.1)",3.6453698427331016,42,92,50
111,3.912023005428145,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 12.25, :p75 => 53.0, :p50 => 28.0, :p90 => 83.60000000000002, :p99 => 147.4199999999999, :p95 => 100.1)",3.4289361481804184,43,94,50
112,3.912023005428145,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 12.25, :p75 => 55.5, :p50 => 28.0, :p90 => 84.60000000000002, :p99 => 149.4199999999999, :p95 => 102.1)",3.5328121668590824,43,94,50
113,3.8565712309833495,0.0,0.0,31,19,"Dict(""blue_proportion"" => 0.38, ""red_proportion"" => 0.62)","Dict(:p25 => 12.25, :p75 => 57.25, :p50 => 28.5, :p90 => 85.60000000000002, :p99 => 151.9099999999999, :p95 => 104.1)",3.6287681519764567,43,94,50
114,3.8288453437609515,0.0,0.0,31,19,"Dict(""blue_proportion"" => 0.38, ""red_proportion"" => 0.62)","Dict(:p25 => 13.0, :p75 => 58.5, :p50 => 29.5, :p90 => 87.50000000000003, :p99 => 153.9099999999999, :p95 => 105.1)",3.7635212926392243,43,97,50
115,3.8288453437609515,0.0,0.0,33,17,"Dict(""blue_proportion"" => 0.34, ""red_proportion"" => 0.66)","Dict(:p25 => 14.0, :p75 => 59.5, :p50 => 30.5, :p90 => 88.60000000000002, :p99 => 156.4199999999999, :p95 => 106.1)",3.8794736855691307,43,97,50
116,3.8565712309833495,0.0,0.0,33,17,"Dict(""blue_proportion"" => 0.34, ""red_proportion"" => 0.66)","Dict(:p25 => 14.25, :p75 => 60.5, :p50 => 31.5, :p90 => 91.40000000000002, :p99 => 158.41999999999993, :p95 => 107.1)",4.022700693069729,43,98,50
117,3.912023005428145,0.0,0.0,31,19,"Dict(""blue_proportion"" => 0.38, ""red_proportion"" => 0.62)","Dict(:p25 => 14.25, :p75 => 61.75, :p50 => 33.5, :p90 => 93.30000000000001, :p99 => 160.9299999999999, :p95 => 108.55)",4.125338246936141,43,101,50
118,3.912023005428145,0.0,0.0,33,17,"Dict(""blue_proportion"" => 0.34, ""red_proportion"" => 0.66)","Dict(:p25 => 15.25, :p75 => 63.0, :p50 => 35.0, :p90 => 96.10000000000001, :p99 => 163.4399999999999, :p95 => 110.0)",4.210393793253146,43,103,50
119,3.912023005428145,0.0,0.0,34,16,"Dict(""blue_proportion"" => 0.32, ""red_proportion"" => 0.68)","Dict(:p25 => 16.0, :p75 => 63.5, :p50 => 34.5, :p90 => 93.50000000000001, :p99 => 166.4399999999999, :p95 => 109.19999999999999)",2.733002440671082,44,103,50
120,3.884297118205747,0.0,0.0,33,17,"Dict(""blue_proportion"" => 0.34, ""red_proportion"" => 0.66)","Dict(:p25 => 16.0, :p75 => 65.0, :p50 => 36.5, :p90 => 94.70000000000002, :p99 => 168.9299999999999, :p95 => 110.19999999999999)",2.8098000976556947,44,103,50
121,3.912023005428145,0.0,0.0,33,17,"Dict(""blue_proportion"" => 0.34, ""red_proportion"" => 0.66)","Dict(:p25 => 15.25, :p75 => 66.75, :p50 => 38.5, :p90 => 96.70000000000002, :p99 => 171.4399999999999, :p95 => 111.19999999999999)",2.879472782268248,44,105,50
122,3.912023005428145,0.0,0.0,34,16,"Dict(""blue_proportion"" => 0.32, ""red_proportion"" => 0.68)","Dict(:p25 => 15.25, :p75 => 67.75, :p50 => 39.0, :p90 => 97.90000000000002, :p99 => 173.4399999999999, :p95 => 112.19999999999999)",3.0584594206839237,44,105,50
123,3.912023005428145,0.0,0.0,34,16,"Dict(""blue_proportion"" => 0.32, ""red_proportion"" => 0.68)","Dict(:p25 => 16.0, :p75 => 69.0, :p50 => 39.5, :p90 => 100.0, :p99 => 176.4399999999999, :p95 => 113.74999999999999)",3.118062974341436,44,106,50
124,3.884297118205747,0.0,0.0,35,15,"Dict(""blue_proportion"" => 0.3, ""red_proportion"" => 0.7)","Dict(:p25 => 17.0, :p75 => 70.75, :p50 => 40.0, :p90 => 102.10000000000002, :p99 => 178.9499999999999, :p95 => 115.29999999999998)",3.297292139030862,44,106,50
125,3.884297118205747,0.0,0.0,36,14,"Dict(""blue_proportion"" => 0.28, ""red_proportion"" => 0.72)","Dict(:p25 => 18.25, :p75 => 73.5, :p50 => 40.5, :p90 => 103.10000000000002, :p99 => 181.9499999999999, :p95 => 117.29999999999998)",3.37951459500345,44,106,50
126,3.8461062681080587,0.0,0.0,37,13,"Dict(""blue_proportion"" => 0.26, ""red_proportion"" => 0.74)","Dict(:p25 => 18.75, :p75 => 75.5, :p50 => 40.5, :p90 => 104.10000000000001, :p99 => 184.94999999999993, :p95 => 118.74999999999999)",3.5868451721631875,44,106,50
127,3.7733935693161564,0.0,0.0,37,13,"Dict(""blue_proportion"" => 0.26, ""red_proportion"" => 0.74)","Dict(:p25 => 19.25, :p75 => 77.5, :p50 => 40.5, :p90 => 106.00000000000003, :p99 => 187.4399999999999, :p95 => 120.19999999999999)",3.6785278040396356,44,106,50
128,3.801119456538554,0.0,0.0,36,14,"Dict(""blue_proportion"" => 0.28, ""red_proportion"" => 0.72)","Dict(:p25 => 19.5, :p75 => 80.25, :p50 => 41.0, :p90 => 107.9, :p99 => 189.92999999999992, :p95 => 122.19999999999999)",3.9017989194122773,44,106,50
129,3.8288453437609515,0.0,0.0,33,17,"Dict(""blue_proportion"" => 0.34, ""red_proportion"" => 0.66)","Dict(:p25 => 20.25, :p75 => 82.0, :p50 => 41.0, :p90 => 109.80000000000001, :p99 => 191.9299999999999, :p95 => 124.1)",4.167759776895939,44,107,50
130,3.8288453437609515,0.0,0.0,34,16,"Dict(""blue_proportion"" => 0.32, ""red_proportion"" => 0.68)","Dict(:p25 => 20.25, :p75 => 83.25, :p50 => 41.5, :p90 => 111.7, :p99 => 193.92999999999992, :p95 => 126.0)",4.2862250240523725,44,107,50
131,3.801119456538554,0.0,0.0,33,17,"Dict(""blue_proportion"" => 0.34, ""red_proportion"" => 0.66)","Dict(:p25 => 18.5, :p75 => 84.5, :p50 => 42.0, :p90 => 113.60000000000002, :p99 => 195.9299999999999, :p95 => 127.55)",4.58382726809016,45,108,50
132,3.8288453437609515,0.0,0.0,33,17,"Dict(""blue_proportion"" => 0.34, ""red_proportion"" => 0.66)","Dict(:p25 => 18.75, :p75 => 86.0, :p50 => 42.0, :p90 => 115.6, :p99 => 198.41999999999993, :p95 => 129.55)",4.8591456159096875,45,108,50
133,3.8288453437609515,0.0,0.0,34,16,"Dict(""blue_proportion"" => 0.32, ""red_proportion"" => 0.68)","Dict(:p25 => 18.25, :p75 => 87.75, :p50 => 41.0, :p90 => 117.60000000000002, :p99 => 200.9099999999999, :p95 => 132.1)",4.902459910375977,46,108,50
134,3.8565712309833495,0.0,0.0,33,17,"Dict(""blue_proportion"" => 0.34, ""red_proportion"" => 0.66)","Dict(:p25 => 18.0, :p75 => 89.75, :p50 => 41.5, :p90 => 119.5, :p99 => 202.9099999999999, :p95 => 133.64999999999998)",5.060712970344058,46,108,50
135,3.7456676820937584,0.0,0.0,33,17,"Dict(""blue_proportion"" => 0.34, ""red_proportion"" => 0.66)","Dict(:p25 => 18.0, :p75 => 90.0, :p50 => 41.5, :p90 => 118.30000000000001, :p99 => 204.9099999999999, :p95 => 135.2)",3.429060654446286,47,108,50
136,3.735202719218467,0.0,0.0,32,18,"Dict(""blue_proportion"" => 0.36, ""red_proportion"" => 0.64)","Dict(:p25 => 18.0, :p75 => 91.75, :p50 => 42.0, :p90 => 120.30000000000001, :p99 => 207.9099999999999, :p95 => 136.75)",3.5033254282522215,47,108,50
137,3.762928606440865,0.0,0.0,33,17,"Dict(""blue_proportion"" => 0.34, ""red_proportion"" => 0.66)","Dict(:p25 => 18.0, :p75 => 93.75, :p50 => 42.5, :p90 => 122.30000000000001, :p99 => 210.41999999999993, :p95 => 139.29999999999998)",3.555759555680176,47,108,50
138,3.762928606440865,0.0,0.0,33,17,"Dict(""blue_proportion"" => 0.34, ""red_proportion"" => 0.66)","Dict(:p25 => 18.0, :p75 => 95.75, :p50 => 43.0, :p90 => 124.30000000000001, :p99 => 212.4199999999999, :p95 => 140.84999999999997)",3.7497854747570183,47,108,50
139,3.790654493663263,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 18.25, :p75 => 97.0, :p50 => 44.0, :p90 => 126.30000000000001, :p99 => 214.41999999999993, :p95 => 142.39999999999998)",3.830052004659518,47,108,50
140,3.8183803808856607,0.0,0.0,31,19,"Dict(""blue_proportion"" => 0.38, ""red_proportion"" => 0.62)","Dict(:p25 => 18.0, :p75 => 93.75, :p50 => 44.0, :p90 => 123.5, :p99 => 216.9299999999999, :p95 => 140.89999999999995)",4.168329995317141,48,109,50
141,3.8183803808856607,0.0,0.0,32,18,"Dict(""blue_proportion"" => 0.36, ""red_proportion"" => 0.64)","Dict(:p25 => 18.25, :p75 => 95.5, :p50 => 45.0, :p90 => 125.50000000000001, :p99 => 219.4199999999999, :p95 => 142.89999999999995)",4.250664216570466,48,109,50
142,3.762928606440865,0.0,0.0,32,18,"Dict(""blue_proportion"" => 0.36, ""red_proportion"" => 0.64)","Dict(:p25 => 18.25, :p75 => 97.25, :p50 => 45.5, :p90 => 127.5, :p99 => 221.92999999999992, :p95 => 144.89999999999995)",4.474694253853649,48,110,50
143,3.762928606440865,0.0,0.0,32,18,"Dict(""blue_proportion"" => 0.36, ""red_proportion"" => 0.64)","Dict(:p25 => 19.5, :p75 => 98.25, :p50 => 46.5, :p90 => 129.5, :p99 => 223.9299999999999, :p95 => 146.89999999999995)",4.70330331263117,48,111,50
144,3.790654493663263,0.0,0.0,35,15,"Dict(""blue_proportion"" => 0.3, ""red_proportion"" => 0.7)","Dict(:p25 => 20.25, :p75 => 93.25, :p50 => 45.5, :p90 => 125.60000000000002, :p99 => 180.9699999999999, :p95 => 137.64999999999998)",5.989275658319314,51,112,50
145,3.8183803808856607,0.0,0.0,35,15,"Dict(""blue_proportion"" => 0.3, ""red_proportion"" => 0.7)","Dict(:p25 => 19.25, :p75 => 94.75, :p50 => 46.5, :p90 => 126.80000000000001, :p99 => 183.9699999999999, :p95 => 139.64999999999998)",6.039342717457159,51,112,50
146,3.8183803808856607,0.0,0.0,34,16,"Dict(""blue_proportion"" => 0.32, ""red_proportion"" => 0.68)","Dict(:p25 => 18.0, :p75 => 93.75, :p50 => 44.0, :p90 => 125.30000000000001, :p99 => 186.9699999999999, :p95 => 140.29999999999998)",4.559663899750279,53,112,50
147,3.640175665295144,0.0,0.0,35,15,"Dict(""blue_proportion"" => 0.3, ""red_proportion"" => 0.7)","Dict(:p25 => 18.0, :p75 => 94.75, :p50 => 45.5, :p90 => 127.19999999999999, :p99 => 188.9699999999999, :p95 => 142.29999999999998)",4.4773355894614255,53,113,50
148,3.6124497780727465,0.0,0.0,32,18,"Dict(""blue_proportion"" => 0.36, ""red_proportion"" => 0.64)","Dict(:p25 => 18.0, :p75 => 95.75, :p50 => 46.5, :p90 => 130.0, :p99 => 191.9699999999999, :p95 => 144.29999999999998)",4.36469256970325,53,113,50
149,3.7074768319960696,0.0,0.0,35,15,"Dict(""blue_proportion"" => 0.3, ""red_proportion"" => 0.7)","Dict(:p25 => 18.0, :p75 => 97.5, :p50 => 47.5, :p90 => 132.0, :p99 => 194.4599999999999, :p95 => 146.29999999999998)",4.4188999671487,54,113,50
150,3.8183803808856607,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 18.25, :p75 => 90.25, :p50 => 45.5, :p90 => 134.0, :p99 => 162.72999999999996, :p95 => 140.59999999999997)",4.622755992415816,56,115,50
