time,calculate_cultural_entropy,calculate_spatial_segregation,calculate_clustering_coefficient,count_red_tribe,count_blue_tribe,calculate_tribe_proportions,calculate_wealth_percentiles,calculate_pareto_alpha,model.deaths_age,model.deaths_starvation,nagents,calculate_cultural_diversity_diversity_ratio,calculate_cultural_diversity_max_possible,calculate_cultural_diversity_unique_cultures,calculate_cultural_initiation_by_tribe_blue_initiated_transmissions,calculate_cultural_initiation_by_tribe_blue_transmission_rate,calculate_cultural_initiation_by_tribe_red_initiated_transmissions,calculate_cultural_initiation_by_tribe_red_transmission_rate,calculate_cultural_initiation_by_tribe_total_transmissions
123,3.745667682093758,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 18.25, :p75 => 67.5, :p50 => 43.0, :p90 => 97.30000000000001, :p99 => 164.02999999999992, :p95 => 104.74999999999999)",2.9905494741840064,44,111,50,0.021484375,2048.0,44.0,5.0,0.38461538461538464,8.0,0.6153846153846154,13.0
124,3.735202719218467,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 16.5, :p75 => 67.25, :p50 => 43.0, :p90 => 91.9, :p99 => 150.83999999999983, :p95 => 103.64999999999999)",3.175585873482186,45,111,50,0.021484375,2048.0,44.0,4.0,0.4,6.0,0.6,10.0
125,3.624299170328876,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 16.5, :p75 => 69.5, :p50 => 44.0, :p90 => 93.90000000000002, :p99 => 152.34999999999982, :p95 => 106.64999999999999)",3.24752791498507,45,112,50,0.02001953125,2048.0,41.0,7.0,0.6363636363636364,4.0,0.36363636363636365,11.0
126,3.6415600946759827,0.0,0.0,19,31,"Dict(""blue_proportion"" => 0.62, ""red_proportion"" => 0.38)","Dict(:p25 => 17.25, :p75 => 70.5, :p50 => 45.5, :p90 => 95.10000000000002, :p99 => 154.34999999999982, :p95 => 108.64999999999999)",3.3439006850605524,45,112,50,0.02001953125,2048.0,41.0,5.0,0.4166666666666667,7.0,0.5833333333333334,12.0
127,3.70747683199607,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 20.0, :p75 => 71.75, :p50 => 47.5, :p90 => 96.30000000000001, :p99 => 156.83999999999983, :p95 => 110.1)",3.458742295225081,45,113,50,0.02099609375,2048.0,43.0,4.0,0.4444444444444444,5.0,0.5555555555555556,9.0
128,3.652025057551274,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 21.75, :p75 => 73.0, :p50 => 50.0, :p90 => 95.70000000000002, :p99 => 159.32999999999984, :p95 => 111.55)",3.5883613307883135,45,113,50,0.02001953125,2048.0,41.0,3.0,0.42857142857142855,4.0,0.5714285714285714,7.0
129,3.6902159076489625,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 23.0, :p75 => 74.75, :p50 => 52.5, :p90 => 97.70000000000002, :p99 => 162.32999999999984, :p95 => 113.55)",3.642529527706355,45,113,50,0.0205078125,2048.0,42.0,4.0,0.5,4.0,0.5,8.0
130,3.7456676820937576,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 22.5, :p75 => 76.5, :p50 => 55.0, :p90 => 98.70000000000003, :p99 => 165.32999999999984, :p95 => 116.1)",3.740440884835934,45,113,50,0.021484375,2048.0,44.0,7.0,0.7777777777777778,2.0,0.2222222222222222,9.0
131,3.6415600946759827,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 21.75, :p75 => 77.5, :p50 => 58.0, :p90 => 97.90000000000003, :p99 => 167.83999999999983, :p95 => 118.64999999999999)",3.866651945135362,45,113,50,0.02001953125,2048.0,41.0,5.0,0.625,3.0,0.375,8.0
132,3.6138342074535847,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 24.25, :p75 => 79.25, :p50 => 60.0, :p90 => 99.80000000000003, :p99 => 170.34999999999982, :p95 => 121.19999999999999)",3.947244831431769,45,114,50,0.01953125,2048.0,40.0,3.0,0.3333333333333333,6.0,0.6666666666666666,9.0
133,3.6347641332041665,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 21.75, :p75 => 81.0, :p50 => 61.0, :p90 => 101.70000000000002, :p99 => 172.85999999999984, :p95 => 124.19999999999999)",4.015385325743148,45,115,50,0.02001953125,2048.0,41.0,3.0,0.42857142857142855,4.0,0.5714285714285714,7.0
134,3.7456676820937584,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 17.25, :p75 => 78.5, :p50 => 57.5, :p90 => 99.3, :p99 => 174.85999999999981, :p95 => 126.74999999999999)",4.572289495968142,47,115,50,0.021484375,2048.0,44.0,9.0,0.75,3.0,0.25,12.0
135,3.8288453437609515,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 16.0, :p75 => 79.75, :p50 => 58.0, :p90 => 100.4, :p99 => 177.34999999999985, :p95 => 129.75)",4.623203703671015,48,116,50,0.02294921875,2048.0,47.0,8.0,0.6153846153846154,5.0,0.38461538461538464,13.0
136,3.8183803808856607,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 16.0, :p75 => 81.0, :p50 => 58.5, :p90 => 101.50000000000001, :p99 => 179.34999999999982, :p95 => 132.29999999999998)",4.901529975968604,48,116,50,0.02294921875,2048.0,47.0,10.0,0.7692307692307693,3.0,0.23076923076923078,13.0
137,3.7456676820937584,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 16.5, :p75 => 83.0, :p50 => 59.0, :p90 => 103.5, :p99 => 182.34999999999982, :p95 => 135.29999999999998)",4.917408801271773,48,118,50,0.02197265625,2048.0,45.0,10.0,0.8333333333333334,2.0,0.16666666666666666,12.0
138,3.624299170328876,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 14.5, :p75 => 84.25, :p50 => 57.5, :p90 => 105.50000000000001, :p99 => 184.34999999999985, :p95 => 138.29999999999998)",4.683064753790266,49,119,50,0.02001953125,2048.0,41.0,10.0,0.7142857142857143,4.0,0.2857142857142857,14.0
139,3.641560094675983,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 14.5, :p75 => 86.25, :p50 => 56.5, :p90 => 107.5, :p99 => 185.81999999999982, :p95 => 140.75)",4.532924749193007,50,120,50,0.0205078125,2048.0,42.0,7.0,0.4666666666666667,8.0,0.5333333333333333,15.0
140,3.7074768319960696,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 14.5, :p75 => 88.25, :p50 => 57.0, :p90 => 109.50000000000001, :p99 => 187.81999999999982, :p95 => 143.2)",4.4299790428458685,50,120,50,0.02099609375,2048.0,43.0,7.0,0.5,7.0,0.5,14.0
141,3.596573283106478,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 16.5, :p75 => 90.5, :p50 => 57.5, :p90 => 112.4, :p99 => 190.32999999999984, :p95 => 145.64999999999998)",3.986807398022546,50,121,50,0.01953125,2048.0,40.0,6.0,0.6,4.0,0.4,10.0
142,3.6415600946759827,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 16.0, :p75 => 92.0, :p50 => 57.0, :p90 => 115.3, :p99 => 192.83999999999983, :p95 => 148.1)",3.8803276294067532,50,121,50,0.02001953125,2048.0,41.0,1.0,0.125,7.0,0.875,8.0
143,3.7733935693161555,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 16.5, :p75 => 93.5, :p50 => 52.5, :p90 => 115.3, :p99 => 151.51, :p95 => 136.49999999999991)",4.609076599908344,52,121,50,0.02197265625,2048.0,45.0,6.0,0.75,2.0,0.25,8.0
144,3.8011194565385535,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 16.0, :p75 => 95.75, :p50 => 54.0, :p90 => 118.30000000000001, :p99 => 153.51, :p95 => 139.0499999999999)",4.47119860546151,52,121,50,0.0224609375,2048.0,46.0,8.0,0.4444444444444444,10.0,0.5555555555555556,18.0
145,3.7179417948713596,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 16.5, :p75 => 97.0, :p50 => 55.5, :p90 => 120.4, :p99 => 156.0, :p95 => 141.0499999999999)",4.520954825185058,52,122,50,0.02099609375,2048.0,43.0,6.0,0.6,4.0,0.4,10.0
146,3.6902159076489625,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 18.0, :p75 => 98.25, :p50 => 56.5, :p90 => 122.4, :p99 => 158.51, :p95 => 142.39999999999992)",4.826671502673748,52,123,50,0.02099609375,2048.0,43.0,4.0,0.5,4.0,0.5,8.0
147,3.6624900204265645,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 19.0, :p75 => 100.25, :p50 => 58.0, :p90 => 125.30000000000001, :p99 => 161.01999999999998, :p95 => 144.39999999999992)",4.872446186747278,53,123,50,0.0205078125,2048.0,42.0,6.0,0.6666666666666666,3.0,0.3333333333333333,9.0
148,3.762928606440865,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 18.5, :p75 => 97.0, :p50 => 55.5, :p90 => 127.3, :p99 => 163.52999999999997, :p95 => 146.39999999999992)",4.601270408284053,54,125,50,0.02197265625,2048.0,45.0,4.0,0.5,4.0,0.5,8.0
149,3.7247377563431767,0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 18.5, :p75 => 99.75, :p50 => 55.5, :p90 => 129.3, :p99 => 166.04, :p95 => 147.94999999999993)",4.852481110005068,54,125,50,0.021484375,2048.0,44.0,3.0,0.42857142857142855,4.0,0.5714285714285714,7.0
150,3.7247377563431763,0.0,0.0,20,30,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)","Dict(:p25 => 18.5, :p75 => 102.5, :p50 => 56.0, :p90 => 132.2, :p99 => 167.01999999999998, :p95 => 150.39999999999992)",4.674186213444745,54,125,50,0.021484375,2048.0,44.0,7.0,0.875,1.0,0.125,8.0
