time,calculate_cultural_entropy,calculate_spatial_segregation,calculate_clustering_coefficient,count_red_tribe,count_blue_tribe,calculate_tribe_proportions,calculate_wealth_percentiles,calculate_pareto_alpha,model.deaths_age,model.deaths_starvation,nagents
100,3.762928606440865,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 13.0, :p75 => 56.75, :p50 => 24.0, :p90 => 113.10000000000002, :p99 => 198.5799999999999, :p95 => 143.29999999999998)",2.4686551775436114,34,104,50
101,3.7733935693161555,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 13.0, :p75 => 58.5, :p50 => 24.0, :p90 => 114.20000000000002, :p99 => 201.08999999999986, :p95 => 145.29999999999998)",2.5229750925231427,34,104,50
102,3.8288453437609515,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 13.25, :p75 => 52.75, :p50 => 22.5, :p90 => 113.10000000000001, :p99 => 161.23999999999995, :p95 => 136.89999999999995)",2.732499424881378,35,104,50
103,3.8565712309833495,0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 13.5, :p75 => 51.75, :p50 => 23.0, :p90 => 102.30000000000003, :p99 => 161.76999999999995, :p95 => 123.14999999999996)",2.20738983747639,36,105,50
104,3.8565712309833495,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 13.75, :p75 => 52.75, :p50 => 25.0, :p90 => 104.30000000000001, :p99 => 164.25999999999993, :p95 => 125.14999999999996)",2.1893437229241095,36,105,50
105,3.884297118205747,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 13.25, :p75 => 54.0, :p50 => 25.5, :p90 => 106.30000000000003, :p99 => 166.25999999999996, :p95 => 127.14999999999996)",2.2413221769778295,36,105,50
106,3.8565712309833495,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 12.75, :p75 => 55.75, :p50 => 27.0, :p90 => 108.20000000000002, :p99 => 167.72999999999996, :p95 => 127.79999999999995)",2.308584110057884,36,106,50
107,3.7733935693161555,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 14.25, :p75 => 57.5, :p50 => 28.5, :p90 => 109.90000000000002, :p99 => 170.21999999999994, :p95 => 129.79999999999995)",2.301779885548216,36,107,50
108,3.8288453437609515,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 11.25, :p75 => 56.75, :p50 => 29.5, :p90 => 110.1, :p99 => 172.21999999999997, :p95 => 131.79999999999995)",2.389719928542312,37,107,50
109,3.912023005428145,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 11.25, :p75 => 57.0, :p50 => 24.5, :p90 => 102.10000000000002, :p99 => 174.21999999999994, :p95 => 128.39999999999992)",2.178120933050705,39,108,50
110,3.912023005428145,0.0,0.0,31,19,"Dict(""blue_proportion"" => 0.38, ""red_proportion"" => 0.62)","Dict(:p25 => 12.5, :p75 => 58.0, :p50 => 25.0, :p90 => 104.0, :p99 => 176.70999999999998, :p95 => 130.39999999999992)",2.2269458555298565,39,109,50
111,3.8288453437609515,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 13.25, :p75 => 59.0, :p50 => 26.5, :p90 => 105.90000000000002, :p99 => 177.72999999999996, :p95 => 132.39999999999992)",2.2892669546486264,39,109,50
112,3.8183803808856607,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 13.25, :p75 => 57.25, :p50 => 26.0, :p90 => 98.9, :p99 => 158.21999999999994, :p95 => 117.1)",2.4380960218932413,40,110,50
113,3.8565712309833495,0.0,0.0,31,19,"Dict(""blue_proportion"" => 0.38, ""red_proportion"" => 0.62)","Dict(:p25 => 13.25, :p75 => 58.0, :p50 => 27.0, :p90 => 100.9, :p99 => 160.72999999999996, :p95 => 118.1)",2.4919992780656206,40,110,50
114,3.8565712309833495,0.0,0.0,31,19,"Dict(""blue_proportion"" => 0.38, ""red_proportion"" => 0.62)","Dict(:p25 => 13.25, :p75 => 49.5, :p50 => 26.0, :p90 => 84.10000000000001, :p99 => 147.5599999999999, :p95 => 106.94999999999997)",2.4967964510968113,42,110,50
115,3.7733935693161555,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 15.25, :p75 => 51.0, :p50 => 27.0, :p90 => 86.10000000000002, :p99 => 149.57999999999987, :p95 => 108.94999999999997)",2.462396313148672,42,112,50
116,3.762928606440865,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 14.0, :p75 => 49.5, :p50 => 26.5, :p90 => 88.10000000000001, :p99 => 151.59999999999988, :p95 => 111.49999999999997)",2.424621521368934,43,112,50
117,3.7801895307879723,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 14.0, :p75 => 51.75, :p50 => 28.5, :p90 => 90.20000000000002, :p99 => 154.10999999999987, :p95 => 113.49999999999997)",2.3775854950023807,43,113,50
118,3.818380380885661,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 14.0, :p75 => 49.0, :p50 => 27.0, :p90 => 89.20000000000002, :p99 => 154.16999999999987, :p95 => 106.84999999999998)",2.5632474634601157,44,113,50
119,3.8565712309833495,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 13.0, :p75 => 51.0, :p50 => 28.5, :p90 => 92.1, :p99 => 157.16999999999987, :p95 => 108.84999999999998)",2.7046681814253954,44,113,50
120,3.8288453437609515,0.0,0.0,31,19,"Dict(""blue_proportion"" => 0.38, ""red_proportion"" => 0.62)","Dict(:p25 => 13.0, :p75 => 53.0, :p50 => 29.0, :p90 => 94.1, :p99 => 159.16999999999987, :p95 => 110.84999999999998)",2.668999267868815,44,113,50
121,3.762928606440865,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 14.0, :p75 => 55.0, :p50 => 29.5, :p90 => 96.2, :p99 => 161.67999999999986, :p95 => 112.84999999999998)",2.6153302494976183,44,114,50
122,3.735202719218467,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 14.5, :p75 => 56.75, :p50 => 29.5, :p90 => 98.2, :p99 => 164.18999999999986, :p95 => 115.29999999999998)",2.5595484433165927,44,114,50
123,3.7179417948713605,0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 16.25, :p75 => 58.75, :p50 => 30.5, :p90 => 97.50000000000001, :p99 => 166.69999999999985, :p95 => 117.74999999999999)",2.6179128148160493,44,115,50
124,3.818380380885661,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 16.25, :p75 => 58.5, :p50 => 28.5, :p90 => 98.0, :p99 => 163.81999999999982, :p95 => 111.59999999999997)",2.9281149729040954,45,116,50
125,3.790654493663263,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 15.5, :p75 => 60.5, :p50 => 29.5, :p90 => 97.4, :p99 => 166.32999999999984, :p95 => 114.14999999999996)",2.889062284322447,45,116,50
126,3.790654493663263,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 16.5, :p75 => 61.25, :p50 => 30.5, :p90 => 99.5, :p99 => 168.3299999999998, :p95 => 114.14999999999996)",3.0922529570491286,45,116,50
127,3.8565712309833495,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 15.5, :p75 => 63.5, :p50 => 31.5, :p90 => 100.70000000000002, :p99 => 170.32999999999984, :p95 => 116.59999999999997)",3.123194945655461,45,116,50
128,3.8011194565385535,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 15.75, :p75 => 63.5, :p50 => 32.5, :p90 => 100.10000000000001, :p99 => 172.34999999999982, :p95 => 119.04999999999997)",3.3194552647042537,45,116,50
129,3.818380380885661,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 17.0, :p75 => 65.75, :p50 => 34.0, :p90 => 102.10000000000002, :p99 => 173.36999999999983, :p95 => 121.04999999999997)",3.4012755820862695,45,117,50
130,3.7524636435655743,0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 18.0, :p75 => 68.0, :p50 => 35.0, :p90 => 104.10000000000001, :p99 => 175.87999999999982, :p95 => 123.49999999999997)",3.592725601028501,45,117,50
131,3.818380380885661,0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 21.25, :p75 => 70.5, :p50 => 35.5, :p90 => 106.20000000000002, :p99 => 178.38999999999982, :p95 => 125.94999999999997)",3.7389176456437863,45,120,50
132,3.8842971182057475,0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 20.75, :p75 => 72.5, :p50 => 36.0, :p90 => 105.60000000000002, :p99 => 180.38999999999982, :p95 => 127.04999999999997)",4.010112851969372,45,122,50
133,3.8842971182057475,0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 19.25, :p75 => 74.5, :p50 => 36.0, :p90 => 107.60000000000002, :p99 => 182.38999999999982, :p95 => 129.04999999999995)",4.277767394606108,45,122,50
134,3.8288453437609515,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 15.0, :p75 => 74.75, :p50 => 36.0, :p90 => 105.20000000000002, :p99 => 183.4299999999998, :p95 => 123.64999999999999)",2.898310616768706,47,122,50
135,3.8011194565385535,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 13.5, :p75 => 76.75, :p50 => 36.5, :p90 => 107.1, :p99 => 185.42999999999984, :p95 => 124.74999999999999)",2.875296426639908,47,122,50
136,3.8288453437609515,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 15.0, :p75 => 79.0, :p50 => 37.0, :p90 => 108.1, :p99 => 187.4299999999998, :p95 => 127.19999999999999)",2.833613044390215,48,122,50
137,3.7456676820937576,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 16.0, :p75 => 81.75, :p50 => 38.0, :p90 => 110.0, :p99 => 189.93999999999983, :p95 => 129.2)",2.8826623217658383,48,123,50
138,3.8011194565385535,0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 19.5, :p75 => 83.75, :p50 => 39.5, :p90 => 112.0, :p99 => 192.44999999999982, :p95 => 131.64999999999998)",2.917037000076446,48,125,50
139,3.8011194565385535,0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 20.25, :p75 => 86.0, :p50 => 41.0, :p90 => 114.1, :p99 => 194.9599999999998, :p95 => 132.55)",2.978807233467137,48,125,50
140,3.8565712309833495,0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 20.25, :p75 => 89.0, :p50 => 43.0, :p90 => 114.30000000000001, :p99 => 195.93999999999983, :p95 => 134.55)",3.139504896285737,48,127,50
141,3.884297118205747,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 18.25, :p75 => 91.75, :p50 => 44.5, :p90 => 116.4, :p99 => 198.44999999999982, :p95 => 136.55)",3.2881775638478716,48,127,50
142,3.8183803808856607,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 17.0, :p75 => 93.75, :p50 => 46.0, :p90 => 119.3, :p99 => 200.44999999999982, :p95 => 138.55)",3.438444378918968,48,127,50
143,3.8461062681080587,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 17.75, :p75 => 93.0, :p50 => 42.0, :p90 => 121.10000000000001, :p99 => 147.63, :p95 => 132.79999999999995)",4.304994265511658,50,127,50
144,3.790654493663263,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 19.25, :p75 => 95.25, :p50 => 43.5, :p90 => 124.1, :p99 => 148.11999999999998, :p95 => 134.79999999999995)",4.38864153213246,50,127,50
145,3.8011194565385535,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 21.0, :p75 => 96.5, :p50 => 45.0, :p90 => 127.0, :p99 => 150.11999999999998, :p95 => 137.24999999999994)",4.6128317768790135,50,129,50
146,3.8288453437609515,0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 21.5, :p75 => 98.25, :p50 => 45.5, :p90 => 129.10000000000002, :p99 => 152.60999999999996, :p95 => 138.59999999999997)",4.908089463993839,50,129,50
147,3.8288453437609515,0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 21.5, :p75 => 100.5, :p50 => 46.0, :p90 => 132.1, :p99 => 154.60999999999999, :p95 => 141.59999999999997)",5.150357898004629,51,129,50
148,3.790654493663263,0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 21.5, :p75 => 102.75, :p50 => 48.0, :p90 => 134.2, :p99 => 156.60999999999996, :p95 => 143.59999999999997)",5.23602670447469,51,129,50
149,3.7906544936632627,0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 20.25, :p75 => 95.75, :p50 => 43.5, :p90 => 128.8, :p99 => 158.60999999999999, :p95 => 139.0)",5.618185822336461,53,129,50
150,3.856571230983349,0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 21.0, :p75 => 97.75, :p50 => 44.0, :p90 => 127.9, :p99 => 161.09999999999997, :p95 => 141.55)",5.731120268218019,53,131,50
