time;nagents;births;deaths_age;deaths_starvation;combat_kills;calculate_total_credit_outstanding;calculate_credit_default_rate;calculate_decision_entropy;calculate_gini_coefficient;calculate_pareto_alpha;calculate_mean_lifespan;calculate_lifespan_inequality;calculate_cultural_entropy;calculate_spatial_segregation;calculate_clustering_coefficient;count_red_tribe;count_blue_tribe;calculate_factional_clustering_blue_attack_rate;calculate_factional_clustering_blue_initiated_attacks;calculate_factional_clustering_red_attack_rate;calculate_factional_clustering_red_initiated_attacks;calculate_factional_clustering_total_attacks;calculate_cultural_initiation_by_tribe_blue_initiated_transmissions;calculate_cultural_initiation_by_tribe_red_initiated_transmissions;calculate_cultural_initiation_by_tribe_total_transmissions;calculate_cultural_diversity_diversity_ratio
66;15;16;3;28;20;0.0;0.0;0.0;0.22483745123537058;5.581435295153188;31.733333333333334;0.37142857142857144;1.5226999259857525;0.0;0.0;1;14;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0029296875
67;15;17;4;28;20;0.0;0.0;0.0;0.2647148032690201;4.573817048305678;28.266666666666666;0.40283018867924536;1.5867847075280475;0.0;0.0;0;15;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0029296875
68;16;18;4;28;20;0.0;0.0;0.0;0.2935765456934065;4.339029291941653;27.4375;0.42724943052391806;1.4941751382893085;0.0;0.0;0;16;0.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;0.00244140625
69;18;20;4;28;20;0.0;0.0;0.0;0.3385251507803271;4.932010285381465;25.27777777777778;0.4775335775335776;1.5089177597971124;0.0;0.0;0;18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00244140625
70;19;21;4;28;20;0.0;0.0;0.0;0.35101095489711187;5.229646376236401;24.894736842105264;0.4878157338377658;1.648991588294481;0.0;0.0;0;19;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.00341796875
71;21;24;4;28;21;0.0;0.0;0.0;0.38167816116611064;5.58884715171875;23.428571428571427;0.5195509097948121;1.7486301496264105;0.0;0.0;1;20;1.0;1.0;0.0;0.0;1.0;6.0;0.0;6.0;0.00341796875
72;23;26;4;28;21;0.0;0.0;0.0;0.39926749787026505;4.421937435635442;22.304347826086957;0.5419103313840157;1.8212377228818126;0.0;0.0;2;21;0.0;0.0;0.0;0.0;0.0;6.0;1.0;7.0;0.00390625
73;22;26;4;28;22;0.0;0.0;0.0;0.3919587545403167;5.686319579263261;23.181818181818183;0.5326203208556151;1.9845459159938432;0.0;0.0;2;20;0.0;0.0;1.0;1.0;1.0;3.0;1.0;4.0;0.00439453125
74;22;26;4;28;22;0.0;0.0;0.0;0.3781228241612684;5.828489726808584;24.181818181818183;0.5105946684894054;1.6051472703821856;0.0;0.0;0;22;0.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;0.0029296875
75;24;28;4;28;22;0.0;0.0;0.0;0.3913337158496437;6.877445046776506;23.083333333333332;0.5327918170878458;1.5595811562598767;0.0;0.0;0;24;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0029296875
76;23;28;5;28;22;0.0;0.0;0.0;0.4216432931252565;2.269807119394874;21.82608695652174;0.505629655291876;1.5414409520734815;0.0;0.0;0;23;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0029296875
77;23;28;5;28;22;0.0;0.0;0.0;0.40877941817695773;2.2663435071652005;22.82608695652174;0.48347826086956536;1.5414409520734815;0.0;0.0;0;23;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0029296875
78;23;28;5;28;22;0.0;0.0;0.0;0.39706816804835143;2.333715136247769;23.82608695652174;0.46318629006664547;1.5641908713675923;0.0;0.0;0;23;0.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;0.0029296875
79;23;28;5;28;22;0.0;0.0;0.0;0.38347313116991466;2.367312726707716;24.82608695652174;0.4445290489606335;1.5831526804714815;0.0;0.0;0;23;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0029296875
80;24;29;5;28;22;0.0;0.0;0.0;0.3870129552847228;2.4454087211148265;24.75;0.4511784511784511;1.5312646501273104;0.0;0.0;0;24;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0029296875
81;25;30;5;28;22;0.0;0.0;0.0;0.39173471468776766;2.52558907526135;24.72;0.4563106796116505;1.5231256427356368;0.0;0.0;0;25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0029296875
82;26;31;5;28;22;0.0;0.0;0.0;0.39547559824591216;2.6079555417823954;24.73076923076923;0.46016269888742656;1.4672931249660666;0.0;0.0;0;26;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0029296875
