time,nagents,#193,#194,#195,#196,#197,#198,#199,#200,#201,#202,#203
0,50,0,0,0,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 50, ""max_degree"" => 0)",0.23110204081632646,"Dict(:p25 => 10.25, :p75 => 19.0, :p50 => 14.0, :p90 => 23.1, :p99 => 25.0, :p95 => 24.549999999999997)",9.797632143947327,0.0,0.0
1,50,0,0,0,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 50, ""max_degree"" => 0)",0.26111273792093703,"Dict(:p25 => 8.25, :p75 => 19.75, :p50 => 13.0, :p90 => 23.0, :p99 => 24.509999999999998, :p95 => 23.0)",25.467857350961356,1.0,0.0
2,49,0,0,1,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 49, ""max_degree"" => 0)",0.29938390450519825,"Dict(:p25 => 8.0, :p75 => 19.0, :p50 => 12.0, :p90 => 23.0, :p99 => 25.559999999999988, :p95 => 24.0)",9.709867080394467,2.0,0.0
3,46,0,0,4,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 46, ""max_degree"" => 0)",0.32645109606001,"Dict(:p25 => 7.25, :p75 => 18.0, :p50 => 11.0, :p90 => 23.5, :p99 => 27.64999999999999, :p95 => 25.75)",10.348895094227757,3.0,0.0
4,43,0,0,7,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 43, ""max_degree"" => 0)",0.34546856609440324,"Dict(:p25 => 6.5, :p75 => 19.5, :p50 => 12.0, :p90 => 25.0, :p99 => 29.739999999999995, :p95 => 27.799999999999997)",8.152624325998834,4.0,0.0
5,39,0,0,11,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 39, ""max_degree"" => 0)",0.3459706959706961,"Dict(:p25 => 7.0, :p75 => 20.0, :p50 => 13.0, :p90 => 27.200000000000003, :p99 => 31.859999999999992, :p95 => 30.0)",6.063453600753375,5.0,0.0
6,36,0,0,14,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 36, ""max_degree"" => 0)",0.35374352847471147,"Dict(:p25 => 7.75, :p75 => 22.25, :p50 => 13.5, :p90 => 30.0, :p99 => 33.949999999999996, :p95 => 32.0)",6.531506875598035,6.0,0.0
7,34,0,0,16,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 34, ""max_degree"" => 0)",0.3636127017178554,"Dict(:p25 => 8.0, :p75 => 24.75, :p50 => 15.0, :p90 => 33.10000000000001, :p99 => 36.009999999999984, :p95 => 34.0)",9.708741278364258,7.0,0.0
8,32,0,0,18,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 32, ""max_degree"" => 0)",0.3679646596858639,"Dict(:p25 => 7.75, :p75 => 26.75, :p50 => 16.0, :p90 => 35.60000000000001, :p99 => 38.38, :p95 => 36.45)",10.370327425921943,8.0,0.0
9,30,0,0,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 30, ""max_degree"" => 0)",0.356140350877193,"Dict(:p25 => 9.25, :p75 => 30.25, :p50 => 16.0, :p90 => 38.0, :p99 => 40.71, :p95 => 39.10000000000001)",10.48617871143193,9.0,0.0
10,30,0,0,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 30, ""max_degree"" => 0)",0.3785987958401751,"Dict(:p25 => 9.25, :p75 => 31.5, :p50 => 16.5, :p90 => 39.1, :p99 => 43.0, :p95 => 41.65000000000001)",10.560320912205254,10.0,0.0
