id,pos_1,pos_2,vision,metabolism,sugar,age,max_age,sex,has_reproduced,has_spread_culture,has_accepted_culture,initial_sugar,children,total_inheritance_received,culture,loans_given,loans_owed,diseases,immunity,last_partner_id,last_credit_partner,last_combat_partner,chose_not_to_attack,chose_not_to_borrow,chose_not_to_lend,chose_not_to_reproduce,chose_not_to_spread_culture,schwartz_values
44,10,1,2,3,18.0,0,100,female,false,false,false,18.0,Int64[],0.0,"Bool[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(self_direction = 1.17f0, stimulation = -0.68f0, hedonism = -0.1f0, achievement = -1.06f0, power = -0.93f0, security = -0.96f0, conformity = -0.0f0, tradition = -0.11f0, benevolence = 1.53f0, universalism = 1.13f0)"
9,13,19,2,4,13.0,0,95,male,false,false,false,13.0,Int64[],0.0,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(self_direction = -0.15f0, stimulation = -1.72f0, hedonism = -1.48f0, achievement = -0.12f0, power = -0.08f0, security = 1.68f0, conformity = 0.47f0, tradition = -0.41f0, benevolence = 0.72f0, universalism = 1.09f0)"
31,19,39,5,2,20.0,0,60,female,false,false,false,20.0,Int64[],0.0,"Bool[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(self_direction = 1.14f0, stimulation = -0.34f0, hedonism = 1.78f0, achievement = 0.03f0, power = -0.54f0, security = -0.01f0, conformity = -2.42f0, tradition = -1.78f0, benevolence = 0.64f0, universalism = 1.52f0)"
29,43,15,5,4,14.0,0,98,male,false,false,false,14.0,Int64[],0.0,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(self_direction = 0.56f0, stimulation = -0.48f0, hedonism = 0.3f0, achievement = -0.29f0, power = -2.72f0, security = 1.55f0, conformity = -1.63f0, tradition = 0.69f0, benevolence = 0.8f0, universalism = 1.22f0)"
46,23,40,6,2,21.0,0,68,male,false,false,false,21.0,Int64[],0.0,"Bool[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(self_direction = 0.84f0, stimulation = 0.72f0, hedonism = -0.33f0, achievement = -0.75f0, power = -0.52f0, security = -0.21f0, conformity = -0.47f0, tradition = -0.14f0, benevolence = 0.36f0, universalism = 0.51f0)"
21,6,20,4,1,24.0,0,91,female,false,false,false,24.0,Int64[],0.0,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(self_direction = 0.35f0, stimulation = 0.08f0, hedonism = 0.07f0, achievement = -0.55f0, power = 0.42f0, security = -1.44f0, conformity = 0.83f0, tradition = 0.48f0, benevolence = 0.6f0, universalism = -0.85f0)"
38,38,17,2,1,17.0,0,60,female,false,false,false,17.0,Int64[],0.0,"Bool[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(self_direction = -0.16f0, stimulation = 0.66f0, hedonism = -0.06f0, achievement = 0.26f0, power = -0.64f0, security = 0.6f0, conformity = 0.38f0, tradition = -0.63f0, benevolence = -0.06f0, universalism = -0.36f0)"
24,12,50,6,2,14.0,0,83,female,false,false,false,14.0,Int64[],0.0,"Bool[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(self_direction = -0.08f0, stimulation = -1.59f0, hedonism = 0.16f0, achievement = -1.53f0, power = -1.37f0, security = 1.66f0, conformity = 0.04f0, tradition = 1.26f0, benevolence = 0.46f0, universalism = 0.98f0)"
8,33,22,4,3,15.0,0,74,male,false,false,false,15.0,Int64[],0.0,"Bool[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(self_direction = -0.03f0, stimulation = -0.35f0, hedonism = 0.87f0, achievement = -0.05f0, power = -1.15f0, security = 0.85f0, conformity = 0.52f0, tradition = 0.13f0, benevolence = -0.82f0, universalism = 0.02f0)"
17,13,44,1,2,22.0,0,93,male,false,false,false,22.0,Int64[],0.0,"Bool[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]","Dict{Int64, Vector{Sugarscape.Loan}}()","Dict{Int64, Vector{Sugarscape.Loan}}()",BitVector[],"Bool[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],Int64[],Int64[],false,false,false,false,false,"(self_direction = 1.33f0, stimulation = 0.37f0, hedonism = 2.05f0, achievement = -1.02f0, power = -1.27f0, security = -0.26f0, conformity = 0.19f0, tradition = -1.53f0, benevolence = 0.09f0, universalism = 0.04f0)"
