time;nagents;births;deaths_age;deaths_starvation;combat_kills;calculate_total_credit_outstanding;calculate_credit_default_rate;calculate_decision_entropy;calculate_gini_coefficient;calculate_pareto_alpha;calculate_mean_lifespan;calculate_lifespan_inequality;calculate_cultural_entropy;calculate_spatial_segregation;calculate_clustering_coefficient;count_red_tribe;count_blue_tribe;calculate_factional_clustering_blue_attack_rate;calculate_factional_clustering_blue_initiated_attacks;calculate_factional_clustering_red_attack_rate;calculate_factional_clustering_red_initiated_attacks;calculate_factional_clustering_total_attacks;calculate_cultural_initiation_by_tribe_blue_initiated_transmissions;calculate_cultural_initiation_by_tribe_red_initiated_transmissions;calculate_cultural_initiation_by_tribe_total_transmissions;calculate_cultural_diversity_diversity_ratio
138;5;13;8;23;27;0.0;0.0;0.0;0.36912092815707287;0.0;32.6;0.24294478527607377;0.0;0.0;0.0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
139;5;13;8;23;27;0.0;0.0;0.0;0.36790305896261266;0.0;33.6;0.23571428571428577;0.0;0.0;0.0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
140;5;13;8;23;27;0.0;0.0;0.0;0.36533216014078307;0.0;34.6;0.22890173410404624;0.0;0.0;0.0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
141;5;13;8;23;27;0.0;0.0;0.0;0.3628001746470675;0.0;35.6;0.22247191011235956;0.0;0.0;0.0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
142;5;13;8;23;27;0.0;0.0;0.0;0.35963620614984837;0.0;36.6;0.2163934426229508;0.0;0.0;0.0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
143;6;14;8;23;27;0.0;0.0;0.0;0.4583990065434398;0.0;31.333333333333332;0.3421985815602837;0.0;0.0;0.0;0;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
144;6;14;8;23;27;0.0;0.0;0.0;0.4542075105365344;0.0;32.333333333333336;0.331615120274914;0.0;0.0;0.0;0;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
145;8;16;8;23;27;0.0;0.0;0.0;0.5731092140539016;0.0;25.0;0.49124999999999996;0.0;0.0;0.0;0;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
146;10;18;8;23;27;0.0;0.0;0.0;0.6326829268292682;0.5192536965424993;20.8;0.5778846153846153;0.0;0.0;0.0;0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
147;10;18;8;23;27;0.0;0.0;0.0;0.6226966909240697;0.5387653231669146;21.8;0.5513761467889908;0.0;0.0;0.0;0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
148;10;18;8;23;27;0.0;0.0;0.0;0.6130023000947098;0.5575763598154932;22.8;0.5271929824561403;0.0;0.0;0.0;0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
149;9;18;9;23;27;0.0;0.0;0.0;0.5259664251529834;0.0;19.77777777777778;0.5205992509363295;0.0;0.0;0.0;0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
150;9;18;9;23;27;0.0;0.0;0.0;0.520177403065033;0.0;20.77777777777778;0.4955436720142603;0.0;0.0;0.0;0;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00048828125
