Architecture,N_Runs,Mean,Std,Min,Max,Median,Q25,Q75
bigfive,1,703.000,NaN,703.000,703.000,703.000,703.000,703.000
llm,1,677.000,NaN,677.000,677.000,677.000,677.000,677.000
rule,1,672.000,NaN,672.000,672.000,672.000,672.000,672.000
schwartz,1,847.000,NaN,847.000,847.000,847.000,847.000,847.000
