Architecture,N_Runs,Mean,Std,Min,Max,Median,Q25,Q75
bigfive,1,204.000,N/A,204.000,204.000,204.000,204.000,204.000
llm,1,165.000,N/A,165.000,165.000,165.000,165.000,165.000
rule,1,301.000,N/A,301.000,301.000,301.000,301.000,301.000
schwartz,1,116.000,N/A,116.000,116.000,116.000,116.000,116.000
