Architecture,N_Runs,Mean,Std,Min,Max,Median,Q25,Q75
bigfive,1,773.000,NaN,773.000,773.000,773.000,773.000,773.000
llm,1,1283.000,NaN,1283.000,1283.000,1283.000,1283.000,1283.000
rule,1,1267.000,NaN,1267.000,1267.000,1267.000,1267.000,1267.000
schwartz,1,831.000,NaN,831.000,831.000,831.000,831.000,831.000
