time,id,pos,sugar,age,vision,metabolism,sex,culture,children,has_reproduced,has_spread_culture,has_accepted_culture,total_inheritance_received,last_partner_id,last_credit_partner,chose_not_to_spread_culture,schwartz_values
35,66,"(36, 8)",61.0,27,4,2,male,"Bool[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,"(self_direction = -1.37f0, stimulation = -1.13f0, hedonism = 1.12f0, achievement = -0.83f0, power = -0.66f0, security = -0.05f0, conformity = 0.51f0, tradition = 1.29f0, benevolence = 0.7f0, universalism = 0.41f0)"
35,67,"(15, 37)",62.0,27,5,1,female,"Bool[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1]",Int64[],false,false,true,0.0,Int64[],Int64[],false,"(self_direction = -0.5f0, stimulation = -1.7f0, hedonism = -1.06f0, achievement = 1.4f0, power = -0.94f0, security = 1.34f0, conformity = -0.71f0, tradition = 0.77f0, benevolence = 1.5f0, universalism = -0.1f0)"
35,71,"(28, 32)",15.0,24,4,1,male,"Bool[1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.83f0, stimulation = -1.63f0, hedonism = -0.72f0, achievement = -1.5f0, power = -2.21f0, security = 1.25f0, conformity = 1.11f0, tradition = 0.52f0, benevolence = 1.03f0, universalism = 1.32f0)"
35,72,"(37, 9)",7.0,24,6,4,male,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,"(self_direction = -0.37f0, stimulation = 0.68f0, hedonism = -0.1f0, achievement = -1.15f0, power = -1.3f0, security = 0.46f0, conformity = 0.35f0, tradition = 0.93f0, benevolence = 0.32f0, universalism = 0.17f0)"
35,74,"(29, 1)",49.0,24,1,1,male,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.94f0, stimulation = -0.69f0, hedonism = 0.17f0, achievement = 0.33f0, power = -1.29f0, security = -0.19f0, conformity = -0.3f0, tradition = -0.86f0, benevolence = 0.56f0, universalism = 1.33f0)"
35,75,"(30, 1)",36.0,23,1,1,male,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 1.39f0, stimulation = -0.79f0, hedonism = -2.23f0, achievement = 1.48f0, power = -0.64f0, security = 0.74f0, conformity = 0.93f0, tradition = -0.47f0, benevolence = -0.33f0, universalism = -0.08f0)"
35,79,"(47, 35)",5.0,20,1,1,female,"Bool[1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = -0.35f0, stimulation = -0.59f0, hedonism = -0.41f0, achievement = -1.15f0, power = -0.47f0, security = -0.12f0, conformity = -0.32f0, tradition = 1.12f0, benevolence = 1.2f0, universalism = 1.08f0)"
35,80,"(38, 11)",49.0,18,6,1,male,"Bool[0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = -0.32f0, stimulation = 1.35f0, hedonism = -1.31f0, achievement = 0.03f0, power = -0.13f0, security = 0.27f0, conformity = -0.08f0, tradition = 0.17f0, benevolence = -0.6f0, universalism = 0.62f0)"
35,81,"(29, 9)",38.0,17,5,1,male,"Bool[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.17f0, stimulation = -1.1f0, hedonism = 0.66f0, achievement = 1.94f0, power = -1.27f0, security = -1.15f0, conformity = 0.81f0, tradition = -0.62f0, benevolence = 0.06f0, universalism = 0.5f0)"
35,84,"(37, 12)",12.0,16,5,3,female,"Bool[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,"(self_direction = 1.54f0, stimulation = -2.19f0, hedonism = -2.26f0, achievement = -2.05f0, power = -2.11f0, security = 0.88f0, conformity = 1.64f0, tradition = 1.61f0, benevolence = 1.62f0, universalism = 1.33f0)"
35,85,"(36, 9)",6.0,12,6,3,male,"Bool[1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0]",Int64[],false,true,true,0.0,Int64[],Int64[],false,"(self_direction = 1.55f0, stimulation = -1.26f0, hedonism = 1.03f0, achievement = -0.7f0, power = -0.43f0, security = -0.38f0, conformity = -1.24f0, tradition = 0.33f0, benevolence = 1.14f0, universalism = -0.05f0)"
35,87,"(20, 37)",9.0,11,1,3,male,"Bool[0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = -0.39f0, stimulation = -0.84f0, hedonism = -1.39f0, achievement = 0.99f0, power = -1.93f0, security = -0.3f0, conformity = 0.01f0, tradition = -0.14f0, benevolence = 2.16f0, universalism = 1.83f0)"
35,88,"(18, 41)",17.0,11,5,3,female,"Bool[0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],true,"(self_direction = 0.05f0, stimulation = -1.19f0, hedonism = 0.42f0, achievement = -1.66f0, power = -1.12f0, security = -0.05f0, conformity = -0.07f0, tradition = 1.16f0, benevolence = 1.23f0, universalism = 1.23f0)"
35,89,"(33, 3)",10.0,11,1,3,female,"Bool[0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.52f0, stimulation = -0.41f0, hedonism = 0.34f0, achievement = 1.14f0, power = 0.73f0, security = 0.02f0, conformity = -1.63f0, tradition = -1.76f0, benevolence = 0.24f0, universalism = 0.8f0)"
35,91,"(32, 13)",32.0,10,4,1,female,"Bool[1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = -0.02f0, stimulation = -0.68f0, hedonism = -0.3f0, achievement = 0.44f0, power = -0.39f0, security = -0.61f0, conformity = -0.45f0, tradition = -0.07f0, benevolence = 1.01f0, universalism = 1.06f0)"
35,92,"(42, 46)",10.0,9,3,1,male,"Bool[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.81f0, stimulation = -0.46f0, hedonism = 1.83f0, achievement = 1.3f0, power = -1.11f0, security = -0.99f0, conformity = -1.14f0, tradition = 0.28f0, benevolence = -0.12f0, universalism = -0.4f0)"
35,93,"(12, 30)",4.0,9,1,3,male,"Bool[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.04f0, stimulation = 0.22f0, hedonism = 2.12f0, achievement = 0.1f0, power = -0.33f0, security = 0.18f0, conformity = -0.59f0, tradition = -1.42f0, benevolence = 0.57f0, universalism = -0.88f0)"
35,94,"(18, 34)",19.0,7,1,1,female,"Bool[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.92f0, stimulation = -0.44f0, hedonism = -0.37f0, achievement = -1.5f0, power = -0.84f0, security = 0.33f0, conformity = 0.28f0, tradition = 0.29f0, benevolence = 0.64f0, universalism = 0.69f0)"
35,96,"(7, 22)",3.0,4,2,3,female,"Bool[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = -0.42f0, stimulation = 0.87f0, hedonism = -1.51f0, achievement = 1.94f0, power = 0.4f0, security = 0.06f0, conformity = -0.65f0, tradition = 0.55f0, benevolence = -0.17f0, universalism = -1.07f0)"
35,97,"(13, 41)",22.0,3,6,1,female,"Bool[1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 1.07f0, stimulation = -0.14f0, hedonism = 1.44f0, achievement = -1.21f0, power = -0.47f0, security = 0.05f0, conformity = -1.08f0, tradition = -0.38f0, benevolence = 0.92f0, universalism = -0.19f0)"
36,2,"(16, 37)",103.0,36,6,1,male,"Bool[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.2f0, stimulation = -1.45f0, hedonism = 0.05f0, achievement = -0.65f0, power = -1.89f0, security = -0.04f0, conformity = -0.16f0, tradition = 0.38f0, benevolence = 1.89f0, universalism = 1.67f0)"
36,5,"(15, 40)",102.0,36,6,1,female,"Bool[0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 1.49f0, stimulation = 1.07f0, hedonism = 0.25f0, achievement = 0.07f0, power = -1.2f0, security = -0.4f0, conformity = -1.16f0, tradition = -1.8f0, benevolence = 1.81f0, universalism = -0.13f0)"
36,7,"(13, 29)",62.0,36,1,1,male,"Bool[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 1.07f0, stimulation = -1.63f0, hedonism = -1.01f0, achievement = 1.69f0, power = 0.47f0, security = 1.15f0, conformity = 0.14f0, tradition = -1.45f0, benevolence = 0.14f0, universalism = -0.59f0)"
36,8,"(32, 10)",30.0,36,4,3,male,"Bool[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,"(self_direction = 1.23f0, stimulation = -2.58f0, hedonism = 0.2f0, achievement = 0.04f0, power = -0.02f0, security = -0.37f0, conformity = 0.04f0, tradition = -0.29f0, benevolence = 0.36f0, universalism = 1.39f0)"
36,11,"(37, 5)",43.0,36,2,2,male,"Bool[1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.97f0, stimulation = 0.79f0, hedonism = -0.65f0, achievement = -1.3f0, power = -0.64f0, security = 1.39f0, conformity = -1.27f0, tradition = -1.05f0, benevolence = 0.7f0, universalism = 1.07f0)"
36,12,"(33, 12)",53.0,36,6,2,male,"Bool[0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,"(self_direction = 2.07f0, stimulation = -0.13f0, hedonism = 0.89f0, achievement = -1.37f0, power = -1.05f0, security = 0.24f0, conformity = -2.2f0, tradition = -0.61f0, benevolence = 0.75f0, universalism = 1.41f0)"
36,13,"(14, 39)",1.0,36,6,4,male,"Bool[0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,"(self_direction = 0.17f0, stimulation = -1.26f0, hedonism = -1.19f0, achievement = 0.16f0, power = 0.04f0, security = 0.8f0, conformity = -0.21f0, tradition = -0.15f0, benevolence = 0.6f0, universalism = 1.04f0)"
36,14,"(18, 43)",54.0,36,2,2,male,"Bool[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.47f0, stimulation = -2.74f0, hedonism = -0.58f0, achievement = -0.32f0, power = -0.19f0, security = 1.51f0, conformity = -0.38f0, tradition = 0.3f0, benevolence = 0.25f0, universalism = 1.69f0)"
36,15,"(31, 6)",50.0,36,4,2,female,"Bool[1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = -0.69f0, stimulation = -1.1f0, hedonism = -0.19f0, achievement = -0.06f0, power = 0.12f0, security = -0.08f0, conformity = 0.13f0, tradition = -0.34f0, benevolence = 1.61f0, universalism = 0.62f0)"
36,17,"(11, 34)",51.0,36,1,2,male,"Bool[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = -0.22f0, stimulation = -1.9f0, hedonism = -0.9f0, achievement = -1.15f0, power = 0.47f0, security = 0.89f0, conformity = 1.4f0, tradition = 1.09f0, benevolence = 0.12f0, universalism = 0.2f0)"
36,23,"(37, 4)",89.0,36,2,1,male,"Bool[1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],true,"(self_direction = 0.38f0, stimulation = -0.36f0, hedonism = -0.67f0, achievement = -0.41f0, power = -0.84f0, security = 0.34f0, conformity = -0.84f0, tradition = 0.81f0, benevolence = 0.84f0, universalism = 0.74f0)"
36,24,"(18, 39)",68.0,36,6,2,female,"Bool[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 1.53f0, stimulation = -1.09f0, hedonism = -1.05f0, achievement = -0.79f0, power = -0.61f0, security = 0.71f0, conformity = -0.72f0, tradition = -0.01f0, benevolence = 0.3f0, universalism = 1.72f0)"
36,29,"(33, 10)",1.0,36,5,4,male,"Bool[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1]",Int64[],false,true,true,0.0,Int64[],Int64[],false,"(self_direction = 1.07f0, stimulation = -1.52f0, hedonism = -0.25f0, achievement = -1.09f0, power = -1.85f0, security = 1.45f0, conformity = 0.03f0, tradition = 0.98f0, benevolence = 0.69f0, universalism = 0.49f0)"
36,30,"(15, 36)",35.0,36,2,3,female,"Bool[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",Int64[],false,true,true,0.0,Int64[],Int64[],false,"(self_direction = 0.81f0, stimulation = -2.55f0, hedonism = -0.64f0, achievement = -0.87f0, power = -2.27f0, security = 1.25f0, conformity = 0.46f0, tradition = 1.15f0, benevolence = 2.28f0, universalism = 0.39f0)"
36,31,"(19, 35)",79.0,36,5,2,female,"Bool[0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.65f0, stimulation = 0.51f0, hedonism = 1.31f0, achievement = -0.24f0, power = -0.78f0, security = -1.08f0, conformity = -1.09f0, tradition = -0.77f0, benevolence = 1.23f0, universalism = 0.26f0)"
36,37,"(33, 8)",21.0,36,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = -0.11f0, stimulation = 0.24f0, hedonism = 0.51f0, achievement = -0.77f0, power = -3.86f0, security = 1.78f0, conformity = -0.27f0, tradition = 1.02f0, benevolence = 0.57f0, universalism = 0.9f0)"
36,38,"(38, 12)",109.0,36,2,1,female,"Bool[1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = -0.04f0, stimulation = -0.65f0, hedonism = 0.44f0, achievement = -0.78f0, power = -1.09f0, security = 1.24f0, conformity = -0.68f0, tradition = 0.12f0, benevolence = 0.7f0, universalism = 0.73f0)"
36,40,"(16, 42)",13.0,36,5,4,female,"Bool[0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],true,"(self_direction = -0.16f0, stimulation = 0.27f0, hedonism = 0.8f0, achievement = 1.08f0, power = -0.08f0, security = -0.09f0, conformity = -0.75f0, tradition = -0.89f0, benevolence = -0.11f0, universalism = -0.08f0)"
36,42,"(28, 2)",52.0,36,2,1,male,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],true,"(self_direction = 0.86f0, stimulation = -1.43f0, hedonism = 0.22f0, achievement = -0.77f0, power = -0.99f0, security = 0.06f0, conformity = -0.76f0, tradition = 1.48f0, benevolence = 1.87f0, universalism = -0.54f0)"
36,46,"(15, 42)",80.0,36,6,2,male,"Bool[0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],true,"(self_direction = -0.47f0, stimulation = -0.48f0, hedonism = -0.78f0, achievement = 0.52f0, power = -0.21f0, security = 0.49f0, conformity = 0.34f0, tradition = 0.21f0, benevolence = 0.7f0, universalism = -0.31f0)"
36,50,"(16, 38)",82.0,36,5,2,female,"Bool[1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,"(self_direction = -0.12f0, stimulation = -0.56f0, hedonism = -0.46f0, achievement = 0.7f0, power = 0.63f0, security = 0.51f0, conformity = -0.02f0, tradition = -0.3f0, benevolence = -0.08f0, universalism = -0.3f0)"
36,52,"(34, 7)",68.0,33,6,1,female,"Bool[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]",Int64[],false,true,true,0.0,Int64[],Int64[],false,"(self_direction = -0.06f0, stimulation = -2.29f0, hedonism = -2.48f0, achievement = -0.78f0, power = -0.53f0, security = 1.97f0, conformity = 1.12f0, tradition = 0.9f0, benevolence = 1.02f0, universalism = 1.14f0)"
36,53,"(34, 6)",67.0,33,6,2,male,"Bool[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,"(self_direction = 1.18f0, stimulation = -1.53f0, hedonism = -0.45f0, achievement = -1.28f0, power = -1.43f0, security = 0.3f0, conformity = -0.22f0, tradition = 1.14f0, benevolence = 1.4f0, universalism = 0.89f0)"
36,54,"(15, 38)",2.0,33,6,4,female,"Bool[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]",Int64[],false,true,true,0.0,Int64[],Int64[],false,"(self_direction = -0.31f0, stimulation = -1.52f0, hedonism = -0.62f0, achievement = 1.5f0, power = 0.67f0, security = -0.95f0, conformity = -1.83f0, tradition = -0.93f0, benevolence = 2.18f0, universalism = 1.8f0)"
36,55,"(39, 6)",4.0,32,3,3,female,"Bool[1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.93f0, stimulation = 0.54f0, hedonism = -0.34f0, achievement = -1.11f0, power = -0.56f0, security = 1.18f0, conformity = 0.28f0, tradition = -0.41f0, benevolence = 0.37f0, universalism = -0.89f0)"
36,56,"(34, 13)",30.0,32,5,3,male,"Bool[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = -0.95f0, stimulation = -1.05f0, hedonism = 0.4f0, achievement = 1.73f0, power = -0.42f0, security = 0.69f0, conformity = -0.96f0, tradition = -1.37f0, benevolence = 1.02f0, universalism = 0.91f0)"
36,57,"(11, 41)",50.0,32,6,2,female,"Bool[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = -0.06f0, stimulation = -1.58f0, hedonism = -0.71f0, achievement = -1.12f0, power = -1.55f0, security = 1.72f0, conformity = -0.74f0, tradition = 2.03f0, benevolence = 1.3f0, universalism = 0.72f0)"
36,58,"(30, 6)",65.0,31,3,1,male,"Bool[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],true,"(self_direction = 1.25f0, stimulation = 0.4f0, hedonism = -0.46f0, achievement = -0.81f0, power = -0.97f0, security = -0.18f0, conformity = 1.1f0, tradition = -0.71f0, benevolence = 0.69f0, universalism = -0.3f0)"
36,59,"(17, 33)",42.0,31,5,2,male,"Bool[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0]",Int64[],false,false,true,0.0,Int64[],Int64[],false,"(self_direction = 0.29f0, stimulation = -0.98f0, hedonism = 0.44f0, achievement = -2.11f0, power = -0.69f0, security = 0.51f0, conformity = -0.83f0, tradition = 0.42f0, benevolence = 1.74f0, universalism = 1.21f0)"
36,60,"(40, 7)",52.0,31,6,2,female,"Bool[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.6f0, stimulation = -2.36f0, hedonism = -0.83f0, achievement = -1.21f0, power = -1.36f0, security = 1.13f0, conformity = 0.59f0, tradition = 1.49f0, benevolence = 0.75f0, universalism = 1.21f0)"
36,66,"(36, 7)",62.0,28,4,2,male,"Bool[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,"(self_direction = -1.37f0, stimulation = -1.13f0, hedonism = 1.12f0, achievement = -0.83f0, power = -0.66f0, security = -0.05f0, conformity = 0.51f0, tradition = 1.29f0, benevolence = 0.7f0, universalism = 0.41f0)"
36,67,"(16, 36)",64.0,28,5,1,female,"Bool[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,"(self_direction = -0.5f0, stimulation = -1.7f0, hedonism = -1.06f0, achievement = 1.4f0, power = -0.94f0, security = 1.34f0, conformity = -0.71f0, tradition = 0.77f0, benevolence = 1.5f0, universalism = -0.1f0)"
36,71,"(28, 32)",15.0,25,4,1,male,"Bool[1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.83f0, stimulation = -1.63f0, hedonism = -0.72f0, achievement = -1.5f0, power = -2.21f0, security = 1.25f0, conformity = 1.11f0, tradition = 0.52f0, benevolence = 1.03f0, universalism = 1.32f0)"
36,72,"(35, 7)",7.0,25,6,4,male,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1]",Int64[],false,false,true,0.0,Int64[],Int64[],false,"(self_direction = -0.37f0, stimulation = 0.68f0, hedonism = -0.1f0, achievement = -1.15f0, power = -1.3f0, security = 0.46f0, conformity = 0.35f0, tradition = 0.93f0, benevolence = 0.32f0, universalism = 0.17f0)"
36,74,"(29, 2)",50.0,25,1,1,male,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.94f0, stimulation = -0.69f0, hedonism = 0.17f0, achievement = 0.33f0, power = -1.29f0, security = -0.19f0, conformity = -0.3f0, tradition = -0.86f0, benevolence = 0.56f0, universalism = 1.33f0)"
36,75,"(31, 1)",37.0,24,1,1,male,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 1.39f0, stimulation = -0.79f0, hedonism = -2.23f0, achievement = 1.48f0, power = -0.64f0, security = 0.74f0, conformity = 0.93f0, tradition = -0.47f0, benevolence = -0.33f0, universalism = -0.08f0)"
36,79,"(47, 35)",4.0,21,1,1,female,"Bool[1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = -0.35f0, stimulation = -0.59f0, hedonism = -0.41f0, achievement = -1.15f0, power = -0.47f0, security = -0.12f0, conformity = -0.32f0, tradition = 1.12f0, benevolence = 1.2f0, universalism = 1.08f0)"
36,80,"(33, 11)",52.0,19,6,1,male,"Bool[0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],false,true,true,0.0,Int64[],Int64[],false,"(self_direction = -0.32f0, stimulation = 1.35f0, hedonism = -1.31f0, achievement = 0.03f0, power = -0.13f0, security = 0.27f0, conformity = -0.08f0, tradition = 0.17f0, benevolence = -0.6f0, universalism = 0.62f0)"
36,81,"(29, 9)",38.0,18,5,1,male,"Bool[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.17f0, stimulation = -1.1f0, hedonism = 0.66f0, achievement = 1.94f0, power = -1.27f0, security = -1.15f0, conformity = 0.81f0, tradition = -0.62f0, benevolence = 0.06f0, universalism = 0.5f0)"
36,84,"(36, 11)",12.0,17,5,3,female,"Bool[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 1.54f0, stimulation = -2.19f0, hedonism = -2.26f0, achievement = -2.05f0, power = -2.11f0, security = 0.88f0, conformity = 1.64f0, tradition = 1.61f0, benevolence = 1.62f0, universalism = 1.33f0)"
36,85,"(38, 9)",7.0,13,6,3,male,"Bool[1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 1.55f0, stimulation = -1.26f0, hedonism = 1.03f0, achievement = -0.7f0, power = -0.43f0, security = -0.38f0, conformity = -1.24f0, tradition = 0.33f0, benevolence = 1.14f0, universalism = -0.05f0)"
36,87,"(20, 36)",9.0,12,1,3,male,"Bool[0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,"(self_direction = -0.39f0, stimulation = -0.84f0, hedonism = -1.39f0, achievement = 0.99f0, power = -1.93f0, security = -0.3f0, conformity = 0.01f0, tradition = -0.14f0, benevolence = 2.16f0, universalism = 1.83f0)"
36,88,"(17, 41)",18.0,12,5,3,female,"Bool[0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],true,"(self_direction = 0.05f0, stimulation = -1.19f0, hedonism = 0.42f0, achievement = -1.66f0, power = -1.12f0, security = -0.05f0, conformity = -0.07f0, tradition = 1.16f0, benevolence = 1.23f0, universalism = 1.23f0)"
36,89,"(34, 3)",10.0,12,1,3,female,"Bool[0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.52f0, stimulation = -0.41f0, hedonism = 0.34f0, achievement = 1.14f0, power = 0.73f0, security = 0.02f0, conformity = -1.63f0, tradition = -1.76f0, benevolence = 0.24f0, universalism = 0.8f0)"
36,91,"(32, 12)",34.0,11,4,1,female,"Bool[1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = -0.02f0, stimulation = -0.68f0, hedonism = -0.3f0, achievement = 0.44f0, power = -0.39f0, security = -0.61f0, conformity = -0.45f0, tradition = -0.07f0, benevolence = 1.01f0, universalism = 1.06f0)"
36,92,"(42, 46)",9.0,10,3,1,male,"Bool[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.81f0, stimulation = -0.46f0, hedonism = 1.83f0, achievement = 1.3f0, power = -1.11f0, security = -0.99f0, conformity = -1.14f0, tradition = 0.28f0, benevolence = -0.12f0, universalism = -0.4f0)"
36,93,"(11, 30)",3.0,10,1,3,male,"Bool[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,"(self_direction = 0.04f0, stimulation = 0.22f0, hedonism = 2.12f0, achievement = 0.1f0, power = -0.33f0, security = 0.18f0, conformity = -0.59f0, tradition = -1.42f0, benevolence = 0.57f0, universalism = -0.88f0)"
36,94,"(17, 34)",21.0,8,1,1,female,"Bool[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,"(self_direction = 0.92f0, stimulation = -0.44f0, hedonism = -0.37f0, achievement = -1.5f0, power = -0.84f0, security = 0.33f0, conformity = 0.28f0, tradition = 0.29f0, benevolence = 0.64f0, universalism = 0.69f0)"
