time,id,pos,sugar,age,vision,metabolism,sex,children,has_reproduced,total_inheritance_received,last_partner_id,last_credit_partner,chose_not_to_borrow,chose_not_to_lend,schwartz_values
1,3,"(30, 6)",13.0,1,1,4,female,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 1.16f0, stimulation = -0.24f0, hedonism = -0.15f0, achievement = 1.46f0, power = 0.29f0, security = 0.24f0, conformity = -1.42f0, tradition = -0.23f0, benevolence = -0.77f0, universalism = -0.33f0)"
1,4,"(9, 13)",14.0,1,6,2,male,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.4f0, stimulation = -0.33f0, hedonism = -0.96f0, achievement = 1.26f0, power = 0.15f0, security = 0.36f0, conformity = -0.24f0, tradition = -0.84f0, benevolence = 0.36f0, universalism = -0.16f0)"
1,5,"(5, 35)",23.0,1,6,1,female,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.81f0, stimulation = -0.58f0, hedonism = -0.51f0, achievement = -1.86f0, power = -1.62f0, security = 0.92f0, conformity = 0.28f0, tradition = 2.3f0, benevolence = 1.16f0, universalism = -0.91f0)"
1,6,"(24, 28)",10.0,1,3,2,female,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.21f0, stimulation = -0.93f0, hedonism = -0.6f0, achievement = 0.56f0, power = 0.06f0, security = 1.02f0, conformity = -0.95f0, tradition = -0.35f0, benevolence = 0.57f0, universalism = 0.41f0)"
1,7,"(9, 40)",10.0,1,1,1,male,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.82f0, stimulation = -2.08f0, hedonism = -2.18f0, achievement = -0.81f0, power = -0.22f0, security = 1.1f0, conformity = 0.33f0, tradition = 1.1f0, benevolence = 0.3f0, universalism = 1.64f0)"
1,8,"(33, 21)",14.0,1,4,3,male,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = -0.15f0, stimulation = -1.85f0, hedonism = -0.24f0, achievement = -1.2f0, power = 1.51f0, security = 0.3f0, conformity = -0.16f0, tradition = 0.51f0, benevolence = 0.06f0, universalism = 1.21f0)"
1,9,"(13, 19)",9.0,1,2,4,male,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.47f0, stimulation = -1.0f0, hedonism = -0.57f0, achievement = -1.04f0, power = -1.45f0, security = 1.32f0, conformity = -0.47f0, tradition = 0.72f0, benevolence = 1.14f0, universalism = 0.88f0)"
1,10,"(39, 45)",13.0,1,6,1,male,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = -0.38f0, stimulation = -1.94f0, hedonism = -1.39f0, achievement = -1.78f0, power = -0.25f0, security = 1.26f0, conformity = 1.38f0, tradition = 2.42f0, benevolence = 0.24f0, universalism = 0.44f0)"
1,11,"(35, 3)",9.0,1,2,2,male,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = -0.92f0, stimulation = -2.21f0, hedonism = 0.21f0, achievement = -1.37f0, power = 1.46f0, security = 1.11f0, conformity = -1.01f0, tradition = 0.91f0, benevolence = 1.02f0, universalism = 0.79f0)"
1,12,"(21, 9)",7.0,1,6,2,male,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.66f0, stimulation = -2.27f0, hedonism = -2.13f0, achievement = 0.61f0, power = -1.86f0, security = 0.42f0, conformity = 0.61f0, tradition = 0.93f0, benevolence = 2.3f0, universalism = 0.73f0)"
1,13,"(17, 29)",12.0,1,6,4,male,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.56f0, stimulation = -1.18f0, hedonism = -0.47f0, achievement = 0.28f0, power = -0.38f0, security = 0.91f0, conformity = -0.76f0, tradition = 0.7f0, benevolence = -0.28f0, universalism = 0.62f0)"
1,14,"(13, 40)",12.0,1,2,2,male,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.65f0, stimulation = -1.26f0, hedonism = -1.75f0, achievement = 0.89f0, power = -1.26f0, security = 2.61f0, conformity = -0.21f0, tradition = -1.17f0, benevolence = 0.1f0, universalism = 1.41f0)"
1,15,"(28, 19)",5.0,1,4,2,female,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 1.66f0, stimulation = -0.92f0, hedonism = 1.43f0, achievement = -0.88f0, power = -1.12f0, security = -0.14f0, conformity = -1.34f0, tradition = -0.43f0, benevolence = 0.61f0, universalism = 1.13f0)"
1,16,"(38, 38)",8.0,1,6,3,female,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = -0.59f0, stimulation = -0.48f0, hedonism = 0.01f0, achievement = -2.32f0, power = -2.25f0, security = 0.92f0, conformity = 1.34f0, tradition = 2.5f0, benevolence = 0.32f0, universalism = 0.54f0)"
1,17,"(13, 44)",23.0,1,1,2,male,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = -0.82f0, stimulation = -0.21f0, hedonism = -0.99f0, achievement = -0.48f0, power = -0.13f0, security = 0.26f0, conformity = -0.57f0, tradition = -0.16f0, benevolence = 1.58f0, universalism = 1.52f0)"
1,18,"(50, 21)",7.0,1,5,4,female,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.19f0, stimulation = 0.19f0, hedonism = 0.45f0, achievement = 0.41f0, power = -0.84f0, security = 0.49f0, conformity = -0.51f0, tradition = -0.75f0, benevolence = -0.29f0, universalism = 0.65f0)"
1,19,"(48, 27)",20.0,1,4,2,female,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.8f0, stimulation = -2.5f0, hedonism = -1.98f0, achievement = -0.21f0, power = -0.43f0, security = 1.19f0, conformity = 0.46f0, tradition = 0.98f0, benevolence = 0.73f0, universalism = 0.97f0)"
1,20,"(13, 9)",13.0,1,4,1,male,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = -0.35f0, stimulation = -1.92f0, hedonism = -0.47f0, achievement = 0.69f0, power = -0.34f0, security = 1.1f0, conformity = 0.96f0, tradition = 0.43f0, benevolence = -0.0f0, universalism = -0.09f0)"
1,21,"(6, 20)",23.0,1,4,1,female,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = -0.28f0, stimulation = -1.2f0, hedonism = -0.11f0, achievement = 0.11f0, power = -0.64f0, security = 0.65f0, conformity = 0.62f0, tradition = 0.03f0, benevolence = 0.83f0, universalism = -0.02f0)"
1,22,"(20, 18)",22.0,1,1,3,male,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.05f0, stimulation = -2.62f0, hedonism = -1.3f0, achievement = 0.33f0, power = -0.17f0, security = 0.49f0, conformity = 0.11f0, tradition = 1.39f0, benevolence = 1.0f0, universalism = 0.72f0)"
1,23,"(31, 4)",25.0,1,2,1,male,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.29f0, stimulation = -1.38f0, hedonism = 0.49f0, achievement = 0.65f0, power = -0.86f0, security = 0.57f0, conformity = -0.5f0, tradition = 0.24f0, benevolence = -0.22f0, universalism = 0.71f0)"
1,24,"(13, 47)",15.0,1,6,2,female,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.12f0, stimulation = -0.56f0, hedonism = -0.06f0, achievement = 0.38f0, power = 0.0f0, security = 0.53f0, conformity = -0.31f0, tradition = -0.12f0, benevolence = -0.11f0, universalism = 0.12f0)"
1,25,"(10, 9)",15.0,1,2,3,female,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.68f0, stimulation = -0.9f0, hedonism = 0.36f0, achievement = -2.19f0, power = -1.75f0, security = 1.55f0, conformity = -0.91f0, tradition = 0.35f0, benevolence = 1.56f0, universalism = 1.28f0)"
1,26,"(44, 17)",18.0,1,2,3,female,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 1.15f0, stimulation = -1.85f0, hedonism = -1.57f0, achievement = -1.15f0, power = -0.04f0, security = 1.18f0, conformity = 1.22f0, tradition = 0.79f0, benevolence = 0.32f0, universalism = -0.05f0)"
1,27,"(36, 1)",24.0,1,1,3,male,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = -1.5f0, stimulation = 0.25f0, hedonism = -0.29f0, achievement = -0.15f0, power = 0.24f0, security = -0.05f0, conformity = -0.07f0, tradition = -0.47f0, benevolence = 0.89f0, universalism = 1.14f0)"
1,28,"(27, 18)",3.0,1,2,4,male,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.81f0, stimulation = -0.03f0, hedonism = -0.62f0, achievement = 0.37f0, power = -0.37f0, security = 0.33f0, conformity = 0.44f0, tradition = -1.08f0, benevolence = -0.01f0, universalism = 0.18f0)"
1,29,"(44, 16)",12.0,1,5,4,male,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.94f0, stimulation = -0.66f0, hedonism = -0.59f0, achievement = -0.8f0, power = -0.87f0, security = 0.42f0, conformity = -1.26f0, tradition = -0.02f0, benevolence = 1.63f0, universalism = 1.22f0)"
1,30,"(16, 37)",20.0,1,2,3,female,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.78f0, stimulation = 0.65f0, hedonism = -1.46f0, achievement = -0.94f0, power = -0.3f0, security = 0.87f0, conformity = 0.14f0, tradition = -0.87f0, benevolence = 0.62f0, universalism = 0.52f0)"
1,31,"(18, 40)",22.0,1,5,2,female,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.15f0, stimulation = -1.78f0, hedonism = -0.23f0, achievement = 0.16f0, power = -1.62f0, security = 1.18f0, conformity = 1.3f0, tradition = -0.13f0, benevolence = 1.16f0, universalism = -0.18f0)"
1,32,"(25, 41)",14.0,1,2,4,female,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.78f0, stimulation = -1.43f0, hedonism = -1.74f0, achievement = -1.3f0, power = -0.1f0, security = 1.53f0, conformity = -0.63f0, tradition = 0.89f0, benevolence = 0.83f0, universalism = 1.18f0)"
1,33,"(27, 2)",5.0,1,2,4,female,Int64[],false,0.0,Int64[],Int64[],false,false,"(self_direction = 0.66f0, stimulation = -2.05f0, hedonism = 0.84f0, achievement = -1.3f0, power = -0.94f0, security = 1.0f0, conformity = -0.44f0, tradition = 0.71f0, benevolence = 0.68f0, universalism = 0.85f0)"
