time,#101,#102,#103,#104,#105,#106,#107,#108,#109,#110,#111,nagents
74,3.50972662003581,"Dict{String, Real}(""unique_cultures"" => 37, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01806640625)",0.0,0.0,19,31,"Dict(""blue_proportion"" => 0.62, ""red_proportion"" => 0.38)","Dict(:p25 => 15.25, :p75 => 83.5, :p50 => 35.5, :p90 => 140.1, :p99 => 214.68999999999997, :p95 => 179.29999999999993)",3.782842199198337,13,71,50
75,3.5479174701334992,"Dict{String, Real}(""unique_cultures"" => 38, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0185546875)",0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 16.25, :p75 => 84.5, :p50 => 36.0, :p90 => 142.2, :p99 => 217.68999999999997, :p95 => 181.74999999999994)",3.8032594152301984,13,72,50
76,3.541121508661682,"Dict{String, Real}(""unique_cultures"" => 38, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0185546875)",0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 16.0, :p75 => 81.75, :p50 => 35.5, :p90 => 144.2, :p99 => 220.68999999999994, :p95 => 184.19999999999993)",3.832734103283036,14,73,50
77,3.4924656956887032,"Dict{String, Real}(""unique_cultures"" => 36, ""max_possible"" => 2048, ""diversity_ratio"" => 0.017578125)",0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 15.5, :p75 => 83.5, :p50 => 36.5, :p90 => 147.2, :p99 => 223.68999999999994, :p95 => 186.64999999999992)",3.8525349129864193,14,74,50
78,3.6624900204265645,"Dict{String, Real}(""unique_cultures"" => 41, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02001953125)",0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 17.25, :p75 => 85.25, :p50 => 37.0, :p90 => 150.2, :p99 => 226.17999999999998, :p95 => 188.64999999999992)",3.899052826162247,14,75,50
79,3.6138342074535847,"Dict{String, Real}(""unique_cultures"" => 40, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01953125)",0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 18.25, :p75 => 83.25, :p50 => 37.0, :p90 => 152.3, :p99 => 228.68999999999994, :p95 => 190.64999999999992)",1.9441861873950022,15,76,50
80,3.6970118691207787,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,19,31,"Dict(""blue_proportion"" => 0.62, ""red_proportion"" => 0.38)","Dict(:p25 => 19.0, :p75 => 84.25, :p50 => 38.0, :p90 => 154.3, :p99 => 231.68999999999994, :p95 => 192.64999999999992)",1.9710701429579176,15,76,50
81,3.70747683199607,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,18,32,"Dict(""blue_proportion"" => 0.64, ""red_proportion"" => 0.36)","Dict(:p25 => 19.25, :p75 => 85.25, :p50 => 38.5, :p90 => 154.50000000000003, :p99 => 233.21999999999997, :p95 => 195.19999999999993)",2.0063951582291173,15,76,50
82,3.679750944773671,"Dict{String, Real}(""unique_cultures"" => 42, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0205078125)",0.0,0.0,18,32,"Dict(""blue_proportion"" => 0.64, ""red_proportion"" => 0.36)","Dict(:p25 => 20.0, :p75 => 86.25, :p50 => 40.0, :p90 => 157.5, :p99 => 236.21999999999997, :p95 => 198.19999999999993)",2.026760847468807,15,76,50
83,3.7247377563431763,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,21,29,"Dict(""blue_proportion"" => 0.58, ""red_proportion"" => 0.42)","Dict(:p25 => 20.0, :p75 => 84.5, :p50 => 40.5, :p90 => 160.4, :p99 => 238.21999999999994, :p95 => 199.54999999999995)",1.904092796950859,16,76,50
84,3.624299170328876,"Dict{String, Real}(""unique_cultures"" => 41, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02001953125)",0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 20.0, :p75 => 83.75, :p50 => 39.5, :p90 => 162.40000000000003, :p99 => 241.21999999999997, :p95 => 202.54999999999995)",1.9355391261848505,17,78,50
85,3.707476831996069,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 18.0, :p75 => 85.75, :p50 => 35.0, :p90 => 164.4, :p99 => 244.21999999999997, :p95 => 204.99999999999994)",1.963199051456021,19,78,50
86,3.7456676820937584,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 18.0, :p75 => 87.0, :p50 => 36.0, :p90 => 166.5, :p99 => 247.21999999999994, :p95 => 207.44999999999993)",1.9875427231786726,19,79,50
87,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 18.25, :p75 => 88.5, :p50 => 37.0, :p90 => 169.5, :p99 => 249.72999999999996, :p95 => 209.89999999999995)",1.9793655571366993,19,80,50
88,3.7456676820937576,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 15.0, :p75 => 89.0, :p50 => 34.0, :p90 => 172.5, :p99 => 252.23999999999995, :p95 => 212.44999999999993)",1.9961078653822655,22,81,50
89,3.7179417948713605,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 13.0, :p75 => 84.0, :p50 => 32.5, :p90 => 147.90000000000003, :p99 => 233.19999999999996, :p95 => 192.74999999999994)",2.177579635167642,23,81,50
90,3.707476831996069,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 14.25, :p75 => 86.5, :p50 => 34.5, :p90 => 149.90000000000003, :p99 => 236.19999999999996, :p95 => 195.19999999999993)",2.1683581643863206,23,82,50
91,3.7733935693161555,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 14.25, :p75 => 88.5, :p50 => 31.5, :p90 => 152.00000000000006, :p99 => 238.70999999999995, :p95 => 197.64999999999992)",2.2169432587684725,25,82,50
92,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 15.25, :p75 => 62.25, :p50 => 28.0, :p90 => 118.60000000000005, :p99 => 231.9099999999999, :p95 => 185.29999999999998)",2.8395326955686246,27,83,50
93,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 14.25, :p75 => 62.0, :p50 => 27.5, :p90 => 106.10000000000002, :p99 => 202.23999999999995, :p95 => 170.0499999999999)",3.7825938573835236,29,85,50
94,3.8011194565385535,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 13.25, :p75 => 64.0, :p50 => 29.0, :p90 => 107.20000000000002, :p99 => 204.72999999999996, :p95 => 172.5999999999999)",3.838145482825299,29,86,50
95,3.8565712309833495,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 12.0, :p75 => 64.0, :p50 => 28.0, :p90 => 108.1, :p99 => 203.78999999999996, :p95 => 139.3499999999999)",1.7913211888976828,31,86,50
96,3.8565712309833495,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 13.25, :p75 => 59.0, :p50 => 28.0, :p90 => 108.30000000000001, :p99 => 189.6199999999999, :p95 => 116.39999999999998)",2.1682193388706397,32,90,50
97,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 14.25, :p75 => 61.25, :p50 => 31.0, :p90 => 110.4, :p99 => 192.12999999999988, :p95 => 118.84999999999998)",2.2068299237485154,32,91,50
98,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 14.25, :p75 => 63.75, :p50 => 31.0, :p90 => 112.5, :p99 => 194.63999999999987, :p95 => 121.29999999999998)",2.2451785579635013,33,91,50
99,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 16.0, :p75 => 66.25, :p50 => 33.0, :p90 => 113.60000000000002, :p99 => 195.67999999999986, :p95 => 122.74999999999999)",2.310658104044784,33,93,50
100,3.7733935693161555,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 17.25, :p75 => 62.75, :p50 => 33.0, :p90 => 114.1, :p99 => 197.67999999999986, :p95 => 124.74999999999999)",2.4096900895594766,34,95,50
101,3.8011194565385535,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 16.0, :p75 => 64.5, :p50 => 34.0, :p90 => 116.1, :p99 => 199.67999999999986, :p95 => 125.29999999999998)",2.4764200268536563,34,95,50
102,3.8011194565385535,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 13.0, :p75 => 63.0, :p50 => 33.5, :p90 => 113.50000000000001, :p99 => 148.35999999999993, :p95 => 122.29999999999998)",3.2192262353108414,35,95,50
103,3.762928606440865,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 13.5, :p75 => 64.0, :p50 => 34.5, :p90 => 114.5, :p99 => 149.84999999999994, :p95 => 124.29999999999998)",3.322394508066026,35,96,50
104,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 12.25, :p75 => 60.5, :p50 => 34.5, :p90 => 89.80000000000004, :p99 => 131.54999999999998, :p95 => 121.64999999999999)",4.546325236032174,36,96,50
105,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 13.5, :p75 => 61.75, :p50 => 36.5, :p90 => 91.70000000000005, :p99 => 133.53, :p95 => 123.19999999999999)",4.6738641516004975,36,98,50
106,3.762928606440865,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 14.75, :p75 => 63.5, :p50 => 37.5, :p90 => 93.60000000000002, :p99 => 135.51, :p95 => 125.19999999999999)",4.7590414404274455,36,99,50
107,3.6970118691207787,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,22,28,"Dict(""blue_proportion"" => 0.56, ""red_proportion"" => 0.44)","Dict(:p25 => 18.5, :p75 => 64.75, :p50 => 39.5, :p90 => 95.50000000000004, :p99 => 138.0, :p95 => 127.19999999999999)",4.622731040600936,36,104,50
108,3.735202719218467,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 16.5, :p75 => 62.25, :p50 => 38.0, :p90 => 93.20000000000002, :p99 => 135.58999999999997, :p95 => 121.74999999999999)",3.6908330828528704,37,105,50
109,3.762928606440865,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 15.25, :p75 => 61.75, :p50 => 38.5, :p90 => 96.1, :p99 => 137.58999999999997, :p95 => 123.29999999999998)",3.781040465294815,38,107,50
110,3.790654493663263,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,24,26,"Dict(""blue_proportion"" => 0.52, ""red_proportion"" => 0.48)","Dict(:p25 => 17.5, :p75 => 63.75, :p50 => 38.5, :p90 => 99.0, :p99 => 140.09999999999997, :p95 => 124.84999999999998)",3.861939671945466,38,108,50
111,3.735202719218467,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 18.25, :p75 => 64.25, :p50 => 36.0, :p90 => 98.1, :p99 => 142.1, :p95 => 112.99999999999994)",2.903737076154888,39,109,50
112,3.8011194565385535,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 18.25, :p75 => 66.5, :p50 => 37.0, :p90 => 100.1, :p99 => 144.60999999999996, :p95 => 114.44999999999995)",2.8750038370247433,39,110,50
113,3.7733935693161555,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 15.25, :p75 => 66.25, :p50 => 37.0, :p90 => 102.0, :p99 => 147.11999999999998, :p95 => 105.19999999999999)",2.837240369175094,40,110,50
114,3.762928606440865,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 14.5, :p75 => 68.0, :p50 => 39.0, :p90 => 104.0, :p99 => 149.62999999999997, :p95 => 107.19999999999999)",2.904006204734317,40,111,50
115,3.707476831996069,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 14.5, :p75 => 69.75, :p50 => 40.0, :p90 => 105.10000000000001, :p99 => 150.60999999999999, :p95 => 109.19999999999999)",2.996292183721372,40,111,50
116,3.735202719218467,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 14.5, :p75 => 70.75, :p50 => 41.0, :p90 => 107.1, :p99 => 152.60999999999996, :p95 => 111.74999999999999)",3.0731790436281323,40,112,50
117,3.735202719218467,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 15.25, :p75 => 70.25, :p50 => 41.5, :p90 => 108.2, :p99 => 154.60999999999999, :p95 => 113.74999999999999)",3.16860531799314,40,112,50
118,3.735202719218467,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 16.0, :p75 => 71.25, :p50 => 42.0, :p90 => 109.30000000000001, :p99 => 157.11999999999998, :p95 => 114.64999999999999)",3.40100249941314,40,113,50
119,3.762928606440865,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,27,23,"Dict(""blue_proportion"" => 0.46, ""red_proportion"" => 0.54)","Dict(:p25 => 15.25, :p75 => 67.0, :p50 => 39.0, :p90 => 102.00000000000003, :p99 => 142.4799999999999, :p95 => 114.55)",4.209389009091149,42,114,50
120,3.762928606440865,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 16.0, :p75 => 68.75, :p50 => 40.0, :p90 => 103.9, :p99 => 144.9899999999999, :p95 => 116.55)",4.317321962557474,42,115,50
121,3.752463643565574,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 16.5, :p75 => 71.25, :p50 => 39.5, :p90 => 105.80000000000001, :p99 => 147.9899999999999, :p95 => 118.55)",4.3669475216085205,43,116,50
122,3.790654493663263,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 17.0, :p75 => 73.75, :p50 => 41.0, :p90 => 107.80000000000001, :p99 => 150.49999999999991, :p95 => 120.55)",4.415308417234149,43,116,50
123,3.762928606440865,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,23,27,"Dict(""blue_proportion"" => 0.54, ""red_proportion"" => 0.46)","Dict(:p25 => 16.75, :p75 => 74.75, :p50 => 42.5, :p90 => 109.80000000000001, :p99 => 152.4999999999999, :p95 => 122.55)",3.94258854938983,43,116,50
124,3.735202719218467,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 18.25, :p75 => 75.75, :p50 => 43.5, :p90 => 111.7, :p99 => 154.9899999999999, :p95 => 124.55)",4.0336406903542,43,118,50
125,3.679750944773671,"Dict{String, Real}(""unique_cultures"" => 42, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0205078125)",0.0,0.0,31,19,"Dict(""blue_proportion"" => 0.38, ""red_proportion"" => 0.62)","Dict(:p25 => 18.5, :p75 => 73.75, :p50 => 43.0, :p90 => 105.80000000000001, :p99 => 156.5199999999999, :p95 => 126.55)",3.4959601638748623,44,119,50
126,3.735202719218467,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,32,18,"Dict(""blue_proportion"" => 0.36, ""red_proportion"" => 0.64)","Dict(:p25 => 20.0, :p75 => 75.5, :p50 => 44.5, :p90 => 106.9, :p99 => 159.5199999999999, :p95 => 128.55)",3.4327187334759084,44,119,50
127,3.7247377563431767,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,34,16,"Dict(""blue_proportion"" => 0.32, ""red_proportion"" => 0.68)","Dict(:p25 => 18.5, :p75 => 75.0, :p50 => 44.0, :p90 => 106.1, :p99 => 162.0099999999999, :p95 => 124.69999999999996)",3.890387102445474,45,119,50
128,3.735202719218467,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,31,19,"Dict(""blue_proportion"" => 0.38, ""red_proportion"" => 0.62)","Dict(:p25 => 19.25, :p75 => 77.5, :p50 => 45.0, :p90 => 108.0, :p99 => 164.5199999999999, :p95 => 126.69999999999996)",3.8306446114111856,45,119,50
129,3.707476831996069,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 17.75, :p75 => 80.0, :p50 => 45.5, :p90 => 109.20000000000002, :p99 => 167.5199999999999, :p95 => 129.24999999999994)",3.8713214121214237,45,120,50
130,3.707476831996069,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 20.0, :p75 => 82.5, :p50 => 45.0, :p90 => 110.4, :p99 => 170.0299999999999, :p95 => 131.24999999999994)",3.9336482474756993,45,121,50
131,3.7247377563431767,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 19.25, :p75 => 84.25, :p50 => 45.5, :p90 => 111.6, :p99 => 173.02999999999992, :p95 => 133.24999999999994)",3.837675537233652,45,122,50
132,3.6692859818983807,"Dict{String, Real}(""unique_cultures"" => 42, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0205078125)",0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 19.25, :p75 => 86.0, :p50 => 45.0, :p90 => 112.80000000000001, :p99 => 175.5199999999999, :p95 => 134.69999999999996)",3.7520951205904964,45,122,50
133,3.679750944773672,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,26,24,"Dict(""blue_proportion"" => 0.48, ""red_proportion"" => 0.52)","Dict(:p25 => 20.0, :p75 => 88.0, :p50 => 46.0, :p90 => 114.9, :p99 => 178.5199999999999, :p95 => 136.69999999999996)",3.787552237717611,45,122,50
134,3.5583824330087896,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 20.0, :p75 => 90.0, :p50 => 48.0, :p90 => 117.00000000000001, :p99 => 181.00999999999988, :p95 => 138.69999999999996)",3.844001493467405,45,123,50
135,3.6138342074535847,"Dict{String, Real}(""unique_cultures"" => 40, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01953125)",0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 20.0, :p75 => 91.25, :p50 => 49.0, :p90 => 119.00000000000001, :p99 => 183.4999999999999, :p95 => 139.59999999999997)",3.947572150327059,45,123,50
136,3.6415600946759827,"Dict{String, Real}(""unique_cultures"" => 41, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02001953125)",0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 20.0, :p75 => 86.75, :p50 => 46.5, :p90 => 121.00000000000001, :p99 => 186.49999999999991, :p95 => 141.59999999999997)",4.106774451012057,46,123,50
137,3.6019848151974543,"Dict{String, Real}(""unique_cultures"" => 41, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02001953125)",0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 20.25, :p75 => 88.0, :p50 => 47.0, :p90 => 123.10000000000002, :p99 => 188.4999999999999, :p95 => 143.59999999999997)",4.282045361236737,46,124,50
138,3.491081266307863,"Dict{String, Real}(""unique_cultures"" => 37, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01806640625)",0.0,0.0,25,25,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)","Dict(:p25 => 20.25, :p75 => 89.75, :p50 => 47.5, :p90 => 125.20000000000002, :p99 => 191.4999999999999, :p95 => 145.59999999999997)",4.282493621061728,46,125,50
139,3.4647398084663052,"Dict{String, Real}(""unique_cultures"" => 36, ""max_possible"" => 2048, ""diversity_ratio"" => 0.017578125)",0.0,0.0,30,20,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 20.5, :p75 => 91.5, :p50 => 48.5, :p90 => 127.30000000000001, :p99 => 193.02999999999992, :p95 => 147.59999999999997)",4.349179816559429,46,125,50
140,3.537452507258208,"Dict{String, Real}(""unique_cultures"" => 38, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0185546875)",0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 20.75, :p75 => 93.25, :p50 => 49.0, :p90 => 129.40000000000003, :p99 => 195.5199999999999, :p95 => 149.59999999999997)",4.374424598623395,46,125,50
141,3.679750944773671,"Dict{String, Real}(""unique_cultures"" => 42, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0205078125)",0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 21.0, :p75 => 95.25, :p50 => 50.0, :p90 => 131.50000000000003, :p99 => 197.5199999999999, :p95 => 151.59999999999997)",4.393479572760172,46,126,50
