time,nagents,#241,#242,#243,#244,#245,#246,#247,#248,#249,#250,#251,#252,#253,#254,#255,#256,#257,#258,#259,#260,#261,#262,#263,#264
0,50,0,0,0,0,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 50, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.23110204081632646,"Dict(:p25 => 10.25, :p75 => 19.0, :p50 => 14.0, :p90 => 23.1, :p99 => 25.0, :p95 => 24.549999999999997)",9.797632143947327,0.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",3.884297118205747,"Dict{String, Real}(""unique_cultures"" => 49, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02392578125)",0.0,0.0,"Dict(""mean_extraversion"" => 3.103, ""std_agreeableness"" => 0.7586027973067544, ""std_extraversion"" => 0.9461894576647523, ""mean_openness"" => 4.052, ""std_conscientiousness"" => 0.8133395254587529, ""mean_agreeableness"" => 3.7344, ""std_neuroticism"" => 0.85729096339479, ""std_openness"" => 0.6241107960244605, ""mean_conscientiousness"" => 3.3118, ""mean_neuroticism"" => 3.0353999999999997)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)"
1,45,0,0,0,5,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 45, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 5, ""red_initiated_attacks"" => 4, ""red_attack_rate"" => 0.8, ""blue_attack_rate"" => 0.2, ""blue_initiated_attacks"" => 1)",0.0,0.270144927536232,"Dict(:p25 => 10.0, :p75 => 22.0, :p50 => 14.0, :p90 => 23.6, :p99 => 37.679999999999986, :p95 => 25.0)",5.8402531685819925,1.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",3.8066624897703174,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(""mean_extraversion"" => 3.1555555555555554, ""std_agreeableness"" => 0.7226422477144678, ""std_extraversion"" => 0.9624130552361021, ""mean_openness"" => 4.017333333333333, ""std_conscientiousness"" => 0.8157277843630301, ""mean_agreeableness"" => 3.7553333333333336, ""std_neuroticism"" => 0.8973630280106285, ""std_openness"" => 0.6253595329524813, ""mean_conscientiousness"" => 3.2979999999999987, ""mean_neuroticism"" => 3.0062222222222217)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",27,18,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)"
2,39,0,0,1,10,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 39, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 5, ""red_initiated_attacks"" => 2, ""red_attack_rate"" => 0.4, ""blue_attack_rate"" => 0.6, ""blue_initiated_attacks"" => 3)",0.0,0.32114986462812567,"Dict(:p25 => 10.0, :p75 => 21.5, :p50 => 12.0, :p90 => 34.0, :p99 => 40.85999999999999, :p95 => 38.1)",2.5805877154746226,2.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 2)",3.6635616461296423,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,"Dict(""mean_extraversion"" => 3.0628205128205126, ""std_agreeableness"" => 0.7142347716555357, ""std_extraversion"" => 0.9641083928959241, ""mean_openness"" => 3.9846153846153847, ""std_conscientiousness"" => 0.7395966731039267, ""mean_agreeableness"" => 3.7271794871794874, ""std_neuroticism"" => 0.8492923942024928, ""std_openness"" => 0.6489580561981285, ""mean_conscientiousness"" => 3.1661538461538457, ""mean_neuroticism"" => 3.0584615384615383)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",25,14,"Dict(""blue_proportion"" => 0.358974358974359, ""red_proportion"" => 0.6410256410256411)"
3,38,0,0,1,11,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 38, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 1, ""red_attack_rate"" => 1.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.38626739261947973,"Dict(:p25 => 8.25, :p75 => 21.0, :p50 => 12.5, :p90 => 34.10000000000003, :p99 => 44.629999999999995, :p95 => 40.599999999999994)",2.7327630110746712,3.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 2)",3.6011047291705993,"Dict{String, Real}(""unique_cultures"" => 37, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01806640625)",0.0,0.0,"Dict(""mean_extraversion"" => 3.1076315789473683, ""std_agreeableness"" => 0.7186788990127664, ""std_extraversion"" => 0.9349849954296167, ""mean_openness"" => 3.9981578947368415, ""std_conscientiousness"" => 0.7439846967636446, ""mean_agreeableness"" => 3.740789473684211, ""std_neuroticism"" => 0.8544451586618883, ""std_openness"" => 0.6520605810984705, ""mean_conscientiousness"" => 3.180526315789473, ""mean_neuroticism"" => 3.0421052631578944)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",24,14,"Dict(""blue_proportion"" => 0.3684210526315789, ""red_proportion"" => 0.631578947368421)"
4,35,0,0,3,12,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 35, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.4364888123924269,"Dict(:p25 => 7.0, :p75 => 20.0, :p50 => 13.0, :p90 => 38.40000000000001, :p99 => 56.23999999999995, :p95 => 47.0)",2.23407439127353,4.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",3.5157396511717023,"Dict{String, Real}(""unique_cultures"" => 34, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0166015625)",0.0,0.0,"Dict(""mean_extraversion"" => 3.1262857142857143, ""std_agreeableness"" => 0.7373620936438604, ""std_extraversion"" => 0.9653042364496092, ""mean_openness"" => 3.958571428571428, ""std_conscientiousness"" => 0.7716229758157301, ""mean_agreeableness"" => 3.741714285714286, ""std_neuroticism"" => 0.8498678097902328, ""std_openness"" => 0.6573258787879644, ""mean_conscientiousness"" => 3.1825714285714284, ""mean_neuroticism"" => 3.0319999999999996)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",23,12,"Dict(""blue_proportion"" => 0.34285714285714286, ""red_proportion"" => 0.6571428571428571)"
5,27,0,0,7,16,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 27, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 4, ""red_initiated_attacks"" => 1, ""red_attack_rate"" => 0.25, ""blue_attack_rate"" => 0.75, ""blue_initiated_attacks"" => 3)",0.0,0.472758990874933,"Dict(:p25 => 8.5, :p75 => 21.0, :p50 => 14.0, :p90 => 54.400000000000006, :p99 => 76.62000000000003, :p95 => 63.400000000000034)",1.5364672299228428,5.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",3.2958368660043296,"Dict{String, Real}(""unique_cultures"" => 27, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01318359375)",0.0,0.0,"Dict(""mean_extraversion"" => 3.179259259259258, ""std_agreeableness"" => 0.7015796178011161, ""std_extraversion"" => 0.9915175855763338, ""mean_openness"" => 3.904814814814815, ""std_conscientiousness"" => 0.7901143124767623, ""mean_agreeableness"" => 3.7529629629629633, ""std_neuroticism"" => 0.7910525283216675, ""std_openness"" => 0.6833310402296316, ""mean_conscientiousness"" => 3.1703703703703696, ""mean_neuroticism"" => 2.925555555555556)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",18,9,"Dict(""blue_proportion"" => 0.3333333333333333, ""red_proportion"" => 0.6666666666666666)"
6,22,0,0,10,18,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 22, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 2, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 2)",0.0,0.46771452846219197,"Dict(:p25 => 8.25, :p75 => 27.5, :p50 => 16.5, :p90 => 56.900000000000006, :p99 => 79.64000000000004, :p95 => 66.50000000000003)",3.215066780138739,6.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",3.0910424533583143,"Dict{String, Real}(""unique_cultures"" => 22, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0107421875)",0.0,0.0,"Dict(""mean_extraversion"" => 3.1827272727272726, ""std_agreeableness"" => 0.7234477336868389, ""std_extraversion"" => 0.9837546239653262, ""mean_openness"" => 3.975, ""std_conscientiousness"" => 0.7273138922332626, ""mean_agreeableness"" => 3.7263636363636365, ""std_neuroticism"" => 0.7832228898839048, ""std_openness"" => 0.7224412976646813, ""mean_conscientiousness"" => 3.1795454545454542, ""mean_neuroticism"" => 3.0399999999999996)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",13,9,"Dict(""blue_proportion"" => 0.4090909090909091, ""red_proportion"" => 0.5909090909090909)"
7,19,0,0,11,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 19, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.52991634014614,"Dict(:p25 => 7.5, :p75 => 27.0, :p50 => 13.0, :p90 => 59.800000000000026, :p99 => 120.30000000000001, :p95 => 73.50000000000009)",1.4734937797206316,7.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.9444389791664403,"Dict{String, Real}(""unique_cultures"" => 19, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00927734375)",0.0,0.0,"Dict(""mean_extraversion"" => 3.241052631578948, ""std_agreeableness"" => 0.7476301740787236, ""std_extraversion"" => 1.011428553728955, ""mean_openness"" => 3.9421052631578952, ""std_conscientiousness"" => 0.7432090211527353, ""mean_agreeableness"" => 3.8021052631578947, ""std_neuroticism"" => 0.7713010198086703, ""std_openness"" => 0.772863211609693, ""mean_conscientiousness"" => 3.1052631578947376, ""mean_neuroticism"" => 3.1505263157894734)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",12,7,"Dict(""blue_proportion"" => 0.3684210526315789, ""red_proportion"" => 0.631578947368421)"
8,18,0,0,11,21,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 18, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.5640763462849352,"Dict(:p25 => 6.0, :p75 => 36.0, :p50 => 14.5, :p90 => 62.10000000000001, :p99 => 123.44000000000013, :p95 => 77.20000000000014)",2.1179107420781396,8.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.890371757896165,"Dict{String, Real}(""unique_cultures"" => 18, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0087890625)",0.0,0.0,"Dict(""mean_extraversion"" => 3.328333333333334, ""std_agreeableness"" => 0.6841179140041853, ""std_extraversion"" => 0.9643178021427438, ""mean_openness"" => 3.926111111111111, ""std_conscientiousness"" => 0.6746521737573782, ""mean_agreeableness"" => 3.880555555555555, ""std_neuroticism"" => 0.7642205221897326, ""std_openness"" => 0.7920274719603287, ""mean_conscientiousness"" => 3.1855555555555566, ""mean_neuroticism"" => 3.1027777777777774)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",11,7,"Dict(""blue_proportion"" => 0.3888888888888889, ""red_proportion"" => 0.6111111111111112)"
9,16,0,0,12,22,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 16, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 1, ""red_attack_rate"" => 1.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.6168010752688171,"Dict(:p25 => 5.0, :p75 => 29.25, :p50 => 14.0, :p90 => 57.5, :p99 => 165.69999999999993, :p95 => 92.50000000000021)",1.1977400920121712,9.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.772588722239781,"Dict{String, Real}(""unique_cultures"" => 16, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0078125)",0.0,0.0,"Dict(""mean_extraversion"" => 3.1556250000000006, ""std_agreeableness"" => 0.6175080971129043, ""std_extraversion"" => 0.8696740289710084, ""mean_openness"" => 3.809375, ""std_conscientiousness"" => 0.6913645926716236, ""mean_agreeableness"" => 3.756875, ""std_neuroticism"" => 0.8082076362750683, ""std_openness"" => 0.7599427061737395, ""mean_conscientiousness"" => 3.136250000000001, ""mean_neuroticism"" => 3.0856249999999994)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",11,5,"Dict(""blue_proportion"" => 0.3125, ""red_proportion"" => 0.6875)"
