time,nagents,#153,#154,#155,#156,#157,#158,#159,#160,#161,#162,#163,#164,#165,#166,#167,#168,#169,#170,#171
102,517,571,36,68,0.40351142878764934,"Dict(:p25 => 7.25, :p75 => 20.6875, :p50 => 13.1875, :p90 => 27.887500000000006, :p99 => 78.8599999999999, :p95 => 37.02500000000006)",2.553779348263915,23.456479690522244,0.42595362841902573,1.1606590725734438,"Dict{String, Real}(""unique_cultures"" => 13, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00634765625)",0.0,0.0,515,2,"Dict(""blue_proportion"" => 0.0038684719535783366, ""red_proportion"" => 0.9961315280464217)","Dict(:p25 => 7.25, :p75 => 20.6875, :p50 => 13.1875, :p90 => 27.887500000000006, :p99 => 78.8599999999999, :p95 => 37.02500000000006)",2.553779348263915,36,68
103,515,576,38,73,0.39789585558899243,"Dict(:p25 => 7.25, :p75 => 21.5, :p50 => 14.1875, :p90 => 28.950000000000003, :p99 => 74.31000000000012, :p95 => 37.862500000000026)",2.6897152230708157,23.937864077669904,0.4152614932933474,1.1072700274361094,"Dict{String, Real}(""unique_cultures"" => 13, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00634765625)",0.0,0.0,514,1,"Dict(""blue_proportion"" => 0.001941747572815534, ""red_proportion"" => 0.9980582524271845)","Dict(:p25 => 7.25, :p75 => 21.5, :p50 => 14.1875, :p90 => 28.950000000000003, :p99 => 74.31000000000012, :p95 => 37.862500000000026)",2.6897152230708157,38,73
104,521,586,39,76,0.39722528517204214,"Dict(:p25 => 7.25, :p75 => 21.125, :p50 => 14.125, :p90 => 28.750000000000004, :p99 => 74.67499999999959, :p95 => 36.00000000000004)",2.853237132183093,24.303262955854127,0.4109480480383063,1.0365413846632168,"Dict{String, Real}(""unique_cultures"" => 11, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00537109375)",0.0,0.0,520,1,"Dict(""blue_proportion"" => 0.0019193857965451055, ""red_proportion"" => 0.9980806142034548)","Dict(:p25 => 7.25, :p75 => 21.125, :p50 => 14.125, :p90 => 28.750000000000004, :p99 => 74.67499999999959, :p95 => 36.00000000000004)",2.853237132183093,39,76
105,527,599,42,80,0.3919120374913585,"Dict(:p25 => 7.1875, :p75 => 21.28125, :p50 => 14.125, :p90 => 28.25, :p99 => 67.23750000000004, :p95 => 36.0)",2.9615634024740767,24.428842504743834,0.4091623409375176,0.9379733591340589,"Dict{String, Real}(""unique_cultures"" => 10, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0048828125)",0.0,0.0,526,1,"Dict(""blue_proportion"" => 0.0018975332068311196, ""red_proportion"" => 0.9981024667931688)","Dict(:p25 => 7.1875, :p75 => 21.28125, :p50 => 14.125, :p90 => 28.25, :p99 => 67.23750000000004, :p95 => 36.0)",2.9615634024740767,42,80
106,539,614,42,83,0.39032783866987897,"Dict(:p25 => 7.125, :p75 => 20.28125, :p50 => 14.125, :p90 => 28.137500000000003, :p99 => 67.33250000000002, :p95 => 36.30000000000001)",2.921058004907943,24.710575139146567,0.4107293819520177,0.8331677498559937,"Dict{String, Real}(""unique_cultures"" => 8, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00390625)",0.0,0.0,538,1,"Dict(""blue_proportion"" => 0.0018552875695732839, ""red_proportion"" => 0.9981447124304267)","Dict(:p25 => 7.125, :p75 => 20.28125, :p50 => 14.125, :p90 => 28.137500000000003, :p99 => 67.33250000000002, :p95 => 36.30000000000001)",2.921058004907943,42,83
107,552,633,43,88,0.3897782848440159,"Dict(:p25 => 6.859375, :p75 => 20.0, :p50 => 13.9375, :p90 => 27.056250000000002, :p99 => 67.12375000000006, :p95 => 33.981250000000074)",2.7025375753050516,24.742753623188406,0.41666878890324943,0.6366049975075688,"Dict{String, Real}(""unique_cultures"" => 7, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00341796875)",0.0,0.0,551,1,"Dict(""blue_proportion"" => 0.0018115942028985507, ""red_proportion"" => 0.9981884057971014)","Dict(:p25 => 6.859375, :p75 => 20.0, :p50 => 13.9375, :p90 => 27.056250000000002, :p99 => 67.12375000000006, :p95 => 33.981250000000074)",2.7025375753050516,43,88
108,560,648,46,92,0.3818938341744389,"Dict(:p25 => 6.96875, :p75 => 20.0, :p50 => 14.0, :p90 => 26.44375, :p99 => 67.17124999999977, :p95 => 33.06249999999994)",2.864279375480742,24.65714285714286,0.41480327139546436,0.6042017897167865,"Dict{String, Real}(""unique_cultures"" => 5, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00244140625)",0.0,0.0,559,1,"Dict(""blue_proportion"" => 0.0017857142857142857, ""red_proportion"" => 0.9982142857142857)","Dict(:p25 => 6.96875, :p75 => 20.0, :p50 => 14.0, :p90 => 26.44375, :p99 => 67.17124999999977, :p95 => 33.06249999999994)",2.864279375480742,46,92
109,565,661,50,96,0.3760626206629045,"Dict(:p25 => 7.4375, :p75 => 19.5, :p50 => 14.1875, :p90 => 25.975, :p99 => 67.17500000000011, :p95 => 32.724999999999994)",2.9010270671769884,24.68849557522124,0.4128135553219472,0.6322754134941354,"Dict{String, Real}(""unique_cultures"" => 4, ""max_possible"" => 2048, ""diversity_ratio"" => 0.001953125)",0.0,0.0,564,1,"Dict(""blue_proportion"" => 0.0017699115044247787, ""red_proportion"" => 0.9982300884955753)","Dict(:p25 => 7.4375, :p75 => 19.5, :p50 => 14.1875, :p90 => 25.975, :p99 => 67.17500000000011, :p95 => 32.724999999999994)",2.9010270671769884,50,96
110,569,671,52,100,0.371039006637192,"Dict(:p25 => 7.5, :p75 => 19.5, :p50 => 14.6875, :p90 => 26.0, :p99 => 64.48999999999995, :p95 => 33.575)",2.860068626513338,25.047451669595784,0.40754197480747,0.5837011490002205,"Dict{String, Real}(""unique_cultures"" => 3, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00146484375)",0.0,0.0,568,1,"Dict(""blue_proportion"" => 0.0017574692442882249, ""red_proportion"" => 0.9982425307557118)","Dict(:p25 => 7.5, :p75 => 19.5, :p50 => 14.6875, :p90 => 26.0, :p99 => 64.48999999999995, :p95 => 33.575)",2.860068626513338,52,100
111,574,681,53,104,0.37026454881629145,"Dict(:p25 => 7.453125, :p75 => 19.375, :p50 => 14.875, :p90 => 25.5, :p99 => 64.45249999999999, :p95 => 33.218750000000014)",2.887563270617813,25.449477351916375,0.4032402177604939,0.6040027999252827,"Dict{String, Real}(""unique_cultures"" => 3, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00146484375)",0.0,0.0,573,1,"Dict(""blue_proportion"" => 0.0017421602787456446, ""red_proportion"" => 0.9982578397212544)","Dict(:p25 => 7.453125, :p75 => 19.375, :p50 => 14.875, :p90 => 25.5, :p99 => 64.45249999999999, :p95 => 33.218750000000014)",2.887563270617813,53,104
112,572,688,56,110,0.36246771150196566,"Dict(:p25 => 7.625, :p75 => 19.828125, :p50 => 15.1875, :p90 => 25.48750000000001, :p99 => 64.46749999999997, :p95 => 33.28125000000003)",3.176441449444704,25.753496503496503,0.3953604097348582,0.6322427511409678,"Dict{String, Real}(""unique_cultures"" => 3, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00146484375)",0.0,0.0,571,1,"Dict(""blue_proportion"" => 0.0017482517482517483, ""red_proportion"" => 0.9982517482517482)","Dict(:p25 => 7.625, :p75 => 19.828125, :p50 => 15.1875, :p90 => 25.48750000000001, :p99 => 64.46749999999997, :p95 => 33.28125000000003)",3.176441449444704,56,110
113,582,706,59,115,0.3614257885993313,"Dict(:p25 => 7.6953125, :p75 => 19.3671875, :p50 => 14.90625, :p90 => 25.42500000000001, :p99 => 58.37749999999957, :p95 => 33.98125000000002)",2.9832026645495837,25.761168384879724,0.3986846782794169,0.5828142948978404,"Dict{String, Real}(""unique_cultures"" => 3, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00146484375)",0.0,0.0,581,1,"Dict(""blue_proportion"" => 0.001718213058419244, ""red_proportion"" => 0.9982817869415808)","Dict(:p25 => 7.6953125, :p75 => 19.3671875, :p50 => 14.90625, :p90 => 25.42500000000001, :p99 => 58.37749999999957, :p95 => 33.98125000000002)",2.9832026645495837,59,115
