Architecture,N_Runs,Mean,Std,Min,Max,Median,Q25,Q75
bigfive,1,23.000,N/A,23.000,23.000,23.000,23.000,23.000
llm,1,22.000,N/A,22.000,22.000,22.000,22.000,22.000
rule,1,115.000,N/A,115.000,115.000,115.000,115.000,115.000
schwartz,1,27.000,N/A,27.000,27.000,27.000,27.000,27.000
