time,id,pos,sugar,age,vision,metabolism,sex,children,has_reproduced,total_inheritance_received,last_partner_id,last_credit_partner,last_combat_partner,chose_not_to_attack,schwartz_values
6,43,"(41, 7)",1.0,6,3,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.7f0, stimulation = -0.3f0, hedonism = -1.54f0, achievement = -0.34f0, power = -0.88f0, security = -0.24f0, conformity = 0.5f0, tradition = -0.28f0, benevolence = 1.22f0, universalism = 1.17f0)"
6,46,"(18, 39)",27.0,6,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.22f0, stimulation = -0.77f0, hedonism = -0.64f0, achievement = -0.22f0, power = -0.96f0, security = 0.6f0, conformity = -0.46f0, tradition = 0.99f0, benevolence = 0.93f0, universalism = 0.75f0)"
6,48,"(44, 32)",5.0,6,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.68f0, stimulation = -0.75f0, hedonism = -1.63f0, achievement = 0.7f0, power = -1.08f0, security = 0.67f0, conformity = -0.83f0, tradition = 0.21f0, benevolence = 1.99f0, universalism = 0.02f0)"
6,49,"(6, 24)",7.0,6,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.13f0, stimulation = 0.04f0, hedonism = 0.27f0, achievement = -0.29f0, power = -0.68f0, security = -0.24f0, conformity = 0.53f0, tradition = 1.49f0, benevolence = -0.04f0, universalism = -1.2f0)"
6,50,"(16, 38)",35.0,6,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 1.0f0, stimulation = -1.12f0, hedonism = -0.69f0, achievement = -1.18f0, power = -2.03f0, security = 1.73f0, conformity = 0.84f0, tradition = 0.97f0, benevolence = 0.7f0, universalism = -0.21f0)"
6,52,"(29, 13)",16.0,3,6,1,male,Int64[],false,0.0,Int64[],Int64[],[15],false,"(self_direction = 0.4f0, stimulation = -0.78f0, hedonism = 1.62f0, achievement = 0.13f0, power = -0.39f0, security = 0.27f0, conformity = -0.37f0, tradition = -0.64f0, benevolence = -0.32f0, universalism = 0.09f0)"
6,53,"(35, 4)",32.0,2,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 1.34f0, stimulation = 0.07f0, hedonism = -0.32f0, achievement = -0.64f0, power = -1.6f0, security = 0.65f0, conformity = -0.22f0, tradition = -0.26f0, benevolence = -0.3f0, universalism = 1.28f0)"
6,56,"(46, 12)",11.0,1,5,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -1.04f0, stimulation = -1.25f0, hedonism = 0.01f0, achievement = -0.9f0, power = -2.79f0, security = 2.05f0, conformity = -0.02f0, tradition = 0.4f0, benevolence = 1.73f0, universalism = 1.8f0)"
6,57,"(1, 38)",7.0,0,6,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(self_direction = -0.86f0, stimulation = -0.2f0, hedonism = 0.67f0, achievement = 0.83f0, power = -0.39f0, security = 0.74f0, conformity = -1.11f0, tradition = -0.37f0, benevolence = 0.26f0, universalism = 0.42f0)"
6,58,"(30, 10)",6.0,0,3,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(self_direction = 1.9f0, stimulation = -0.04f0, hedonism = 1.4f0, achievement = -0.15f0, power = -1.57f0, security = 0.49f0, conformity = -1.67f0, tradition = -1.38f0, benevolence = 0.13f0, universalism = 0.9f0)"
6,59,"(18, 27)",12.0,0,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(self_direction = 0.9f0, stimulation = 2.06f0, hedonism = -0.39f0, achievement = 0.55f0, power = -0.59f0, security = -2.85f0, conformity = 0.06f0, tradition = -0.58f0, benevolence = -0.03f0, universalism = 0.86f0)"
6,60,"(44, 15)",24.0,0,6,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(self_direction = 1.31f0, stimulation = -1.7f0, hedonism = -0.51f0, achievement = -0.12f0, power = -0.21f0, security = 0.27f0, conformity = 0.4f0, tradition = -0.76f0, benevolence = 1.22f0, universalism = 0.1f0)"
7,4,"(5, 12)",9.0,7,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.18f0, stimulation = -3.6f0, hedonism = -0.68f0, achievement = -0.25f0, power = -0.15f0, security = 0.38f0, conformity = 1.0f0, tradition = 2.32f0, benevolence = 0.2f0, universalism = 0.96f0)"
7,5,"(6, 35)",45.0,7,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.39f0, stimulation = -0.22f0, hedonism = -0.17f0, achievement = -0.82f0, power = -0.36f0, security = 0.07f0, conformity = -0.13f0, tradition = -0.99f0, benevolence = 1.32f0, universalism = 0.92f0)"
7,6,"(22, 27)",4.0,7,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.83f0, stimulation = 2.06f0, hedonism = 1.18f0, achievement = -3.3f0, power = -2.33f0, security = 0.34f0, conformity = -1.55f0, tradition = 0.68f0, benevolence = 0.8f0, universalism = 1.27f0)"
7,7,"(11, 36)",22.0,7,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 1.55f0, stimulation = -1.15f0, hedonism = -0.35f0, achievement = -1.91f0, power = -1.7f0, security = 1.88f0, conformity = -0.53f0, tradition = 0.2f0, benevolence = 0.73f0, universalism = 1.28f0)"
7,8,"(34, 12)",17.0,7,4,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.26f0, stimulation = -0.39f0, hedonism = 1.28f0, achievement = 1.03f0, power = -0.4f0, security = -0.09f0, conformity = -1.66f0, tradition = -0.76f0, benevolence = 0.86f0, universalism = -0.13f0)"
7,10,"(39, 45)",7.0,7,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.69f0, stimulation = -1.42f0, hedonism = 0.19f0, achievement = -0.28f0, power = 0.24f0, security = -0.1f0, conformity = -0.47f0, tradition = 0.22f0, benevolence = 1.4f0, universalism = -0.46f0)"
7,12,"(30, 10)",21.0,7,6,2,male,Int64[],false,0.0,Int64[],Int64[],[58],false,"(self_direction = 1.55f0, stimulation = -0.57f0, hedonism = -0.47f0, achievement = 0.45f0, power = -0.27f0, security = -0.59f0, conformity = -1.17f0, tradition = -0.93f0, benevolence = 0.73f0, universalism = 1.27f0)"
7,17,"(12, 39)",34.0,7,1,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.25f0, stimulation = -0.21f0, hedonism = -0.5f0, achievement = -0.8f0, power = -1.84f0, security = 1.81f0, conformity = -0.66f0, tradition = 0.99f0, benevolence = -0.12f0, universalism = 1.08f0)"
7,19,"(48, 27)",8.0,7,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.66f0, stimulation = -1.8f0, hedonism = 1.01f0, achievement = -0.85f0, power = -1.27f0, security = 2.0f0, conformity = -1.44f0, tradition = -0.54f0, benevolence = 1.52f0, universalism = 0.71f0)"
7,20,"(13, 9)",7.0,7,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 2.07f0, stimulation = -1.35f0, hedonism = -1.05f0, achievement = 0.33f0, power = -1.22f0, security = 0.5f0, conformity = -0.34f0, tradition = -1.64f0, benevolence = 1.52f0, universalism = 1.18f0)"
7,21,"(6, 20)",17.0,7,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.81f0, stimulation = 0.06f0, hedonism = -1.33f0, achievement = -0.05f0, power = -0.61f0, security = 0.48f0, conformity = -1.28f0, tradition = 0.19f0, benevolence = 1.48f0, universalism = 0.24f0)"
7,22,"(20, 18)",4.0,7,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.6f0, stimulation = 0.66f0, hedonism = 0.44f0, achievement = -1.18f0, power = -0.84f0, security = -0.31f0, conformity = 0.31f0, tradition = -1.06f0, benevolence = 0.36f0, universalism = 1.03f0)"
7,23,"(34, 5)",43.0,7,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.41f0, stimulation = -0.28f0, hedonism = -0.43f0, achievement = -0.62f0, power = -2.32f0, security = 0.49f0, conformity = 0.86f0, tradition = 0.94f0, benevolence = 1.39f0, universalism = 0.39f0)"
7,26,"(42, 15)",11.0,7,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.82f0, stimulation = -1.82f0, hedonism = 0.34f0, achievement = -0.41f0, power = -0.87f0, security = 1.19f0, conformity = 0.56f0, tradition = -0.58f0, benevolence = 0.98f0, universalism = 1.43f0)"
7,27,"(31, 1)",18.0,7,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.62f0, stimulation = -1.48f0, hedonism = 0.94f0, achievement = 1.5f0, power = -0.62f0, security = 0.43f0, conformity = -0.95f0, tradition = -0.24f0, benevolence = 0.45f0, universalism = -0.65f0)"
7,29,"(35, 12)",12.0,7,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.28f0, stimulation = -2.54f0, hedonism = -1.36f0, achievement = -1.56f0, power = -1.49f0, security = 1.76f0, conformity = 0.97f0, tradition = 1.54f0, benevolence = 2.21f0, universalism = 0.74f0)"
7,30,"(15, 39)",26.0,7,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.03f0, stimulation = 0.23f0, hedonism = 2.33f0, achievement = 0.87f0, power = -0.31f0, security = -1.16f0, conformity = -0.52f0, tradition = -1.39f0, benevolence = 0.3f0, universalism = -0.32f0)"
7,31,"(16, 43)",91.0,7,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.28f0, stimulation = -0.08f0, hedonism = 0.48f0, achievement = 0.13f0, power = 0.6f0, security = -0.01f0, conformity = 0.8f0, tradition = -0.07f0, benevolence = -0.14f0, universalism = -1.43f0)"
7,32,"(25, 35)",2.0,7,2,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.29f0, stimulation = -1.59f0, hedonism = -1.27f0, achievement = -0.83f0, power = 0.93f0, security = 1.28f0, conformity = 1.19f0, tradition = 1.24f0, benevolence = -0.25f0, universalism = -0.4f0)"
7,34,"(8, 31)",10.0,7,1,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 2.24f0, stimulation = -0.11f0, hedonism = -2.34f0, achievement = -0.75f0, power = -0.03f0, security = 0.52f0, conformity = -0.27f0, tradition = -1.27f0, benevolence = 1.26f0, universalism = 0.76f0)"
7,37,"(34, 8)",4.0,7,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 1.15f0, stimulation = 0.68f0, hedonism = -1.67f0, achievement = -0.52f0, power = -0.94f0, security = 1.04f0, conformity = -0.75f0, tradition = 1.52f0, benevolence = -0.39f0, universalism = -0.12f0)"
7,38,"(36, 11)",31.0,7,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.32f0, stimulation = -2.27f0, hedonism = -0.56f0, achievement = -1.22f0, power = -1.06f0, security = 0.9f0, conformity = 0.12f0, tradition = 1.43f0, benevolence = 1.44f0, universalism = 1.55f0)"
7,39,"(9, 24)",8.0,7,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.07f0, stimulation = -0.03f0, hedonism = 0.48f0, achievement = -0.47f0, power = -0.56f0, security = -0.82f0, conformity = 1.67f0, tradition = -0.37f0, benevolence = 0.69f0, universalism = -0.53f0)"
7,42,"(24, 7)",23.0,7,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.39f0, stimulation = -0.75f0, hedonism = -0.27f0, achievement = -0.51f0, power = -0.19f0, security = 1.16f0, conformity = 0.04f0, tradition = 1.77f0, benevolence = -0.38f0, universalism = -0.49f0)"
7,46,"(17, 39)",29.0,7,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.22f0, stimulation = -0.77f0, hedonism = -0.64f0, achievement = -0.22f0, power = -0.96f0, security = 0.6f0, conformity = -0.46f0, tradition = 0.99f0, benevolence = 0.93f0, universalism = 0.75f0)"
7,48,"(44, 32)",1.0,7,5,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.68f0, stimulation = -0.75f0, hedonism = -1.63f0, achievement = 0.7f0, power = -1.08f0, security = 0.67f0, conformity = -0.83f0, tradition = 0.21f0, benevolence = 1.99f0, universalism = 0.02f0)"
7,49,"(6, 24)",6.0,7,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.13f0, stimulation = 0.04f0, hedonism = 0.27f0, achievement = -0.29f0, power = -0.68f0, security = -0.24f0, conformity = 0.53f0, tradition = 1.49f0, benevolence = -0.04f0, universalism = -1.2f0)"
7,50,"(15, 38)",37.0,7,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 1.0f0, stimulation = -1.12f0, hedonism = -0.69f0, achievement = -1.18f0, power = -2.03f0, security = 1.73f0, conformity = 0.84f0, tradition = 0.97f0, benevolence = 0.7f0, universalism = -0.21f0)"
7,52,"(29, 12)",18.0,4,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.4f0, stimulation = -0.78f0, hedonism = 1.62f0, achievement = 0.13f0, power = -0.39f0, security = 0.27f0, conformity = -0.37f0, tradition = -0.64f0, benevolence = -0.32f0, universalism = 0.09f0)"
7,53,"(35, 3)",33.0,3,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 1.34f0, stimulation = 0.07f0, hedonism = -0.32f0, achievement = -0.64f0, power = -1.6f0, security = 0.65f0, conformity = -0.22f0, tradition = -0.26f0, benevolence = -0.3f0, universalism = 1.28f0)"
7,56,"(45, 12)",10.0,2,5,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -1.04f0, stimulation = -1.25f0, hedonism = 0.01f0, achievement = -0.9f0, power = -2.79f0, security = 2.05f0, conformity = -0.02f0, tradition = 0.4f0, benevolence = 1.73f0, universalism = 1.8f0)"
7,57,"(4, 38)",7.0,1,6,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.86f0, stimulation = -0.2f0, hedonism = 0.67f0, achievement = 0.83f0, power = -0.39f0, security = 0.74f0, conformity = -1.11f0, tradition = -0.37f0, benevolence = 0.26f0, universalism = 0.42f0)"
7,59,"(18, 29)",12.0,1,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.9f0, stimulation = 2.06f0, hedonism = -0.39f0, achievement = 0.55f0, power = -0.59f0, security = -2.85f0, conformity = 0.06f0, tradition = -0.58f0, benevolence = -0.03f0, universalism = 0.86f0)"
7,60,"(44, 15)",24.0,1,6,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 1.31f0, stimulation = -1.7f0, hedonism = -0.51f0, achievement = -0.12f0, power = -0.21f0, security = 0.27f0, conformity = 0.4f0, tradition = -0.76f0, benevolence = 1.22f0, universalism = 0.1f0)"
7,61,"(23, 4)",5.0,0,3,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(self_direction = 0.15f0, stimulation = -1.26f0, hedonism = -0.41f0, achievement = -0.45f0, power = -0.56f0, security = 1.18f0, conformity = 0.44f0, tradition = -0.6f0, benevolence = 0.76f0, universalism = 0.76f0)"
7,62,"(33, 38)",23.0,0,3,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(self_direction = 0.8f0, stimulation = -1.66f0, hedonism = 0.87f0, achievement = -1.34f0, power = -0.17f0, security = -0.39f0, conformity = 1.17f0, tradition = -0.63f0, benevolence = 0.94f0, universalism = 0.41f0)"
8,4,"(5, 12)",7.0,8,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.18f0, stimulation = -3.6f0, hedonism = -0.68f0, achievement = -0.25f0, power = -0.15f0, security = 0.38f0, conformity = 1.0f0, tradition = 2.32f0, benevolence = 0.2f0, universalism = 0.96f0)"
8,5,"(10, 35)",47.0,8,6,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.39f0, stimulation = -0.22f0, hedonism = -0.17f0, achievement = -0.82f0, power = -0.36f0, security = 0.07f0, conformity = -0.13f0, tradition = -0.99f0, benevolence = 1.32f0, universalism = 0.92f0)"
8,6,"(22, 27)",3.0,8,3,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.83f0, stimulation = 2.06f0, hedonism = 1.18f0, achievement = -3.3f0, power = -2.33f0, security = 0.34f0, conformity = -1.55f0, tradition = 0.68f0, benevolence = 0.8f0, universalism = 1.27f0)"
8,7,"(11, 35)",24.0,8,1,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 1.55f0, stimulation = -1.15f0, hedonism = -0.35f0, achievement = -1.91f0, power = -1.7f0, security = 1.88f0, conformity = -0.53f0, tradition = 0.2f0, benevolence = 0.73f0, universalism = 1.28f0)"
8,8,"(34, 11)",18.0,8,4,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.26f0, stimulation = -0.39f0, hedonism = 1.28f0, achievement = 1.03f0, power = -0.4f0, security = -0.09f0, conformity = -1.66f0, tradition = -0.76f0, benevolence = 0.86f0, universalism = -0.13f0)"
8,10,"(39, 45)",6.0,8,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.69f0, stimulation = -1.42f0, hedonism = 0.19f0, achievement = -0.28f0, power = 0.24f0, security = -0.1f0, conformity = -0.47f0, tradition = 0.22f0, benevolence = 1.4f0, universalism = -0.46f0)"
8,12,"(32, 10)",23.0,8,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 1.55f0, stimulation = -0.57f0, hedonism = -0.47f0, achievement = 0.45f0, power = -0.27f0, security = -0.59f0, conformity = -1.17f0, tradition = -0.93f0, benevolence = 0.73f0, universalism = 1.27f0)"
8,17,"(13, 39)",36.0,8,1,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.25f0, stimulation = -0.21f0, hedonism = -0.5f0, achievement = -0.8f0, power = -1.84f0, security = 1.81f0, conformity = -0.66f0, tradition = 0.99f0, benevolence = -0.12f0, universalism = 1.08f0)"
8,19,"(48, 27)",6.0,8,4,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.66f0, stimulation = -1.8f0, hedonism = 1.01f0, achievement = -0.85f0, power = -1.27f0, security = 2.0f0, conformity = -1.44f0, tradition = -0.54f0, benevolence = 1.52f0, universalism = 0.71f0)"
8,20,"(13, 9)",6.0,8,4,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 2.07f0, stimulation = -1.35f0, hedonism = -1.05f0, achievement = 0.33f0, power = -1.22f0, security = 0.5f0, conformity = -0.34f0, tradition = -1.64f0, benevolence = 1.52f0, universalism = 1.18f0)"
8,21,"(6, 20)",16.0,8,4,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.81f0, stimulation = 0.06f0, hedonism = -1.33f0, achievement = -0.05f0, power = -0.61f0, security = 0.48f0, conformity = -1.28f0, tradition = 0.19f0, benevolence = 1.48f0, universalism = 0.24f0)"
8,22,"(20, 18)",1.0,8,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.6f0, stimulation = 0.66f0, hedonism = 0.44f0, achievement = -1.18f0, power = -0.84f0, security = -0.31f0, conformity = 0.31f0, tradition = -1.06f0, benevolence = 0.36f0, universalism = 1.03f0)"
8,23,"(35, 5)",45.0,8,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.41f0, stimulation = -0.28f0, hedonism = -0.43f0, achievement = -0.62f0, power = -2.32f0, security = 0.49f0, conformity = 0.86f0, tradition = 0.94f0, benevolence = 1.39f0, universalism = 0.39f0)"
8,26,"(40, 15)",11.0,8,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.82f0, stimulation = -1.82f0, hedonism = 0.34f0, achievement = -0.41f0, power = -0.87f0, security = 1.19f0, conformity = 0.56f0, tradition = -0.58f0, benevolence = 0.98f0, universalism = 1.43f0)"
8,27,"(30, 1)",17.0,8,1,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.62f0, stimulation = -1.48f0, hedonism = 0.94f0, achievement = 1.5f0, power = -0.62f0, security = 0.43f0, conformity = -0.95f0, tradition = -0.24f0, benevolence = 0.45f0, universalism = -0.65f0)"
8,29,"(33, 12)",12.0,8,5,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.28f0, stimulation = -2.54f0, hedonism = -1.36f0, achievement = -1.56f0, power = -1.49f0, security = 1.76f0, conformity = 0.97f0, tradition = 1.54f0, benevolence = 2.21f0, universalism = 0.74f0)"
8,30,"(16, 39)",27.0,8,2,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.03f0, stimulation = 0.23f0, hedonism = 2.33f0, achievement = 0.87f0, power = -0.31f0, security = -1.16f0, conformity = -0.52f0, tradition = -1.39f0, benevolence = 0.3f0, universalism = -0.32f0)"
8,31,"(16, 42)",93.0,8,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.28f0, stimulation = -0.08f0, hedonism = 0.48f0, achievement = 0.13f0, power = 0.6f0, security = -0.01f0, conformity = 0.8f0, tradition = -0.07f0, benevolence = -0.14f0, universalism = -1.43f0)"
8,34,"(9, 31)",8.0,8,1,4,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 2.24f0, stimulation = -0.11f0, hedonism = -2.34f0, achievement = -0.75f0, power = -0.03f0, security = 0.52f0, conformity = -0.27f0, tradition = -1.27f0, benevolence = 1.26f0, universalism = 0.76f0)"
8,37,"(34, 7)",5.0,8,6,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 1.15f0, stimulation = 0.68f0, hedonism = -1.67f0, achievement = -0.52f0, power = -0.94f0, security = 1.04f0, conformity = -0.75f0, tradition = 1.52f0, benevolence = -0.39f0, universalism = -0.12f0)"
8,38,"(35, 11)",34.0,8,2,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.32f0, stimulation = -2.27f0, hedonism = -0.56f0, achievement = -1.22f0, power = -1.06f0, security = 0.9f0, conformity = 0.12f0, tradition = 1.43f0, benevolence = 1.44f0, universalism = 1.55f0)"
8,39,"(9, 24)",7.0,8,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.07f0, stimulation = -0.03f0, hedonism = 0.48f0, achievement = -0.47f0, power = -0.56f0, security = -0.82f0, conformity = 1.67f0, tradition = -0.37f0, benevolence = 0.69f0, universalism = -0.53f0)"
8,42,"(25, 7)",24.0,8,2,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.39f0, stimulation = -0.75f0, hedonism = -0.27f0, achievement = -0.51f0, power = -0.19f0, security = 1.16f0, conformity = 0.04f0, tradition = 1.77f0, benevolence = -0.38f0, universalism = -0.49f0)"
8,46,"(17, 40)",31.0,8,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.22f0, stimulation = -0.77f0, hedonism = -0.64f0, achievement = -0.22f0, power = -0.96f0, security = 0.6f0, conformity = -0.46f0, tradition = 0.99f0, benevolence = 0.93f0, universalism = 0.75f0)"
8,49,"(6, 24)",5.0,8,1,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.13f0, stimulation = 0.04f0, hedonism = 0.27f0, achievement = -0.29f0, power = -0.68f0, security = -0.24f0, conformity = 0.53f0, tradition = 1.49f0, benevolence = -0.04f0, universalism = -1.2f0)"
8,50,"(14, 38)",39.0,8,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 1.0f0, stimulation = -1.12f0, hedonism = -0.69f0, achievement = -1.18f0, power = -2.03f0, security = 1.73f0, conformity = 0.84f0, tradition = 0.97f0, benevolence = 0.7f0, universalism = -0.21f0)"
8,52,"(33, 11)",21.0,5,6,1,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.4f0, stimulation = -0.78f0, hedonism = 1.62f0, achievement = 0.13f0, power = -0.39f0, security = 0.27f0, conformity = -0.37f0, tradition = -0.64f0, benevolence = -0.32f0, universalism = 0.09f0)"
8,53,"(36, 3)",34.0,4,6,2,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 1.34f0, stimulation = 0.07f0, hedonism = -0.32f0, achievement = -0.64f0, power = -1.6f0, security = 0.65f0, conformity = -0.22f0, tradition = -0.26f0, benevolence = -0.3f0, universalism = 1.28f0)"
8,56,"(42, 12)",10.0,3,5,3,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -1.04f0, stimulation = -1.25f0, hedonism = 0.01f0, achievement = -0.9f0, power = -2.79f0, security = 2.05f0, conformity = -0.02f0, tradition = 0.4f0, benevolence = 1.73f0, universalism = 1.8f0)"
8,57,"(5, 38)",7.0,2,6,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = -0.86f0, stimulation = -0.2f0, hedonism = 0.67f0, achievement = 0.83f0, power = -0.39f0, security = 0.74f0, conformity = -1.11f0, tradition = -0.37f0, benevolence = 0.26f0, universalism = 0.42f0)"
8,59,"(17, 33)",13.0,2,5,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.9f0, stimulation = 2.06f0, hedonism = -0.39f0, achievement = 0.55f0, power = -0.59f0, security = -2.85f0, conformity = 0.06f0, tradition = -0.58f0, benevolence = -0.03f0, universalism = 0.86f0)"
8,60,"(41, 14)",25.0,2,6,2,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 1.31f0, stimulation = -1.7f0, hedonism = -0.51f0, achievement = -0.12f0, power = -0.21f0, security = 0.27f0, conformity = 0.4f0, tradition = -0.76f0, benevolence = 1.22f0, universalism = 0.1f0)"
8,61,"(25, 5)",3.0,1,3,4,female,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.15f0, stimulation = -1.26f0, hedonism = -0.41f0, achievement = -0.45f0, power = -0.56f0, security = 1.18f0, conformity = 0.44f0, tradition = -0.6f0, benevolence = 0.76f0, universalism = 0.76f0)"
8,62,"(30, 38)",21.0,1,3,3,male,Int64[],false,0.0,Int64[],Int64[],Int64[],true,"(self_direction = 0.8f0, stimulation = -1.66f0, hedonism = 0.87f0, achievement = -1.34f0, power = -0.17f0, security = -0.39f0, conformity = 1.17f0, tradition = -0.63f0, benevolence = 0.94f0, universalism = 0.41f0)"
8,63,"(38, 29)",11.0,0,3,1,female,Int64[],false,0.0,Int64[],Int64[],Int64[],false,"(self_direction = 0.54f0, stimulation = 0.14f0, hedonism = -1.14f0, achievement = -0.2f0, power = -1.82f0, security = -1.6f0, conformity = 0.74f0, tradition = 1.22f0, benevolence = 1.32f0, universalism = 0.79f0)"
