time,nagents,#193,#194,#195,#196,#197,#198,#199,#200,#201,#202,#203
14,30,0,0,20,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 30, ""max_degree"" => 0)",0.3505074160811865,"Dict(:p25 => 13.25, :p75 => 44.75, :p50 => 30.0, :p90 => 50.300000000000004, :p99 => 57.260000000000005, :p95 => 53.0)",10.897058994794353,14.0,0.0
15,29,0,0,21,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 29, ""max_degree"" => 0)",0.33681015022962546,"Dict(:p25 => 18.0, :p75 => 48.0, :p50 => 33.0, :p90 => 52.60000000000001, :p99 => 60.320000000000014, :p95 => 55.6)",10.799813497759796,15.0,0.0
16,29,0,0,21,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 29, ""max_degree"" => 0)",0.3458782034445236,"Dict(:p25 => 18.0, :p75 => 50.0, :p50 => 34.0, :p90 => 54.80000000000001, :p99 => 63.32000000000001, :p95 => 58.6)",11.899545464083944,16.0,0.0
17,29,0,0,21,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 29, ""max_degree"" => 0)",0.3543076310742843,"Dict(:p25 => 18.0, :p75 => 51.0, :p50 => 35.0, :p90 => 57.000000000000014, :p99 => 66.32000000000002, :p95 => 61.6)",13.107503897403227,17.0,0.0
18,27,0,0,23,13.0,0.0,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.008547008547008548, ""avg_degree"" => 0.18518518518518517, ""n_nodes"" => 27, ""max_degree"" => 1)",0.3041093832168884,"Dict(:p25 => 21.5, :p75 => 53.0, :p50 => 36.0, :p90 => 60.000000000000014, :p99 => 69.44000000000001, :p95 => 64.4)",9.272341486793959,18.0,0.0
19,39,12,0,23,22.5,0.0,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.006747638326585695, ""avg_degree"" => 0.20512820512820512, ""n_nodes"" => 39, ""max_degree"" => 2)",0.39016549888244323,"Dict(:p25 => 13.75, :p75 => 39.5, :p50 => 23.0, :p90 => 52.40000000000002, :p99 => 66.85999999999999, :p95 => 60.50000000000001)",4.306319641766101,13.153846153846153,0.3076923076923077
20,51,24,0,23,37.5,0.1111111111111111,"Dict{String, Real}(""n_edges"" => 9, ""density"" => 0.007058823529411765, ""avg_degree"" => 0.29411764705882354, ""n_nodes"" => 51, ""max_degree"" => 3)",0.36324762896771023,"Dict(:p25 => 11.75, :p75 => 25.25, :p50 => 17.0, :p90 => 44.0, :p99 => 60.5, :p95 => 49.5)",3.5527698292369054,10.823529411764707,0.45396419437340163
21,55,29,0,24,49.0,0.07692307692307693,"Dict{String, Real}(""n_edges"" => 12, ""density"" => 0.00808080808080808, ""avg_degree"" => 0.34545454545454546, ""n_nodes"" => 55, ""max_degree"" => 3)",0.3275290348418103,"Dict(:p25 => 12.0, :p75 => 24.0, :p50 => 19.0, :p90 => 38.6, :p99 => 56.98000000000001, :p95 => 44.85000000000002)",4.194391148759884,10.581818181818182,0.47553889409559513
22,58,32,0,24,49.0,0.15384615384615385,"Dict{String, Real}(""n_edges"" => 12, ""density"" => 0.007259528130671506, ""avg_degree"" => 0.3275862068965517, ""n_nodes"" => 58, ""max_degree"" => 3)",0.30823658522497555,"Dict(:p25 => 12.5, :p75 => 23.875, :p50 => 19.25, :p90 => 39.300000000000004, :p99 => 56.879999999999995, :p95 => 44.075)",2.817425291261453,10.982758620689655,0.4637308504303579
23,61,35,0,24,58.0,0.13333333333333333,"Dict{String, Real}(""n_edges"" => 14, ""density"" => 0.007650273224043716, ""avg_degree"" => 0.3770491803278688, ""n_nodes"" => 61, ""max_degree"" => 3)",0.300716396057207,"Dict(:p25 => 13.5, :p75 => 24.5, :p50 => 18.5, :p90 => 35.0, :p99 => 58.39999999999998, :p95 => 45.0)",3.355202979245075,11.39344262295082,0.45330817313362415
24,62,37,0,25,84.0,0.23529411764705882,"Dict{String, Real}(""n_edges"" => 15, ""density"" => 0.007932310946589107, ""avg_degree"" => 0.41935483870967744, ""n_nodes"" => 62, ""max_degree"" => 3)",0.28856703971911357,"Dict(:p25 => 13.5, :p75 => 25.875, :p50 => 18.25, :p90 => 35.80000000000001, :p99 => 60.24000000000001, :p95 => 45.85000000000001)",2.5008786633928084,11.806451612903226,0.4401110523532523
25,62,37,0,25,84.0,0.23529411764705882,"Dict{String, Real}(""n_edges"" => 15, ""density"" => 0.007932310946589107, ""avg_degree"" => 0.41935483870967744, ""n_nodes"" => 62, ""max_degree"" => 3)",0.28090919527034774,"Dict(:p25 => 15.0, :p75 => 27.0, :p50 => 19.0, :p90 => 36.80000000000001, :p99 => 62.85000000000001, :p95 => 46.900000000000006)",2.7328419899579557,12.806451612903226,0.4057446981392703
26,62,37,0,25,84.0,0.23529411764705882,"Dict{String, Real}(""n_edges"" => 15, ""density"" => 0.007932310946589107, ""avg_degree"" => 0.41935483870967744, ""n_nodes"" => 62, ""max_degree"" => 3)",0.2759566409821079,"Dict(:p25 => 16.0, :p75 => 29.0, :p50 => 21.0, :p90 => 37.80000000000001, :p99 => 64.85000000000001, :p95 => 47.0)",3.0107688771044865,13.806451612903226,0.37635664757310816
27,62,37,0,25,84.0,0.17647058823529413,"Dict{String, Real}(""n_edges"" => 15, ""density"" => 0.007932310946589107, ""avg_degree"" => 0.41935483870967744, ""n_nodes"" => 62, ""max_degree"" => 3)",0.27533231189697305,"Dict(:p25 => 17.125, :p75 => 31.0, :p50 => 23.0, :p90 => 39.70000000000002, :p99 => 66.85000000000001, :p95 => 48.95)",3.2500027704674626,14.806451612903226,0.35093822475226655
28,64,39,0,25,77.0,0.2,"Dict{String, Real}(""n_edges"" => 14, ""density"" => 0.006944444444444444, ""avg_degree"" => 0.359375, ""n_nodes"" => 64, ""max_degree"" => 3)",0.28807721712538226,"Dict(:p25 => 17.25, :p75 => 33.0, :p50 => 24.0, :p90 => 40.400000000000006, :p99 => 68.54999999999995, :p95 => 50.125)",3.9368873108193085,15.3125,0.34971301020408174
29,65,40,0,25,67.5,0.3076923076923077,"Dict{String, Real}(""n_edges"" => 12, ""density"" => 0.0057692307692307696, ""avg_degree"" => 0.3076923076923077, ""n_nodes"" => 65, ""max_degree"" => 3)",0.2905876565295171,"Dict(:p25 => 15.0, :p75 => 35.0, :p50 => 26.0, :p90 => 41.2, :p99 => 70.39999999999999, :p95 => 51.00000000000001)",4.619723025983447,16.06153846153846,0.3386089006778663
30,66,41,0,25,52.5,0.4444444444444444,"Dict{String, Real}(""n_edges"" => 8, ""density"" => 0.0037296037296037296, ""avg_degree"" => 0.19696969696969696, ""n_nodes"" => 66, ""max_degree"" => 3)",0.30662805338705623,"Dict(:p25 => 15.125, :p75 => 36.625, :p50 => 25.75, :p90 => 45.3, :p99 => 72.25000000000013, :p95 => 52.325)",4.093857538943829,16.803030303030305,0.32908435117632595
31,65,41,0,26,47.75,0.5714285714285714,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.0028846153846153848, ""avg_degree"" => 0.18461538461538463, ""n_nodes"" => 65, ""max_degree"" => 2)",0.29471082470022014,"Dict(:p25 => 17.0, :p75 => 39.0, :p50 => 30.0, :p90 => 42.900000000000006, :p99 => 74.39999999999999, :p95 => 58.76000000000004)",4.520611254792076,17.6,0.31221086605702
32,68,44,0,26,57.1,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 7, ""density"" => 0.0030728709394205445, ""avg_degree"" => 0.23529411764705882, ""n_nodes"" => 68, ""max_degree"" => 2)",0.305263825469305,"Dict(:p25 => 16.375, :p75 => 39.5, :p50 => 25.0, :p90 => 45.0, :p99 => 75.94999999999997, :p95 => 57.95500000000006)",4.956396870031273,17.779411764705884,0.32650951199338296
33,71,47,0,26,51.1,0.375,"Dict{String, Real}(""n_edges"" => 7, ""density"" => 0.0028169014084507044, ""avg_degree"" => 0.19718309859154928, ""n_nodes"" => 71, ""max_degree"" => 2)",0.31542062452232766,"Dict(:p25 => 15.5, :p75 => 39.45, :p50 => 25.5, :p90 => 47.0, :p99 => 77.50000000000017, :p95 => 57.575)",4.8809798608965576,17.985915492957748,0.3383149326656887
34,74,50,0,26,62.7,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 8, ""density"" => 0.002961865975564606, ""avg_degree"" => 0.20270270270270271, ""n_nodes"" => 74, ""max_degree"" => 2)",0.3309928270095013,"Dict(:p25 => 15.125, :p75 => 39.75, :p50 => 26.5, :p90 => 48.7, :p99 => 79.05000000000015, :p95 => 57.55250000000009)",5.278333449838467,18.216216216216218,0.3480431470045713
35,78,55,0,27,69.0,0.2727272727272727,"Dict{String, Real}(""n_edges"" => 9, ""density"" => 0.002997002997002997, ""avg_degree"" => 0.20512820512820512, ""n_nodes"" => 78, ""max_degree"" => 3)",0.3360121700113712,"Dict(:p25 => 15.5, :p75 => 40.375, :p50 => 25.75, :p90 => 49.65, :p99 => 80.45000000000006, :p95 => 55.77250000000003)",5.5023916509320845,17.78205128205128,0.374216626920304
36,78,55,0,27,69.0,0.2727272727272727,"Dict{String, Real}(""n_edges"" => 9, ""density"" => 0.002997002997002997, ""avg_degree"" => 0.20512820512820512, ""n_nodes"" => 78, ""max_degree"" => 3)",0.33164936849954096,"Dict(:p25 => 16.0, :p75 => 42.375, :p50 => 27.25, :p90 => 52.15, :p99 => 82.45000000000006, :p95 => 56.922500000000035)",5.367535022739084,18.78205128205128,0.35429246521396696
37,81,58,0,27,69.0,0.2727272727272727,"Dict{String, Real}(""n_edges"" => 9, ""density"" => 0.002777777777777778, ""avg_degree"" => 0.19753086419753085, ""n_nodes"" => 81, ""max_degree"" => 3)",0.33219444608367543,"Dict(:p25 => 16.5, :p75 => 42.0, :p50 => 27.5, :p90 => 54.5, :p99 => 84.00000000000004, :p95 => 57.0)",4.590168414484457,19.049382716049383,0.36096109070833626
38,88,65,0,27,81.0,0.21428571428571427,"Dict{String, Real}(""n_edges"" => 12, ""density"" => 0.003134796238244514, ""avg_degree"" => 0.22727272727272727, ""n_nodes"" => 88, ""max_degree"" => 3)",0.3411527530262126,"Dict(:p25 => 15.75, :p75 => 41.8, :p50 => 26.0, :p90 => 51.65, :p99 => 84.95000000000014, :p95 => 57.650000000000006)",4.328703279999201,18.454545454545453,0.39522223466188966
39,99,77,0,28,85.0,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 13, ""density"" => 0.0026798598227169654, ""avg_degree"" => 0.2222222222222222, ""n_nodes"" => 99, ""max_degree"" => 3)",0.33478001659308165,"Dict(:p25 => 14.125, :p75 => 35.25, :p50 => 21.5, :p90 => 51.2, :p99 => 65.6840000000001, :p95 => 59.0)",5.364554543296192,16.8989898989899,0.45184661921063585
40,116,94,0,28,109.44999999999999,0.2857142857142857,"Dict{String, Real}(""n_edges"" => 19, ""density"" => 0.002848575712143928, ""avg_degree"" => 0.2672413793103448, ""n_nodes"" => 116, ""max_degree"" => 3)",0.3246385131498697,"Dict(:p25 => 14.875, :p75 => 32.5, :p50 => 19.625, :p90 => 47.25, :p99 => 65.10000000000005, :p95 => 55.125)",3.2650872110337175,15.275862068965518,0.5106347785475209
41,128,106,0,28,137.665,0.34615384615384615,"Dict{String, Real}(""n_edges"" => 24, ""density"" => 0.002952755905511811, ""avg_degree"" => 0.2890625, ""n_nodes"" => 128, ""max_degree"" => 2)",0.317800143535764,"Dict(:p25 => 14.0, :p75 => 27.85, :p50 => 18.5, :p90 => 41.8, :p99 => 66.11000000000003, :p95 => 53.58600000000001)",2.783566568472061,14.75,0.5280803098516949
42,139,117,0,28,169.665,0.4,"Dict{String, Real}(""n_edges"" => 28, ""density"" => 0.0029194036075487436, ""avg_degree"" => 0.302158273381295, ""n_nodes"" => 139, ""max_degree"" => 2)",0.3060026575132706,"Dict(:p25 => 14.375, :p75 => 25.2, :p50 => 19.25, :p90 => 40.879999999999995, :p99 => 60.97399999999993, :p95 => 52.400000000000034)",2.749648474940851,14.503597122302159,0.5345509306840242
43,148,126,0,28,202.56499999999997,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 34, ""density"" => 0.003125574554145983, ""avg_degree"" => 0.33783783783783783, ""n_nodes"" => 148, ""max_degree"" => 3)",0.2945979109487544,"Dict(:p25 => 13.1875, :p75 => 25.5, :p50 => 19.5, :p90 => 38.650000000000006, :p99 => 61.73100000000001, :p95 => 45.76100000000007)",2.611575968099683,14.56081081081081,0.5304728162036747
44,155,133,0,28,202.25999999999996,0.5135135135135135,"Dict{String, Real}(""n_edges"" => 35, ""density"" => 0.002932551319648094, ""avg_degree"" => 0.32903225806451614, ""n_nodes"" => 155, ""max_degree"" => 4)",0.30007887197757155,"Dict(:p25 => 13.0, :p75 => 26.0, :p50 => 19.5, :p90 => 38.5, :p99 => 62.621999999999986, :p95 => 45.72500000000001)",2.8099665742341906,14.858064516129032,0.5191265250094548
45,161,140,0,29,200.10999999999999,0.5,"Dict{String, Real}(""n_edges"" => 36, ""density"" => 0.0027950310559006213, ""avg_degree"" => 0.33540372670807456, ""n_nodes"" => 161, ""max_degree"" => 5)",0.30360562887977216,"Dict(:p25 => 13.0, :p75 => 26.5, :p50 => 20.0, :p90 => 38.5, :p99 => 63.519999999999975, :p95 => 46.50000000000005)",2.8583014131520867,14.987577639751553,0.5088482932768417
46,173,152,0,29,211.285,0.38636363636363635,"Dict{String, Real}(""n_edges"" => 42, ""density"" => 0.0028229600752789352, ""avg_degree"" => 0.35260115606936415, ""n_nodes"" => 173, ""max_degree"" => 5)",0.29777562736533425,"Dict(:p25 => 13.5, :p75 => 26.0, :p50 => 19.0, :p90 => 34.20000000000002, :p99 => 63.788000000000004, :p95 => 43.70000000000002)",3.350883053085777,14.878612716763005,0.5132965942214496
47,177,159,0,32,200.035,0.3488372093023256,"Dict{String, Real}(""n_edges"" => 40, ""density"" => 0.0025680534155110425, ""avg_degree"" => 0.3389830508474576, ""n_nodes"" => 177, ""max_degree"" => 5)",0.28789124018091816,"Dict(:p25 => 13.5, :p75 => 26.5, :p50 => 20.0, :p90 => 32.60000000000001, :p99 => 63.287999999999975, :p95 => 45.60000000000001)",3.6329074340009724,14.830508474576272,0.5021727199354318
48,184,166,0,32,216.57999999999998,0.3404255319148936,"Dict{String, Real}(""n_edges"" => 44, ""density"" => 0.002613447374673319, ""avg_degree"" => 0.3641304347826087, ""n_nodes"" => 184, ""max_degree"" => 6)",0.28287508025501795,"Dict(:p25 => 12.9375, :p75 => 26.5, :p50 => 19.375, :p90 => 32.69999999999999, :p99 => 64.453, :p95 => 41.47500000000008)",3.8578399105430905,15.228260869565217,0.4905967786984453
49,189,171,0,32,230.23,0.34,"Dict{String, Real}(""n_edges"" => 47, ""density"" => 0.0026455026455026454, ""avg_degree"" => 0.38095238095238093, ""n_nodes"" => 189, ""max_degree"" => 6)",0.2915450512275861,"Dict(:p25 => 12.75, :p75 => 26.810000000000002, :p50 => 19.0, :p90 => 33.599999999999994, :p99 => 66.212, :p95 => 42.00000000000006)",4.002916075871501,15.798941798941799,0.4746418028400614
50,200,182,0,32,240.005,0.4230769230769231,"Dict{String, Real}(""n_edges"" => 47, ""density"" => 0.0023618090452261304, ""avg_degree"" => 0.38, ""n_nodes"" => 200, ""max_degree"" => 6)",0.3004691991687902,"Dict(:p25 => 12.75, :p75 => 26.2125, :p50 => 19.0, :p90 => 34.05, :p99 => 65.65065, :p95 => 39.60000000000002)",3.7992488709969594,15.875,0.476836220472441
51,202,184,0,32,236.50499999999997,0.38461538461538464,"Dict{String, Real}(""n_edges"" => 47, ""density"" => 0.002315156888823211, ""avg_degree"" => 0.3712871287128713, ""n_nodes"" => 202, ""max_degree"" => 6)",0.3056986005927331,"Dict(:p25 => 12.924999999999999, :p75 => 27.4375, :p50 => 19.75, :p90 => 35.837500000000006, :p99 => 68.07274999999976, :p95 => 40.737500000000004)",3.7933808231211095,16.707920792079207,0.45403887055372194
52,204,188,0,34,219.25499999999997,0.3137254901960784,"Dict{String, Real}(""n_edges"" => 45, ""density"" => 0.0021732831063459865, ""avg_degree"" => 0.36764705882352944, ""n_nodes"" => 204, ""max_degree"" => 6)",0.302748262030883,"Dict(:p25 => 13.75, :p75 => 27.1, :p50 => 20.375, :p90 => 36.925, :p99 => 69.3072, :p95 => 42.5)",3.718222717537757,17.21078431372549,0.44113877393737333
53,214,199,0,35,182.415,0.32608695652173914,"Dict{String, Real}(""n_edges"" => 40, ""density"" => 0.0017550787591593172, ""avg_degree"" => 0.3130841121495327, ""n_nodes"" => 214, ""max_degree"" => 5)",0.31436493709655733,"Dict(:p25 => 12.3125, :p75 => 26.9375, :p50 => 19.4875, :p90 => 37.675, :p99 => 68.88119999999968, :p95 => 41.74000000000001)",3.9985614814750496,17.11214953271028,0.4455305052649845
54,218,203,0,35,185.515,0.3125,"Dict{String, Real}(""n_edges"" => 42, ""density"" => 0.0017756732761171944, ""avg_degree"" => 0.3211009174311927, ""n_nodes"" => 218, ""max_degree"" => 4)",0.31401924976392204,"Dict(:p25 => 12.625, :p75 => 27.0, :p50 => 19.16, :p90 => 38.825, :p99 => 69.97079999999976, :p95 => 42.30250000000001)",3.7727384756510594,17.779816513761467,0.4315571713958397
55,223,208,0,35,204.0655,0.3137254901960784,"Dict{String, Real}(""n_edges"" => 44, ""density"" => 0.0017775623156789076, ""avg_degree"" => 0.34080717488789236, ""n_nodes"" => 223, ""max_degree"" => 4)",0.30922132924179047,"Dict(:p25 => 13.375, :p75 => 27.875, :p50 => 20.0, :p90 => 39.5, :p99 => 69.64850000000003, :p95 => 41.5)",3.708922747902815,18.358744394618835,0.4218379297276338
56,227,213,0,36,209.6405,0.32653061224489793,"Dict{String, Real}(""n_edges"" => 43, ""density"" => 0.0016763479006666408, ""avg_degree"" => 0.32158590308370044, ""n_nodes"" => 227, ""max_degree"" => 4)",0.3129859133869253,"Dict(:p25 => 12.875, :p75 => 27.75, :p50 => 19.75, :p90 => 40.5, :p99 => 69.64549999999963, :p95 => 42.5)",3.4269550763848398,18.92511013215859,0.414183053183373
57,242,228,0,36,249.54549999999998,0.25806451612903225,"Dict{String, Real}(""n_edges"" => 57, ""density"" => 0.0019546654778642707, ""avg_degree"" => 0.371900826446281, ""n_nodes"" => 242, ""max_degree"" => 4)",0.31370524547451617,"Dict(:p25 => 12.5, :p75 => 26.75, :p50 => 19.25, :p90 => 38.475, :p99 => 68.39214999999929, :p95 => 43.5)",3.389493964434214,18.6900826446281,0.4309954813140551
58,249,236,0,37,243.09049999999996,0.26229508196721313,"Dict{String, Real}(""n_edges"" => 56, ""density"" => 0.0018137064386578572, ""avg_degree"" => 0.3534136546184739, ""n_nodes"" => 249, ""max_degree"" => 4)",0.3230169591327605,"Dict(:p25 => 12.5, :p75 => 27.15, :p50 => 18.25, :p90 => 38.249999999999986, :p99 => 68.55819999999952, :p95 => 44.30000000000001)",3.3589586399850053,18.983935742971887,0.42853877961603115
59,258,248,0,40,293.6154999999999,0.2054794520547945,"Dict{String, Real}(""n_edges"" => 65, ""density"" => 0.0019606068832383194, ""avg_degree"" => 0.4069767441860465, ""n_nodes"" => 258, ""max_degree"" => 4)",0.31059382415223813,"Dict(:p25 => 12.5, :p75 => 26.75, :p50 => 18.0, :p90 => 38.325, :p99 => 68.18129999999944, :p95 => 44.78750000000001)",3.2094294541545954,18.833333333333332,0.4344523309259092
60,270,265,4,41,605.3445000000003,0.20149253731343283,"Dict{String, Real}(""n_edges"" => 126, ""density"" => 0.003469640644361834, ""avg_degree"" => 0.7564575645756457, ""n_nodes"" => 270, ""max_degree"" => 14)",0.3163677782948071,"Dict(:p25 => 12.060625, :p75 => 26.75, :p50 => 17.5, :p90 => 37.377500000000005, :p99 => 67.47425000000005, :p95 => 44.7805)",3.399416920377003,17.985185185185184,0.4445390200744401
61,286,281,4,41,611.7445000000002,0.2196969696969697,"Dict{String, Real}(""n_edges"" => 124, ""density"" => 0.0030425714636240953, ""avg_degree"" => 0.7003484320557491, ""n_nodes"" => 286, ""max_degree"" => 14)",0.3110350868022831,"Dict(:p25 => 12.5, :p75 => 24.9, :p50 => 16.6875, :p90 => 35.0, :p99 => 63.62374999999943, :p95 => 41.93750000000007)",3.4902991340796063,17.923076923076923,0.45350864508102107
62,297,294,5,42,686.1320000000002,0.3263888888888889,"Dict{String, Real}(""n_edges"" => 134, ""density"" => 0.0030485030485030485, ""avg_degree"" => 0.7315436241610739, ""n_nodes"" => 297, ""max_degree"" => 14)",0.3116854361362622,"Dict(:p25 => 12.103000000000005, :p75 => 24.75, :p50 => 16.0, :p90 => 35.85000000000001, :p99 => 55.068999999998866, :p95 => 42.25000000000006)",3.627918994055879,17.912457912457914,0.45377205640363516
63,308,305,5,42,730.6190000000003,0.32679738562091504,"Dict{String, Real}(""n_edges"" => 142, ""density"" => 0.0030035111468336225, ""avg_degree"" => 0.7411003236245954, ""n_nodes"" => 308, ""max_degree"" => 13)",0.3124141680461183,"Dict(:p25 => 12.418750000000001, :p75 => 24.0, :p50 => 16.25, :p90 => 35.367500000000014, :p99 => 54.317900000000016, :p95 => 42.650000000000034)",3.190253683568853,18.23701298701299,0.4501438120362813
64,328,325,5,42,761.5105000000003,0.3614457831325301,"Dict{String, Real}(""n_edges"" => 155, ""density"" => 0.0028902811963899457, ""avg_degree"" => 0.7446808510638298, ""n_nodes"" => 328, ""max_degree"" => 13)",0.31418826905691777,"Dict(:p25 => 11.49375, :p75 => 22.516375000000004, :p50 => 15.802875, :p90 => 34.22500000000001, :p99 => 52.36499999999998, :p95 => 41.26000000000002)",2.892342384613288,18.0640243902439,0.4616985695173408
65,348,345,5,42,824.0842500000003,0.35714285714285715,"Dict{String, Real}(""n_edges"" => 168, ""density"" => 0.0027824704362516147, ""avg_degree"" => 0.7593123209169055, ""n_nodes"" => 348, ""max_degree"" => 13)",0.3151010845939497,"Dict(:p25 => 11.25, :p75 => 22.3125, :p50 => 15.6875, :p90 => 32.75, :p99 => 52.29499999999996, :p95 => 39.14625000000001)",2.9184709963815165,17.9683908045977,0.46980897445088443
