time,nagents,#241,#242,#243,#244,#245,#246,#247,#248,#249,#250,#251,#252,#253,#254,#255,#256,#257,#258,#259,#260,#261,#262,#263,#264
10,21,0,0,19,10,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 21, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.5254635675110995,"Dict(:p25 => 10.0, :p75 => 27.0, :p50 => 15.0, :p90 => 43.00000000000021, :p99 => 117.60000000000001, :p95 => 104.00000000000006)",1.489073706000342,10.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 1)",2.9785084205272367,"Dict{String, Real}(""unique_cultures"" => 20, ""max_possible"" => 2048, ""diversity_ratio"" => 0.009765625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",15,6,"Dict(""blue_proportion"" => 0.2857142857142857, ""red_proportion"" => 0.7142857142857143)"
11,19,0,0,20,11,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 19, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.5268889101155794,"Dict(:p25 => 10.5, :p75 => 35.5, :p50 => 15.0, :p90 => 58.00000000000017, :p99 => 119.94000000000001, :p95 => 107.70000000000002)",2.035266486093547,11.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 2, ""total_transmissions"" => 2)",2.871476118054867,"Dict{String, Real}(""unique_cultures"" => 18, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0087890625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",13,6,"Dict(""blue_proportion"" => 0.3157894736842105, ""red_proportion"" => 0.6842105263157895)"
12,19,0,0,20,11,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 19, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.5426984276433482,"Dict(:p25 => 10.5, :p75 => 37.5, :p50 => 16.0, :p90 => 60.80000000000017, :p99 => 121.94, :p95 => 109.70000000000002)",2.084962560059809,12.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 2, ""total_transmissions"" => 2)",2.871476118054867,"Dict{String, Real}(""unique_cultures"" => 18, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0087890625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",13,6,"Dict(""blue_proportion"" => 0.3157894736842105, ""red_proportion"" => 0.6842105263157895)"
13,18,0,0,21,11,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 18, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.5346854791299236,"Dict(:p25 => 11.0, :p75 => 41.25, :p50 => 16.0, :p90 => 69.40000000000003, :p99 => 124.11000000000004, :p95 => 112.55000000000004)",2.134079060303214,13.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 1)",2.8133554045006157,"Dict{String, Real}(""unique_cultures"" => 17, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00830078125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",12,6,"Dict(""blue_proportion"" => 0.3333333333333333, ""red_proportion"" => 0.6666666666666666)"
14,16,0,0,23,11,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 16, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.49091695501730115,"Dict(:p25 => 10.75, :p75 => 46.5, :p50 => 24.0, :p90 => 83.5, :p99 => 126.44999999999999, :p95 => 116.25000000000003)",2.1826244342054584,14.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 2)",2.685945324669788,"Dict{String, Real}(""unique_cultures"" => 15, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00732421875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",11,5,"Dict(""blue_proportion"" => 0.3125, ""red_proportion"" => 0.6875)"
15,14,0,0,24,12,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 14, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.4671452908250182,"Dict(:p25 => 10.25, :p75 => 56.75, :p50 => 32.0, :p90 => 98.39999999999998, :p99 => 128.79, :p95 => 119.95000000000002)",2.607146536060463,15.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.5400363038209806,"Dict{String, Real}(""unique_cultures"" => 13, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00634765625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",9,5,"Dict(""blue_proportion"" => 0.35714285714285715, ""red_proportion"" => 0.6428571428571429)"
16,14,0,0,24,12,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 14, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.47452380952380957,"Dict(:p25 => 10.25, :p75 => 59.5, :p50 => 33.5, :p90 => 100.39999999999996, :p99 => 130.79, :p95 => 121.95000000000002)",2.653415825128059,16.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 1)",2.5400363038209806,"Dict{String, Real}(""unique_cultures"" => 13, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00634765625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",9,5,"Dict(""blue_proportion"" => 0.35714285714285715, ""red_proportion"" => 0.6428571428571429)"
17,14,0,0,24,12,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 14, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.48158937310650196,"Dict(:p25 => 10.25, :p75 => 62.25, :p50 => 35.0, :p90 => 102.39999999999995, :p99 => 132.79, :p95 => 123.95000000000002)",2.6993581877643256,17.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 2)",2.5400363038209806,"Dict{String, Real}(""unique_cultures"" => 13, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00634765625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,6,"Dict(""blue_proportion"" => 0.42857142857142855, ""red_proportion"" => 0.5714285714285714)"
18,14,0,0,24,12,14.0,0.5,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.02197802197802198, ""avg_degree"" => 0.21428571428571427, ""n_nodes"" => 14, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4753537197626654,"Dict(:p25 => 14.75, :p75 => 62.75, :p50 => 31.5, :p90 => 104.09999999999997, :p99 => 134.79, :p95 => 125.95000000000002)",2.839459360182336,18.0,0.0,"Dict{String, Real}(""red_transmission_rate"" => 0.3333333333333333, ""blue_transmission_rate"" => 0.6666666666666666, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 3)",2.6390573296152584,"Dict{String, Real}(""unique_cultures"" => 14, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0068359375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,6,"Dict(""blue_proportion"" => 0.42857142857142855, ""red_proportion"" => 0.5714285714285714)"
19,14,1,0,25,12,14.0,0.5,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.02197802197802198, ""avg_degree"" => 0.21428571428571427, ""n_nodes"" => 14, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4325955734406439,"Dict(:p25 => 17.125, :p75 => 64.75, :p50 => 33.0, :p90 => 99.39999999999998, :p99 => 126.35499999999999, :p95 => 117.77500000000002)",3.186575994388017,17.642857142857142,0.0714285714285714,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 1)",2.6390573296152584,"Dict{String, Real}(""unique_cultures"" => 14, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0068359375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,6,"Dict(""blue_proportion"" => 0.42857142857142855, ""red_proportion"" => 0.5714285714285714)"
20,14,1,0,25,12,24.0,0.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.02197802197802198, ""avg_degree"" => 0.35714285714285715, ""n_nodes"" => 14, ""max_degree"" => 2)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.433144599303136,"Dict(:p25 => 17.5, :p75 => 66.75, :p50 => 34.0, :p90 => 101.69999999999997, :p99 => 128.355, :p95 => 119.77500000000002)",3.236246130820569,18.642857142857142,0.06759715380405029,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.6390573296152584,"Dict{String, Real}(""unique_cultures"" => 14, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0068359375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,6,"Dict(""blue_proportion"" => 0.42857142857142855, ""red_proportion"" => 0.5714285714285714)"
21,14,2,0,25,13,24.0,0.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.02197802197802198, ""avg_degree"" => 0.35714285714285715, ""n_nodes"" => 14, ""max_degree"" => 2)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.42440119760479056,"Dict(:p25 => 18.5, :p75 => 73.25, :p50 => 34.75, :p90 => 97.29999999999998, :p99 => 129.05499999999998, :p95 => 115.27500000000003)",3.274369744489234,18.142857142857142,0.13554555680539937,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 2, ""total_transmissions"" => 2)",2.5400363038209806,"Dict{String, Real}(""unique_cultures"" => 13, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00634765625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,6,"Dict(""blue_proportion"" => 0.42857142857142855, ""red_proportion"" => 0.5714285714285714)"
22,14,2,0,25,13,24.0,0.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.02197802197802198, ""avg_degree"" => 0.35714285714285715, ""n_nodes"" => 14, ""max_degree"" => 2)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4222199083715119,"Dict(:p25 => 19.0, :p75 => 75.25, :p50 => 36.75, :p90 => 99.29999999999998, :p99 => 131.05499999999998, :p95 => 117.27500000000003)",3.3532704762214385,19.142857142857142,0.12846481876332616,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",2.4410152780267027,"Dict{String, Real}(""unique_cultures"" => 12, ""max_possible"" => 2048, ""diversity_ratio"" => 0.005859375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,6,"Dict(""blue_proportion"" => 0.42857142857142855, ""red_proportion"" => 0.5714285714285714)"
23,15,3,0,25,13,24.0,0.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.01904761904761905, ""avg_degree"" => 0.3333333333333333, ""n_nodes"" => 15, ""max_degree"" => 2)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4292613636363636,"Dict(:p25 => 19.0, :p75 => 74.0, :p50 => 28.5, :p90 => 92.79999999999998, :p99 => 131.39, :p95 => 110.95000000000007)",3.6731326776500826,18.8,0.18061465721040193,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 1)",2.5232109529528914,"Dict{String, Real}(""unique_cultures"" => 13, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00634765625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",9,6,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)"
24,14,3,0,26,13,24.0,0.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.02197802197802198, ""avg_degree"" => 0.35714285714285715, ""n_nodes"" => 14, ""max_degree"" => 2)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.385457774269929,"Dict(:p25 => 20.25, :p75 => 78.5, :p50 => 38.75, :p90 => 96.89999999999998, :p99 => 133.75499999999997, :p95 => 114.77500000000005)",3.72516051261314,19.5,0.18341182626896924,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",2.441015278026703,"Dict{String, Real}(""unique_cultures"" => 12, ""max_possible"" => 2048, ""diversity_ratio"" => 0.005859375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,6,"Dict(""blue_proportion"" => 0.42857142857142855, ""red_proportion"" => 0.5714285714285714)"
25,14,3,0,26,13,24.0,0.6666666666666666,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.02197802197802198, ""avg_degree"" => 0.35714285714285715, ""n_nodes"" => 14, ""max_degree"" => 2)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.37822487485560274,"Dict(:p25 => 21.5, :p75 => 80.5, :p50 => 40.75, :p90 => 98.49999999999999, :p99 => 133.01499999999996, :p95 => 115.07500000000005)",3.8678956954224426,20.5,0.1744649079143854,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 3, ""total_transmissions"" => 3)",2.341994252232425,"Dict{String, Real}(""unique_cultures"" => 11, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00537109375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,6,"Dict(""blue_proportion"" => 0.42857142857142855, ""red_proportion"" => 0.5714285714285714)"
26,15,4,0,26,13,24.0,1.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.01904761904761905, ""avg_degree"" => 0.3333333333333333, ""n_nodes"" => 15, ""max_degree"" => 2)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.3992146596858639,"Dict(:p25 => 21.5, :p75 => 78.75, :p50 => 34.5, :p90 => 97.0, :p99 => 134.66999999999996, :p95 => 115.3500000000001)",4.246204996580941,20.066666666666666,0.22192691029900335,"Dict{String, Real}(""red_transmission_rate"" => 0.3333333333333333, ""blue_transmission_rate"" => 0.6666666666666666, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 3)",2.5232109529528914,"Dict{String, Real}(""unique_cultures"" => 13, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00634765625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,7,"Dict(""blue_proportion"" => 0.4666666666666667, ""red_proportion"" => 0.5333333333333333)"
27,15,4,0,26,13,24.0,1.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.01904761904761905, ""avg_degree"" => 0.3333333333333333, ""n_nodes"" => 15, ""max_degree"" => 2)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.3934010152284264,"Dict(:p25 => 23.0, :p75 => 81.25, :p50 => 36.5, :p90 => 99.0, :p99 => 136.66999999999996, :p95 => 117.35000000000008)",4.294310174264641,21.066666666666666,0.21139240506329116,"Dict{String, Real}(""red_transmission_rate"" => 0.75, ""blue_transmission_rate"" => 0.25, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 3, ""total_transmissions"" => 4)",2.3034884952192693,"Dict{String, Real}(""unique_cultures"" => 11, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00537109375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,7,"Dict(""blue_proportion"" => 0.4666666666666667, ""red_proportion"" => 0.5333333333333333)"
