time,nagents,#241,#242,#243,#244,#245,#246,#247,#248,#249,#250,#251,#252,#253,#254,#255,#256,#257,#258,#259,#260,#261,#262,#263,#264
28,15,4,0,26,13,10.0,1.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.009523809523809525, ""avg_degree"" => 0.13333333333333333, ""n_nodes"" => 15, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.40291922919229184,"Dict(:p25 => 27.0, :p75 => 83.75, :p50 => 38.5, :p90 => 102.75999999999999, :p99 => 138.66999999999996, :p95 => 119.35000000000008)",4.167411922129732,22.066666666666666,0.20181268882175218,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 1)",2.3034884952192693,"Dict{String, Real}(""unique_cultures"" => 11, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00537109375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,7,"Dict(""blue_proportion"" => 0.4666666666666667, ""red_proportion"" => 0.5333333333333333)"
29,15,4,0,26,13,10.0,1.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.009523809523809525, ""avg_degree"" => 0.13333333333333333, ""n_nodes"" => 15, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.39916966067864257,"Dict(:p25 => 27.5, :p75 => 86.25, :p50 => 40.5, :p90 => 104.76, :p99 => 140.66999999999996, :p95 => 121.35000000000008)",4.214688760262201,23.066666666666666,0.19306358381502897,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 1)",2.3034884952192693,"Dict{String, Real}(""unique_cultures"" => 11, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00537109375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,7,"Dict(""blue_proportion"" => 0.4666666666666667, ""red_proportion"" => 0.5333333333333333)"
30,15,4,0,26,13,10.0,1.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.009523809523809525, ""avg_degree"" => 0.13333333333333333, ""n_nodes"" => 15, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.3937054263565891,"Dict(:p25 => 29.5, :p75 => 88.75, :p50 => 42.5, :p90 => 106.75999999999999, :p99 => 142.66999999999996, :p95 => 123.3500000000001)",4.261558765679332,24.066666666666666,0.18504155124653732,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 1)",2.2459520807289133,"Dict{String, Real}(""unique_cultures"" => 11, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00537109375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,7,"Dict(""blue_proportion"" => 0.4666666666666667, ""red_proportion"" => 0.5333333333333333)"
31,15,4,0,26,13,10.0,1.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.009523809523809525, ""avg_degree"" => 0.13333333333333333, ""n_nodes"" => 15, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.3871181339352896,"Dict(:p25 => 31.5, :p75 => 91.25, :p50 => 44.5, :p90 => 108.75999999999999, :p99 => 144.66999999999996, :p95 => 125.35000000000008)",4.308012607346226,25.066666666666666,0.1776595744680851,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",2.2459520807289133,"Dict{String, Real}(""unique_cultures"" => 11, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00537109375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,7,"Dict(""blue_proportion"" => 0.4666666666666667, ""red_proportion"" => 0.5333333333333333)"
32,14,4,0,27,13,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 14, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.3359138943248534,"Dict(:p25 => 34.75, :p75 => 97.125, :p50 => 54.25, :p90 => 112.32, :p99 => 147.015, :p95 => 129.07500000000005)",4.35404326779978,25.642857142857142,0.1816553919617987,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",2.2429732264381474,"Dict{String, Real}(""unique_cultures"" => 11, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00537109375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",7,7,"Dict(""blue_proportion"" => 0.5, ""red_proportion"" => 0.5)"
33,15,5,0,27,13,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 15, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.33626397019691323,"Dict(:p25 => 35.75, :p75 => 96.2, :p50 => 48.5, :p90 => 106.8, :p99 => 138.23999999999998, :p95 => 119.20000000000007)",5.113396687657183,24.866666666666667,0.22984807864164436,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 1)",2.2459520807289133,"Dict{String, Real}(""unique_cultures"" => 11, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00537109375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,7,"Dict(""blue_proportion"" => 0.4666666666666667, ""red_proportion"" => 0.5333333333333333)"
34,15,5,0,27,13,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 15, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.32846670108415066,"Dict(:p25 => 38.25, :p75 => 98.2, :p50 => 50.5, :p90 => 109.2, :p99 => 140.23999999999998, :p95 => 121.20000000000007)",5.161378025130289,25.866666666666667,0.22096219931271488,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",2.2459520807289133,"Dict{String, Real}(""unique_cultures"" => 11, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00537109375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",8,7,"Dict(""blue_proportion"" => 0.4666666666666667, ""red_proportion"" => 0.5333333333333333)"
35,15,6,0,27,14,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 15, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.3332886120428047,"Dict(:p25 => 42.25, :p75 => 100.2, :p50 => 60.0, :p90 => 132.0, :p99 => 148.72000000000003, :p95 => 147.60000000000002)",4.043783985561489,24.533333333333335,0.27753623188405796,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.395908119293929,"Dict{String, Real}(""unique_cultures"" => 12, ""max_possible"" => 2048, ""diversity_ratio"" => 0.005859375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",7,8,"Dict(""blue_proportion"" => 0.5333333333333333, ""red_proportion"" => 0.4666666666666667)"
36,14,6,0,27,15,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 14, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.34115088658414194,"Dict(:p25 => 44.625, :p75 => 105.80000000000001, :p50 => 62.0, :p90 => 138.04999999999998, :p99 => 180.31999999999996, :p95 => 161.60000000000005)",3.5044468859497253,27.285714285714285,0.2176514584891549,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",2.3046193848206715,"Dict{String, Real}(""unique_cultures"" => 11, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00537109375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",6,8,"Dict(""blue_proportion"" => 0.5714285714285714, ""red_proportion"" => 0.42857142857142855)"
37,13,6,0,27,16,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 13, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.32353000845308544,"Dict(:p25 => 47.5, :p75 => 111.4, :p50 => 77.0, :p90 => 127.5, :p99 => 221.5799999999999, :p95 => 171.90000000000023)",3.938121074602242,27.615384615384617,0.22326976644525387,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",2.20478541691352,"Dict{String, Real}(""unique_cultures"" => 10, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0048828125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",5,8,"Dict(""blue_proportion"" => 0.6153846153846154, ""red_proportion"" => 0.38461538461538464)"
38,12,6,0,27,17,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 12, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.3541821561338292,"Dict(:p25 => 50.125, :p75 => 106.725, :p50 => 73.0, :p90 => 117.99000000000001, :p99 => 264.9049999999998, :p95 => 192.52500000000018)",3.521154234546391,29.416666666666668,0.20372993389990568,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 2)",2.094729047527649,"Dict{String, Real}(""unique_cultures"" => 9, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00439453125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",4,8,"Dict(""blue_proportion"" => 0.6666666666666666, ""red_proportion"" => 0.3333333333333333)"
39,11,6,0,27,18,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 11, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.3936096642885283,"Dict(:p25 => 52.25, :p75 => 108.2, :p50 => 69.0, :p90 => 121.5, :p99 => 310.9500000000001, :p95 => 226.7500000000004)",2.091369871777612,32.63636363636363,0.14434033932641177,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",2.145841752594754,"Dict{String, Real}(""unique_cultures"" => 9, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00439453125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",3,8,"Dict(""blue_proportion"" => 0.7272727272727273, ""red_proportion"" => 0.2727272727272727)"
40,10,6,0,27,19,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 10, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.42697921701304975,"Dict(:p25 => 53.875, :p75 => 113.80000000000001, :p50 => 74.0, :p90 => 150.14999999999992, :p99 => 357.915, :p95 => 265.57500000000016)",2.0063734012299745,35.1,0.1125356125356125,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.1639556568820564,"Dict{String, Real}(""unique_cultures"" => 9, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00439453125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",2,8,"Dict(""blue_proportion"" => 0.8, ""red_proportion"" => 0.2)"
41,11,7,0,27,19,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 11, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4615158713020948,"Dict(:p25 => 50.25, :p75 => 112.0, :p50 => 66.0, :p90 => 119.4, :p99 => 356.6400000000001, :p95 => 251.20000000000047)",2.089433602371643,32.81818181818182,0.19038025686225146,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 2)",2.2718685126965625,"Dict{String, Real}(""unique_cultures"" => 10, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0048828125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",2,9,"Dict(""blue_proportion"" => 0.8181818181818182, ""red_proportion"" => 0.18181818181818182)"
42,11,7,0,27,19,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 11, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.45555414282687035,"Dict(:p25 => 51.75, :p75 => 114.2, :p50 => 67.0, :p90 => 122.0, :p99 => 358.70000000000005, :p95 => 253.50000000000045)",2.113671907656488,33.81818181818182,0.18475073313782997,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",2.2718685126965625,"Dict{String, Real}(""unique_cultures"" => 10, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0048828125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",2,9,"Dict(""blue_proportion"" => 0.8181818181818182, ""red_proportion"" => 0.18181818181818182)"
43,12,8,0,27,19,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 12, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.479214340198322,"Dict(:p25 => 42.75, :p75 => 110.875, :p50 => 66.75, :p90 => 119.11000000000001, :p99 => 357.5639999999997, :p95 => 239.82000000000028)",2.2365384836865183,31.916666666666668,0.24782419495213226,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 3)",2.253857589601352,"Dict{String, Real}(""unique_cultures"" => 10, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0048828125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",2,10,"Dict(""blue_proportion"" => 0.8333333333333334, ""red_proportion"" => 0.16666666666666666)"
44,12,8,0,27,19,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 12, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.471250186929864,"Dict(:p25 => 44.25, :p75 => 112.875, :p50 => 68.75, :p90 => 121.11000000000001, :p99 => 359.5639999999997, :p95 => 241.82000000000028)",2.268936747739805,32.916666666666664,0.24029535864978913,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.253857589601352,"Dict{String, Real}(""unique_cultures"" => 10, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0048828125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",2,10,"Dict(""blue_proportion"" => 0.8333333333333334, ""red_proportion"" => 0.16666666666666666)"
45,14,10,0,27,19,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 14, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.5168185532021872,"Dict(:p25 => 19.25, :p75 => 107.0, :p50 => 60.75, :p90 => 117.47999999999999, :p99 => 355.6919999999998, :p95 => 214.46000000000038)",2.2208236763378704,29.071428571428573,0.3427518427518428,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",2.2055983590263937,"Dict{String, Real}(""unique_cultures"" => 10, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0048828125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",2,12,"Dict(""blue_proportion"" => 0.8571428571428571, ""red_proportion"" => 0.14285714285714285)"
