Architecture,Value,Relative_to_Best,Relative_to_Worst
rule,0.44178628389154706,Best (0.0%),+28.1%
schwartz,0.3469387755102041,-21.5%,+0.6%
bigfive,0.34491315136476425,-21.9%,Worst (0.0%)
