Architecture,N_Runs,Mean,Std,Min,Max,Median,Q25,Q75
bigfive,1,24.000,N/A,24.000,24.000,24.000,24.000,24.000
rule,1,71.000,N/A,71.000,71.000,71.000,71.000,71.000
schwartz,1,22.000,N/A,22.000,22.000,22.000,22.000,22.000
