time,nagents,births,deaths_age,deaths_starvation,combat_kills,calculate_total_credit_outstanding,calculate_credit_default_rate,calculate_credit_network_metrics,calculate_factional_clustering,calculate_decision_entropy,calculate_gini_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,calculate_mean_lifespan,calculate_lifespan_inequality,calculate_cultural_initiation_by_tribe,calculate_cultural_entropy,calculate_cultural_diversity,calculate_spatial_segregation,calculate_clustering_coefficient,calculate_trait_summary_stats,calculate_trait_similarity_metrics,count_red_tribe,count_blue_tribe,calculate_tribe_proportions
33,6,3,0,23,24,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 6, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.35306019221041973,"Dict(:p25 => 44.25, :p75 => 150.75, :p50 => 114.75, :p90 => 187.25, :p99 => 216.72499999999994, :p95 => 203.625)",NaN,19.666666666666668,0.3728813559322033,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",1.7917594692280547,"Dict{String, Real}(""unique_cultures"" => 6, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0029296875)",0.0,0.0,"Dict(""mean_extraversion"" => 2.8499999999999996, ""std_agreeableness"" => 0.7964588292351756, ""std_extraversion"" => 0.4863743414284926, ""mean_openness"" => 3.9716666666666662, ""std_conscientiousness"" => 0.48780118901044106, ""mean_agreeableness"" => 3.3833333333333333, ""std_neuroticism"" => 0.817695950012391, ""std_openness"" => 0.24473795510027999, ""mean_conscientiousness"" => 3.285, ""mean_neuroticism"" => 3.0733333333333337)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,5,"Dict(""blue_proportion"" => 0.8333333333333334, ""red_proportion"" => 0.16666666666666666)"
34,6,3,0,23,24,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 6, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.34294871794871784,"Dict(:p25 => 47.25, :p75 => 153.75, :p50 => 117.75, :p90 => 189.75, :p99 => 218.77499999999995, :p95 => 205.875)",NaN,20.666666666666668,0.35483870967741926,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",1.7917594692280547,"Dict{String, Real}(""unique_cultures"" => 6, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0029296875)",0.0,0.0,"Dict(""mean_extraversion"" => 2.8499999999999996, ""std_agreeableness"" => 0.7964588292351756, ""std_extraversion"" => 0.4863743414284926, ""mean_openness"" => 3.9716666666666662, ""std_conscientiousness"" => 0.48780118901044106, ""mean_agreeableness"" => 3.3833333333333333, ""std_neuroticism"" => 0.817695950012391, ""std_openness"" => 0.24473795510027999, ""mean_conscientiousness"" => 3.285, ""mean_neuroticism"" => 3.0733333333333337)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,5,"Dict(""blue_proportion"" => 0.8333333333333334, ""red_proportion"" => 0.16666666666666666)"
35,6,3,0,23,24,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 6, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.33333333333333326,"Dict(:p25 => 50.25, :p75 => 156.75, :p50 => 120.75, :p90 => 192.25, :p99 => 220.82499999999996, :p95 => 208.125)",NaN,21.666666666666668,0.33846153846153837,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",1.7917594692280547,"Dict{String, Real}(""unique_cultures"" => 6, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0029296875)",0.0,0.0,"Dict(""mean_extraversion"" => 2.8499999999999996, ""std_agreeableness"" => 0.7964588292351756, ""std_extraversion"" => 0.4863743414284926, ""mean_openness"" => 3.9716666666666662, ""std_conscientiousness"" => 0.48780118901044106, ""mean_agreeableness"" => 3.3833333333333333, ""std_neuroticism"" => 0.817695950012391, ""std_openness"" => 0.24473795510027999, ""mean_conscientiousness"" => 3.285, ""mean_neuroticism"" => 3.0733333333333337)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,5,"Dict(""blue_proportion"" => 0.8333333333333334, ""red_proportion"" => 0.16666666666666666)"
36,6,3,0,23,24,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 6, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.32417840375586837,"Dict(:p25 => 53.25, :p75 => 159.75, :p50 => 123.75, :p90 => 194.75, :p99 => 222.87499999999997, :p95 => 210.375)",NaN,22.666666666666668,0.32352941176470584,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",1.7917594692280547,"Dict{String, Real}(""unique_cultures"" => 6, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0029296875)",0.0,0.0,"Dict(""mean_extraversion"" => 2.8499999999999996, ""std_agreeableness"" => 0.7964588292351756, ""std_extraversion"" => 0.4863743414284926, ""mean_openness"" => 3.9716666666666662, ""std_conscientiousness"" => 0.48780118901044106, ""mean_agreeableness"" => 3.3833333333333333, ""std_neuroticism"" => 0.817695950012391, ""std_openness"" => 0.24473795510027999, ""mean_conscientiousness"" => 3.285, ""mean_neuroticism"" => 3.0733333333333337)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,5,"Dict(""blue_proportion"" => 0.8333333333333334, ""red_proportion"" => 0.16666666666666666)"
37,6,3,0,23,24,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 6, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.3154516276937185,"Dict(:p25 => 56.25, :p75 => 162.75, :p50 => 126.75, :p90 => 197.25, :p99 => 224.92499999999998, :p95 => 212.625)",NaN,23.666666666666668,0.3098591549295775,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 2)",1.5607104090414063,"Dict{String, Real}(""unique_cultures"" => 5, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00244140625)",0.0,0.0,"Dict(""mean_extraversion"" => 2.8499999999999996, ""std_agreeableness"" => 0.7964588292351756, ""std_extraversion"" => 0.4863743414284926, ""mean_openness"" => 3.9716666666666662, ""std_conscientiousness"" => 0.48780118901044106, ""mean_agreeableness"" => 3.3833333333333333, ""std_neuroticism"" => 0.817695950012391, ""std_openness"" => 0.24473795510027999, ""mean_conscientiousness"" => 3.285, ""mean_neuroticism"" => 3.0733333333333337)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,5,"Dict(""blue_proportion"" => 0.8333333333333334, ""red_proportion"" => 0.16666666666666666)"
38,7,4,0,23,24,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 7, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.3801843317972351,"Dict(:p25 => 42.5, :p75 => 157.875, :p50 => 93.5, :p90 => 193.69999999999996, :p99 => 226.36999999999995, :p95 => 211.85)",NaN,21.142857142857142,0.3976833976833978,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 2)",1.277034259466139,"Dict{String, Real}(""unique_cultures"" => 4, ""max_possible"" => 2048, ""diversity_ratio"" => 0.001953125)",0.0,0.0,"Dict(""mean_extraversion"" => 2.7914285714285714, ""std_agreeableness"" => 0.7447338930306392, ""std_extraversion"" => 0.47026335073830605, ""mean_openness"" => 3.9857142857142853, ""std_conscientiousness"" => 0.6451208819910829, ""mean_agreeableness"" => 3.444285714285715, ""std_neuroticism"" => 0.8106728539864131, ""std_openness"" => 0.22648452065260022, ""mean_conscientiousness"" => 3.1085714285714294, ""mean_neuroticism"" => 3.192857142857143)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,6,"Dict(""blue_proportion"" => 0.8571428571428571, ""red_proportion"" => 0.14285714285714285)"
39,6,4,0,23,25,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 6, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 1, ""red_attack_rate"" => 1.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.2785345717234262,"Dict(:p25 => 75.75, :p75 => 190.3125, :p50 => 125.25, :p90 => 214.125, :p99 => 230.21249999999998, :p95 => 223.0625)",NaN,19.333333333333332,0.4224137931034482,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",1.3296613488547582,"Dict{String, Real}(""unique_cultures"" => 4, ""max_possible"" => 2048, ""diversity_ratio"" => 0.001953125)",0.0,0.0,"Dict(""mean_extraversion"" => 2.686666666666666, ""std_agreeableness"" => 0.7476741714588425, ""std_extraversion"" => 0.4161570216476788, ""mean_openness"" => 4.013333333333333, ""std_conscientiousness"" => 0.6961800533386939, ""mean_agreeableness"" => 3.331666666666667, ""std_neuroticism"" => 0.8462860036654275, ""std_openness"" => 0.2348332741897252, ""mean_conscientiousness"" => 3.0666666666666664, ""mean_neuroticism"" => 3.1)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",2,4,"Dict(""blue_proportion"" => 0.6666666666666666, ""red_proportion"" => 0.3333333333333333)"
40,5,4,0,23,26,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 5, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 1, ""red_attack_rate"" => 1.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.26817895400126024,"Dict(:p25 => 81.0, :p75 => 234.0, :p50 => 175.5, :p90 => 241.35, :p99 => 245.76, :p95 => 243.79999999999998)",NaN,22.6,0.37522123893805315,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",1.3321790402101223,"Dict{String, Real}(""unique_cultures"" => 4, ""max_possible"" => 2048, ""diversity_ratio"" => 0.001953125)",0.0,0.0,"Dict(""mean_extraversion"" => 2.614, ""std_agreeableness"" => 0.4538391785643896, ""std_extraversion"" => 0.4205710403724916, ""mean_openness"" => 3.998, ""std_conscientiousness"" => 0.7047198024747142, ""mean_agreeableness"" => 3.588, ""std_neuroticism"" => 0.9438908835241497, ""std_openness"" => 0.2591717577206282, ""mean_conscientiousness"" => 2.9459999999999997, ""mean_neuroticism"" => 3.076)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",2,3,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)"
41,5,4,0,23,26,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 5, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.2630340557275541,"Dict(:p25 => 84.0, :p75 => 236.0, :p50 => 178.5, :p90 => 243.95, :p99 => 248.72, :p95 => 246.6)",NaN,23.6,0.3593220338983052,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",1.3321790402101223,"Dict{String, Real}(""unique_cultures"" => 4, ""max_possible"" => 2048, ""diversity_ratio"" => 0.001953125)",0.0,0.0,"Dict(""mean_extraversion"" => 2.614, ""std_agreeableness"" => 0.4538391785643896, ""std_extraversion"" => 0.4205710403724916, ""mean_openness"" => 3.998, ""std_conscientiousness"" => 0.7047198024747142, ""mean_agreeableness"" => 3.588, ""std_neuroticism"" => 0.9438908835241497, ""std_openness"" => 0.2591717577206282, ""mean_conscientiousness"" => 2.9459999999999997, ""mean_neuroticism"" => 3.076)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,4,"Dict(""blue_proportion"" => 0.8, ""red_proportion"" => 0.2)"
42,5,4,0,23,26,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 5, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.25806451612903225,"Dict(:p25 => 87.0, :p75 => 238.0, :p50 => 181.5, :p90 => 246.55, :p99 => 251.68, :p95 => 249.4)",NaN,24.6,0.34471544715447155,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",1.3321790402101223,"Dict{String, Real}(""unique_cultures"" => 4, ""max_possible"" => 2048, ""diversity_ratio"" => 0.001953125)",0.0,0.0,"Dict(""mean_extraversion"" => 2.614, ""std_agreeableness"" => 0.4538391785643896, ""std_extraversion"" => 0.4205710403724916, ""mean_openness"" => 3.998, ""std_conscientiousness"" => 0.7047198024747142, ""mean_agreeableness"" => 3.588, ""std_neuroticism"" => 0.9438908835241497, ""std_openness"" => 0.2591717577206282, ""mean_conscientiousness"" => 2.9459999999999997, ""mean_neuroticism"" => 3.076)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,4,"Dict(""blue_proportion"" => 0.8, ""red_proportion"" => 0.2)"
43,5,4,0,23,26,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 5, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.2532615200478756,"Dict(:p25 => 90.0, :p75 => 240.0, :p50 => 184.5, :p90 => 249.15, :p99 => 254.64, :p95 => 252.2)",NaN,25.6,0.33125000000000004,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",1.3321790402101223,"Dict{String, Real}(""unique_cultures"" => 4, ""max_possible"" => 2048, ""diversity_ratio"" => 0.001953125)",0.0,0.0,"Dict(""mean_extraversion"" => 2.614, ""std_agreeableness"" => 0.4538391785643896, ""std_extraversion"" => 0.4205710403724916, ""mean_openness"" => 3.998, ""std_conscientiousness"" => 0.7047198024747142, ""mean_agreeableness"" => 3.588, ""std_neuroticism"" => 0.9438908835241497, ""std_openness"" => 0.2591717577206282, ""mean_conscientiousness"" => 2.9459999999999997, ""mean_neuroticism"" => 3.076)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,4,"Dict(""blue_proportion"" => 0.8, ""red_proportion"" => 0.2)"
44,5,4,0,23,26,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 5, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.24861683343143026,"Dict(:p25 => 93.0, :p75 => 242.0, :p50 => 187.5, :p90 => 251.75, :p99 => 257.6, :p95 => 255.0)",NaN,26.6,0.3187969924812031,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",1.3321790402101223,"Dict{String, Real}(""unique_cultures"" => 4, ""max_possible"" => 2048, ""diversity_ratio"" => 0.001953125)",0.0,0.0,"Dict(""mean_extraversion"" => 2.614, ""std_agreeableness"" => 0.4538391785643896, ""std_extraversion"" => 0.4205710403724916, ""mean_openness"" => 3.998, ""std_conscientiousness"" => 0.7047198024747142, ""mean_agreeableness"" => 3.588, ""std_neuroticism"" => 0.9438908835241497, ""std_openness"" => 0.2591717577206282, ""mean_conscientiousness"" => 2.9459999999999997, ""mean_neuroticism"" => 3.076)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,4,"Dict(""blue_proportion"" => 0.8, ""red_proportion"" => 0.2)"
45,5,4,0,23,26,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 5, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.24412275622466706,"Dict(:p25 => 96.0, :p75 => 244.0, :p50 => 190.5, :p90 => 254.35, :p99 => 260.56, :p95 => 257.79999999999995)",NaN,27.6,0.3072463768115943,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",1.3321790402101223,"Dict{String, Real}(""unique_cultures"" => 4, ""max_possible"" => 2048, ""diversity_ratio"" => 0.001953125)",0.0,0.0,"Dict(""mean_extraversion"" => 2.614, ""std_agreeableness"" => 0.4538391785643896, ""std_extraversion"" => 0.4205710403724916, ""mean_openness"" => 3.998, ""std_conscientiousness"" => 0.7047198024747142, ""mean_agreeableness"" => 3.588, ""std_neuroticism"" => 0.9438908835241497, ""std_openness"" => 0.2591717577206282, ""mean_conscientiousness"" => 2.9459999999999997, ""mean_neuroticism"" => 3.076)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",2,3,"Dict(""blue_proportion"" => 0.6, ""red_proportion"" => 0.4)"
46,4,4,0,23,27,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 4, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.20278022947925867,"Dict(:p25 => 169.875, :p75 => 262.3125, :p50 => 219.75, :p90 => 291.675, :p99 => 309.29249999999996, :p95 => 301.4625)",NaN,33.75,0.20185185185185195,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",1.0397207708399179,"Dict{String, Real}(""unique_cultures"" => 3, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00146484375)",0.0,0.0,"Dict(""mean_extraversion"" => 2.6575, ""std_agreeableness"" => 0.5040750605481951, ""std_extraversion"" => 0.4724669300596604, ""mean_openness"" => 3.98, ""std_conscientiousness"" => 0.57242175593409, ""mean_agreeableness"" => 3.5324999999999998, ""std_neuroticism"" => 0.947676984349977, ""std_openness"" => 0.2956349099818896, ""mean_conscientiousness"" => 3.17, ""mean_neuroticism"" => 2.8675)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,3,"Dict(""blue_proportion"" => 0.75, ""red_proportion"" => 0.25)"
47,4,4,0,23,27,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 4, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.19989834446703458,"Dict(:p25 => 172.875, :p75 => 264.5625, :p50 => 222.25, :p90 => 294.375, :p99 => 312.2625, :p95 => 304.3125)",NaN,34.75,0.1960431654676258,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 1)",1.0397207708399179,"Dict{String, Real}(""unique_cultures"" => 3, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00146484375)",0.0,0.0,"Dict(""mean_extraversion"" => 2.6575, ""std_agreeableness"" => 0.5040750605481951, ""std_extraversion"" => 0.4724669300596604, ""mean_openness"" => 3.98, ""std_conscientiousness"" => 0.57242175593409, ""mean_agreeableness"" => 3.5324999999999998, ""std_neuroticism"" => 0.947676984349977, ""std_openness"" => 0.2956349099818896, ""mean_conscientiousness"" => 3.17, ""mean_neuroticism"" => 2.8675)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,3,"Dict(""blue_proportion"" => 0.75, ""red_proportion"" => 0.25)"
48,4,4,0,23,27,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 4, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.1970891884141095,"Dict(:p25 => 175.875, :p75 => 266.8125, :p50 => 224.75, :p90 => 297.075, :p99 => 315.23249999999996, :p95 => 307.1625)",NaN,35.75,0.19055944055944063,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",1.0397207708399179,"Dict{String, Real}(""unique_cultures"" => 3, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00146484375)",0.0,0.0,"Dict(""mean_extraversion"" => 2.6575, ""std_agreeableness"" => 0.5040750605481951, ""std_extraversion"" => 0.4724669300596604, ""mean_openness"" => 3.98, ""std_conscientiousness"" => 0.57242175593409, ""mean_agreeableness"" => 3.5324999999999998, ""std_neuroticism"" => 0.947676984349977, ""std_openness"" => 0.2956349099818896, ""mean_conscientiousness"" => 3.17, ""mean_neuroticism"" => 2.8675)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,3,"Dict(""blue_proportion"" => 0.75, ""red_proportion"" => 0.25)"
49,6,6,0,23,27,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 6, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.43552345888794486,"Dict(:p25 => 35.875, :p75 => 235.375, :p50 => 136.75, :p90 => 286.125, :p99 => 316.8375, :p95 => 303.1875)",NaN,24.5,0.45691609977324266,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",0.8675632284814612,"Dict{String, Real}(""unique_cultures"" => 3, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00146484375)",0.0,0.0,"Dict(""mean_extraversion"" => 2.586666666666667, ""std_agreeableness"" => 0.42080874515627636, ""std_extraversion"" => 0.9905486695093113, ""mean_openness"" => 4.058333333333334, ""std_conscientiousness"" => 0.8325723191811428, ""mean_agreeableness"" => 3.6, ""std_neuroticism"" => 0.9128782321134986, ""std_openness"" => 0.3967576926370385, ""mean_conscientiousness"" => 3.2283333333333335, ""mean_neuroticism"" => 3.1933333333333334)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,5,"Dict(""blue_proportion"" => 0.8333333333333334, ""red_proportion"" => 0.16666666666666666)"
50,7,7,0,23,27,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 7, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4883102449093002,"Dict(:p25 => 21.5, :p75 => 217.0, :p50 => 81.0, :p90 => 281.7, :p99 => 319.09499999999997, :p95 => 302.475)",NaN,21.857142857142858,0.5191409897292252,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",0.7963116401738131,"Dict{String, Real}(""unique_cultures"" => 3, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00146484375)",0.0,0.0,"Dict(""mean_extraversion"" => 2.84, ""std_agreeableness"" => 0.408807790439235, ""std_extraversion"" => 1.1255665240224586, ""mean_openness"" => 3.9271428571428575, ""std_conscientiousness"" => 0.8403117335392917, ""mean_agreeableness"" => 3.652857142857143, ""std_neuroticism"" => 0.8547792808951438, ""std_openness"" => 0.5016544057985964, ""mean_conscientiousness"" => 3.0928571428571425, ""mean_neuroticism"" => 3.1214285714285714)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,6,"Dict(""blue_proportion"" => 0.8571428571428571, ""red_proportion"" => 0.14285714285714285)"
