time,nagents,#77,#78,#79,#80,#81,#82,#83,#84,#85
127,842,1123,116,215,0.23651491836883753,"Dict(:p25 => 10.0, :p75 => 16.0, :p50 => 12.78125, :p90 => 21.25, :p99 => 41.38500000000005, :p95 => 25.118750000000006)",3.439408865890369,36.76840855106888,0.2901270694464575,0.0
128,844,1130,121,215,0.23820765453054027,"Dict(:p25 => 9.9375, :p75 => 16.0, :p50 => 12.796875, :p90 => 21.25, :p99 => 41.354999999999905, :p95 => 25.106250000000003)",3.39143582614124,37.30450236966825,0.2885335829067779,0.0
129,846,1140,129,215,0.23630454671330448,"Dict(:p25 => 9.90625, :p75 => 15.9296875, :p50 => 12.765625, :p90 => 21.046875, :p99 => 41.32499999999993, :p95 => 24.953125)",3.4174329633333596,37.55555555555556,0.2887753881155002,0.0
130,842,1147,140,215,0.23364827117284093,"Dict(:p25 => 9.90625, :p75 => 16.0, :p50 => 12.8515625, :p90 => 21.24062500000001, :p99 => 39.07968750000005, :p95 => 25.559375000000003)",3.3768365190904785,37.787410926365794,0.28568598615135543,0.0
131,843,1154,146,215,0.23192737766544758,"Dict(:p25 => 9.8984375, :p75 => 15.96875, :p50 => 12.90625, :p90 => 21.237500000000004, :p99 => 39.855624999999975, :p95 => 26.174999999999997)",3.2973525236228083,38.213523131672595,0.28335432654149084,0.0
132,844,1159,150,215,0.2324439650368897,"Dict(:p25 => 9.88671875, :p75 => 16.0, :p50 => 12.859375, :p90 => 21.375, :p99 => 39.85218749999998, :p95 => 26.053125)",3.274869429814974,38.8281990521327,0.2800174368130648,0.0
133,849,1170,156,215,0.23542420108294437,"Dict(:p25 => 9.65625, :p75 => 16.0, :p50 => 12.828125, :p90 => 21.1, :p99 => 39.834999999999994, :p95 => 26.0375)",3.293829546228729,39.04946996466431,0.2812827289629831,0.0
134,851,1174,158,215,0.2354503486752415,"Dict(:p25 => 9.65625, :p75 => 15.9375, :p50 => 12.8125, :p90 => 21.125, :p99 => 40.25, :p95 => 26.03125)",3.3055323697351544,39.81433607520564,0.2779287013316625,0.0
135,852,1178,161,215,0.23696636026815243,"Dict(:p25 => 9.61328125, :p75 => 15.953125, :p50 => 12.8125, :p90 => 21.08437500000001, :p99 => 40.321562500000006, :p95 => 26.08437500000001)",3.3052313521778127,40.47769953051643,0.2737541369266041,0.0
136,845,1182,172,215,0.23670133676669924,"Dict(:p25 => 9.65625, :p75 => 16.125, :p50 => 12.96875, :p90 => 21.325000000000003, :p99 => 38.25, :p95 => 26.75)",3.3273695204071947,40.90769230769231,0.27021263739075985,0.0
137,844,1191,182,215,0.23844525138296624,"Dict(:p25 => 9.6171875, :p75 => 16.0, :p50 => 12.8359375, :p90 => 21.462500000000006, :p99 => 39.24749999999989, :p95 => 26.75)",3.293179291598892,41.105450236966824,0.27114088600852737,0.0
138,846,1197,186,215,0.23914928059616236,"Dict(:p25 => 9.6015625, :p75 => 16.0, :p50 => 12.875, :p90 => 21.375, :p99 => 39.21249999999992, :p95 => 26.71875)",3.3169071252796845,41.709219858156025,0.2703800045799343,0.0
139,843,1202,194,215,0.23803119555008712,"Dict(:p25 => 9.78125, :p75 => 16.09375, :p50 => 12.9375, :p90 => 21.375, :p99 => 38.25, :p95 => 26.974999999999994)",3.3253686433647944,42.18742586002372,0.26839408558616773,0.0
140,832,1203,205,216,0.23711668334818192,"Dict(:p25 => 9.90234375, :p75 => 16.375, :p50 => 13.046875, :p90 => 21.993750000000006, :p99 => 38.25, :p95 => 27.38828125000001)",3.28626825308334,42.80649038461539,0.26299700185747144,0.0
141,830,1209,213,216,0.23779517582592447,"Dict(:p25 => 9.87890625, :p75 => 16.484375, :p50 => 13.015625, :p90 => 22.00625, :p99 => 38.25, :p95 => 27.534374999999997)",3.423224064330308,43.23614457831325,0.2625465916499974,0.0
142,833,1217,218,216,0.23979613096341246,"Dict(:p25 => 9.875, :p75 => 16.375, :p50 => 13.0, :p90 => 22.487500000000004, :p99 => 38.25, :p95 => 27.699999999999992)",3.279738305242896,43.716686674669866,0.2646359949955377,0.0
143,828,1221,227,216,0.23985613329017474,"Dict(:p25 => 9.88671875, :p75 => 16.5, :p50 => 13.0, :p90 => 22.612500000000026, :p99 => 37.91250000000002, :p95 => 27.785937499999992)",3.3458564780294227,44.23309178743961,0.2628230696938221,0.0
144,830,1226,230,216,0.24128754288565268,"Dict(:p25 => 9.875, :p75 => 16.375, :p50 => 13.0, :p90 => 22.875, :p99 => 38.123125000000016, :p95 => 27.751562499999984)",3.3063199465373976,44.87951807228916,0.26173377536993625,0.0
145,826,1237,245,216,0.24100813416021394,"Dict(:p25 => 9.796875, :p75 => 16.5859375, :p50 => 13.0, :p90 => 22.8125, :p99 => 37.0, :p95 => 27.8203125)",3.4297987845654716,44.78329297820823,0.2662303565365649,0.0
146,820,1240,254,216,0.2418339348222538,"Dict(:p25 => 9.875, :p75 => 16.8515625, :p50 => 13.09375, :p90 => 22.94375, :p99 => 37.0, :p95 => 28.252343749999998)",3.49682873228237,45.38170731707317,0.2641187874942732,0.0
147,813,1243,264,216,0.2422147902010534,"Dict(:p25 => 10.0, :p75 => 17.125, :p50 => 13.1875, :p90 => 23.050000000000004, :p99 => 37.0, :p95 => 28.268749999999997)",3.720964583224829,45.874538745387454,0.26127590426483427,0.0
148,806,1248,276,216,0.24486621671442688,"Dict(:p25 => 10.0, :p75 => 17.484375, :p50 => 13.28125, :p90 => 23.84375, :p99 => 37.0, :p95 => 28.33203125)",3.6030140483379713,46.14764267990074,0.26039630183223883,0.0
149,799,1257,292,216,0.24523845854048942,"Dict(:p25 => 10.0, :p75 => 17.609375, :p50 => 13.28125, :p90 => 24.075000000000003, :p99 => 38.317499999999995, :p95 => 28.887500000000003)",3.6091131816583735,46.09386733416771,0.26387711892846033,0.0
150,800,1267,301,216,0.2430811408691087,"Dict(:p25 => 10.0546875, :p75 => 17.75, :p50 => 13.3125, :p90 => 24.003125, :p99 => 38.315, :p95 => 28.875)",3.6066052908544957,46.26125,0.2684095422735011,0.0
