time,nagents,births,deaths_age,deaths_starvation,calculate_gini_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,calculate_mean_lifespan,calculate_lifespan_inequality,calculate_decision_entropy
140,911,1171,118,192,0.2474964407826914,"Dict(:p25 => 11.0, :p75 => 17.484375, :p50 => 14.046875, :p90 => 22.0, :p99 => 60.64999999999998, :p95 => 32.1875)",2.8074904087562165,32.950603732162456,0.36152563858684417,0.0
141,922,1185,121,192,0.24866143432018317,"Dict(:p25 => 11.0, :p75 => 17.29296875, :p50 => 14.0, :p90 => 22.0, :p99 => 60.539999999999964, :p95 => 31.618750000000006)",2.8205261119961627,33.283080260303684,0.3600023312845879,0.0
142,932,1200,126,192,0.2473819123077492,"Dict(:p25 => 11.0, :p75 => 17.30078125, :p50 => 13.9609375, :p90 => 21.996875000000003, :p99 => 60.43999999999994, :p95 => 31.556250000000006)",2.874140004400384,33.46137339055794,0.35846137352817875,0.0
143,934,1206,130,192,0.24625850726637233,"Dict(:p25 => 11.0, :p75 => 17.3125, :p50 => 14.0, :p90 => 22.0, :p99 => 59.21374999999993, :p95 => 32.0)",2.8383602962533696,34.09528907922912,0.3522037451884008,0.0
144,944,1219,131,194,0.24666098987292018,"Dict(:p25 => 11.0, :p75 => 17.28515625, :p50 => 13.9140625, :p90 => 22.0, :p99 => 59.0512499999999, :p95 => 31.94375000000001)",2.7655636278172597,34.54449152542373,0.35078950514295815,0.0
145,955,1235,136,194,0.24906164924442842,"Dict(:p25 => 10.875, :p75 => 17.171875, :p50 => 13.90625, :p90 => 22.0625, :p99 => 59.41250000000002, :p95 => 31.737500000000026)",2.768404681377619,34.781151832460736,0.3520828289400679,0.0
146,954,1247,147,196,0.2502128652325013,"Dict(:p25 => 10.8125, :p75 => 17.3125, :p50 => 13.921875, :p90 => 22.293750000000003, :p99 => 59.41875000000002, :p95 => 31.75625000000001)",2.789029069469027,35.0104821802935,0.35037108173589937,0.0
147,957,1257,153,197,0.24873353958388544,"Dict(:p25 => 10.84375, :p75 => 17.296875, :p50 => 13.90625, :p90 => 22.387500000000017, :p99 => 59.39999999999996, :p95 => 31.525000000000006)",2.7586886335452725,35.43155694879833,0.3481623827163278,0.0
148,969,1270,154,197,0.24972167476530815,"Dict(:p25 => 10.8125, :p75 => 17.09375, :p50 => 13.78125, :p90 => 22.150000000000006, :p99 => 59.32499999999996, :p95 => 31.5)",2.7828529768280053,35.91847265221878,0.34762830921918075,0.0
149,971,1277,158,198,0.24861602201071098,"Dict(:p25 => 10.9375, :p75 => 17.140625, :p50 => 13.84375, :p90 => 22.25, :p99 => 59.31249999999997, :p95 => 31.453125)",2.7990235883973007,36.54067971163749,0.3429203097371476,0.0
150,970,1283,165,198,0.24892861853348092,"Dict(:p25 => 10.9375, :p75 => 17.29296875, :p50 => 13.8828125, :p90 => 23.0, :p99 => 60.318749999999966, :p95 => 31.25)",2.8126710296043056,37.01855670103093,0.3371875893606686,0.0
