Architecture,N_Runs,Mean,Std,Min,Max,Median,Q25,Q75
bigfive,1,39.900,NaN,39.900,39.900,39.900,39.900,39.900
llm,1,27.796,NaN,27.796,27.796,27.796,27.796,27.796
rule,1,0.820,NaN,0.820,0.820,0.820,0.820,0.820
schwartz,1,15.000,NaN,15.000,15.000,15.000,15.000,15.000
