time,nagents,#153,#154,#155,#156,#157,#158,#159,#160,#161,#162,#163,#164,#165,#166,#167,#168,#169,#170,#171,#172
20,29,5,0,26,0.3498786938710574,"Dict(:p25 => 12.5, :p75 => 46.5, :p50 => 29.0, :p90 => 52.400000000000006, :p99 => 61.88000000000001, :p95 => 57.00000000000001)",12.671935842567077,16.620689655172413,0.168693661468021,3.319492576154752,"Dict{String, Real}(""unique_cultures"" => 28, ""max_possible"" => 2048, ""diversity_ratio"" => 0.013671875)",0.0,0.0,19,10,"Dict(""blue_proportion"" => 0.3448275862068966, ""red_proportion"" => 0.6551724137931034)","Dict(:p25 => 12.5, :p75 => 46.5, :p50 => 29.0, :p90 => 52.400000000000006, :p99 => 61.88000000000001, :p95 => 57.00000000000001)",12.671935842567077,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.625, ""blue_transmission_rate"" => 0.375, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 5, ""total_transmissions"" => 8)"
21,32,8,0,26,0.35767738359201773,"Dict(:p25 => 12.875, :p75 => 41.25, :p50 => 24.5, :p90 => 50.35000000000001, :p99 => 64.45, :p95 => 58.250000000000014)",6.749642855313336,15.96875,0.23795254403131105,3.379092505229732,"Dict{String, Real}(""unique_cultures"" => 30, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0146484375)",0.0,0.0,22,10,"Dict(""blue_proportion"" => 0.3125, ""red_proportion"" => 0.6875)","Dict(:p25 => 12.875, :p75 => 41.25, :p50 => 24.5, :p90 => 50.35000000000001, :p99 => 64.45, :p95 => 58.250000000000014)",6.749642855313336,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.8, ""blue_transmission_rate"" => 0.2, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 10)"
22,34,10,0,26,0.360010098459985,"Dict(:p25 => 11.125, :p75 => 42.0, :p50 => 23.0, :p90 => 50.10000000000001, :p99 => 60.67999999999998, :p95 => 56.7)",5.479414222478909,15.970588235294118,0.2695807604809881,3.444813797491464,"Dict{String, Real}(""unique_cultures"" => 32, ""max_possible"" => 2048, ""diversity_ratio"" => 0.015625)",0.0,0.0,25,9,"Dict(""blue_proportion"" => 0.2647058823529412, ""red_proportion"" => 0.7352941176470589)","Dict(:p25 => 11.125, :p75 => 42.0, :p50 => 23.0, :p90 => 50.10000000000001, :p99 => 60.67999999999998, :p95 => 56.7)",5.479414222478909,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.75, ""blue_transmission_rate"" => 0.25, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 12)"
23,35,11,0,26,0.34942798474626,"Dict(:p25 => 11.75, :p75 => 43.0, :p50 => 24.0, :p90 => 49.6, :p99 => 61.639999999999986, :p95 => 54.79999999999998)",7.117627005304556,16.485714285714284,0.27501856895271115,3.4761312408539915,"Dict{String, Real}(""unique_cultures"" => 33, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01611328125)",0.0,0.0,24,11,"Dict(""blue_proportion"" => 0.3142857142857143, ""red_proportion"" => 0.6857142857142857)","Dict(:p25 => 11.75, :p75 => 43.0, :p50 => 24.0, :p90 => 49.6, :p99 => 61.639999999999986, :p95 => 54.79999999999998)",7.117627005304556,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.6666666666666666, ""blue_transmission_rate"" => 0.3333333333333333, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 12)"
24,35,12,0,27,0.3357495416725427,"Dict(:p25 => 12.75, :p75 => 44.0, :p50 => 26.0, :p90 => 51.800000000000004, :p99 => 63.639999999999986, :p95 => 56.79999999999998)",6.5161020732666834,16.8,0.2873663751214772,3.3819644732538676,"Dict{String, Real}(""unique_cultures"" => 31, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01513671875)",0.0,0.0,24,11,"Dict(""blue_proportion"" => 0.3142857142857143, ""red_proportion"" => 0.6857142857142857)","Dict(:p25 => 12.75, :p75 => 44.0, :p50 => 26.0, :p90 => 51.800000000000004, :p99 => 63.639999999999986, :p95 => 56.79999999999998)",6.5161020732666834,0,27,"Dict{String, Real}(""red_transmission_rate"" => 0.6875, ""blue_transmission_rate"" => 0.3125, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 16)"
25,34,12,0,28,0.30797323668804033,"Dict(:p25 => 14.375, :p75 => 45.0, :p50 => 27.75, :p90 => 53.80000000000001, :p99 => 64.34999999999997, :p95 => 58.400000000000006)",8.303077095105275,17.58823529411765,0.2784772771985049,3.3071040555172213,"Dict{String, Real}(""unique_cultures"" => 29, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01416015625)",0.0,0.0,24,10,"Dict(""blue_proportion"" => 0.29411764705882354, ""red_proportion"" => 0.7058823529411765)","Dict(:p25 => 14.375, :p75 => 45.0, :p50 => 27.75, :p90 => 53.80000000000001, :p99 => 64.34999999999997, :p95 => 58.400000000000006)",8.303077095105275,0,28,"Dict{String, Real}(""red_transmission_rate"" => 0.8571428571428571, ""blue_transmission_rate"" => 0.14285714285714285, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 7)"
26,34,12,0,28,0.30368920585554204,"Dict(:p25 => 14.875, :p75 => 46.0, :p50 => 30.25, :p90 => 56.20000000000002, :p99 => 65.67999999999998, :p95 => 60.400000000000006)",8.812734771882335,18.58823529411765,0.2634959046909904,3.126585024420572,"Dict{String, Real}(""unique_cultures"" => 26, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0126953125)",0.0,0.0,23,11,"Dict(""blue_proportion"" => 0.3235294117647059, ""red_proportion"" => 0.6764705882352942)","Dict(:p25 => 14.875, :p75 => 46.0, :p50 => 30.25, :p90 => 56.20000000000002, :p99 => 65.67999999999998, :p95 => 60.400000000000006)",8.812734771882335,0,28,"Dict{String, Real}(""red_transmission_rate"" => 0.8571428571428571, ""blue_transmission_rate"" => 0.14285714285714285, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 12, ""total_transmissions"" => 14)"
27,36,14,0,28,0.3126342511228277,"Dict(:p25 => 16.5, :p75 => 44.0, :p50 => 29.75, :p90 => 57.5, :p99 => 66.94999999999999, :p95 => 62.0)",7.899353345437433,18.5,0.29170837504170843,3.244461364969161,"Dict{String, Real}(""unique_cultures"" => 29, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01416015625)",0.0,0.0,29,7,"Dict(""blue_proportion"" => 0.19444444444444445, ""red_proportion"" => 0.8055555555555556)","Dict(:p25 => 16.5, :p75 => 44.0, :p50 => 29.75, :p90 => 57.5, :p99 => 66.94999999999999, :p95 => 62.0)",7.899353345437433,0,28,"Dict{String, Real}(""red_transmission_rate"" => 0.6153846153846154, ""blue_transmission_rate"" => 0.38461538461538464, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 13)"
28,39,17,0,28,0.3159783388791024,"Dict(:p25 => 15.5, :p75 => 42.25, :p50 => 29.0, :p90 => 55.2, :p99 => 65.1, :p95 => 59.300000000000004)",6.480811904338603,18.0,0.3323836657169992,3.379193572053769,"Dict{String, Real}(""unique_cultures"" => 32, ""max_possible"" => 2048, ""diversity_ratio"" => 0.015625)",0.0,0.0,30,9,"Dict(""blue_proportion"" => 0.23076923076923078, ""red_proportion"" => 0.7692307692307693)","Dict(:p25 => 15.5, :p75 => 42.25, :p50 => 29.0, :p90 => 55.2, :p99 => 65.1, :p95 => 59.300000000000004)",6.480811904338603,0,28,"Dict{String, Real}(""red_transmission_rate"" => 0.6666666666666666, ""blue_transmission_rate"" => 0.3333333333333333, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 12)"
29,40,18,0,28,0.3084825061025225,"Dict(:p25 => 16.0, :p75 => 43.375, :p50 => 28.5, :p90 => 56.0, :p99 => 64.83, :p95 => 61.099999999999994)",5.625705645873152,18.525,0.3320175438596493,3.3423058638339658,"Dict{String, Real}(""unique_cultures"" => 31, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01513671875)",0.0,0.0,29,11,"Dict(""blue_proportion"" => 0.275, ""red_proportion"" => 0.725)","Dict(:p25 => 16.0, :p75 => 43.375, :p50 => 28.5, :p90 => 56.0, :p99 => 64.83, :p95 => 61.099999999999994)",5.625705645873152,0,28,"Dict{String, Real}(""red_transmission_rate"" => 0.75, ""blue_transmission_rate"" => 0.25, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 15, ""total_transmissions"" => 20)"
30,40,18,0,28,0.3016965678627146,"Dict(:p25 => 18.375, :p75 => 46.0, :p50 => 29.5, :p90 => 57.1, :p99 => 65.83, :p95 => 63.05)",6.23486700323666,19.525,0.31501280409731125,3.329224660239851,"Dict{String, Real}(""unique_cultures"" => 30, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0146484375)",0.0,0.0,28,12,"Dict(""blue_proportion"" => 0.3, ""red_proportion"" => 0.7)","Dict(:p25 => 18.375, :p75 => 46.0, :p50 => 29.5, :p90 => 57.1, :p99 => 65.83, :p95 => 63.05)",6.23486700323666,0,28,"Dict{String, Real}(""red_transmission_rate"" => 0.5238095238095238, ""blue_transmission_rate"" => 0.47619047619047616, ""blue_initiated_transmissions"" => 10, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 21)"
31,41,19,0,28,0.30463964790023845,"Dict(:p25 => 20.0, :p75 => 47.0, :p50 => 30.0, :p90 => 57.5, :p99 => 66.79999999999998, :p95 => 65.0)",7.208725581377365,20.024390243902438,0.3167463830545736,3.2063912028799586,"Dict{String, Real}(""unique_cultures"" => 28, ""max_possible"" => 2048, ""diversity_ratio"" => 0.013671875)",0.0,0.0,30,11,"Dict(""blue_proportion"" => 0.2682926829268293, ""red_proportion"" => 0.7317073170731707)","Dict(:p25 => 20.0, :p75 => 47.0, :p50 => 30.0, :p90 => 57.5, :p99 => 66.79999999999998, :p95 => 65.0)",7.208725581377365,0,28,"Dict{String, Real}(""red_transmission_rate"" => 0.6363636363636364, ""blue_transmission_rate"" => 0.36363636363636365, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 11)"
