time,nagents,#153,#154,#155,#156,#157,#158,#159,#160,#161,#162,#163,#164,#165,#166,#167,#168,#169,#170,#171,#172
0,50,0,0,0,0.23110204081632646,"Dict(:p25 => 10.25, :p75 => 19.0, :p50 => 14.0, :p90 => 23.1, :p99 => 25.0, :p95 => 24.549999999999997)",9.797632143947327,0.0,0.0,3.884297118205747,"Dict{String, Real}(""unique_cultures"" => 49, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02392578125)",0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 10.25, :p75 => 19.0, :p50 => 14.0, :p90 => 23.1, :p99 => 25.0, :p95 => 24.549999999999997)",9.797632143947327,0,0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)"
1,50,0,0,0,0.26023426061493415,"Dict(:p25 => 8.25, :p75 => 19.0, :p50 => 13.0, :p90 => 23.0, :p99 => 24.509999999999998, :p95 => 23.0)",25.467857350961356,1.0,0.0,3.884297118205747,"Dict{String, Real}(""unique_cultures"" => 49, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02392578125)",0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 8.25, :p75 => 19.0, :p50 => 13.0, :p90 => 23.0, :p99 => 24.509999999999998, :p95 => 23.0)",25.467857350961356,0,0,"Dict{String, Real}(""red_transmission_rate"" => 0.3333333333333333, ""blue_transmission_rate"" => 0.6666666666666666, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 3)"
2,49,0,0,1,0.2967526633294828,"Dict(:p25 => 8.0, :p75 => 19.0, :p50 => 12.0, :p90 => 23.0, :p99 => 25.559999999999988, :p95 => 24.0)",10.222949137707785,2.0,0.0,3.8635285764551224,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,29,20,"Dict(""blue_proportion"" => 0.40816326530612246, ""red_proportion"" => 0.5918367346938775)","Dict(:p25 => 8.0, :p75 => 19.0, :p50 => 12.0, :p90 => 23.0, :p99 => 25.559999999999988, :p95 => 24.0)",10.222949137707785,0,1,"Dict{String, Real}(""red_transmission_rate"" => 0.6, ""blue_transmission_rate"" => 0.4, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 3, ""total_transmissions"" => 5)"
3,46,0,0,4,0.3188526369094986,"Dict(:p25 => 7.25, :p75 => 18.75, :p50 => 11.0, :p90 => 24.0, :p99 => 27.64999999999999, :p95 => 25.75)",5.533552938709696,3.0,0.0,3.7985045625517033,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,28,18,"Dict(""blue_proportion"" => 0.391304347826087, ""red_proportion"" => 0.6086956521739131)","Dict(:p25 => 7.25, :p75 => 18.75, :p50 => 11.0, :p90 => 24.0, :p99 => 27.64999999999999, :p95 => 25.75)",5.533552938709696,0,4,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 2, ""total_transmissions"" => 4)"
4,43,0,0,7,0.334867710042829,"Dict(:p25 => 7.0, :p75 => 19.5, :p50 => 12.0, :p90 => 26.60000000000001, :p99 => 29.739999999999995, :p95 => 27.9)",4.0335952001907485,4.0,0.0,3.7612001156935655,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,28,15,"Dict(""blue_proportion"" => 0.3488372093023256, ""red_proportion"" => 0.6511627906976745)","Dict(:p25 => 7.0, :p75 => 19.5, :p50 => 12.0, :p90 => 26.60000000000001, :p99 => 29.739999999999995, :p95 => 27.9)",4.0335952001907485,0,7,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 4, ""total_transmissions"" => 4)"
5,39,0,0,11,0.32687824995517323,"Dict(:p25 => 8.5, :p75 => 20.0, :p50 => 13.0, :p90 => 29.200000000000003, :p99 => 31.859999999999992, :p95 => 30.0)",3.9342699179731895,5.0,0.0,3.6280156368701584,"Dict{String, Real}(""unique_cultures"" => 38, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0185546875)",0.0,0.0,26,13,"Dict(""blue_proportion"" => 0.3333333333333333, ""red_proportion"" => 0.6666666666666666)","Dict(:p25 => 8.5, :p75 => 20.0, :p50 => 13.0, :p90 => 29.200000000000003, :p99 => 31.859999999999992, :p95 => 30.0)",3.9342699179731895,0,11,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 2, ""total_transmissions"" => 4)"
6,36,0,0,14,0.3247527632344387,"Dict(:p25 => 8.75, :p75 => 22.0, :p50 => 13.5, :p90 => 31.5, :p99 => 34.3, :p95 => 32.25)",4.1637021079701055,6.0,0.0,3.545010761758336,"Dict{String, Real}(""unique_cultures"" => 35, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01708984375)",0.0,0.0,25,11,"Dict(""blue_proportion"" => 0.3055555555555556, ""red_proportion"" => 0.6944444444444444)","Dict(:p25 => 8.75, :p75 => 22.0, :p50 => 13.5, :p90 => 31.5, :p99 => 34.3, :p95 => 32.25)",4.1637021079701055,0,14,"Dict{String, Real}(""red_transmission_rate"" => 0.6666666666666666, ""blue_transmission_rate"" => 0.3333333333333333, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 2, ""total_transmissions"" => 3)"
7,35,0,0,15,0.34422700587084165,"Dict(:p25 => 8.0, :p75 => 23.0, :p50 => 15.0, :p90 => 33.6, :p99 => 36.66, :p95 => 34.599999999999994)",4.385185647941617,7.0,0.0,3.5157396511717027,"Dict{String, Real}(""unique_cultures"" => 34, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0166015625)",0.0,0.0,26,9,"Dict(""blue_proportion"" => 0.2571428571428571, ""red_proportion"" => 0.7428571428571429)","Dict(:p25 => 8.0, :p75 => 23.0, :p50 => 15.0, :p90 => 33.6, :p99 => 36.66, :p95 => 34.599999999999994)",4.385185647941617,0,15,"Dict{String, Real}(""red_transmission_rate"" => 0.8, ""blue_transmission_rate"" => 0.2, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 4, ""total_transmissions"" => 5)"
8,34,0,0,16,0.36373041678983165,"Dict(:p25 => 7.25, :p75 => 24.75, :p50 => 16.0, :p90 => 35.7, :p99 => 39.0, :p95 => 37.050000000000004)",8.32374118506407,8.0,0.0,3.5263605246161633,"Dict{String, Real}(""unique_cultures"" => 34, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0166015625)",0.0,0.0,25,9,"Dict(""blue_proportion"" => 0.2647058823529412, ""red_proportion"" => 0.7352941176470589)","Dict(:p25 => 7.25, :p75 => 24.75, :p50 => 16.0, :p90 => 35.7, :p99 => 39.0, :p95 => 37.050000000000004)",8.32374118506407,0,16,"Dict{String, Real}(""red_transmission_rate"" => 0.8333333333333334, ""blue_transmission_rate"" => 0.16666666666666666, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 5, ""total_transmissions"" => 6)"
9,33,0,0,17,0.3747458215543322,"Dict(:p25 => 6.0, :p75 => 27.0, :p50 => 16.0, :p90 => 37.0, :p99 => 41.68, :p95 => 39.2)",7.24527547135688,9.0,0.0,3.4965075614664793,"Dict{String, Real}(""unique_cultures"" => 33, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01611328125)",0.0,0.0,24,9,"Dict(""blue_proportion"" => 0.2727272727272727, ""red_proportion"" => 0.7272727272727273)","Dict(:p25 => 6.0, :p75 => 27.0, :p50 => 16.0, :p90 => 37.0, :p99 => 41.68, :p95 => 39.2)",7.24527547135688,0,17,"Dict{String, Real}(""red_transmission_rate"" => 0.3333333333333333, ""blue_transmission_rate"" => 0.6666666666666666, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 3)"
10,33,0,0,17,0.40368654699864903,"Dict(:p25 => 5.0, :p75 => 28.0, :p50 => 18.0, :p90 => 39.0, :p99 => 44.36, :p95 => 41.2)",7.433792374184465,10.0,0.0,3.4544986414325436,"Dict{String, Real}(""unique_cultures"" => 32, ""max_possible"" => 2048, ""diversity_ratio"" => 0.015625)",0.0,0.0,22,11,"Dict(""blue_proportion"" => 0.3333333333333333, ""red_proportion"" => 0.6666666666666666)","Dict(:p25 => 5.0, :p75 => 28.0, :p50 => 18.0, :p90 => 39.0, :p99 => 44.36, :p95 => 41.2)",7.433792374184465,0,17,"Dict{String, Real}(""red_transmission_rate"" => 0.8571428571428571, ""blue_transmission_rate"" => 0.14285714285714285, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 7)"
11,30,0,0,20,0.37514211886304905,"Dict(:p25 => 10.0, :p75 => 32.75, :p50 => 20.0, :p90 => 41.1, :p99 => 47.13, :p95 => 43.65000000000001)",9.163852611561442,11.0,0.0,3.3549875696248246,"Dict{String, Real}(""unique_cultures"" => 29, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01416015625)",0.0,0.0,22,8,"Dict(""blue_proportion"" => 0.26666666666666666, ""red_proportion"" => 0.7333333333333333)","Dict(:p25 => 10.0, :p75 => 32.75, :p50 => 20.0, :p90 => 41.1, :p99 => 47.13, :p95 => 43.65000000000001)",9.163852611561442,0,20,"Dict{String, Real}(""red_transmission_rate"" => 0.7777777777777778, ""blue_transmission_rate"" => 0.2222222222222222, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 9)"
12,29,0,0,21,0.37444340892616745,"Dict(:p25 => 12.0, :p75 => 36.0, :p50 => 22.0, :p90 => 43.2, :p99 => 49.88000000000001, :p95 => 45.800000000000004)",17.695198844816517,12.0,0.0,3.2716893223230317,"Dict{String, Real}(""unique_cultures"" => 27, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01318359375)",0.0,0.0,21,8,"Dict(""blue_proportion"" => 0.27586206896551724, ""red_proportion"" => 0.7241379310344828)","Dict(:p25 => 12.0, :p75 => 36.0, :p50 => 22.0, :p90 => 43.2, :p99 => 49.88000000000001, :p95 => 45.800000000000004)",17.695198844816517,0,21,"Dict{String, Real}(""red_transmission_rate"" => 0.6666666666666666, ""blue_transmission_rate"" => 0.3333333333333333, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 4, ""total_transmissions"" => 6)"
13,28,0,0,22,0.36939368770764114,"Dict(:p25 => 11.75, :p75 => 38.75, :p50 => 23.5, :p90 => 45.0, :p99 => 52.650000000000006, :p95 => 47.60000000000001)",18.693030759551295,13.0,0.0,3.282693997278065,"Dict{String, Real}(""unique_cultures"" => 27, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01318359375)",0.0,0.0,20,8,"Dict(""blue_proportion"" => 0.2857142857142857, ""red_proportion"" => 0.7142857142857143)","Dict(:p25 => 11.75, :p75 => 38.75, :p50 => 23.5, :p90 => 45.0, :p99 => 52.650000000000006, :p95 => 47.60000000000001)",18.693030759551295,0,22,"Dict{String, Real}(""red_transmission_rate"" => 0.7142857142857143, ""blue_transmission_rate"" => 0.2857142857142857, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 5, ""total_transmissions"" => 7)"
14,25,0,0,25,0.3102109704641349,"Dict(:p25 => 15.0, :p75 => 43.0, :p50 => 26.0, :p90 => 47.0, :p99 => 55.56000000000002, :p95 => 50.2)",13.86552863053478,14.0,0.0,3.107972275978608,"Dict{String, Real}(""unique_cultures"" => 23, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01123046875)",0.0,0.0,18,7,"Dict(""blue_proportion"" => 0.28, ""red_proportion"" => 0.72)","Dict(:p25 => 15.0, :p75 => 43.0, :p50 => 26.0, :p90 => 47.0, :p99 => 55.56000000000002, :p95 => 50.2)",13.86552863053478,0,25,"Dict{String, Real}(""red_transmission_rate"" => 0.75, ""blue_transmission_rate"" => 0.25, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 8)"
15,24,0,0,26,0.2903079710144927,"Dict(:p25 => 18.0, :p75 => 45.5, :p50 => 29.5, :p90 => 49.0, :p99 => 57.620000000000005, :p95 => 52.400000000000006)",18.925861859514775,15.0,0.0,3.1202915653012844,"Dict{String, Real}(""unique_cultures"" => 23, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01123046875)",0.0,0.0,17,7,"Dict(""blue_proportion"" => 0.2916666666666667, ""red_proportion"" => 0.7083333333333334)","Dict(:p25 => 18.0, :p75 => 45.5, :p50 => 29.5, :p90 => 49.0, :p99 => 57.620000000000005, :p95 => 52.400000000000006)",18.925861859514775,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.8888888888888888, ""blue_transmission_rate"" => 0.1111111111111111, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 9)"
16,24,0,0,26,0.299103237095363,"Dict(:p25 => 18.0, :p75 => 47.25, :p50 => 31.0, :p90 => 51.7, :p99 => 60.39, :p95 => 54.550000000000004)",17.22745532733648,16.0,0.0,3.062529300254622,"Dict{String, Real}(""unique_cultures"" => 22, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0107421875)",0.0,0.0,18,6,"Dict(""blue_proportion"" => 0.25, ""red_proportion"" => 0.75)","Dict(:p25 => 18.0, :p75 => 47.25, :p50 => 31.0, :p90 => 51.7, :p99 => 60.39, :p95 => 54.550000000000004)",17.22745532733648,0,26,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 6)"
17,24,0,0,26,0.3044627749576987,"Dict(:p25 => 18.0, :p75 => 49.25, :p50 => 32.5, :p90 => 53.0, :p99 => 63.16, :p95 => 56.400000000000006)",14.162400624333237,17.0,0.0,3.120291565301284,"Dict{String, Real}(""unique_cultures"" => 23, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01123046875)",0.0,0.0,17,7,"Dict(""blue_proportion"" => 0.2916666666666667, ""red_proportion"" => 0.7083333333333334)","Dict(:p25 => 18.0, :p75 => 49.25, :p50 => 32.5, :p90 => 53.0, :p99 => 63.16, :p95 => 56.400000000000006)",14.162400624333237,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.42857142857142855, ""blue_transmission_rate"" => 0.5714285714285714, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 3, ""total_transmissions"" => 7)"
18,24,0,0,26,0.3145525451559934,"Dict(:p25 => 18.0, :p75 => 51.25, :p50 => 34.0, :p90 => 55.0, :p99 => 65.92999999999999, :p95 => 58.400000000000006)",14.053812988572268,18.0,0.0,3.00476703520796,"Dict{String, Real}(""unique_cultures"" => 21, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01025390625)",0.0,0.0,17,7,"Dict(""blue_proportion"" => 0.2916666666666667, ""red_proportion"" => 0.7083333333333334)","Dict(:p25 => 18.0, :p75 => 51.25, :p50 => 34.0, :p90 => 55.0, :p99 => 65.92999999999999, :p95 => 58.400000000000006)",14.053812988572268,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.625, ""blue_transmission_rate"" => 0.375, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 5, ""total_transmissions"" => 8)"
19,26,2,0,26,0.34009546539379465,"Dict(:p25 => 13.5, :p75 => 46.125, :p50 => 35.5, :p90 => 55.500000000000014, :p99 => 68.5, :p95 => 60.000000000000014)",9.53431722390549,17.53846153846154,0.07692307692307687,3.1514585102430304,"Dict{String, Real}(""unique_cultures"" => 24, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01171875)",0.0,0.0,17,9,"Dict(""blue_proportion"" => 0.34615384615384615, ""red_proportion"" => 0.6538461538461539)","Dict(:p25 => 13.5, :p75 => 46.125, :p50 => 35.5, :p90 => 55.500000000000014, :p99 => 68.5, :p95 => 60.000000000000014)",9.53431722390549,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.5555555555555556, ""blue_transmission_rate"" => 0.4444444444444444, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 5, ""total_transmissions"" => 9)"
