time,nagents,#153,#154,#155,#156,#157,#158,#159,#160,#161,#162,#163,#164,#165,#166,#167,#168,#169,#170,#171,#172
0,50,0,0,0,0.23110204081632646,"Dict(:p25 => 10.25, :p75 => 19.0, :p50 => 14.0, :p90 => 23.1, :p99 => 25.0, :p95 => 24.549999999999997)",9.797632143947327,0.0,0.0,3.884297118205747,"Dict{String, Real}(""unique_cultures"" => 49, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02392578125)",0.0,0.0,29,21,"Dict(""blue_proportion"" => 0.42, ""red_proportion"" => 0.58)","Dict(:p25 => 10.25, :p75 => 19.0, :p50 => 14.0, :p90 => 23.1, :p99 => 25.0, :p95 => 24.549999999999997)",9.797632143947327,0,0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)"
1,50,0,0,0,0.26058479532163736,"Dict(:p25 => 8.25, :p75 => 19.75, :p50 => 13.0, :p90 => 23.0, :p99 => 24.509999999999998, :p95 => 23.0)",25.467857350961356,1.0,0.0,3.912023005428145,"Dict{String, Real}(""unique_cultures"" => 50, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0244140625)",0.0,0.0,28,22,"Dict(""blue_proportion"" => 0.44, ""red_proportion"" => 0.56)","Dict(:p25 => 8.25, :p75 => 19.75, :p50 => 13.0, :p90 => 23.0, :p99 => 24.509999999999998, :p95 => 23.0)",25.467857350961356,0,0,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 2)"
2,49,0,0,1,0.29598214285714275,"Dict(:p25 => 8.0, :p75 => 19.0, :p50 => 12.0, :p90 => 23.0, :p99 => 25.559999999999988, :p95 => 24.0)",9.709867080394467,2.0,0.0,3.8918202981106305,"Dict{String, Real}(""unique_cultures"" => 49, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02392578125)",0.0,0.0,27,22,"Dict(""blue_proportion"" => 0.4489795918367347, ""red_proportion"" => 0.5510204081632653)","Dict(:p25 => 8.0, :p75 => 19.0, :p50 => 12.0, :p90 => 23.0, :p99 => 25.559999999999988, :p95 => 24.0)",9.709867080394467,0,1,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 2)"
3,47,0,0,3,0.3355562612469567,"Dict(:p25 => 7.0, :p75 => 18.5, :p50 => 11.0, :p90 => 23.400000000000006, :p99 => 27.619999999999997, :p95 => 25.700000000000003)",10.348895094227757,3.0,0.0,3.8501476017100575,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,27,20,"Dict(""blue_proportion"" => 0.425531914893617, ""red_proportion"" => 0.574468085106383)","Dict(:p25 => 7.0, :p75 => 18.5, :p50 => 11.0, :p90 => 23.400000000000006, :p99 => 27.619999999999997, :p95 => 25.700000000000003)",10.348895094227757,0,3,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 3)"
4,43,0,0,7,0.3470297626220027,"Dict(:p25 => 7.5, :p75 => 20.0, :p50 => 12.0, :p90 => 25.800000000000004, :p99 => 29.739999999999995, :p95 => 27.799999999999997)",7.839295768087533,4.0,0.0,3.7612001156935655,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,23,20,"Dict(""blue_proportion"" => 0.46511627906976744, ""red_proportion"" => 0.5348837209302325)","Dict(:p25 => 7.5, :p75 => 20.0, :p50 => 12.0, :p90 => 25.800000000000004, :p99 => 29.739999999999995, :p95 => 27.799999999999997)",7.839295768087533,0,7,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 3)"
5,39,0,0,11,0.35091057352541455,"Dict(:p25 => 7.5, :p75 => 20.5, :p50 => 13.0, :p90 => 28.0, :p99 => 32.239999999999995, :p95 => 30.1)",5.72075342587536,5.0,0.0,3.6635616461296423,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,23,16,"Dict(""blue_proportion"" => 0.41025641025641024, ""red_proportion"" => 0.5897435897435898)","Dict(:p25 => 7.5, :p75 => 20.5, :p50 => 13.0, :p90 => 28.0, :p99 => 32.239999999999995, :p95 => 30.1)",5.72075342587536,0,11,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 2)"
6,36,0,0,14,0.3622994652406417,"Dict(:p25 => 7.0, :p75 => 23.5, :p50 => 13.5, :p90 => 30.0, :p99 => 34.65, :p95 => 32.5)",4.9861806826820345,6.0,0.0,3.583518938456111,"Dict{String, Real}(""unique_cultures"" => 36, ""max_possible"" => 2048, ""diversity_ratio"" => 0.017578125)",0.0,0.0,20,16,"Dict(""blue_proportion"" => 0.4444444444444444, ""red_proportion"" => 0.5555555555555556)","Dict(:p25 => 7.0, :p75 => 23.5, :p50 => 13.5, :p90 => 30.0, :p99 => 34.65, :p95 => 32.5)",4.9861806826820345,0,14,"Dict{String, Real}(""red_transmission_rate"" => 0.16666666666666666, ""blue_transmission_rate"" => 0.8333333333333334, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 6)"
7,35,0,0,15,0.3897384305835012,"Dict(:p25 => 7.0, :p75 => 26.0, :p50 => 15.0, :p90 => 32.0, :p99 => 37.0, :p95 => 34.89999999999999)",5.229210630091353,7.0,0.0,3.5553480614894135,"Dict{String, Real}(""unique_cultures"" => 35, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01708984375)",0.0,0.0,19,16,"Dict(""blue_proportion"" => 0.45714285714285713, ""red_proportion"" => 0.5428571428571428)","Dict(:p25 => 7.0, :p75 => 26.0, :p50 => 15.0, :p90 => 32.0, :p99 => 37.0, :p95 => 34.89999999999999)",5.229210630091353,0,15,"Dict{String, Real}(""red_transmission_rate"" => 0.4, ""blue_transmission_rate"" => 0.6, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 2, ""total_transmissions"" => 5)"
8,33,0,0,17,0.3962461990143651,"Dict(:p25 => 6.0, :p75 => 29.0, :p50 => 16.0, :p90 => 34.8, :p99 => 39.68, :p95 => 37.2)",8.708410489935742,8.0,0.0,3.4965075614664793,"Dict{String, Real}(""unique_cultures"" => 33, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01611328125)",0.0,0.0,18,15,"Dict(""blue_proportion"" => 0.45454545454545453, ""red_proportion"" => 0.5454545454545454)","Dict(:p25 => 6.0, :p75 => 29.0, :p50 => 16.0, :p90 => 34.8, :p99 => 39.68, :p95 => 37.2)",8.708410489935742,0,17,"Dict{String, Real}(""red_transmission_rate"" => 0.3, ""blue_transmission_rate"" => 0.7, ""blue_initiated_transmissions"" => 7, ""red_initiated_transmissions"" => 3, ""total_transmissions"" => 10)"
9,32,0,0,18,0.4122779187817258,"Dict(:p25 => 5.0, :p75 => 31.0, :p50 => 16.0, :p90 => 37.7, :p99 => 42.38, :p95 => 39.35000000000001)",8.908819035500965,9.0,0.0,3.4224142040147285,"Dict{String, Real}(""unique_cultures"" => 31, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01513671875)",0.0,0.0,19,13,"Dict(""blue_proportion"" => 0.40625, ""red_proportion"" => 0.59375)","Dict(:p25 => 5.0, :p75 => 31.0, :p50 => 16.0, :p90 => 37.7, :p99 => 42.38, :p95 => 39.35000000000001)",8.908819035500965,0,18,"Dict{String, Real}(""red_transmission_rate"" => 0.8333333333333334, ""blue_transmission_rate"" => 0.16666666666666666, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 5, ""total_transmissions"" => 6)"
