time,nagents,#153,#154,#155,#156,#157,#158,#159,#160,#161,#162,#163,#164,#165,#166,#167,#168,#169,#170,#171,#172
33,40,19,0,29,0.3387123745819398,"Dict(:p25 => 18.625, :p75 => 49.875, :p50 => 30.75, :p90 => 74.50000000000003, :p99 => 92.305, :p95 => 90.1)",2.7955715106314147,22.6,0.26067477876106193,3.433196737323844,"Dict{String, Real}(""unique_cultures"" => 33, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01611328125)",0.0,0.0,29,11,"Dict(""blue_proportion"" => 0.275, ""red_proportion"" => 0.725)","Dict(:p25 => 18.625, :p75 => 49.875, :p50 => 30.75, :p90 => 74.50000000000003, :p99 => 92.305, :p95 => 90.1)",2.7955715106314147,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.9285714285714286, ""blue_transmission_rate"" => 0.07142857142857142, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 13, ""total_transmissions"" => 14)"
34,41,20,0,29,0.34804465729962897,"Dict(:p25 => 17.5, :p75 => 49.0, :p50 => 30.5, :p90 => 75.0, :p99 => 94.3, :p95 => 92.0)",2.8342433980765485,23.024390243902438,0.2679309632079372,3.341639433233119,"Dict{String, Real}(""unique_cultures"" => 31, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01513671875)",0.0,0.0,31,10,"Dict(""blue_proportion"" => 0.24390243902439024, ""red_proportion"" => 0.7560975609756098)","Dict(:p25 => 17.5, :p75 => 49.0, :p50 => 30.5, :p90 => 75.0, :p99 => 94.3, :p95 => 92.0)",2.8342433980765485,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.8571428571428571, ""blue_transmission_rate"" => 0.14285714285714285, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 12, ""total_transmissions"" => 14)"
35,42,21,0,29,0.34791948325071353,"Dict(:p25 => 18.0, :p75 => 48.5, :p50 => 32.0, :p90 => 76.70000000000002, :p99 => 95.17999999999999, :p95 => 93.70000000000002)",3.1897990060095336,23.452380952380953,0.2744742567077594,3.382682954027938,"Dict{String, Real}(""unique_cultures"" => 32, ""max_possible"" => 2048, ""diversity_ratio"" => 0.015625)",0.0,0.0,33,9,"Dict(""blue_proportion"" => 0.21428571428571427, ""red_proportion"" => 0.7857142857142857)","Dict(:p25 => 18.0, :p75 => 48.5, :p50 => 32.0, :p90 => 76.70000000000002, :p99 => 95.17999999999999, :p95 => 93.70000000000002)",3.1897990060095336,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.8666666666666667, ""blue_transmission_rate"" => 0.13333333333333333, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 13, ""total_transmissions"" => 15)"
36,42,21,0,29,0.34359153698198996,"Dict(:p25 => 19.25, :p75 => 49.75, :p50 => 34.0, :p90 => 78.60000000000002, :p99 => 96.59, :p95 => 95.70000000000002)",3.5048930175468076,24.452380952380953,0.26324940881902914,3.4156899626260304,"Dict{String, Real}(""unique_cultures"" => 33, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01611328125)",0.0,0.0,32,10,"Dict(""blue_proportion"" => 0.23809523809523808, ""red_proportion"" => 0.7619047619047619)","Dict(:p25 => 19.25, :p75 => 49.75, :p50 => 34.0, :p90 => 78.60000000000002, :p99 => 96.59, :p95 => 95.70000000000002)",3.5048930175468076,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.8, ""blue_transmission_rate"" => 0.2, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 10)"
37,44,23,0,29,0.3547005664958187,"Dict(:p25 => 18.25, :p75 => 46.0, :p50 => 33.75, :p90 => 78.90000000000002, :p99 => 99.57, :p95 => 97.10000000000001)",3.088883450549804,24.295454545454547,0.28686537970915893,3.3942173503454622,"Dict{String, Real}(""unique_cultures"" => 33, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01611328125)",0.0,0.0,34,10,"Dict(""blue_proportion"" => 0.22727272727272727, ""red_proportion"" => 0.7727272727272727)","Dict(:p25 => 18.25, :p75 => 46.0, :p50 => 33.75, :p90 => 78.90000000000002, :p99 => 99.57, :p95 => 97.10000000000001)",3.088883450549804,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.7692307692307693, ""blue_transmission_rate"" => 0.23076923076923078, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 13)"
38,48,27,0,29,0.3686779538904901,"Dict(:p25 => 15.875, :p75 => 43.75, :p50 => 31.5, :p90 => 75.60000000000001, :p99 => 101.53, :p95 => 94.04999999999998)",2.6871700968792247,23.1875,0.33589772386942207,3.4052810140726426,"Dict{String, Real}(""unique_cultures"" => 35, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01708984375)",0.0,0.0,39,9,"Dict(""blue_proportion"" => 0.1875, ""red_proportion"" => 0.8125)","Dict(:p25 => 15.875, :p75 => 43.75, :p50 => 31.5, :p90 => 75.60000000000001, :p99 => 101.53, :p95 => 94.04999999999998)",2.6871700968792247,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.8181818181818182, ""blue_transmission_rate"" => 0.18181818181818182, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 18, ""total_transmissions"" => 22)"
39,54,33,0,29,0.38437318750517857,"Dict(:p25 => 14.5625, :p75 => 43.0, :p50 => 24.0, :p90 => 71.00000000000003, :p99 => 100.41, :p95 => 87.45000000000002)",2.468375104444259,21.5,0.39734264841930633,3.434963577985849,"Dict{String, Real}(""unique_cultures"" => 37, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01806640625)",0.0,0.0,44,10,"Dict(""blue_proportion"" => 0.18518518518518517, ""red_proportion"" => 0.8148148148148148)","Dict(:p25 => 14.5625, :p75 => 43.0, :p50 => 24.0, :p90 => 71.00000000000003, :p99 => 100.41, :p95 => 87.45000000000002)",2.468375104444259,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.8888888888888888, ""blue_transmission_rate"" => 0.1111111111111111, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 16, ""total_transmissions"" => 18)"
40,54,33,0,29,0.3769669017905588,"Dict(:p25 => 15.8125, :p75 => 44.0, :p50 => 25.0, :p90 => 70.60000000000002, :p99 => 102.47, :p95 => 88.80000000000001)",2.6022433492669226,22.5,0.37968297515622607,3.472144467072211,"Dict{String, Real}(""unique_cultures"" => 37, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01806640625)",0.0,0.0,40,14,"Dict(""blue_proportion"" => 0.25925925925925924, ""red_proportion"" => 0.7407407407407407)","Dict(:p25 => 15.8125, :p75 => 44.0, :p50 => 25.0, :p90 => 70.60000000000002, :p99 => 102.47, :p95 => 88.80000000000001)",2.6022433492669226,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.6666666666666666, ""blue_transmission_rate"" => 0.3333333333333333, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 12, ""total_transmissions"" => 18)"
41,56,35,0,29,0.3831216022349744,"Dict(:p25 => 15.875, :p75 => 44.625, :p50 => 25.125, :p90 => 70.0, :p99 => 104.44999999999999, :p95 => 89.25)",2.5168944532352846,22.660714285714285,0.3862574580659688,3.5411461095876806,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,40,16,"Dict(""blue_proportion"" => 0.2857142857142857, ""red_proportion"" => 0.7142857142857143)","Dict(:p25 => 15.875, :p75 => 44.625, :p50 => 25.125, :p90 => 70.0, :p99 => 104.44999999999999, :p95 => 89.25)",2.5168944532352846,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.75, ""blue_transmission_rate"" => 0.25, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 15, ""total_transmissions"" => 20)"
42,58,37,0,29,0.3872089520501827,"Dict(:p25 => 16.5, :p75 => 45.0, :p50 => 24.25, :p90 => 68.10000000000002, :p99 => 106.43, :p95 => 89.49999999999999)",2.5357376174070336,22.844827586206897,0.3916590761223162,3.5302508125489465,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,41,17,"Dict(""blue_proportion"" => 0.29310344827586204, ""red_proportion"" => 0.7068965517241379)","Dict(:p25 => 16.5, :p75 => 45.0, :p50 => 24.25, :p90 => 68.10000000000002, :p99 => 106.43, :p95 => 89.49999999999999)",2.5357376174070336,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.7368421052631579, ""blue_transmission_rate"" => 0.2631578947368421, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 14, ""total_transmissions"" => 19)"
43,59,38,0,29,0.3862593810607977,"Dict(:p25 => 17.5, :p75 => 46.0, :p50 => 23.0, :p90 => 67.60000000000002, :p99 => 108.41999999999999, :p95 => 90.10000000000002)",2.551197694698149,23.440677966101696,0.385823008198831,3.5632640889697766,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,40,19,"Dict(""blue_proportion"" => 0.3220338983050847, ""red_proportion"" => 0.6779661016949152)","Dict(:p25 => 17.5, :p75 => 46.0, :p50 => 23.0, :p90 => 67.60000000000002, :p99 => 108.41999999999999, :p95 => 90.10000000000002)",2.551197694698149,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.4090909090909091, ""blue_transmission_rate"" => 0.5909090909090909, ""blue_initiated_transmissions"" => 13, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 22)"
