time,nagents,#153,#154,#155,#156,#157,#158,#159,#160,#161,#162,#163,#164,#165,#166,#167,#168,#169,#170,#171,#172
10,32,0,0,18,0.39538461538461545,"Dict(:p25 => 5.0, :p75 => 32.0, :p50 => 19.0, :p90 => 39.900000000000006, :p99 => 46.0, :p95 => 44.35000000000001)",6.035101954637619,10.0,0.0,3.4224142040147285,"Dict{String, Real}(""unique_cultures"" => 31, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01513671875)",0.0,0.0,21,11,"Dict(""blue_proportion"" => 0.34375, ""red_proportion"" => 0.65625)","Dict(:p25 => 5.0, :p75 => 32.0, :p50 => 19.0, :p90 => 39.900000000000006, :p99 => 46.0, :p95 => 44.35000000000001)",6.035101954637619,0,18,"Dict{String, Real}(""red_transmission_rate"" => 0.7, ""blue_transmission_rate"" => 0.3, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 10)"
11,30,0,0,20,0.3818590704647675,"Dict(:p25 => 10.0, :p75 => 34.0, :p50 => 20.5, :p90 => 42.300000000000004, :p99 => 48.71, :p95 => 46.65000000000001)",7.202927109863333,11.0,0.0,3.3087777575874946,"Dict{String, Real}(""unique_cultures"" => 28, ""max_possible"" => 2048, ""diversity_ratio"" => 0.013671875)",0.0,0.0,21,9,"Dict(""blue_proportion"" => 0.3, ""red_proportion"" => 0.7)","Dict(:p25 => 10.0, :p75 => 34.0, :p50 => 20.5, :p90 => 42.300000000000004, :p99 => 48.71, :p95 => 46.65000000000001)",7.202927109863333,0,20,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 4, ""total_transmissions"" => 4)"
12,29,0,0,21,0.38031567306725633,"Dict(:p25 => 12.0, :p75 => 36.0, :p50 => 23.0, :p90 => 44.000000000000014, :p99 => 51.440000000000005, :p95 => 49.2)",9.174490745383263,12.0,0.0,3.2716893223230317,"Dict{String, Real}(""unique_cultures"" => 27, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01318359375)",0.0,0.0,18,11,"Dict(""blue_proportion"" => 0.3793103448275862, ""red_proportion"" => 0.6206896551724138)","Dict(:p25 => 12.0, :p75 => 36.0, :p50 => 23.0, :p90 => 44.000000000000014, :p99 => 51.440000000000005, :p95 => 49.2)",9.174490745383263,0,21,"Dict{String, Real}(""red_transmission_rate"" => 0.5714285714285714, ""blue_transmission_rate"" => 0.42857142857142855, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 4, ""total_transmissions"" => 7)"
13,28,0,0,22,0.3735140036268385,"Dict(:p25 => 11.75, :p75 => 38.0, :p50 => 25.0, :p90 => 46.5, :p99 => 54.19, :p95 => 51.300000000000004)",9.250627681195834,13.0,0.0,3.282693997278065,"Dict{String, Real}(""unique_cultures"" => 27, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01318359375)",0.0,0.0,18,10,"Dict(""blue_proportion"" => 0.35714285714285715, ""red_proportion"" => 0.6428571428571429)","Dict(:p25 => 11.75, :p75 => 38.0, :p50 => 25.0, :p90 => 46.5, :p99 => 54.19, :p95 => 51.300000000000004)",9.250627681195834,0,22,"Dict{String, Real}(""red_transmission_rate"" => 0.7, ""blue_transmission_rate"" => 0.3, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 10)"
14,25,0,0,25,0.3127173913043477,"Dict(:p25 => 18.0, :p75 => 40.0, :p50 => 28.0, :p90 => 50.60000000000001, :p99 => 57.040000000000006, :p95 => 53.8)",10.65470690233091,14.0,0.0,3.1634240504234032,"Dict{String, Real}(""unique_cultures"" => 24, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01171875)",0.0,0.0,17,8,"Dict(""blue_proportion"" => 0.32, ""red_proportion"" => 0.68)","Dict(:p25 => 18.0, :p75 => 40.0, :p50 => 28.0, :p90 => 50.60000000000001, :p99 => 57.040000000000006, :p95 => 53.8)",10.65470690233091,0,25,"Dict{String, Real}(""red_transmission_rate"" => 0.6363636363636364, ""blue_transmission_rate"" => 0.36363636363636365, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 11)"
15,24,0,0,26,0.2910096364432764,"Dict(:p25 => 19.0, :p75 => 43.5, :p50 => 30.5, :p90 => 52.10000000000001, :p99 => 59.849999999999994, :p95 => 55.550000000000004)",11.080104511037886,15.0,0.0,3.120291565301284,"Dict{String, Real}(""unique_cultures"" => 23, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01123046875)",0.0,0.0,16,8,"Dict(""blue_proportion"" => 0.3333333333333333, ""red_proportion"" => 0.6666666666666666)","Dict(:p25 => 19.0, :p75 => 43.5, :p50 => 30.5, :p90 => 52.10000000000001, :p99 => 59.849999999999994, :p95 => 55.550000000000004)",11.080104511037886,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.8, ""blue_transmission_rate"" => 0.2, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 4, ""total_transmissions"" => 5)"
16,24,0,0,26,0.2977848101265823,"Dict(:p25 => 19.75, :p75 => 45.5, :p50 => 32.0, :p90 => 55.10000000000001, :p99 => 62.62, :p95 => 57.7)",10.252894464319217,16.0,0.0,3.120291565301284,"Dict{String, Real}(""unique_cultures"" => 23, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01123046875)",0.0,0.0,18,6,"Dict(""blue_proportion"" => 0.25, ""red_proportion"" => 0.75)","Dict(:p25 => 19.75, :p75 => 45.5, :p50 => 32.0, :p90 => 55.10000000000001, :p99 => 62.62, :p95 => 57.7)",10.252894464319217,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.8888888888888888, ""blue_transmission_rate"" => 0.1111111111111111, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 9)"
17,24,0,0,26,0.3044871794871795,"Dict(:p25 => 20.5, :p75 => 47.5, :p50 => 33.5, :p90 => 58.10000000000001, :p99 => 65.39, :p95 => 59.85)",9.601376538531081,17.0,0.0,3.120291565301284,"Dict{String, Real}(""unique_cultures"" => 23, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01123046875)",0.0,0.0,17,7,"Dict(""blue_proportion"" => 0.2916666666666667, ""red_proportion"" => 0.7083333333333334)","Dict(:p25 => 20.5, :p75 => 47.5, :p50 => 33.5, :p90 => 58.10000000000001, :p99 => 65.39, :p95 => 59.85)",9.601376538531081,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.75, ""blue_transmission_rate"" => 0.25, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 8)"
18,27,3,0,26,0.3444269741439554,"Dict(:p25 => 15.25, :p75 => 43.5, :p50 => 29.5, :p90 => 60.20000000000001, :p99 => 67.18, :p95 => 62.0)",9.318275388832465,16.0,0.11111111111111116,3.071080362736029,"Dict{String, Real}(""unique_cultures"" => 23, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01123046875)",0.0,0.0,19,8,"Dict(""blue_proportion"" => 0.2962962962962963, ""red_proportion"" => 0.7037037037037037)","Dict(:p25 => 15.25, :p75 => 43.5, :p50 => 29.5, :p90 => 60.20000000000001, :p99 => 67.18, :p95 => 62.0)",9.318275388832465,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.8571428571428571, ""blue_transmission_rate"" => 0.14285714285714285, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 7)"
19,31,7,0,26,0.3647136273864384,"Dict(:p25 => 13.0, :p75 => 40.0, :p50 => 23.0, :p90 => 56.50000000000002, :p99 => 69.60000000000002, :p95 => 63.00000000000001)",4.2104839056037315,14.806451612903226,0.22011385199240996,3.014635675651483,"Dict{String, Real}(""unique_cultures"" => 23, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01123046875)",0.0,0.0,24,7,"Dict(""blue_proportion"" => 0.22580645161290322, ""red_proportion"" => 0.7741935483870968)","Dict(:p25 => 13.0, :p75 => 40.0, :p50 => 23.0, :p90 => 56.50000000000002, :p99 => 69.60000000000002, :p95 => 63.00000000000001)",4.2104839056037315,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.9, ""blue_transmission_rate"" => 0.1, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 10)"
20,33,9,0,26,0.3647245029181918,"Dict(:p25 => 15.0, :p75 => 36.0, :p50 => 22.0, :p90 => 58.4, :p99 => 72.12, :p95 => 63.60000000000001)",4.262144774733809,14.848484848484848,0.2542980828695114,3.128724192481989,"Dict{String, Real}(""unique_cultures"" => 25, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01220703125)",0.0,0.0,27,6,"Dict(""blue_proportion"" => 0.18181818181818182, ""red_proportion"" => 0.8181818181818182)","Dict(:p25 => 15.0, :p75 => 36.0, :p50 => 22.0, :p90 => 58.4, :p99 => 72.12, :p95 => 63.60000000000001)",4.262144774733809,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.7777777777777778, ""blue_transmission_rate"" => 0.2222222222222222, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 9)"
21,34,10,0,26,0.3614494705270246,"Dict(:p25 => 17.0, :p75 => 35.75, :p50 => 20.5, :p90 => 61.050000000000004, :p99 => 74.69999999999995, :p95 => 66.05000000000001)",4.273898447319002,15.382352941176471,0.26065684399955025,3.1693943135429796,"Dict{String, Real}(""unique_cultures"" => 26, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0126953125)",0.0,0.0,27,7,"Dict(""blue_proportion"" => 0.20588235294117646, ""red_proportion"" => 0.7941176470588235)","Dict(:p25 => 17.0, :p75 => 35.75, :p50 => 20.5, :p90 => 61.050000000000004, :p99 => 74.69999999999995, :p95 => 66.05000000000001)",4.273898447319002,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.8, ""blue_transmission_rate"" => 0.2, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 4, ""total_transmissions"" => 5)"
22,36,12,0,26,0.377938567309825,"Dict(:p25 => 15.25, :p75 => 32.75, :p50 => 21.25, :p90 => 63.25, :p99 => 76.49999999999999, :p95 => 68.5)",3.510201876861903,15.472222222222221,0.2867045681228806,3.2078760068558854,"Dict{String, Real}(""unique_cultures"" => 27, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01318359375)",0.0,0.0,29,7,"Dict(""blue_proportion"" => 0.19444444444444445, ""red_proportion"" => 0.8055555555555556)","Dict(:p25 => 15.25, :p75 => 32.75, :p50 => 21.25, :p90 => 63.25, :p99 => 76.49999999999999, :p95 => 68.5)",3.510201876861903,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.8571428571428571, ""blue_transmission_rate"" => 0.14285714285714285, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 7)"
23,36,12,0,26,0.37569046101550896,"Dict(:p25 => 17.25, :p75 => 34.5, :p50 => 23.25, :p90 => 65.75, :p99 => 79.14999999999998, :p95 => 70.5)",3.370585313117323,16.47222222222222,0.2692992317781526,3.2224106775160113,"Dict{String, Real}(""unique_cultures"" => 27, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01318359375)",0.0,0.0,30,6,"Dict(""blue_proportion"" => 0.16666666666666666, ""red_proportion"" => 0.8333333333333334)","Dict(:p25 => 17.25, :p75 => 34.5, :p50 => 23.25, :p90 => 65.75, :p99 => 79.14999999999998, :p95 => 70.5)",3.370585313117323,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.9, ""blue_transmission_rate"" => 0.1, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 10)"
24,37,15,0,28,0.35520520520520527,"Dict(:p25 => 16.0, :p75 => 34.5, :p50 => 22.5, :p90 => 67.20000000000003, :p99 => 74.0, :p95 => 72.4)",3.518956288132894,15.702702702702704,0.3266502302646881,3.2362437609902015,"Dict{String, Real}(""unique_cultures"" => 28, ""max_possible"" => 2048, ""diversity_ratio"" => 0.013671875)",0.0,0.0,29,8,"Dict(""blue_proportion"" => 0.21621621621621623, ""red_proportion"" => 0.7837837837837838)","Dict(:p25 => 16.0, :p75 => 34.5, :p50 => 22.5, :p90 => 67.20000000000003, :p99 => 74.0, :p95 => 72.4)",3.518956288132894,0,28,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 11)"
25,37,16,0,29,0.34252619966905695,"Dict(:p25 => 17.5, :p75 => 36.5, :p50 => 24.0, :p90 => 68.60000000000004, :p99 => 76.64, :p95 => 74.4)",3.431120030007695,16.027027027027028,0.3330750649469032,3.236243760990201,"Dict{String, Real}(""unique_cultures"" => 28, ""max_possible"" => 2048, ""diversity_ratio"" => 0.013671875)",0.0,0.0,31,6,"Dict(""blue_proportion"" => 0.16216216216216217, ""red_proportion"" => 0.8378378378378378)","Dict(:p25 => 17.5, :p75 => 36.5, :p50 => 24.0, :p90 => 68.60000000000004, :p99 => 76.64, :p95 => 74.4)",3.431120030007695,0,29,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 14, ""total_transmissions"" => 14)"
26,37,16,0,29,0.3376539805111234,"Dict(:p25 => 18.0, :p75 => 38.5, :p50 => 25.5, :p90 => 70.00000000000004, :p99 => 79.28, :p95 => 76.4)",3.3519264497133014,17.027027027027028,0.31351351351351364,3.095557832047261,"Dict{String, Real}(""unique_cultures"" => 26, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0126953125)",0.0,0.0,31,6,"Dict(""blue_proportion"" => 0.16216216216216217, ""red_proportion"" => 0.8378378378378378)","Dict(:p25 => 18.0, :p75 => 38.5, :p50 => 25.5, :p90 => 70.00000000000004, :p99 => 79.28, :p95 => 76.4)",3.3519264497133014,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.8125, ""blue_transmission_rate"" => 0.1875, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 13, ""total_transmissions"" => 16)"
27,39,18,0,29,0.35823995971295486,"Dict(:p25 => 16.25, :p75 => 38.0, :p50 => 25.0, :p90 => 69.90000000000003, :p99 => 81.85999999999999, :p95 => 78.2)",3.2603119947824624,17.102564102564102,0.3322185061315497,3.352360333911997,"Dict{String, Real}(""unique_cultures"" => 31, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01513671875)",0.0,0.0,30,9,"Dict(""blue_proportion"" => 0.23076923076923078, ""red_proportion"" => 0.7692307692307693)","Dict(:p25 => 16.25, :p75 => 38.0, :p50 => 25.0, :p90 => 69.90000000000003, :p99 => 81.85999999999999, :p95 => 78.2)",3.2603119947824624,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.7857142857142857, ""blue_transmission_rate"" => 0.21428571428571427, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 14)"
28,39,18,0,29,0.3523109328796534,"Dict(:p25 => 16.75, :p75 => 39.5, :p50 => 26.0, :p90 => 71.10000000000002, :p99 => 83.85999999999999, :p95 => 80.2)",3.2367788189232196,18.102564102564102,0.31386649233674735,3.316814324652514,"Dict{String, Real}(""unique_cultures"" => 30, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0146484375)",0.0,0.0,28,11,"Dict(""blue_proportion"" => 0.28205128205128205, ""red_proportion"" => 0.717948717948718)","Dict(:p25 => 16.75, :p75 => 39.5, :p50 => 26.0, :p90 => 71.10000000000002, :p99 => 83.85999999999999, :p95 => 80.2)",3.2367788189232196,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.6923076923076923, ""blue_transmission_rate"" => 0.3076923076923077, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 13)"
29,39,18,0,29,0.34896047253026663,"Dict(:p25 => 17.25, :p75 => 42.0, :p50 => 26.5, :p90 => 72.30000000000004, :p99 => 86.47999999999999, :p95 => 82.2)",3.175389298182882,19.102564102564102,0.2974358974358975,3.3302309437233997,"Dict{String, Real}(""unique_cultures"" => 31, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01513671875)",0.0,0.0,30,9,"Dict(""blue_proportion"" => 0.23076923076923078, ""red_proportion"" => 0.7692307692307693)","Dict(:p25 => 17.25, :p75 => 42.0, :p50 => 26.5, :p90 => 72.30000000000004, :p99 => 86.47999999999999, :p95 => 82.2)",3.175389298182882,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.8666666666666667, ""blue_transmission_rate"" => 0.13333333333333333, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 13, ""total_transmissions"" => 15)"
30,40,19,0,29,0.3458057395143488,"Dict(:p25 => 17.125, :p75 => 43.25, :p50 => 27.0, :p90 => 71.9, :p99 => 85.41499999999999, :p95 => 84.025)",2.5971994850668088,19.6,0.30057397959183674,3.3638820192678485,"Dict{String, Real}(""unique_cultures"" => 31, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01513671875)",0.0,0.0,32,8,"Dict(""blue_proportion"" => 0.2, ""red_proportion"" => 0.8)","Dict(:p25 => 17.125, :p75 => 43.25, :p50 => 27.0, :p90 => 71.9, :p99 => 85.41499999999999, :p95 => 84.025)",2.5971994850668088,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.7647058823529411, ""blue_transmission_rate"" => 0.23529411764705882, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 13, ""total_transmissions"" => 17)"
31,40,19,0,29,0.34331312410841663,"Dict(:p25 => 17.375, :p75 => 45.875, :p50 => 29.0, :p90 => 71.30000000000001, :p99 => 87.805, :p95 => 86.07499999999999)",2.715587144185471,20.6,0.2859830097087379,3.3508008156737352,"Dict{String, Real}(""unique_cultures"" => 31, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01513671875)",0.0,0.0,32,8,"Dict(""blue_proportion"" => 0.2, ""red_proportion"" => 0.8)","Dict(:p25 => 17.375, :p75 => 45.875, :p50 => 29.0, :p90 => 71.30000000000001, :p99 => 87.805, :p95 => 86.07499999999999)",2.715587144185471,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.8571428571428571, ""blue_transmission_rate"" => 0.14285714285714285, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 12, ""total_transmissions"" => 14)"
32,40,19,0,29,0.34121808143547283,"Dict(:p25 => 17.875, :p75 => 48.5, :p50 => 30.5, :p90 => 72.50000000000003, :p99 => 90.305, :p95 => 88.1)",2.682335777335197,21.6,0.27274305555555567,3.363882019267849,"Dict{String, Real}(""unique_cultures"" => 31, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01513671875)",0.0,0.0,30,10,"Dict(""blue_proportion"" => 0.25, ""red_proportion"" => 0.75)","Dict(:p25 => 17.875, :p75 => 48.5, :p50 => 30.5, :p90 => 72.50000000000003, :p99 => 90.305, :p95 => 88.1)",2.682335777335197,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.6, ""blue_transmission_rate"" => 0.4, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 10)"
