time,nagents,#153,#154,#155,#156,#157,#158,#159,#160,#161,#162,#163,#164,#165,#166,#167,#168,#169,#170,#171,#172
14,24,0,0,26,0.2922535211267605,"Dict(:p25 => 19.5, :p75 => 38.75, :p50 => 30.0, :p90 => 50.10000000000001, :p99 => 55.769999999999996, :p95 => 54.400000000000006)",11.49105353286413,14.0,0.0,3.120291565301284,"Dict{String, Real}(""unique_cultures"" => 23, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01123046875)",0.0,0.0,18,6,"Dict(""blue_proportion"" => 0.25, ""red_proportion"" => 0.75)","Dict(:p25 => 19.5, :p75 => 38.75, :p50 => 30.0, :p90 => 50.10000000000001, :p99 => 55.769999999999996, :p95 => 54.400000000000006)",11.49105353286413,0,26,"Dict{String, Real}(""red_transmission_rate"" => 0.8333333333333334, ""blue_transmission_rate"" => 0.16666666666666666, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 5, ""total_transmissions"" => 6)"
15,23,0,0,27,0.2712383645575587,"Dict(:p25 => 20.5, :p75 => 41.0, :p50 => 32.0, :p90 => 52.4, :p99 => 58.78, :p95 => 57.500000000000014)",13.433516858181788,15.0,0.0,3.014946880179594,"Dict{String, Real}(""unique_cultures"" => 21, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01025390625)",0.0,0.0,18,5,"Dict(""blue_proportion"" => 0.21739130434782608, ""red_proportion"" => 0.782608695652174)","Dict(:p25 => 20.5, :p75 => 41.0, :p50 => 32.0, :p90 => 52.4, :p99 => 58.78, :p95 => 57.500000000000014)",13.433516858181788,0,27,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 6)"
16,23,0,0,27,0.2765873240232939,"Dict(:p25 => 21.5, :p75 => 43.0, :p50 => 34.0, :p90 => 55.400000000000006, :p99 => 61.78, :p95 => 60.500000000000014)",9.874605883233667,16.0,0.0,3.014946880179594,"Dict{String, Real}(""unique_cultures"" => 21, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01025390625)",0.0,0.0,18,5,"Dict(""blue_proportion"" => 0.21739130434782608, ""red_proportion"" => 0.782608695652174)","Dict(:p25 => 21.5, :p75 => 43.0, :p50 => 34.0, :p90 => 55.400000000000006, :p99 => 61.78, :p95 => 60.500000000000014)",9.874605883233667,0,27,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 2)"
17,23,0,0,27,0.2795734208367515,"Dict(:p25 => 23.0, :p75 => 44.5, :p50 => 36.0, :p90 => 58.2, :p99 => 64.12, :p95 => 60.80000000000001)",10.225699408162065,17.0,0.0,3.014946880179594,"Dict{String, Real}(""unique_cultures"" => 21, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01025390625)",0.0,0.0,17,6,"Dict(""blue_proportion"" => 0.2608695652173913, ""red_proportion"" => 0.7391304347826086)","Dict(:p25 => 23.0, :p75 => 44.5, :p50 => 36.0, :p90 => 58.2, :p99 => 64.12, :p95 => 60.80000000000001)",10.225699408162065,0,27,"Dict{String, Real}(""red_transmission_rate"" => 0.6666666666666666, ""blue_transmission_rate"" => 0.3333333333333333, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 4, ""total_transmissions"" => 6)"
18,26,3,0,27,0.3026168746507729,"Dict(:p25 => 15.5, :p75 => 42.75, :p50 => 33.5, :p90 => 53.500000000000014, :p99 => 62.25, :p95 => 56.5)",10.579370555887795,15.923076923076923,0.1153846153846152,3.15145851024303,"Dict{String, Real}(""unique_cultures"" => 24, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01171875)",0.0,0.0,19,7,"Dict(""blue_proportion"" => 0.2692307692307692, ""red_proportion"" => 0.7307692307692307)","Dict(:p25 => 15.5, :p75 => 42.75, :p50 => 33.5, :p90 => 53.500000000000014, :p99 => 62.25, :p95 => 56.5)",10.579370555887795,0,27,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 5, ""total_transmissions"" => 5)"
19,31,8,0,27,0.3104465352449224,"Dict(:p25 => 14.0, :p75 => 39.75, :p50 => 27.0, :p90 => 49.0, :p99 => 57.75000000000001, :p95 => 52.50000000000003)",6.82841705280096,14.193548387096774,0.25234604105571856,3.2551105127277413,"Dict{String, Real}(""unique_cultures"" => 27, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01318359375)",0.0,0.0,21,10,"Dict(""blue_proportion"" => 0.3225806451612903, ""red_proportion"" => 0.6774193548387096)","Dict(:p25 => 14.0, :p75 => 39.75, :p50 => 27.0, :p90 => 49.0, :p99 => 57.75000000000001, :p95 => 52.50000000000003)",6.82841705280096,0,27,"Dict{String, Real}(""red_transmission_rate"" => 0.75, ""blue_transmission_rate"" => 0.25, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 12)"
20,35,12,0,27,0.3127192982456142,"Dict(:p25 => 15.75, :p75 => 35.0, :p50 => 23.0, :p90 => 48.800000000000004, :p99 => 55.29999999999998, :p95 => 51.3)",5.226985053565239,13.457142857142857,0.3230815893236276,3.3423560629361564,"Dict{String, Real}(""unique_cultures"" => 30, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0146484375)",0.0,0.0,21,14,"Dict(""blue_proportion"" => 0.4, ""red_proportion"" => 0.6)","Dict(:p25 => 15.75, :p75 => 35.0, :p50 => 23.0, :p90 => 48.800000000000004, :p99 => 55.29999999999998, :p95 => 51.3)",5.226985053565239,0,27,"Dict{String, Real}(""red_transmission_rate"" => 0.42857142857142855, ""blue_transmission_rate"" => 0.5714285714285714, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 14)"
21,40,17,0,27,0.326893153526971,"Dict(:p25 => 14.0, :p75 => 32.5, :p50 => 20.0, :p90 => 45.400000000000006, :p99 => 56.05, :p95 => 50.14999999999999)",4.295124375102461,12.65,0.38814229249011856,3.314412919919689,"Dict{String, Real}(""unique_cultures"" => 31, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01513671875)",0.0,0.0,25,15,"Dict(""blue_proportion"" => 0.375, ""red_proportion"" => 0.625)","Dict(:p25 => 14.0, :p75 => 32.5, :p50 => 20.0, :p90 => 45.400000000000006, :p99 => 56.05, :p95 => 50.14999999999999)",4.295124375102461,0,27,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 16)"
22,42,19,0,27,0.329025612211453,"Dict(:p25 => 15.5, :p75 => 33.0, :p50 => 21.25, :p90 => 46.0, :p99 => 57.359999999999985, :p95 => 50.95)",4.299760927912152,13.0,0.39019710448281875,3.314330234313203,"Dict{String, Real}(""unique_cultures"" => 33, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01611328125)",0.0,0.0,31,11,"Dict(""blue_proportion"" => 0.2619047619047619, ""red_proportion"" => 0.7380952380952381)","Dict(:p25 => 15.5, :p75 => 33.0, :p50 => 21.25, :p90 => 46.0, :p99 => 57.359999999999985, :p95 => 50.95)",4.299760927912152,0,27,"Dict{String, Real}(""red_transmission_rate"" => 0.6875, ""blue_transmission_rate"" => 0.3125, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 16)"
23,44,21,0,27,0.3328953037483844,"Dict(:p25 => 13.25, :p75 => 31.25, :p50 => 21.25, :p90 => 45.400000000000006, :p99 => 58.71, :p95 => 52.400000000000006)",4.628002155945313,13.363636363636363,0.3913110698824984,3.368860128605211,"Dict{String, Real}(""unique_cultures"" => 33, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01611328125)",0.0,0.0,36,8,"Dict(""blue_proportion"" => 0.18181818181818182, ""red_proportion"" => 0.8181818181818182)","Dict(:p25 => 13.25, :p75 => 31.25, :p50 => 21.25, :p90 => 45.400000000000006, :p99 => 58.71, :p95 => 52.400000000000006)",4.628002155945313,0,27,"Dict{String, Real}(""red_transmission_rate"" => 0.7647058823529411, ""blue_transmission_rate"" => 0.23529411764705882, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 13, ""total_transmissions"" => 17)"
24,44,22,0,28,0.3160173160173161,"Dict(:p25 => 13.5, :p75 => 31.0, :p50 => 23.25, :p90 => 47.0, :p99 => 60.14, :p95 => 54.400000000000006)",4.469526472074881,13.818181818181818,0.3853169856459331,3.2862320617962304,"Dict{String, Real}(""unique_cultures"" => 31, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01513671875)",0.0,0.0,37,7,"Dict(""blue_proportion"" => 0.1590909090909091, ""red_proportion"" => 0.8409090909090909)","Dict(:p25 => 13.5, :p75 => 31.0, :p50 => 23.25, :p90 => 47.0, :p99 => 60.14, :p95 => 54.400000000000006)",4.469526472074881,0,28,"Dict{String, Real}(""red_transmission_rate"" => 0.8095238095238095, ""blue_transmission_rate"" => 0.19047619047619047, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 17, ""total_transmissions"" => 21)"
25,46,25,0,29,0.3172054998141953,"Dict(:p25 => 13.125, :p75 => 31.75, :p50 => 24.5, :p90 => 47.0, :p99 => 61.55, :p95 => 56.25)",2.7445414397639016,13.630434782608695,0.4070799528465432,3.237668917939091,"Dict{String, Real}(""unique_cultures"" => 31, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01513671875)",0.0,0.0,39,7,"Dict(""blue_proportion"" => 0.15217391304347827, ""red_proportion"" => 0.8478260869565217)","Dict(:p25 => 13.125, :p75 => 31.75, :p50 => 24.5, :p90 => 47.0, :p99 => 61.55, :p95 => 56.25)",2.7445414397639016,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.7894736842105263, ""blue_transmission_rate"" => 0.21052631578947367, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 15, ""total_transmissions"" => 19)"
26,47,26,0,29,0.3177662167067079,"Dict(:p25 => 14.0, :p75 => 32.5, :p50 => 25.0, :p90 => 48.400000000000006, :p99 => 63.0, :p95 => 58.10000000000001)",3.1789229102772594,14.319148936170214,0.39246309000663904,3.3249833060587983,"Dict{String, Real}(""unique_cultures"" => 33, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01611328125)",0.0,0.0,40,7,"Dict(""blue_proportion"" => 0.14893617021276595, ""red_proportion"" => 0.851063829787234)","Dict(:p25 => 14.0, :p75 => 32.5, :p50 => 25.0, :p90 => 48.400000000000006, :p99 => 63.0, :p95 => 58.10000000000001)",3.1789229102772594,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.8461538461538461, ""blue_transmission_rate"" => 0.15384615384615385, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 13)"
27,48,27,0,29,0.3148237179487181,"Dict(:p25 => 14.75, :p75 => 34.0, :p50 => 25.75, :p90 => 50.300000000000004, :p99 => 65.0, :p95 => 59.949999999999996)",3.3748380908391535,15.0,0.38003472222222223,3.4270830200628315,"Dict{String, Real}(""unique_cultures"" => 35, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01708984375)",0.0,0.0,39,9,"Dict(""blue_proportion"" => 0.1875, ""red_proportion"" => 0.8125)","Dict(:p25 => 14.75, :p75 => 34.0, :p50 => 25.75, :p90 => 50.300000000000004, :p99 => 65.0, :p95 => 59.949999999999996)",3.3748380908391535,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.75, ""blue_transmission_rate"" => 0.25, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 18, ""total_transmissions"" => 24)"
28,51,30,0,29,0.31974430797960207,"Dict(:p25 => 14.25, :p75 => 35.0, :p50 => 21.5, :p90 => 51.0, :p99 => 64.0, :p95 => 59.25)",3.0734124297238883,15.058823529411764,0.3941482843137256,3.279451815726729,"Dict{String, Real}(""unique_cultures"" => 34, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0166015625)",0.0,0.0,44,7,"Dict(""blue_proportion"" => 0.13725490196078433, ""red_proportion"" => 0.8627450980392157)","Dict(:p25 => 14.25, :p75 => 35.0, :p50 => 21.5, :p90 => 51.0, :p99 => 64.0, :p95 => 59.25)",3.0734124297238883,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.9090909090909091, ""blue_transmission_rate"" => 0.09090909090909091, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 20, ""total_transmissions"" => 22)"
29,51,30,0,29,0.31456308013401446,"Dict(:p25 => 15.0, :p75 => 36.5, :p50 => 22.5, :p90 => 52.0, :p99 => 64.5, :p95 => 61.75)",3.578083316523759,16.058823529411764,0.36960425195719315,3.2348156854280634,"Dict{String, Real}(""unique_cultures"" => 33, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01611328125)",0.0,0.0,43,8,"Dict(""blue_proportion"" => 0.1568627450980392, ""red_proportion"" => 0.8431372549019608)","Dict(:p25 => 15.0, :p75 => 36.5, :p50 => 22.5, :p90 => 52.0, :p99 => 64.5, :p95 => 61.75)",3.578083316523759,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.9375, ""blue_transmission_rate"" => 0.0625, ""blue_initiated_transmissions"" => 1, ""red_initiated_transmissions"" => 15, ""total_transmissions"" => 16)"
30,52,31,0,29,0.3107640681466186,"Dict(:p25 => 14.5, :p75 => 37.75, :p50 => 23.75, :p90 => 51.70000000000002, :p99 => 66.49, :p95 => 58.92500000000002)",4.1262312521818805,16.73076923076923,0.3604774535809019,3.2105956574800762,"Dict{String, Real}(""unique_cultures"" => 34, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0166015625)",0.0,0.0,44,8,"Dict(""blue_proportion"" => 0.15384615384615385, ""red_proportion"" => 0.8461538461538461)","Dict(:p25 => 14.5, :p75 => 37.75, :p50 => 23.75, :p90 => 51.70000000000002, :p99 => 66.49, :p95 => 58.92500000000002)",4.1262312521818805,0,29,"Dict{String, Real}(""red_transmission_rate"" => 1.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 14, ""total_transmissions"" => 14)"
31,54,33,0,29,0.31213200379867034,"Dict(:p25 => 15.75, :p75 => 39.0, :p50 => 23.75, :p90 => 49.7, :p99 => 69.0, :p95 => 58.32500000000002)",5.380148820144333,17.074074074074073,0.3645858439784686,3.251116762609593,"Dict{String, Real}(""unique_cultures"" => 34, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0166015625)",0.0,0.0,48,6,"Dict(""blue_proportion"" => 0.1111111111111111, ""red_proportion"" => 0.8888888888888888)","Dict(:p25 => 15.75, :p75 => 39.0, :p50 => 23.75, :p90 => 49.7, :p99 => 69.0, :p95 => 58.32500000000002)",5.380148820144333,0,29,"Dict{String, Real}(""red_transmission_rate"" => 0.8947368421052632, ""blue_transmission_rate"" => 0.10526315789473684, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 17, ""total_transmissions"" => 19)"
