time,id,pos,sugar,age,vision,metabolism,sex,culture,children,has_reproduced,has_spread_culture,has_accepted_culture,total_inheritance_received,last_partner_id,last_credit_partner,chose_not_to_borrow,chose_not_to_lend,chose_not_to_spread_culture,traits
19,81,"(40, 20)",6.0,2,3,4,male,"Bool[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.21, conscientiousness = 2.83, extraversion = 2.44, agreeableness = 3.3, neuroticism = 3.73)"
19,82,"(24, 35)",14.0,2,4,4,female,"Bool[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",Int64[],false,false,true,0.0,Int64[],Int64[],false,false,false,"(openness = 4.16, conscientiousness = 2.49, extraversion = 1.93, agreeableness = 3.57, neuroticism = 2.24)"
19,83,"(25, 31)",17.0,2,4,2,female,"Bool[0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.88, conscientiousness = 3.53, extraversion = 3.22, agreeableness = 4.24, neuroticism = 2.97)"
19,84,"(24, 34)",23.0,1,1,1,female,"Bool[1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0]",Int64[],false,true,true,0.0,Int64[],Int64[],false,false,false,"(openness = 4.67, conscientiousness = 2.91, extraversion = 3.45, agreeableness = 3.96, neuroticism = 1.8)"
19,85,"(43, 44)",6.0,1,1,1,male,"Bool[0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.75, conscientiousness = 2.59, extraversion = 3.6, agreeableness = 4.08, neuroticism = 2.08)"
19,86,"(4, 30)",7.0,1,4,2,female,"Bool[1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.71, conscientiousness = 4.0, extraversion = 2.8, agreeableness = 3.95, neuroticism = 2.71)"
19,87,"(37, 29)",20.0,1,1,2,male,"Bool[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.77, conscientiousness = 3.89, extraversion = 3.39, agreeableness = 4.52, neuroticism = 4.27)"
19,88,"(24, 33)",5.0,1,4,3,male,"Bool[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.36, conscientiousness = 2.81, extraversion = 2.82, agreeableness = 4.29, neuroticism = 4.19)"
19,89,"(34, 48)",16.0,0,2,2,male,"Bool[1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.07, conscientiousness = 3.53, extraversion = 3.58, agreeableness = 3.84, neuroticism = 3.85)"
20,2,"(12, 41)",64.0,20,6,1,male,"Bool[0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.48, conscientiousness = 2.59, extraversion = 1.05, agreeableness = 3.44, neuroticism = 3.72)"
20,5,"(10, 43)",65.0,20,6,1,female,"Bool[0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.47, conscientiousness = 1.21, extraversion = 1.76, agreeableness = 4.67, neuroticism = 3.66)"
20,7,"(9, 37)",48.0,20,1,1,male,"Bool[1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.81, conscientiousness = 4.41, extraversion = 2.98, agreeableness = 3.68, neuroticism = 3.61)"
20,8,"(34, 7)",26.0,20,4,3,male,"Bool[1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1]",Int64[],false,true,true,0.0,Int64[],Int64[],false,false,false,"(openness = 4.01, conscientiousness = 3.51, extraversion = 2.75, agreeableness = 3.84, neuroticism = 3.87)"
20,11,"(34, 3)",26.0,20,2,2,male,"Bool[1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.73, conscientiousness = 3.65, extraversion = 3.9, agreeableness = 4.2, neuroticism = 3.43)"
20,12,"(38, 5)",24.0,20,6,2,male,"Bool[1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1]",Int64[],false,false,true,0.0,Int64[],Int64[],false,false,false,"(openness = 3.26, conscientiousness = 2.77, extraversion = 1.18, agreeableness = 4.0, neuroticism = 5.0)"
20,13,"(17, 42)",3.0,20,6,4,male,"Bool[0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0]",Int64[],false,false,true,0.0,Int64[],Int64[],false,false,false,"(openness = 4.22, conscientiousness = 1.31, extraversion = 1.67, agreeableness = 2.05, neuroticism = 4.44)"
20,14,"(19, 34)",41.0,20,2,2,male,"Bool[0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.74, conscientiousness = 3.46, extraversion = 3.32, agreeableness = 3.16, neuroticism = 1.55)"
20,15,"(31, 11)",23.0,20,4,2,female,"Bool[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.36, conscientiousness = 3.71, extraversion = 3.67, agreeableness = 4.28, neuroticism = 2.97)"
20,17,"(10, 35)",49.0,20,1,2,male,"Bool[0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.02, conscientiousness = 3.94, extraversion = 4.61, agreeableness = 4.18, neuroticism = 2.05)"
20,21,"(6, 20)",4.0,20,4,1,female,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.22, conscientiousness = 2.87, extraversion = 2.11, agreeableness = 3.12, neuroticism = 3.81)"
20,23,"(33, 12)",63.0,20,2,1,male,"Bool[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.79, conscientiousness = 2.49, extraversion = 4.22, agreeableness = 3.5, neuroticism = 2.35)"
20,24,"(12, 40)",50.0,20,6,2,female,"Bool[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.69, conscientiousness = 4.06, extraversion = 1.98, agreeableness = 3.15, neuroticism = 2.95)"
20,26,"(38, 10)",10.0,20,2,3,female,"Bool[0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.5, conscientiousness = 3.27, extraversion = 3.71, agreeableness = 3.03, neuroticism = 1.96)"
20,27,"(29, 1)",23.0,20,1,3,male,"Bool[0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.49, conscientiousness = 3.18, extraversion = 2.37, agreeableness = 4.72, neuroticism = 2.71)"
20,30,"(16, 39)",32.0,20,2,3,female,"Bool[0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.87, conscientiousness = 2.84, extraversion = 3.61, agreeableness = 4.5, neuroticism = 2.78)"
20,31,"(18, 40)",50.0,20,5,2,female,"Bool[0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.98, conscientiousness = 4.29, extraversion = 3.47, agreeableness = 5.0, neuroticism = 2.79)"
20,37,"(35, 9)",21.0,20,6,3,female,"Bool[1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0]",Int64[],false,true,true,0.0,Int64[],Int64[],false,false,false,"(openness = 3.46, conscientiousness = 3.26, extraversion = 1.07, agreeableness = 2.3, neuroticism = 3.49)"
20,38,"(38, 4)",63.0,20,2,1,female,"Bool[0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.71, conscientiousness = 1.97, extraversion = 3.14, agreeableness = 2.99, neuroticism = 3.57)"
20,40,"(14, 42)",21.0,20,5,4,female,"Bool[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.82, conscientiousness = 3.33, extraversion = 2.55, agreeableness = 3.38, neuroticism = 5.0)"
20,42,"(27, 2)",17.0,20,2,1,male,"Bool[1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.23, conscientiousness = 2.73, extraversion = 3.18, agreeableness = 4.76, neuroticism = 3.42)"
20,46,"(18, 37)",56.0,20,6,2,male,"Bool[0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.71, conscientiousness = 3.08, extraversion = 1.26, agreeableness = 3.8, neuroticism = 3.37)"
20,50,"(15, 39)",35.0,20,5,2,female,"Bool[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",Int64[],false,false,true,0.0,Int64[],Int64[],false,false,true,"(openness = 3.55, conscientiousness = 3.21, extraversion = 2.86, agreeableness = 3.56, neuroticism = 2.71)"
20,52,"(33, 13)",46.0,17,6,1,female,"Bool[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.43, conscientiousness = 3.42, extraversion = 3.93, agreeableness = 4.38, neuroticism = 2.44)"
20,53,"(35, 8)",47.0,17,6,2,male,"Bool[1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.81, conscientiousness = 3.51, extraversion = 3.23, agreeableness = 3.34, neuroticism = 2.54)"
20,55,"(32, 5)",3.0,16,3,3,male,"Bool[1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.65, conscientiousness = 3.68, extraversion = 2.46, agreeableness = 3.83, neuroticism = 3.54)"
20,56,"(35, 10)",23.0,16,5,3,female,"Bool[1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,true,"(openness = 2.95, conscientiousness = 3.14, extraversion = 1.48, agreeableness = 2.2, neuroticism = 2.94)"
20,57,"(12, 39)",31.0,15,6,2,male,"Bool[0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",Int64[],false,true,true,0.0,Int64[],Int64[],false,false,false,"(openness = 2.84, conscientiousness = 3.76, extraversion = 2.01, agreeableness = 4.21, neuroticism = 3.64)"
20,58,"(34, 11)",48.0,15,3,1,male,"Bool[0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.21, conscientiousness = 2.22, extraversion = 3.41, agreeableness = 3.8, neuroticism = 3.79)"
20,59,"(17, 41)",29.0,15,5,2,female,"Bool[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.61, conscientiousness = 2.92, extraversion = 2.87, agreeableness = 3.94, neuroticism = 3.14)"
20,60,"(33, 7)",40.0,15,6,2,male,"Bool[1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.39, conscientiousness = 3.95, extraversion = 3.25, agreeableness = 3.69, neuroticism = 3.58)"
20,61,"(37, 11)",15.0,14,6,3,male,"Bool[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.28, conscientiousness = 2.07, extraversion = 2.36, agreeableness = 2.13, neuroticism = 2.92)"
20,62,"(37, 9)",29.0,14,4,2,male,"Bool[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.71, conscientiousness = 2.34, extraversion = 3.75, agreeableness = 4.75, neuroticism = 1.38)"
20,64,"(33, 11)",20.0,14,6,2,male,"Bool[0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1]",Int64[],false,true,true,0.0,Int64[],Int64[],false,false,false,"(openness = 4.21, conscientiousness = 4.06, extraversion = 3.14, agreeableness = 4.33, neuroticism = 2.51)"
20,65,"(15, 35)",5.0,13,4,4,female,"Bool[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.87, conscientiousness = 2.67, extraversion = 2.23, agreeableness = 3.82, neuroticism = 3.48)"
20,67,"(36, 11)",38.0,12,2,1,female,"Bool[0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0]",Int64[],false,true,true,0.0,Int64[],Int64[],false,false,false,"(openness = 4.26, conscientiousness = 3.38, extraversion = 3.74, agreeableness = 3.43, neuroticism = 2.66)"
20,68,"(49, 14)",11.0,11,1,2,male,"Bool[1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 2.21, conscientiousness = 2.05, extraversion = 1.3, agreeableness = 1.66, neuroticism = 5.0)"
20,78,"(41, 6)",2.0,6,5,3,female,"Bool[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.52, conscientiousness = 3.27, extraversion = 3.08, agreeableness = 3.94, neuroticism = 2.46)"
20,79,"(31, 8)",18.0,5,5,4,male,"Bool[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.34, conscientiousness = 4.76, extraversion = 2.15, agreeableness = 5.0, neuroticism = 3.9)"
20,80,"(24, 10)",19.0,5,3,2,male,"Bool[0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.61, conscientiousness = 3.7, extraversion = 4.31, agreeableness = 4.68, neuroticism = 3.92)"
20,81,"(40, 19)",4.0,3,3,4,male,"Bool[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.21, conscientiousness = 2.83, extraversion = 2.44, agreeableness = 3.3, neuroticism = 3.73)"
20,82,"(25, 35)",12.0,3,4,4,female,"Bool[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.16, conscientiousness = 2.49, extraversion = 1.93, agreeableness = 3.57, neuroticism = 2.24)"
20,83,"(23, 32)",17.0,3,4,2,female,"Bool[0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.88, conscientiousness = 3.53, extraversion = 3.22, agreeableness = 4.24, neuroticism = 2.97)"
20,84,"(23, 34)",24.0,2,1,1,female,"Bool[1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.67, conscientiousness = 2.91, extraversion = 3.45, agreeableness = 3.96, neuroticism = 1.8)"
20,85,"(43, 44)",5.0,2,1,1,male,"Bool[0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.75, conscientiousness = 2.59, extraversion = 3.6, agreeableness = 4.08, neuroticism = 2.08)"
20,86,"(5, 30)",6.0,2,4,2,female,"Bool[1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.71, conscientiousness = 4.0, extraversion = 2.8, agreeableness = 3.95, neuroticism = 2.71)"
20,87,"(37, 29)",18.0,2,1,2,male,"Bool[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.77, conscientiousness = 3.89, extraversion = 3.39, agreeableness = 4.52, neuroticism = 4.27)"
20,88,"(23, 33)",4.0,2,4,3,male,"Bool[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Int64[],false,false,true,0.0,Int64[],Int64[],false,false,false,"(openness = 3.36, conscientiousness = 2.81, extraversion = 2.82, agreeableness = 4.29, neuroticism = 4.19)"
20,89,"(34, 48)",14.0,1,2,2,male,"Bool[1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.07, conscientiousness = 3.53, extraversion = 3.58, agreeableness = 3.84, neuroticism = 3.85)"
20,90,"(33, 5)",17.0,0,4,1,female,"Bool[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1]",Int64[],false,false,true,0.0,Int64[],Int64[],false,false,false,"(openness = 3.79, conscientiousness = 3.68, extraversion = 3.18, agreeableness = 3.17, neuroticism = 3.31)"
21,2,"(14, 43)",67.0,21,6,1,male,"Bool[0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.48, conscientiousness = 2.59, extraversion = 1.05, agreeableness = 3.44, neuroticism = 3.72)"
21,5,"(9, 43)",67.0,21,6,1,female,"Bool[0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.47, conscientiousness = 1.21, extraversion = 1.76, agreeableness = 4.67, neuroticism = 3.66)"
21,7,"(10, 37)",50.0,21,1,1,male,"Bool[1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0]",Int64[],false,false,true,0.0,Int64[],Int64[],false,false,false,"(openness = 3.81, conscientiousness = 4.41, extraversion = 2.98, agreeableness = 3.68, neuroticism = 3.61)"
21,8,"(35, 7)",26.0,21,4,3,male,"Bool[1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.01, conscientiousness = 3.51, extraversion = 2.75, agreeableness = 3.84, neuroticism = 3.87)"
21,11,"(35, 3)",27.0,21,2,2,male,"Bool[1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.73, conscientiousness = 3.65, extraversion = 3.9, agreeableness = 4.2, neuroticism = 3.43)"
21,12,"(39, 5)",25.0,21,6,2,male,"Bool[1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,true,"(openness = 3.26, conscientiousness = 2.77, extraversion = 1.18, agreeableness = 4.0, neuroticism = 5.0)"
21,13,"(16, 41)",3.0,21,6,4,male,"Bool[0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.22, conscientiousness = 1.31, extraversion = 1.67, agreeableness = 2.05, neuroticism = 4.44)"
21,14,"(18, 34)",42.0,21,2,2,male,"Bool[0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.74, conscientiousness = 3.46, extraversion = 3.32, agreeableness = 3.16, neuroticism = 1.55)"
21,15,"(31, 10)",24.0,21,4,2,female,"Bool[0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.36, conscientiousness = 3.71, extraversion = 3.67, agreeableness = 4.28, neuroticism = 2.97)"
21,17,"(10, 36)",50.0,21,1,2,male,"Bool[0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.02, conscientiousness = 3.94, extraversion = 4.61, agreeableness = 4.18, neuroticism = 2.05)"
21,21,"(6, 20)",3.0,21,4,1,female,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.22, conscientiousness = 2.87, extraversion = 2.11, agreeableness = 3.12, neuroticism = 3.81)"
21,23,"(33, 12)",63.0,21,2,1,male,"Bool[0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.79, conscientiousness = 2.49, extraversion = 4.22, agreeableness = 3.5, neuroticism = 2.35)"
21,24,"(13, 40)",52.0,21,6,2,female,"Bool[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.69, conscientiousness = 4.06, extraversion = 1.98, agreeableness = 3.15, neuroticism = 2.95)"
21,26,"(38, 11)",19.0,21,2,3,female,"Bool[0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.5, conscientiousness = 3.27, extraversion = 3.71, agreeableness = 3.03, neuroticism = 1.96)"
21,27,"(28, 1)",22.0,21,1,3,male,"Bool[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],false,false,true,0.0,Int64[],Int64[],false,false,false,"(openness = 4.49, conscientiousness = 3.18, extraversion = 2.37, agreeableness = 4.72, neuroticism = 2.71)"
21,30,"(17, 39)",32.0,21,2,3,female,"Bool[0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.87, conscientiousness = 2.84, extraversion = 3.61, agreeableness = 4.5, neuroticism = 2.78)"
21,31,"(18, 39)",52.0,21,5,2,female,"Bool[0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]",Int64[],false,false,true,0.0,Int64[],Int64[],false,false,false,"(openness = 3.98, conscientiousness = 4.29, extraversion = 3.47, agreeableness = 5.0, neuroticism = 2.79)"
21,37,"(38, 9)",13.0,21,6,3,female,"Bool[1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0]",Int64[],false,false,true,0.0,Int64[],[26],false,false,true,"(openness = 3.46, conscientiousness = 3.26, extraversion = 1.07, agreeableness = 2.3, neuroticism = 3.49)"
21,38,"(37, 4)",65.0,21,2,1,female,"Bool[0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.71, conscientiousness = 1.97, extraversion = 3.14, agreeableness = 2.99, neuroticism = 3.57)"
21,40,"(13, 42)",21.0,21,5,4,female,"Bool[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.82, conscientiousness = 3.33, extraversion = 2.55, agreeableness = 3.38, neuroticism = 5.0)"
21,42,"(28, 2)",18.0,21,2,1,male,"Bool[1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.23, conscientiousness = 2.73, extraversion = 3.18, agreeableness = 4.76, neuroticism = 3.42)"
21,46,"(19, 37)",57.0,21,6,2,male,"Bool[0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.71, conscientiousness = 3.08, extraversion = 1.26, agreeableness = 3.8, neuroticism = 3.37)"
21,50,"(15, 38)",37.0,21,5,2,female,"Bool[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.55, conscientiousness = 3.21, extraversion = 2.86, agreeableness = 3.56, neuroticism = 2.71)"
21,52,"(34, 13)",49.0,18,6,1,female,"Bool[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.43, conscientiousness = 3.42, extraversion = 3.93, agreeableness = 4.38, neuroticism = 2.44)"
21,53,"(36, 10)",49.0,18,6,2,male,"Bool[1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.81, conscientiousness = 3.51, extraversion = 3.23, agreeableness = 3.34, neuroticism = 2.54)"
21,55,"(31, 5)",3.0,17,3,3,male,"Bool[1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.65, conscientiousness = 3.68, extraversion = 2.46, agreeableness = 3.83, neuroticism = 3.54)"
21,56,"(36, 12)",24.0,17,5,3,female,"Bool[1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,true,"(openness = 2.95, conscientiousness = 3.14, extraversion = 1.48, agreeableness = 2.2, neuroticism = 2.94)"
21,57,"(11, 40)",32.0,16,6,2,male,"Bool[0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 2.84, conscientiousness = 3.76, extraversion = 2.01, agreeableness = 4.21, neuroticism = 3.64)"
21,58,"(35, 12)",51.0,16,3,1,male,"Bool[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",Int64[],false,false,true,0.0,Int64[],Int64[],false,false,false,"(openness = 4.21, conscientiousness = 2.22, extraversion = 3.41, agreeableness = 3.8, neuroticism = 3.79)"
21,59,"(18, 41)",31.0,16,5,2,female,"Bool[0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,false,"(openness = 4.61, conscientiousness = 2.92, extraversion = 2.87, agreeableness = 3.94, neuroticism = 3.14)"
21,60,"(36, 9)",42.0,16,6,2,male,"Bool[1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0]",Int64[],false,true,true,0.0,Int64[],Int64[],false,false,false,"(openness = 3.39, conscientiousness = 3.95, extraversion = 3.25, agreeableness = 3.69, neuroticism = 3.58)"
21,61,"(37, 10)",16.0,15,6,3,male,"Bool[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],false,false,true,"(openness = 3.28, conscientiousness = 2.07, extraversion = 2.36, agreeableness = 2.13, neuroticism = 2.92)"
21,62,"(38, 8)",30.0,15,4,2,male,"Bool[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],false,false,false,"(openness = 3.71, conscientiousness = 2.34, extraversion = 3.75, agreeableness = 4.75, neuroticism = 1.38)"
21,64,"(34, 12)",21.0,15,6,2,male,"Bool[0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1]",Int64[],false,true,true,0.0,Int64[],Int64[],false,false,false,"(openness = 4.21, conscientiousness = 4.06, extraversion = 3.14, agreeableness = 4.33, neuroticism = 2.51)"
