time,nagents,#215,#216,#217,#218,#219,#220,#221,#222,#223,#224,#225,#226,#227
10,50,3.912023005428145,"Dict{String, Real}(""unique_cultures"" => 50, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0244140625)",0.0,0.0,"Dict(:p25 => 6.0, :p75 => 24.75, :p50 => 15.0, :p90 => 38.1, :p99 => 43.0, :p95 => 39.55)",4.882529584362074,0,18,"Dict{String, Real}(""red_transmission_rate"" => 0.5714285714285714, ""blue_transmission_rate"" => 0.42857142857142855, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 14)",0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 50, ""max_degree"" => 0)",0.4168396226415094
11,50,3.912023005428145,"Dict{String, Real}(""unique_cultures"" => 50, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0244140625)",0.0,0.0,"Dict(:p25 => 7.0, :p75 => 26.75, :p50 => 16.0, :p90 => 40.1, :p99 => 45.0, :p95 => 41.55)",4.559682367088407,0,22,"Dict{String, Real}(""red_transmission_rate"" => 0.6428571428571429, ""blue_transmission_rate"" => 0.35714285714285715, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 14)",0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 50, ""max_degree"" => 0)",0.3873627556512378
12,50,3.884297118205747,"Dict{String, Real}(""unique_cultures"" => 49, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02392578125)",0.0,0.0,"Dict(:p25 => 8.0, :p75 => 27.5, :p50 => 15.0, :p90 => 41.2, :p99 => 47.0, :p95 => 44.0)",4.759555599763804,0,24,"Dict{String, Real}(""red_transmission_rate"" => 0.6, ""blue_transmission_rate"" => 0.4, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 15)",0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 50, ""max_degree"" => 0)",0.39822361546499474
13,50,3.884297118205747,"Dict{String, Real}(""unique_cultures"" => 49, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02392578125)",0.0,0.0,"Dict(:p25 => 7.25, :p75 => 29.0, :p50 => 16.5, :p90 => 43.2, :p99 => 49.0, :p95 => 46.55)",4.390205540422186,0,25,"Dict{String, Real}(""red_transmission_rate"" => 0.6, ""blue_transmission_rate"" => 0.4, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 15)",0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 50, ""max_degree"" => 0)",0.4185321100917432
14,50,3.8565712309833495,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(:p25 => 9.0, :p75 => 31.5, :p50 => 17.0, :p90 => 46.1, :p99 => 51.0, :p95 => 49.099999999999994)",4.573828548647227,0,28,"Dict{String, Real}(""red_transmission_rate"" => 0.6, ""blue_transmission_rate"" => 0.4, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 10)",0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 50, ""max_degree"" => 0)",0.40892307692307694
15,50,3.8565712309833495,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(:p25 => 9.25, :p75 => 34.25, :p50 => 19.5, :p90 => 49.0, :p99 => 53.0, :p95 => 51.64999999999999)",4.9255928930976065,0,30,"Dict{String, Real}(""red_transmission_rate"" => 0.5833333333333334, ""blue_transmission_rate"" => 0.4166666666666667, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 12)",0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 50, ""max_degree"" => 0)",0.4002177858439202
16,50,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(:p25 => 8.0, :p75 => 36.25, :p50 => 20.5, :p90 => 51.1, :p99 => 55.51, :p95 => 53.64999999999999)",5.175125687039322,0,30,"Dict{String, Real}(""red_transmission_rate"" => 0.42857142857142855, ""blue_transmission_rate"" => 0.5714285714285714, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 14)",0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 50, ""max_degree"" => 0)",0.426934763181412
17,50,3.884297118205747,"Dict{String, Real}(""unique_cultures"" => 49, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02392578125)",0.0,0.0,"Dict(:p25 => 8.25, :p75 => 37.25, :p50 => 21.0, :p90 => 53.0, :p99 => 58.019999999999996, :p95 => 56.099999999999994)",5.485370014457761,0,33,"Dict{String, Real}(""red_transmission_rate"" => 0.4, ""blue_transmission_rate"" => 0.6, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 4, ""total_transmissions"" => 10)",0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 50, ""max_degree"" => 0)",0.41506756756756746
18,50,3.8565712309833495,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(:p25 => 10.0, :p75 => 38.5, :p50 => 22.0, :p90 => 47.70000000000001, :p99 => 60.019999999999996, :p95 => 58.0)",6.436245208024831,0,38,"Dict{String, Real}(""red_transmission_rate"" => 0.4, ""blue_transmission_rate"" => 0.6, ""blue_initiated_transmissions"" => 12, ""red_initiated_transmissions"" => 8, ""total_transmissions"" => 20)",7.0,0.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0008163265306122449, ""avg_degree"" => 0.02, ""n_nodes"" => 50, ""max_degree"" => 1)",0.38129541864139016
19,50,3.8842971182057475,"Dict{String, Real}(""unique_cultures"" => 49, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02392578125)",0.0,0.0,"Dict(:p25 => 14.0, :p75 => 39.75, :p50 => 22.5, :p90 => 48.70000000000001, :p99 => 62.019999999999996, :p95 => 61.0)",6.814025115949857,0,39,"Dict{String, Real}(""red_transmission_rate"" => 0.42857142857142855, ""blue_transmission_rate"" => 0.5714285714285714, ""blue_initiated_transmissions"" => 12, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 21)",28.0,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.08, ""n_nodes"" => 50, ""max_degree"" => 2)",0.3776524390243903
20,50,3.8842971182057475,"Dict{String, Real}(""unique_cultures"" => 49, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02392578125)",0.0,0.0,"Dict(:p25 => 14.25, :p75 => 40.75, :p50 => 23.0, :p90 => 50.60000000000001, :p99 => 64.50999999999999, :p95 => 63.0)",7.188298906422175,0,40,"Dict{String, Real}(""red_transmission_rate"" => 0.5789473684210527, ""blue_transmission_rate"" => 0.42105263157894735, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 19)",28.0,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.08, ""n_nodes"" => 50, ""max_degree"" => 2)",0.37808682855040465
21,50,3.8842971182057475,"Dict{String, Real}(""unique_cultures"" => 49, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02392578125)",0.0,0.0,"Dict(:p25 => 13.75, :p75 => 42.0, :p50 => 24.0, :p90 => 52.50000000000001, :p99 => 67.0, :p95 => 64.1)",7.644748363933518,0,40,"Dict{String, Real}(""red_transmission_rate"" => 0.6923076923076923, ""blue_transmission_rate"" => 0.3076923076923077, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 9, ""total_transmissions"" => 13)",37.0,0.25,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 2)",0.389106628242075
22,50,3.8565712309833495,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(:p25 => 11.75, :p75 => 43.75, :p50 => 24.5, :p90 => 54.400000000000006, :p99 => 69.50999999999999, :p95 => 65.64999999999999)",7.0437739312040115,0,40,"Dict{String, Real}(""red_transmission_rate"" => 0.4666666666666667, ""blue_transmission_rate"" => 0.5333333333333333, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 15)",37.0,0.25,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4012129760225669
23,50,3.8565712309833495,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(:p25 => 12.75, :p75 => 44.75, :p50 => 25.5, :p90 => 56.300000000000004, :p99 => 72.02, :p95 => 67.19999999999999)",8.436435498220627,0,41,"Dict{String, Real}(""red_transmission_rate"" => 0.6470588235294118, ""blue_transmission_rate"" => 0.35294117647058826, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 17)",37.0,0.25,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4001089918256131
24,50,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(:p25 => 11.5, :p75 => 46.0, :p50 => 27.0, :p90 => 58.300000000000004, :p99 => 75.02, :p95 => 69.19999999999999)",8.390189915063356,0,43,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 11, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 22)",37.0,0.25,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 2)",0.40246864686468653
25,50,3.7456676820937584,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,"Dict(:p25 => 16.25, :p75 => 47.75, :p50 => 27.5, :p90 => 60.300000000000004, :p99 => 78.02, :p95 => 71.64999999999999)",7.5903839066461,0,44,"Dict{String, Real}(""red_transmission_rate"" => 0.8235294117647058, ""blue_transmission_rate"" => 0.17647058823529413, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 14, ""total_transmissions"" => 17)",37.0,0.25,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 2)",0.3991969407265774
26,50,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(:p25 => 16.0, :p75 => 49.5, :p50 => 29.0, :p90 => 63.2, :p99 => 80.50999999999999, :p95 => 73.64999999999999)",7.654580539984696,0,44,"Dict{String, Real}(""red_transmission_rate"" => 0.7777777777777778, ""blue_transmission_rate"" => 0.2222222222222222, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 14, ""total_transmissions"" => 18)",38.0,0.2,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4098503740648378
27,50,3.8011194565385535,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,"Dict(:p25 => 15.5, :p75 => 51.25, :p50 => 30.0, :p90 => 65.2, :p99 => 83.0, :p95 => 74.74999999999999)",7.217428218337271,0,46,"Dict{String, Real}(""red_transmission_rate"" => 0.6666666666666666, ""blue_transmission_rate"" => 0.3333333333333333, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 12, ""total_transmissions"" => 18)",38.0,0.2,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 2)",0.40138637733574445
28,50,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(:p25 => 15.5, :p75 => 53.0, :p50 => 31.5, :p90 => 69.17, :p99 => 84.53, :p95 => 77.19999999999999)",6.772718348324586,0,46,"Dict{String, Real}(""red_transmission_rate"" => 0.55, ""blue_transmission_rate"" => 0.45, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 20)",39.7,0.16666666666666666,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 2)",0.40690375586854466
29,50,3.8288453437609515,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(:p25 => 14.75, :p75 => 54.75, :p50 => 31.5, :p90 => 71.07000000000001, :p99 => 87.03999999999999, :p95 => 79.64999999999999)",6.854751292254441,0,48,"Dict{String, Real}(""red_transmission_rate"" => 0.5714285714285714, ""blue_transmission_rate"" => 0.42857142857142855, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 12, ""total_transmissions"" => 21)",38.7,0.2,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 2)",0.40522411831626837
30,50,3.8565712309833495,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(:p25 => 17.25, :p75 => 56.75, :p50 => 33.0, :p90 => 73.07000000000001, :p99 => 89.03999999999999, :p95 => 81.64999999999999)",7.122514782944775,0,48,"Dict{String, Real}(""red_transmission_rate"" => 0.7222222222222222, ""blue_transmission_rate"" => 0.2777777777777778, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 13, ""total_transmissions"" => 18)",39.7,0.16666666666666666,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 3)",0.40527654867256646
31,50,3.8565712309833495,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(:p25 => 19.0, :p75 => 58.5, :p50 => 34.0, :p90 => 75.0, :p99 => 91.54999999999998, :p95 => 83.1)",6.7310283599002085,0,51,"Dict{String, Real}(""red_transmission_rate"" => 0.7894736842105263, ""blue_transmission_rate"" => 0.21052631578947367, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 15, ""total_transmissions"" => 19)",30.7,0.2,"Dict{String, Real}(""n_edges"" => 3, ""density"" => 0.0024489795918367346, ""avg_degree"" => 0.12, ""n_nodes"" => 50, ""max_degree"" => 3)",0.3784218832193582
32,50,3.8011194565385535,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,"Dict(:p25 => 19.5, :p75 => 59.5, :p50 => 34.45, :p90 => 76.2, :p99 => 93.54999999999998, :p95 => 85.1)",6.394423576462706,0,51,"Dict{String, Real}(""red_transmission_rate"" => 0.6470588235294118, ""blue_transmission_rate"" => 0.35294117647058826, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 11, ""total_transmissions"" => 17)",39.6,0.16666666666666666,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 3)",0.3800226104830422
33,50,3.8011194565385535,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,"Dict(:p25 => 20.25, :p75 => 60.5, :p50 => 34.45, :p90 => 79.19999999999999, :p99 => 96.05999999999999, :p95 => 87.55)",5.977076726832105,0,51,"Dict{String, Real}(""red_transmission_rate"" => 0.6086956521739131, ""blue_transmission_rate"" => 0.391304347826087, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 14, ""total_transmissions"" => 23)",39.6,0.16666666666666666,"Dict{String, Real}(""n_edges"" => 4, ""density"" => 0.0032653061224489797, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 3)",0.38451580531861507
34,50,3.790654493663263,"Dict{String, Real}(""unique_cultures"" => 46, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0224609375)",0.0,0.0,"Dict(:p25 => 21.475, :p75 => 61.5, :p50 => 35.0, :p90 => 81.20000000000002, :p99 => 98.05999999999999, :p95 => 90.0)",5.650250966747395,0,51,"Dict{String, Real}(""red_transmission_rate"" => 0.5, ""blue_transmission_rate"" => 0.5, ""blue_initiated_transmissions"" => 10, ""red_initiated_transmissions"" => 10, ""total_transmissions"" => 20)",52.599999999999994,0.2857142857142857,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.16, ""n_nodes"" => 50, ""max_degree"" => 3)",0.3835198432141109
35,50,3.7524636435655747,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(:p25 => 22.0, :p75 => 62.75, :p50 => 35.0, :p90 => 83.19999999999999, :p99 => 100.54999999999998, :p95 => 92.0)",5.4056993145456484,0,52,"Dict{String, Real}(""red_transmission_rate"" => 0.42857142857142855, ""blue_transmission_rate"" => 0.5714285714285714, ""blue_initiated_transmissions"" => 8, ""red_initiated_transmissions"" => 6, ""total_transmissions"" => 14)",35.6,0.14285714285714285,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.004081632653061225, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 3)",0.3754267280231509
36,50,3.7247377563431767,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,"Dict(:p25 => 22.225, :p75 => 64.0, :p50 => 36.5, :p90 => 85.10000000000001, :p99 => 103.03999999999999, :p95 => 94.0)",5.257344721482857,0,53,"Dict{String, Real}(""red_transmission_rate"" => 0.5833333333333334, ""blue_transmission_rate"" => 0.4166666666666667, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 7, ""total_transmissions"" => 12)",35.6,0.14285714285714285,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.14, ""n_nodes"" => 50, ""max_degree"" => 2)",0.36868150606018735
37,50,3.7733935693161555,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(:p25 => 22.25, :p75 => 65.0, :p50 => 38.0, :p90 => 88.1, :p99 => 105.54999999999998, :p95 => 95.55)",5.0586588947010585,0,53,"Dict{String, Real}(""red_transmission_rate"" => 0.6842105263157895, ""blue_transmission_rate"" => 0.3157894736842105, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 13, ""total_transmissions"" => 19)",37.7,0.1111111111111111,"Dict{String, Real}(""n_edges"" => 8, ""density"" => 0.006530612244897959, ""avg_degree"" => 0.18, ""n_nodes"" => 50, ""max_degree"" => 2)",0.3721675165846836
