time,nagents,#133,#134,#135,#136,#137,#138,#139,#140,#141,total_attacks,red_initiated_attacks,blue_initiated_attacks,red_attack_rate,blue_attack_rate
130,266,323,29,29,0.3358565055377214,"Dict(:p25 => 11.953125, :p75 => 24.1953125, :p50 => 18.234375, :p90 => 38.625, :p99 => 87.35624999999987, :p95 => 48.08593750000007)",2.518846678898073,21.49624060150376,0.381850481397618,49,0,0,0,0.0,0.0
131,275,337,31,32,0.3249951855627442,"Dict(:p25 => 12.1171875, :p75 => 23.8125, :p50 => 17.1875, :p90 => 34.77499999999999, :p99 => 87.74749999999997, :p95 => 44.15625000000001)",2.7189661776749894,21.003636363636364,0.3957630319818686,49,0,0,0,0.0,0.0
132,290,355,33,32,0.32740083341466253,"Dict(:p25 => 12.01953125, :p75 => 23.078125, :p50 => 16.015625, :p90 => 33.14687500000004, :p99 => 88.20625000000003, :p95 => 43.60000000000002)",2.510238163468421,20.451724137931034,0.411892511002971,50,1,0,1,0.0,1.0
133,306,372,34,32,0.32204632100796937,"Dict(:p25 => 11.9453125, :p75 => 22.1171875, :p50 => 15.9921875, :p90 => 30.953125000000014, :p99 => 80.79531249999982, :p95 => 41.89062500000007)",2.6737684194901994,20.133986928104576,0.4253771085883902,50,0,0,0,0.0,0.0
134,318,387,35,34,0.3152878076743595,"Dict(:p25 => 11.78125, :p75 => 21.2109375, :p50 => 15.796875, :p90 => 29.168750000000014, :p99 => 79.63406249999971, :p95 => 39.064062500000006)",2.7244467720843035,19.927672955974842,0.4336957848633809,50,0,0,0,0.0,0.0
135,331,400,35,34,0.3166994584024081,"Dict(:p25 => 11.140625, :p75 => 20.28125, :p50 => 15.625, :p90 => 26.750000000000018, :p99 => 77.64687499999981, :p95 => 37.31250000000012)",2.9995524958400477,20.10574018126888,0.43602770104480415,50,0,0,0,0.0,0.0
136,337,408,36,34,0.3168154628095281,"Dict(:p25 => 11.0625, :p75 => 20.75, :p50 => 15.6875, :p90 => 27.337500000000023, :p99 => 65.65999999999998, :p95 => 35.67500000000015)",3.1387642921436085,20.468842729970326,0.42442440203284315,51,1,0,1,0.0,1.0
137,338,411,36,36,0.32132358890763224,"Dict(:p25 => 11.1640625, :p75 => 20.8671875, :p50 => 15.625, :p90 => 27.75, :p99 => 67.0196875, :p95 => 35.192187500000045)",3.135075786348503,21.218934911242602,0.4112500288762677,51,0,0,0,0.0,0.0
138,340,418,37,40,0.31557113683246274,"Dict(:p25 => 11.015625, :p75 => 21.0, :p50 => 15.96875, :p90 => 27.75625, :p99 => 68.23218750000002, :p95 => 35.940625)",2.924569168404166,21.41176470588235,0.40561489980607623,51,0,0,0,0.0,0.0
139,347,427,37,42,0.31655762365144224,"Dict(:p25 => 10.734375, :p75 => 20.15625, :p50 => 15.875, :p90 => 26.93750000000001, :p99 => 69.17437499999986, :p95 => 34.41875000000009)",3.0442397325257007,21.69164265129683,0.40331961518743853,51,0,0,0,0.0,0.0
140,348,432,38,45,0.31335566961645034,"Dict(:p25 => 11.0, :p75 => 19.8125, :p50 => 15.8984375, :p90 => 25.834375, :p99 => 70.66468749999987, :p95 => 34.32187500000006)",3.045728275980818,22.086206896551722,0.39436458585695444,51,0,0,0,0.0,0.0
141,348,439,38,51,0.3083577959684558,"Dict(:p25 => 11.17578125, :p75 => 19.6171875, :p50 => 15.96875, :p90 => 26.768750000000004, :p99 => 71.72468749999982, :p95 => 31.847656250000014)",2.934268842461005,22.436781609195403,0.3904174321650651,52,1,0,1,0.0,1.0
142,348,447,38,58,0.2955783371890688,"Dict(:p25 => 11.40625, :p75 => 19.515625, :p50 => 15.96875, :p90 => 25.2640625, :p99 => 72.78468749999976, :p95 => 30.78125000000002)",3.235837090856852,22.695402298850574,0.3898207897823689,53,1,0,1,0.0,1.0
143,355,461,40,62,0.2924616180477817,"Dict(:p25 => 11.46875, :p75 => 19.171875, :p50 => 15.875, :p90 => 24.962500000000002, :p99 => 73.07687499999977, :p95 => 30.868750000000002)",2.8970710331535816,22.529577464788733,0.39689006758731926,54,1,0,1,0.0,1.0
144,355,464,41,64,0.293676399927012,"Dict(:p25 => 11.4375, :p75 => 19.25, :p50 => 15.875, :p90 => 25.056250000000002, :p99 => 74.53687499999975, :p95 => 31.353125)",2.8740036767778654,23.12112676056338,0.3852771600362408,54,0,0,0,0.0,0.0
145,355,468,41,68,0.2880620757147243,"Dict(:p25 => 11.75, :p75 => 19.21875, :p50 => 15.875, :p90 => 25.42500000000002, :p99 => 75.45687499999971, :p95 => 31.353125)",2.8911790986508143,23.7943661971831,0.3787166708073706,54,0,0,0,0.0,0.0
146,357,473,42,70,0.2898246627038341,"Dict(:p25 => 11.875, :p75 => 19.5625, :p50 => 15.9375, :p90 => 25.39375000000002, :p99 => 75.70749999999995, :p95 => 31.450000000000017)",2.8747351827999372,24.254901960784313,0.37213527286419823,54,0,0,0,0.0,0.0
147,355,479,44,76,0.2790639443450724,"Dict(:p25 => 12.078125, :p75 => 19.40625, :p50 => 16.015625, :p90 => 25.925, :p99 => 65.90874999999991, :p95 => 31.843750000000004)",2.913171742856661,24.619718309859156,0.368986366712863,54,0,0,0,0.0,0.0
148,359,490,46,80,0.2712237900984007,"Dict(:p25 => 12.2265625, :p75 => 19.375, :p50 => 15.9375, :p90 => 26.1625, :p99 => 52.07562500000015, :p95 => 32.346875)",2.9570307249592993,24.618384401114206,0.3738774259796107,55,1,0,1,0.0,1.0
149,357,494,48,84,0.26491397225521407,"Dict(:p25 => 12.75, :p75 => 19.4375, :p50 => 16.3125, :p90 => 25.97187500000001, :p99 => 52.26374999999998, :p95 => 32.57500000000001)",3.059560000824576,25.053221288515406,0.3670119210474887,55,0,0,0,0.0,0.0
150,361,508,51,90,0.24705140493011202,"Dict(:p25 => 12.9375, :p75 => 19.3125, :p50 => 16.078125, :p90 => 26.187500000000036, :p99 => 46.98749999999984, :p95 => 32.37500000000001)",3.2972007427652628,24.74792243767313,0.37647643196925196,56,1,0,1,0.0,1.0
