Architecture,N_Runs,Mean,Std,Min,Max,Median,Q25,Q75
bigfive,1,16.000,N/A,16.000,16.000,16.000,16.000,16.000
llm,1,17.000,N/A,17.000,17.000,17.000,17.000,17.000
rule,1,16.000,N/A,16.000,16.000,16.000,16.000,16.000
schwartz,1,21.000,N/A,21.000,21.000,21.000,21.000,21.000
