Architecture,N_Runs,Mean,Std,Min,Max,Median,Q25,Q75
bigfive,1,12.000,N/A,12.000,12.000,12.000,12.000,12.000
llm,1,11.000,N/A,11.000,11.000,11.000,11.000,11.000
rule,1,6.000,N/A,6.000,6.000,6.000,6.000,6.000
schwartz,1,7.000,N/A,7.000,7.000,7.000,7.000,7.000
