Architecture,N_Runs,Mean,Std,Min,Max,Median,Q25,Q75
bigfive,1,129.000,N/A,129.000,129.000,129.000,129.000,129.000
llm,1,143.000,N/A,143.000,143.000,143.000,143.000,143.000
rule,1,102.000,N/A,102.000,102.000,102.000,102.000,102.000
schwartz,1,133.000,N/A,133.000,133.000,133.000,133.000,133.000
