Architecture,N_Runs,Mean,Std,Min,Max,Median,Q25,Q75
bigfive,1,5.731,NaN,5.731,5.731,5.731,5.731,5.731
llm,1,4.629,NaN,4.629,4.629,4.629,4.629,4.629
rule,1,4.623,NaN,4.623,4.623,4.623,4.623,4.623
schwartz,1,4.674,NaN,4.674,4.674,4.674,4.674,4.674
