time,nagents,#133,#134,#135,#136,#137,#138,#139,#140,#141,#142
139,821,1116,100,139,0.24875822613402154,"Dict(:p25 => 11.8125, :p75 => 18.0, :p50 => 14.625, :p90 => 25.0, :p99 => 57.087499999999565, :p95 => 31.25)",2.6517846571504853,33.26309378806334,0.30399315560730544,106,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
140,828,1130,106,140,0.2486312208710897,"Dict(:p25 => 11.5625, :p75 => 17.7265625, :p50 => 14.5, :p90 => 25.22500000000001, :p99 => 55.688125000000156, :p95 => 30.82499999999999)",2.679083597554893,33.3756038647343,0.3055286345730097,106,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
141,835,1141,110,140,0.24795078036776652,"Dict(:p25 => 11.5625, :p75 => 17.5625, :p50 => 14.375, :p90 => 24.975, :p99 => 54.42874999999976, :p95 => 30.281249999999986)",2.7714133133504775,33.72934131736527,0.30474219860236906,106,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
142,846,1159,114,141,0.2487539457509631,"Dict(:p25 => 11.2578125, :p75 => 17.2421875, :p50 => 14.125, :p90 => 24.96875, :p99 => 52.73749999999967, :p95 => 30.0)",2.7043323488414424,33.858156028368796,0.30825404418403735,108,"Dict{String, Real}(""total_attacks"" => 2, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 2)"
143,847,1167,120,142,0.24761401897464674,"Dict(:p25 => 11.25, :p75 => 17.3125, :p50 => 14.0625, :p90 => 24.962500000000006, :p99 => 52.12499999999977, :p95 => 30.80625000000002)",2.707734477062286,34.25383707201889,0.3039673905900018,108,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
144,848,1171,123,142,0.24692264225314742,"Dict(:p25 => 11.3125, :p75 => 17.40625, :p50 => 14.0078125, :p90 => 24.762500000000017, :p99 => 51.53249999999986, :p95 => 30.78437499999999)",2.6708734604375692,34.989386792452834,0.2986966579399364,108,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
145,851,1178,126,143,0.24664889513887123,"Dict(:p25 => 11.28125, :p75 => 17.34375, :p50 => 13.96875, :p90 => 25.0, :p99 => 50.875, :p95 => 30.71875)",2.6799461934705775,35.60634547591069,0.2960735784103645,108,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
146,851,1185,133,143,0.24139481984426214,"Dict(:p25 => 11.453125, :p75 => 17.4921875, :p50 => 14.0, :p90 => 25.0625, :p99 => 47.5625, :p95 => 30.0)",2.882577216094152,36.010575793184486,0.2927061901970922,108,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
147,850,1194,143,143,0.24181886279377873,"Dict(:p25 => 11.375, :p75 => 17.625, :p50 => 14.0390625, :p90 => 25.06875, :p99 => 45.94624999999999, :p95 => 30.0)",2.898499307862414,36.23058823529412,0.2913292788215429,108,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
148,853,1201,147,143,0.24370003085809544,"Dict(:p25 => 11.28125, :p75 => 17.625, :p50 => 14.0, :p90 => 25.112500000000004, :p99 => 45.920000000000016, :p95 => 30.19999999999999)",2.8723253949575325,36.79718640093787,0.2894544117561375,108,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
149,850,1202,151,143,0.24298009718073654,"Dict(:p25 => 11.2890625, :p75 => 17.6484375, :p50 => 14.0, :p90 => 25.125, :p99 => 45.94624999999999, :p95 => 30.274999999999977)",2.9319055554068725,37.56117647058824,0.28157664819929273,108,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
150,857,1213,155,143,0.2430377806074029,"Dict(:p25 => 11.28125, :p75 => 17.59375, :p50 => 14.0, :p90 => 25.0, :p99 => 45.88499999999995, :p95 => 30.525000000000006)",2.9237323336017247,37.92882147024504,0.28343931289989155,108,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
