time,nagents,calculate_cultural_entropy,calculate_spatial_segregation,calculate_clustering_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,deaths_age,deaths_starvation,calculate_total_credit_outstanding,calculate_credit_default_rate,calculate_gini_coefficient,calculate_cultural_diversity_diversity_ratio,calculate_cultural_diversity_max_possible,calculate_cultural_diversity_unique_cultures,calculate_cultural_initiation_by_tribe_blue_initiated_transmissions,calculate_cultural_initiation_by_tribe_blue_transmission_rate,calculate_cultural_initiation_by_tribe_red_initiated_transmissions,calculate_cultural_initiation_by_tribe_red_transmission_rate,calculate_cultural_initiation_by_tribe_total_transmissions,calculate_credit_network_metrics_avg_degree,calculate_credit_network_metrics_density,calculate_credit_network_metrics_max_degree,calculate_credit_network_metrics_n_edges,calculate_credit_network_metrics_n_nodes
0,50,3.884297118205747,0.0,0.0,"Dict(:p25 => 10.25, :p75 => 19.0, :p50 => 14.0, :p90 => 23.1, :p99 => 25.0, :p95 => 24.549999999999997)",9.797632143947327,0,0,0.0,0.0,0.23110204081632646,0.02392578125,2048.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
1,50,3.884297118205747,0.0,0.0,"Dict(:p25 => 8.25, :p75 => 19.75, :p50 => 13.0, :p90 => 23.0, :p99 => 24.509999999999998, :p95 => 23.0)",25.467857350961356,0,0,0.0,0.0,0.2610510948905109,0.02392578125,2048.0,49.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,50.0
2,50,3.884297118205747,0.0,0.0,"Dict(:p25 => 8.0, :p75 => 18.75, :p50 => 12.0, :p90 => 23.0, :p99 => 25.529999999999994, :p95 => 24.0)",10.788741200438297,0,1,0.0,0.0,0.30018547140649154,0.02392578125,2048.0,49.0,1.0,0.3333333333333333,2.0,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,50.0
3,50,3.884297118205747,0.0,0.0,"Dict(:p25 => 7.25, :p75 => 18.75, :p50 => 11.0, :p90 => 23.1, :p99 => 27.529999999999994, :p95 => 26.0)",7.532622407904838,0,4,0.0,0.0,0.32171253822629975,0.02392578125,2048.0,49.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,50.0
4,50,3.912023005428145,0.0,0.0,"Dict(:p25 => 7.0, :p75 => 20.0, :p50 => 11.5, :p90 => 25.0, :p99 => 29.529999999999994, :p95 => 28.0)",5.465432604881165,0,7,0.0,0.0,0.3447488584474885,0.0244140625,2048.0,50.0,4.0,0.5,4.0,0.5,8.0,0.0,0.0,0.0,0.0,50.0
5,50,3.884297118205747,0.0,0.0,"Dict(:p25 => 6.25, :p75 => 20.75, :p50 => 11.5, :p90 => 25.1, :p99 => 32.019999999999996, :p95 => 30.0)",8.76010437464386,0,11,0.0,0.0,0.3502608695652174,0.02392578125,2048.0,49.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,50.0
6,50,3.884297118205747,0.0,0.0,"Dict(:p25 => 8.0, :p75 => 22.0, :p50 => 11.5, :p90 => 26.1, :p99 => 34.529999999999994, :p95 => 32.0)",6.174460450605707,0,14,0.0,0.0,0.35080932784636487,0.02392578125,2048.0,49.0,6.0,0.75,2.0,0.25,8.0,0.0,0.0,0.0,0.0,50.0
7,50,3.884297118205747,0.0,0.0,"Dict(:p25 => 7.25, :p75 => 23.0, :p50 => 11.0, :p90 => 28.1, :p99 => 37.529999999999994, :p95 => 33.55)",5.637435545174144,0,16,0.0,0.0,0.3592207792207791,0.02392578125,2048.0,49.0,4.0,0.6666666666666666,2.0,0.3333333333333333,6.0,0.0,0.0,0.0,0.0,50.0
8,50,3.884297118205747,0.0,0.0,"Dict(:p25 => 7.0, :p75 => 25.0, :p50 => 14.0, :p90 => 30.1, :p99 => 40.03999999999999, :p95 => 35.099999999999994)",6.322446242734717,0,19,0.0,0.0,0.35238554216867457,0.02392578125,2048.0,49.0,3.0,0.42857142857142855,4.0,0.5714285714285714,7.0,0.0,0.0,0.0,0.0,50.0
9,50,3.884297118205747,0.0,0.0,"Dict(:p25 => 6.5, :p75 => 26.0, :p50 => 15.0, :p90 => 32.1, :p99 => 42.54999999999999, :p95 => 37.099999999999994)",5.3799871238616355,0,20,0.0,0.0,0.3636004645760744,0.02392578125,2048.0,49.0,3.0,0.3333333333333333,6.0,0.6666666666666666,9.0,0.0,0.0,0.0,0.0,50.0
10,50,3.912023005428145,0.0,0.0,"Dict(:p25 => 5.5, :p75 => 26.0, :p50 => 15.0, :p90 => 34.1, :p99 => 45.03999999999999, :p95 => 38.64999999999999)",5.623323147343145,0,20,0.0,0.0,0.38828375286041195,0.0244140625,2048.0,50.0,9.0,0.6923076923076923,4.0,0.3076923076923077,13.0,0.0,0.0,0.0,0.0,50.0
11,50,3.8842971182057475,0.0,0.0,"Dict(:p25 => 9.0, :p75 => 26.75, :p50 => 15.0, :p90 => 36.1, :p99 => 48.03999999999999, :p95 => 40.19999999999999)",5.698090459883051,0,22,0.0,0.0,0.38555314533622553,0.02392578125,2048.0,49.0,6.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,50.0
12,50,3.884297118205747,0.0,0.0,"Dict(:p25 => 10.0, :p75 => 27.75, :p50 => 15.5, :p90 => 39.0, :p99 => 50.54999999999999, :p95 => 41.749999999999986)",5.939135224821024,0,23,0.0,0.0,0.39129265770423993,0.02392578125,2048.0,49.0,4.0,0.36363636363636365,7.0,0.6363636363636364,11.0,0.0,0.0,0.0,0.0,50.0
13,50,3.8842971182057475,0.0,0.0,"Dict(:p25 => 10.25, :p75 => 28.75, :p50 => 16.5, :p90 => 40.0, :p99 => 53.05999999999999, :p95 => 44.19999999999999)",5.413118838382441,0,24,0.0,0.0,0.3927667984189722,0.02392578125,2048.0,49.0,11.0,0.6875,5.0,0.3125,16.0,0.0,0.0,0.0,0.0,50.0
14,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 11.0, :p75 => 29.75, :p50 => 18.5, :p90 => 42.0, :p99 => 55.54999999999999, :p95 => 46.099999999999994)",5.866269979223941,0,28,0.0,0.0,0.3588817598533456,0.0234375,2048.0,48.0,6.0,0.46153846153846156,7.0,0.5384615384615384,13.0,0.0,0.0,0.0,0.0,50.0
15,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 10.0, :p75 => 31.0, :p50 => 20.0, :p90 => 43.1, :p99 => 58.03999999999999, :p95 => 48.55)",6.079161135262362,0,29,0.0,0.0,0.3622456140350876,0.0234375,2048.0,48.0,5.0,0.4166666666666667,7.0,0.5833333333333334,12.0,0.0,0.0,0.0,0.0,50.0
16,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 10.25, :p75 => 32.75, :p50 => 19.5, :p90 => 45.1, :p99 => 59.05999999999999, :p95 => 51.0)",6.414894828755245,0,29,0.0,0.0,0.381343669250646,0.0234375,2048.0,48.0,6.0,0.6,4.0,0.4,10.0,0.0,0.0,0.0,0.0,50.0
17,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 10.25, :p75 => 33.75, :p50 => 21.0, :p90 => 47.1, :p99 => 61.54999999999999, :p95 => 52.55)",6.802831425403454,0,31,0.0,0.0,0.3773223140495867,0.02294921875,2048.0,47.0,6.0,0.46153846153846156,7.0,0.5384615384615384,13.0,0.0,0.0,0.0,0.0,50.0
18,50,3.8842971182057475,0.0,0.0,"Dict(:p25 => 13.25, :p75 => 34.0, :p50 => 22.0, :p90 => 48.1, :p99 => 63.079999999999984, :p95 => 52.099999999999994)",8.227624721456918,0,33,6.0,0.0,0.36039463299131813,0.02392578125,2048.0,49.0,6.0,0.46153846153846156,7.0,0.5384615384615384,13.0,0.06,0.0016326530612244899,1.0,2.0,50.0
19,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 11.75, :p75 => 35.0, :p50 => 22.0, :p90 => 50.1, :p99 => 65.58999999999997, :p95 => 54.0)",8.593681639619623,0,34,7.0,0.0,0.36881720430107534,0.0234375,2048.0,48.0,7.0,0.7,3.0,0.3,10.0,0.08,0.0024489795918367346,1.0,3.0,50.0
20,50,3.8842971182057475,0.0,0.0,"Dict(:p25 => 14.0, :p75 => 37.75, :p50 => 22.0, :p90 => 51.1, :p99 => 67.58999999999997, :p95 => 55.19999999999999)",8.257139094729894,0,34,22.0,0.2,0.3725056433408578,0.02392578125,2048.0,49.0,6.0,0.6666666666666666,3.0,0.3333333333333333,9.0,0.16,0.004081632653061225,1.0,5.0,50.0
21,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 14.0, :p75 => 38.75, :p50 => 23.5, :p90 => 53.0, :p99 => 69.09999999999998, :p95 => 57.29999999999998)",10.484475197928157,0,35,23.0,0.16666666666666666,0.3804111600587372,0.02294921875,2048.0,47.0,6.0,0.5454545454545454,5.0,0.45454545454545453,11.0,0.18,0.004081632653061225,2.0,5.0,50.0
22,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 14.0, :p75 => 40.75, :p50 => 25.0, :p90 => 55.0, :p99 => 71.58999999999997, :p95 => 59.84999999999998)",10.498018979924948,0,35,23.0,0.16666666666666666,0.39655667144906737,0.0234375,2048.0,48.0,6.0,0.6666666666666666,3.0,0.3333333333333333,9.0,0.18,0.004081632653061225,2.0,5.0,50.0
23,50,3.8011194565385535,0.0,0.0,"Dict(:p25 => 14.0, :p75 => 43.25, :p50 => 25.5, :p90 => 57.0, :p99 => 74.07999999999998, :p95 => 62.39999999999998)",9.254409270979899,0,37,23.0,0.16666666666666666,0.3910620689655173,0.0224609375,2048.0,46.0,6.0,0.5454545454545454,5.0,0.45454545454545453,11.0,0.18,0.004081632653061225,2.0,5.0,50.0
24,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 14.0, :p75 => 43.5, :p50 => 26.0, :p90 => 58.1, :p99 => 71.53, :p95 => 64.94999999999997)",11.032963510639084,0,39,34.0,0.25,0.3774133333333334,0.02294921875,2048.0,47.0,9.0,0.5294117647058824,8.0,0.47058823529411764,17.0,0.24,0.005714285714285714,2.0,7.0,50.0
25,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 14.25, :p75 => 45.5, :p50 => 27.0, :p90 => 60.1, :p99 => 74.03999999999999, :p95 => 67.49999999999997)",8.426895481539306,0,40,35.0,0.2222222222222222,0.3780090497737556,0.0234375,2048.0,48.0,6.0,0.5454545454545454,5.0,0.45454545454545453,11.0,0.26,0.006530612244897959,2.0,8.0,50.0
26,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 15.0, :p75 => 47.25, :p50 => 27.5, :p90 => 61.300000000000004, :p99 => 76.03999999999999, :p95 => 69.49999999999997)",7.6594274078126645,0,42,36.0,0.2,0.3647124304267162,0.0234375,2048.0,48.0,5.0,0.5,5.0,0.5,10.0,0.3,0.006530612244897959,2.0,8.0,50.0
27,50,3.8842971182057475,0.0,0.0,"Dict(:p25 => 14.25, :p75 => 47.5, :p50 => 29.5, :p90 => 63.300000000000004, :p99 => 78.54999999999998, :p95 => 70.84999999999998)",7.897046661947132,0,42,36.0,0.1,0.3763547995139733,0.02392578125,2048.0,49.0,7.0,0.3888888888888889,11.0,0.6111111111111112,18.0,0.3,0.006530612244897959,2.0,8.0,50.0
28,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 15.25, :p75 => 49.25, :p50 => 31.0, :p90 => 64.5, :p99 => 83.826, :p95 => 74.39999999999998)",6.0736003577742785,0,44,40.6,0.09090909090909091,0.3642400932400933,0.0234375,2048.0,48.0,3.0,0.2,12.0,0.8,15.0,0.32,0.00816326530612245,2.0,10.0,50.0
29,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 15.25, :p75 => 51.25, :p50 => 31.5, :p90 => 65.60000000000001, :p99 => 85.80599999999998, :p95 => 75.94999999999997)",7.185188798880587,0,44,41.7,0.08333333333333333,0.37303432494279165,0.02294921875,2048.0,47.0,6.0,0.5,6.0,0.5,12.0,0.34,0.008979591836734694,2.0,11.0,50.0
30,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 17.0, :p75 => 51.75, :p50 => 32.0, :p90 => 67.60000000000001, :p99 => 87.33599999999998, :p95 => 80.875)",6.6315564119945805,0,45,39.7,0.07692307692307693,0.3730399113082039,0.0234375,2048.0,48.0,7.0,0.4375,9.0,0.5625,16.0,0.36,0.008979591836734694,3.0,11.0,50.0
31,50,3.8842971182057475,0.0,0.0,"Dict(:p25 => 17.0, :p75 => 54.5, :p50 => 32.5, :p90 => 69.60000000000001, :p99 => 89.89699999999999, :p95 => 82.875)",6.840017550866399,0,45,40.800000000000004,0.07142857142857142,0.3842227074235809,0.02392578125,2048.0,49.0,8.0,0.38095238095238093,13.0,0.6190476190476191,21.0,0.38,0.009795918367346938,3.0,12.0,50.0
32,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 17.25, :p75 => 55.0, :p50 => 32.5, :p90 => 71.60000000000001, :p99 => 90.91699999999997, :p95 => 84.875)",7.140633417895559,0,47,41.300000000000004,0.06666666666666667,0.3713593256059009,0.0234375,2048.0,48.0,10.0,0.5,10.0,0.5,20.0,0.4,0.010612244897959184,4.0,13.0,50.0
33,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 17.0, :p75 => 57.75, :p50 => 34.0, :p90 => 73.60000000000002, :p99 => 93.42699999999998, :p95 => 86.875)",6.765308149896478,0,48,31.300000000000004,0.0,0.3674288643937451,0.02294921875,2048.0,47.0,5.0,0.3333333333333333,10.0,0.6666666666666666,15.0,0.36,0.009795918367346938,4.0,12.0,50.0
34,50,3.8842971182057475,0.0,0.0,"Dict(:p25 => 15.25, :p75 => 59.75, :p50 => 34.0, :p90 => 76.59, :p99 => 100.118, :p95 => 88.6)",6.517396837617079,0,48,21.299999999999997,0.07692307692307693,0.3835382672392018,0.02392578125,2048.0,49.0,5.0,0.35714285714285715,9.0,0.6428571428571429,14.0,0.34,0.008979591836734694,4.0,11.0,50.0
35,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 15.25, :p75 => 60.25, :p50 => 35.05, :p90 => 78.59, :p99 => 97.18199999999999, :p95 => 91.14999999999999)",5.060900441579105,0,48,36.800000000000004,0.13333333333333333,0.38064237918215604,0.02294921875,2048.0,47.0,4.0,0.26666666666666666,11.0,0.7333333333333333,15.0,0.38,0.011428571428571429,4.0,14.0,50.0
36,50,3.8011194565385535,0.0,0.0,"Dict(:p25 => 15.25, :p75 => 61.5, :p50 => 36.0, :p90 => 80.59, :p99 => 100.47599999999997, :p95 => 93.42499999999998)",4.849787474714758,0,48,37.800000000000004,0.125,0.3865504007772649,0.0224609375,2048.0,46.0,5.0,0.35714285714285715,9.0,0.6428571428571429,14.0,0.38,0.011428571428571429,3.0,14.0,50.0
37,50,3.762928606440865,0.0,0.0,"Dict(:p25 => 16.0, :p75 => 63.0, :p50 => 37.5, :p90 => 82.38999999999999, :p99 => 103.47599999999997, :p95 => 95.42499999999998)",4.832062399926971,0,48,39.800000000000004,0.16666666666666666,0.39257880889739316,0.02197265625,2048.0,45.0,4.0,0.26666666666666666,11.0,0.7333333333333333,15.0,0.42,0.012244897959183673,3.0,15.0,50.0
38,50,3.790654493663263,0.0,0.0,"Dict(:p25 => 16.25, :p75 => 64.75, :p50 => 39.5, :p90 => 84.38999999999999, :p99 => 106.47599999999997, :p95 => 96.52499999999998)",5.972986216483185,0,48,29.200000000000003,0.06666666666666667,0.4042583313748531,0.0224609375,2048.0,46.0,4.0,0.2857142857142857,10.0,0.7142857142857143,14.0,0.34,0.009795918367346938,3.0,12.0,50.0
39,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 18.0, :p75 => 65.75, :p50 => 41.0, :p90 => 85.7, :p99 => 109.47599999999997, :p95 => 98.52499999999998)",6.051307398364034,0,49,30.41,0.06666666666666667,0.3999108879251312,0.0234375,2048.0,48.0,4.0,0.3333333333333333,8.0,0.6666666666666666,12.0,0.34,0.009795918367346938,3.0,12.0,50.0
40,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 16.75, :p75 => 66.75, :p50 => 39.95, :p90 => 87.7, :p99 => 112.47599999999997, :p95 => 100.52499999999998)",6.1607724694271,0,50,39.92,0.058823529411764705,0.3993527386541471,0.0234375,2048.0,48.0,9.0,0.47368421052631576,10.0,0.5263157894736842,19.0,0.38,0.00816326530612245,3.0,10.0,50.0
41,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 16.75, :p75 => 67.75, :p50 => 40.650000000000006, :p90 => 89.7, :p99 => 114.96599999999998, :p95 => 101.62499999999997)",5.200930853684914,0,50,37.82,0.06666666666666667,0.40542026042816137,0.02294921875,2048.0,47.0,8.0,0.5714285714285714,6.0,0.42857142857142855,14.0,0.34,0.007346938775510204,3.0,9.0,50.0
42,50,3.762928606440865,0.0,0.0,"Dict(:p25 => 19.25, :p75 => 67.75, :p50 => 42.650000000000006, :p90 => 90.9, :p99 => 117.45599999999999, :p95 => 103.62499999999997)",5.083126001220359,0,51,39.32,0.06666666666666667,0.40035704755756374,0.02197265625,2048.0,45.0,9.0,0.5,9.0,0.5,18.0,0.36,0.007346938775510204,3.0,9.0,50.0
43,50,3.8183803808856607,0.0,0.0,"Dict(:p25 => 18.25, :p75 => 69.0, :p50 => 43.150000000000006, :p90 => 90.30000000000001, :p99 => 120.45599999999999, :p95 => 105.62499999999997)",4.95186443693317,0,52,47.32,0.0625,0.39998054474708167,0.02294921875,2048.0,47.0,8.0,0.5,8.0,0.5,16.0,0.4,0.00816326530612245,3.0,10.0,50.0
44,50,3.8842971182057475,0.0,0.0,"Dict(:p25 => 19.0, :p75 => 70.75, :p50 => 45.150000000000006, :p90 => 92.30000000000001, :p99 => 123.45599999999997, :p95 => 107.62499999999997)",4.533342766776127,0,54,46.32,0.06666666666666667,0.3974733449045371,0.02392578125,2048.0,49.0,10.0,0.5263157894736842,9.0,0.47368421052631576,19.0,0.36,0.00816326530612245,3.0,10.0,50.0
45,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 19.25, :p75 => 72.8, :p50 => 46.150000000000006, :p90 => 96.03000000000002, :p99 => 126.45599999999999, :p95 => 109.44499999999996)",4.573566563439313,0,54,41.82,0.14285714285714285,0.40549541358876495,0.0234375,2048.0,48.0,9.0,0.5625,7.0,0.4375,16.0,0.36,0.00816326530612245,3.0,10.0,50.0
46,50,3.912023005428145,0.0,0.0,"Dict(:p25 => 19.25, :p75 => 75.375, :p50 => 46.650000000000006, :p90 => 98.12000000000002, :p99 => 127.47599999999997, :p95 => 111.44499999999996)",5.010444462949347,0,54,39.82,0.16666666666666666,0.41110165143498434,0.0244140625,2048.0,50.0,7.0,0.5,7.0,0.5,14.0,0.32,0.007346938775510204,3.0,9.0,50.0
47,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 19.25, :p75 => 77.375, :p50 => 48.650000000000006, :p90 => 99.22000000000001, :p99 => 128.456, :p95 => 113.89499999999998)",5.511119113499061,0,56,37.82,0.3,0.4001203206475208,0.0234375,2048.0,48.0,9.0,0.6,6.0,0.4,15.0,0.28,0.005714285714285714,3.0,7.0,50.0
48,50,3.790654493663263,0.0,0.0,"Dict(:p25 => 20.5, :p75 => 79.375, :p50 => 50.5, :p90 => 101.22000000000001, :p99 => 130.456, :p95 => 115.89499999999998)",5.656419674849098,0,57,37.82,0.3,0.3927271622750399,0.0224609375,2048.0,46.0,12.0,0.6666666666666666,6.0,0.3333333333333333,18.0,0.28,0.005714285714285714,3.0,7.0,50.0
49,50,3.8011194565385535,0.0,0.0,"Dict(:p25 => 19.0, :p75 => 81.39999999999999, :p50 => 52.0, :p90 => 101.24000000000001, :p99 => 131.98599999999996, :p95 => 117.89499999999998)",6.093400224741542,0,57,34.51,0.5,0.3977643216457689,0.0224609375,2048.0,46.0,9.0,0.6,6.0,0.4,15.0,0.24,0.004897959183673469,2.0,6.0,50.0
50,50,3.707476831996069,0.0,0.0,"Dict(:p25 => 19.25, :p75 => 83.39375, :p50 => 53.5, :p90 => 103.24000000000001, :p99 => 134.47599999999997, :p95 => 119.89499999999998)",5.864980071829263,0,58,32.2,0.5714285714285714,0.3983838899514489,0.02099609375,2048.0,43.0,12.0,0.6,8.0,0.4,20.0,0.22,0.004897959183673469,2.0,6.0,50.0
51,50,3.679750944773671,0.0,0.0,"Dict(:p25 => 21.0, :p75 => 85.39375, :p50 => 53.5, :p90 => 104.34000000000002, :p99 => 136.96599999999998, :p95 => 121.89499999999998)",5.983946402907458,0,59,33.2,0.5,0.3922991663073161,0.0205078125,2048.0,42.0,11.0,0.7857142857142857,3.0,0.21428571428571427,14.0,0.26,0.005714285714285714,3.0,7.0,50.0
52,50,3.679750944773671,0.0,0.0,"Dict(:p25 => 21.25, :p75 => 87.21875, :p50 => 55.0, :p90 => 105.54, :p99 => 138.49599999999998, :p95 => 123.89499999999998)",6.201341568525858,0,61,12.0,0.5,0.3825279045916121,0.0205078125,2048.0,42.0,5.0,0.45454545454545453,6.0,0.5454545454545454,11.0,0.06,0.0016326530612244899,1.0,2.0,50.0
53,50,3.5756433573558963,0.0,0.0,"Dict(:p25 => 22.25, :p75 => 88.9, :p50 => 56.5, :p90 => 107.64000000000001, :p99 => 141.00599999999997, :p95 => 125.89499999999998)",5.98371631195083,0,61,12.0,0.5,0.38463053267128866,0.01904296875,2048.0,39.0,7.0,0.4117647058823529,10.0,0.5882352941176471,17.0,0.06,0.0016326530612244899,1.0,2.0,50.0
54,50,3.6124497780727456,0.0,0.0,"Dict(:p25 => 23.25, :p75 => 90.25, :p50 => 56.5, :p90 => 109.70000000000002, :p99 => 143.00599999999997, :p95 => 128.075)",6.097302723996922,0,61,12.0,0.5,0.38578569298231025,0.02001953125,2048.0,41.0,6.0,0.5454545454545454,5.0,0.45454545454545453,11.0,0.06,0.0016326530612244899,1.0,2.0,50.0
55,50,3.6692859818983807,0.0,0.0,"Dict(:p25 => 24.25, :p75 => 92.5, :p50 => 58.0, :p90 => 111.70000000000002, :p99 => 147.231, :p95 => 133.70499999999996)",5.911832283896205,0,61,1.0,0.0,0.3940331520036646,0.0205078125,2048.0,42.0,6.0,0.375,10.0,0.625,16.0,0.04,0.0008163265306122449,1.0,1.0,50.0
56,50,3.6415600946759827,0.0,0.0,"Dict(:p25 => 25.25, :p75 => 94.5, :p50 => 58.0, :p90 => 113.70000000000002, :p99 => 148.21099999999998, :p95 => 136.25499999999997)",6.035646161010411,0,62,1.0,0.0,0.38993511749078724,0.02001953125,2048.0,41.0,4.0,0.25,12.0,0.75,16.0,0.04,0.0008163265306122449,1.0,1.0,50.0
57,50,3.6347641332041665,0.0,0.0,"Dict(:p25 => 26.25, :p75 => 95.5, :p50 => 59.5, :p90 => 114.80000000000003, :p99 => 149.19099999999997, :p95 => 138.80499999999995)",6.196381899168632,0,62,1.0,0.0,0.3898464598616196,0.02001953125,2048.0,41.0,7.0,0.3684210526315789,12.0,0.631578947368421,19.0,0.04,0.0008163265306122449,1.0,1.0,50.0
58,50,3.5583824330087888,0.0,0.0,"Dict(:p25 => 26.5, :p75 => 98.15, :p50 => 59.5, :p90 => 116.71000000000002, :p99 => 151.19099999999997, :p95 => 141.35499999999996)",5.991141752282454,0,63,1.0,0.0,0.38728559631945214,0.01953125,2048.0,40.0,6.0,0.42857142857142855,8.0,0.5714285714285714,14.0,0.04,0.0008163265306122449,1.0,1.0,50.0
59,50,3.5479174701334983,0.0,0.0,"Dict(:p25 => 26.75, :p75 => 98.65, :p50 => 61.0, :p90 => 117.94000000000001, :p99 => 153.43599999999998, :p95 => 143.89999999999995)",6.101395030803361,0,64,1.0,0.0,0.3775883064392991,0.01953125,2048.0,40.0,7.0,0.4117647058823529,10.0,0.5882352941176471,17.0,0.04,0.0008163265306122449,1.0,1.0,50.0
60,50,3.6415600946759827,0.0,0.0,"Dict(:p25 => 21.5, :p75 => 90.475, :p50 => 55.0, :p90 => 114.37, :p99 => 154.456, :p95 => 128.54999999999993)",7.939714490541205,4,64,1.0,0.0,0.40681015793620046,0.02001953125,2048.0,41.0,6.0,0.375,10.0,0.625,16.0,0.04,0.0008163265306122449,1.0,1.0,50.0
61,50,3.6347641332041674,0.0,0.0,"Dict(:p25 => 20.5, :p75 => 91.475, :p50 => 55.650000000000006, :p90 => 115.02999999999999, :p99 => 155.476, :p95 => 130.09999999999994)",8.260115739631933,5,64,0.0,0.0,0.4116372688424763,0.02001953125,2048.0,41.0,3.0,0.2,12.0,0.8,15.0,0.0,0.0,0.0,0.0,50.0
62,50,3.6070382459817694,0.0,0.0,"Dict(:p25 => 20.25, :p75 => 86.30250000000001, :p50 => 50.0, :p90 => 116.37, :p99 => 156.94599999999997, :p95 => 132.19999999999993)",5.90776307556461,6,64,2.2,0.0,0.427630924203398,0.01953125,2048.0,40.0,4.0,0.4,6.0,0.6,10.0,0.04,0.0008163265306122449,1.0,1.0,50.0
63,50,3.6138342074535847,0.0,0.0,"Dict(:p25 => 22.0, :p75 => 87.55250000000001, :p50 => 51.5, :p90 => 118.37, :p99 => 159.94599999999997, :p95 => 134.19999999999993)",5.961218475546764,6,65,2.4000000000000004,0.0,0.41997225774054936,0.01953125,2048.0,40.0,5.0,0.38461538461538464,8.0,0.6153846153846154,13.0,0.06,0.0016326530612244899,2.0,2.0,50.0
64,50,3.6033692445782943,0.0,0.0,"Dict(:p25 => 23.25, :p75 => 88.80250000000001, :p50 => 52.0, :p90 => 120.37, :p99 => 162.456, :p95 => 136.74999999999991)",5.5918413222374195,6,65,2.6000000000000005,0.0,0.4230074880190686,0.01953125,2048.0,40.0,5.0,0.38461538461538464,8.0,0.6153846153846154,13.0,0.1,0.0016326530612244899,3.0,2.0,50.0
65,50,3.6415600946759827,0.0,0.0,"Dict(:p25 => 23.25, :p75 => 90.1575, :p50 => 54.0, :p90 => 122.28999999999999, :p99 => 165.45599999999996, :p95 => 138.8499999999999)",5.595240144084959,6,65,2.6000000000000005,0.0,0.42476818978979036,0.02001953125,2048.0,41.0,4.0,0.3076923076923077,9.0,0.6923076923076923,13.0,0.1,0.0016326530612244899,3.0,2.0,50.0
66,50,3.6970118691207787,0.0,0.0,"Dict(:p25 => 22.25, :p75 => 91.9075, :p50 => 55.5, :p90 => 123.69250000000001, :p99 => 167.94599999999997, :p95 => 141.3549999999999)",5.6437045362687295,6,66,2.6000000000000005,0.0,0.4228740715083317,0.02099609375,2048.0,43.0,4.0,0.2857142857142857,10.0,0.7142857142857143,14.0,0.1,0.0016326530612244899,3.0,2.0,50.0
67,50,3.7179417948713605,0.0,0.0,"Dict(:p25 => 21.5, :p75 => 92.0945, :p50 => 47.5, :p90 => 125.3125, :p99 => 170.94599999999997, :p95 => 142.45499999999993)",5.421022082152075,7,67,3.6000000000000005,0.0,0.4280010504281184,0.02099609375,2048.0,43.0,6.0,0.42857142857142855,8.0,0.5714285714285714,14.0,0.14,0.0024489795918367346,3.0,3.0,50.0
68,50,3.7456676820937584,0.0,0.0,"Dict(:p25 => 20.0, :p75 => 90.75, :p50 => 39.05, :p90 => 127.3125, :p99 => 173.43599999999998, :p95 => 144.90499999999992)",3.3531356353422863,9,68,3.6000000000000005,0.0,0.4391530291948824,0.021484375,2048.0,44.0,7.0,0.4666666666666667,8.0,0.5333333333333333,15.0,0.14,0.0024489795918367346,3.0,3.0,50.0
69,50,3.735202719218467,0.0,0.0,"Dict(:p25 => 19.25, :p75 => 89.5, :p50 => 34.0, :p90 => 128.22, :p99 => 175.926, :p95 => 147.45499999999993)",3.3296336519432055,11,68,3.6000000000000005,0.0,0.4624375390756721,0.021484375,2048.0,44.0,4.0,0.4444444444444444,5.0,0.5555555555555556,9.0,0.14,0.0024489795918367346,3.0,3.0,50.0
