time,nagents,calculate_cultural_entropy,calculate_spatial_segregation,calculate_clustering_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,deaths_age,deaths_starvation,calculate_total_credit_outstanding,calculate_credit_default_rate,calculate_gini_coefficient
102,50,3.7733935693161564,0.0,0.0,"Dict(:p25 => 16.25, :p75 => 58.0, :p50 => 24.0, :p90 => 127.6, :p99 => 171.85399999999998, :p95 => 144.95)",1.908384137499261,35,102,11.7,0.5,0.48410317598366914
103,50,3.8183803808856602,0.0,0.0,"Dict(:p25 => 17.0, :p75 => 58.75, :p50 => 25.0, :p90 => 115.50000000000003, :p99 => 173.85399999999998, :p95 => 147.04999999999995)",2.1288655717437597,36,102,11.7,0.5,0.4827910231256536
104,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 18.0, :p75 => 60.75, :p50 => 25.5, :p90 => 116.60000000000002, :p99 => 176.344, :p95 => 149.14999999999998)",2.1731249387703833,36,104,9.6,0.0,0.4697021714044929
105,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 18.0, :p75 => 63.5, :p50 => 27.0, :p90 => 117.70000000000002, :p99 => 178.83399999999997, :p95 => 150.04999999999995)",2.24154016721236,36,104,9.6,0.5,0.47106227654844357
106,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 18.0, :p75 => 65.25, :p50 => 28.0, :p90 => 118.80000000000004, :p99 => 181.32399999999996, :p95 => 152.14999999999998)",2.261834587398947,36,104,12.5,0.5,0.479537082262518
107,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 16.75, :p75 => 60.25, :p50 => 28.0, :p90 => 113.4, :p99 => 175.48399999999995, :p95 => 142.49999999999997)",2.236432225257814,37,104,12.5,0.5,0.47253028773387196
108,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 17.25, :p75 => 57.75, :p50 => 28.0, :p90 => 94.45000000000003, :p99 => 175.48399999999995, :p95 => 129.54999999999995)",2.5674446067083725,38,104,25.4,0.5,0.4650574149807305
109,50,3.8011194565385535,0.0,0.0,"Dict(:p25 => 17.0, :p75 => 58.75, :p50 => 29.5, :p90 => 96.35000000000002, :p99 => 177.97399999999993, :p95 => 131.09999999999994)",2.618828447686044,38,104,26.4,0.4,0.4677499194472221
110,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 16.0, :p75 => 59.75, :p50 => 29.0, :p90 => 98.35000000000002, :p99 => 180.31059999999997, :p95 => 132.64999999999992)",2.7512145438700615,39,105,25.8,0.5,0.4734254789262826
111,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 15.25, :p75 => 60.5, :p50 => 30.0, :p90 => 100.35000000000002, :p99 => 182.80059999999997, :p95 => 134.19999999999993)",2.8963575631776135,39,105,25.8,0.5,0.47809557587255425
112,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 16.5, :p75 => 61.75, :p50 => 31.5, :p90 => 102.35000000000002, :p99 => 185.29059999999996, :p95 => 135.74999999999994)",3.0496680142859756,39,106,25.8,0.5,0.47090466784784946
113,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 19.085, :p75 => 62.5, :p50 => 31.0, :p90 => 97.12790000000001, :p99 => 187.78059999999994, :p95 => 136.39999999999992)",2.6741663944915492,40,108,25.8,0.5,0.4504669902459084
114,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 18.585, :p75 => 61.5, :p50 => 31.5, :p90 => 94.35310000000001, :p99 => 190.27059999999994, :p95 => 130.07499999999987)",2.0147207704889403,41,108,25.8,0.5,0.45131466053448466
115,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 19.0, :p75 => 61.075, :p50 => 32.0, :p90 => 95.19999999999999, :p99 => 190.27059999999994, :p95 => 103.36394999999999)",2.4031185882865995,42,110,25.8,0.5,0.42718789822044867
116,50,3.7456676820937584,0.0,0.0,"Dict(:p25 => 19.25, :p75 => 62.825, :p50 => 33.0, :p90 => 96.4, :p99 => 192.76059999999995, :p95 => 105.36394999999999)",2.459720304158449,42,110,26.9,0.2,0.4286283708442309
117,50,3.818380380885661,0.0,0.0,"Dict(:p25 => 18.0, :p75 => 55.0, :p50 => 31.5, :p90 => 83.30000000000001, :p99 => 147.98499999999984, :p95 => 100.74999999999999)",3.03991102396529,44,111,24.9,0.0,0.4054394101786476
118,50,3.8565712309833495,0.0,0.0,"Dict(:p25 => 17.25, :p75 => 53.0, :p50 => 31.0, :p90 => 84.4, :p99 => 150.49499999999986, :p95 => 103.29999999999998)",3.238553646630422,45,111,15.0,0.0,0.4224494721547769
119,50,3.790654493663263,0.0,0.0,"Dict(:p25 => 16.5, :p75 => 53.5, :p50 => 33.5, :p90 => 85.50000000000003, :p99 => 152.49499999999983, :p95 => 105.29999999999998)",3.175900848647471,45,111,14.0,0.0,0.42762939472798545
120,50,3.8011194565385535,0.0,0.0,"Dict(:p25 => 16.5, :p75 => 56.25, :p50 => 34.5, :p90 => 86.70000000000003, :p99 => 154.49499999999986, :p95 => 107.39999999999998)",2.990565281303739,45,112,15.0,0.0,0.4217936757182392
121,50,3.7733935693161555,0.0,0.0,"Dict(:p25 => 17.25, :p75 => 59.0, :p50 => 35.0, :p90 => 88.07100000000003, :p99 => 156.49499999999983, :p95 => 109.94999999999997)",2.9273743411708826,45,112,25.0,0.16666666666666666,0.4202802085817252
122,50,3.790654493663263,0.0,0.0,"Dict(:p25 => 18.25, :p75 => 62.0, :p50 => 37.0, :p90 => 90.07100000000003, :p99 => 159.00499999999985, :p95 => 112.39999999999998)",2.892249444499331,45,113,25.0,0.16666666666666666,0.4144870075110436
123,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 18.5, :p75 => 64.25, :p50 => 39.0, :p90 => 90.87100000000002, :p99 => 161.00499999999985, :p95 => 114.94999999999997)",2.896237736571961,45,113,25.0,0.16666666666666666,0.4158120987051481
124,50,3.7733935693161555,0.0,0.0,"Dict(:p25 => 18.5, :p75 => 66.5, :p50 => 40.0, :p90 => 92.70000000000002, :p99 => 162.49499999999986, :p95 => 117.49999999999997)",2.8622052603294836,45,113,25.0,0.16666666666666666,0.4183597619117627
125,50,3.8011194565385535,0.0,0.0,"Dict(:p25 => 18.5, :p75 => 68.75, :p50 => 41.5, :p90 => 95.50000000000003, :p99 => 165.00499999999985, :p95 => 119.94999999999997)",2.8388373346155613,45,113,27.0,0.125,0.420549548696715
126,50,3.7733935693161555,0.0,0.0,"Dict(:p25 => 22.0, :p75 => 70.0, :p50 => 43.0, :p90 => 96.41000000000001, :p99 => 167.51499999999984, :p95 => 121.94999999999997)",3.10011734831044,45,115,23.9,0.14285714285714285,0.4014859888291187
127,50,3.7733935693161555,0.0,0.0,"Dict(:p25 => 20.25, :p75 => 69.5, :p50 => 41.3, :p90 => 95.571, :p99 => 168.79999999999984, :p95 => 110.94499999999994)",3.320856608444812,46,115,29.3,0.25,0.40328667186791556
128,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 19.45, :p75 => 71.0, :p50 => 42.3, :p90 => 97.571, :p99 => 171.28999999999985, :p95 => 112.49499999999995)",3.2871893236464493,46,115,33.4,0.1,0.4091747711728124
129,50,3.8011194565385535,0.0,0.0,"Dict(:p25 => 19.45, :p75 => 72.25, :p50 => 43.8, :p90 => 98.771, :p99 => 174.28999999999985, :p95 => 115.04499999999993)",3.3545260734639317,46,115,34.4,0.09090909090909091,0.41533167137642546
130,50,3.773393569316156,0.0,0.0,"Dict(:p25 => 19.225, :p75 => 73.5, :p50 => 44.8, :p90 => 99.971, :p99 => 176.79999999999984, :p95 => 117.53999999999994)",3.4148729079185878,46,115,33.4,0.2,0.42229164470370506
131,50,3.762928606440865,0.0,0.0,"Dict(:p25 => 18.5, :p75 => 75.0, :p50 => 47.5, :p90 => 100.791, :p99 => 179.79999999999984, :p95 => 120.44999999999995)",3.2564056832930537,46,116,34.3,0.1,0.4250993253301596
132,50,3.762928606440865,0.0,0.0,"Dict(:p25 => 18.5, :p75 => 76.75, :p50 => 49.5, :p90 => 101.79100000000001, :p99 => 182.23899999999986, :p95 => 122.89999999999995)",3.4565695102649188,46,116,36.4,0.08333333333333333,0.4302374176915569
133,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 20.5, :p75 => 78.0, :p50 => 45.0, :p90 => 102.791, :p99 => 184.72899999999987, :p95 => 125.34999999999995)",3.670800262538208,46,117,55.4,0.15384615384615385,0.42382454884040266
134,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 20.5, :p75 => 80.5, :p50 => 46.0, :p90 => 103.79100000000001, :p99 => 187.23899999999983, :p95 => 127.89999999999995)",3.9540155332450584,46,118,56.4,0.21428571428571427,0.42114282408997417
135,50,3.790654493663263,0.0,0.0,"Dict(:p25 => 20.225, :p75 => 77.32499999999999, :p50 => 44.0, :p90 => 104.901, :p99 => 190.23899999999986, :p95 => 130.34999999999997)",3.31756544486032,48,121,56.4,0.15384615384615385,0.41852556825394527
136,50,3.790654493663263,0.0,0.0,"Dict(:p25 => 20.225, :p75 => 77.07499999999999, :p50 => 45.5, :p90 => 106.77100000000002, :p99 => 192.72899999999987, :p95 => 133.43549999999993)",3.400548055273389,48,121,57.39,0.23076923076923078,0.42353993559984704
137,50,3.8183803808856607,0.0,0.0,"Dict(:p25 => 19.25, :p75 => 79.525, :p50 => 47.0, :p90 => 107.97100000000002, :p99 => 195.21899999999985, :p95 => 135.98549999999994)",3.4569906355296456,49,121,51.99,0.25,0.4348552952288638
138,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 18.5, :p75 => 82.025, :p50 => 48.5, :p90 => 109.17100000000002, :p99 => 197.70899999999983, :p95 => 137.53549999999996)",3.505758963852461,49,121,51.29,0.2727272727272727,0.43950835832645363
139,50,3.8288453437609515,0.0,0.0,"Dict(:p25 => 18.25, :p75 => 85.0, :p50 => 50.0, :p90 => 111.09000000000003, :p99 => 199.70899999999986, :p95 => 139.44999999999993)",3.586570924037963,49,122,50.29,0.3,0.43749069800019824
140,50,3.7733935693161555,0.0,0.0,"Dict(:p25 => 18.25, :p75 => 84.025, :p50 => 47.5, :p90 => 111.89000000000001, :p99 => 202.19899999999984, :p95 => 141.89999999999995)",3.7977680216130176,50,122,51.29,0.2727272727272727,0.4475842532461951
141,50,3.8011194565385535,0.0,0.0,"Dict(:p25 => 18.0, :p75 => 86.25, :p50 => 49.0, :p90 => 112.89000000000003, :p99 => 205.19899999999984, :p95 => 144.44999999999993)",4.0102249429920755,50,122,40.39,0.3333333333333333,0.4540453912342117
142,50,3.7733935693161555,0.0,0.0,"Dict(:p25 => 17.25, :p75 => 86.025, :p50 => 45.5, :p90 => 111.219, :p99 => 162.64999999999998, :p95 => 133.9355)",5.612221378702671,51,122,39.290000000000006,0.5,0.4464946699110688
143,50,3.762928606440865,0.0,0.0,"Dict(:p25 => 14.475, :p75 => 84.0775, :p50 => 39.0, :p90 => 113.0, :p99 => 165.64999999999998, :p95 => 136.48549999999997)",4.025983725343952,52,122,39.290000000000006,0.5,0.46374357511052455
144,50,3.7733935693161555,0.0,0.0,"Dict(:p25 => 14.475, :p75 => 85.7825, :p50 => 40.5, :p90 => 116.0, :p99 => 168.14, :p95 => 137.38549999999998)",4.080931403952515,52,122,38.290000000000006,0.42857142857142855,0.4676863096604469
145,50,3.735202719218467,0.0,0.0,"Dict(:p25 => 14.0, :p75 => 87.5325, :p50 => 42.0, :p90 => 118.0, :p99 => 170.64999999999998, :p95 => 139.48549999999997)",4.174346832218269,52,122,46.290000000000006,0.42857142857142855,0.46984724411144874
146,50,3.7179417948713596,0.0,0.0,"Dict(:p25 => 14.0, :p75 => 94.525, :p50 => 43.5, :p90 => 121.0, :p99 => 173.15999999999997, :p95 => 141.03549999999996)",4.436027928522556,52,124,34.4,0.6,0.46815646826761714
147,50,3.679750944773671,0.0,0.0,"Dict(:p25 => 14.25, :p75 => 96.275, :p50 => 45.0, :p90 => 123.1, :p99 => 175.66999999999996, :p95 => 140.58549999999997)",4.783253423578461,52,125,34.4,0.6,0.4673390572181091
148,50,3.624299170328876,0.0,0.0,"Dict(:p25 => 14.0, :p75 => 98.025, :p50 => 47.0, :p90 => 126.1, :p99 => 178.17999999999998, :p95 => 143.13549999999998)",5.035931005049931,52,126,31.0,0.5,0.46910343703965185
149,50,3.7456676820937576,0.0,0.0,"Dict(:p25 => 15.5, :p75 => 99.775, :p50 => 49.0, :p90 => 128.1, :p99 => 180.17999999999995, :p95 => 145.68549999999996)",5.267345268700009,52,128,30.0,0.3333333333333333,0.45939933106872566
150,50,3.8011194565385535,0.0,0.0,"Dict(:p25 => 15.75, :p75 => 101.55, :p50 => 51.0, :p90 => 130.2, :p99 => 181.19999999999996, :p95 => 148.23549999999994)",5.126356034443342,52,129,30.0,0.3333333333333333,0.4593525365649842
