time,nagents,births,deaths_age,deaths_starvation,combat_kills,calculate_total_credit_outstanding,calculate_credit_default_rate,calculate_credit_network_metrics,calculate_factional_clustering,calculate_decision_entropy,calculate_gini_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,calculate_mean_lifespan,calculate_lifespan_inequality,calculate_cultural_initiation_by_tribe,calculate_cultural_entropy,calculate_cultural_diversity,calculate_spatial_segregation,calculate_clustering_coefficient,calculate_trait_summary_stats,calculate_trait_similarity_metrics,count_red_tribe,count_blue_tribe,calculate_tribe_proportions
36,16,11,0,16,29,2.1999999999999993,0.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.008333333333333333, ""avg_degree"" => 0.0625, ""n_nodes"" => 16, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.34945219123505966,"Dict(:p25 => 45.25, :p75 => 100.5, :p50 => 49.0, :p90 => 162.5, :p99 => 189.4, :p95 => 187.0)",2.3187090891349302,22.5,0.2875000000000001,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 3, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 3)",2.685945324669788,"Dict{String, Real}(""unique_cultures"" => 15, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00732421875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,16,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
37,16,11,0,16,29,2.1999999999999993,0.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.008333333333333333, ""avg_degree"" => 0.0625, ""n_nodes"" => 16, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.34239130434782616,"Dict(:p25 => 46.75, :p75 => 102.0, :p50 => 52.0, :p90 => 165.5, :p99 => 191.55, :p95 => 189.75)",2.360525714928273,23.5,0.2752659574468086,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.685945324669788,"Dict{String, Real}(""unique_cultures"" => 15, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00732421875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,16,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
38,20,15,0,16,29,2.1999999999999993,0.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.005263157894736842, ""avg_degree"" => 0.05, ""n_nodes"" => 20, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4475,"Dict(:p25 => 23.0, :p75 => 81.0, :p50 => 52.0, :p90 => 149.70000000000007, :p99 => 193.62, :p95 => 192.1)",2.402718245598544,19.6,0.4112244897959183,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 0.0, ""blue_initiated_transmissions"" => 0, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 0)",2.666148586953558,"Dict{String, Real}(""unique_cultures"" => 16, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0078125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,20,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
39,23,18,0,16,29,3.6999999999999993,0.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.007905138339920948, ""avg_degree"" => 0.13043478260869565, ""n_nodes"" => 23, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.49329870462998593,"Dict(:p25 => 10.5, :p75 => 68.5, :p50 => 51.0, :p90 => 143.60000000000002, :p99 => 195.78, :p95 => 190.30000000000013)",2.445300481966986,17.91304347826087,0.4706627268889827,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 5)",2.582045485959814,"Dict{String, Real}(""unique_cultures"" => 16, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0078125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,23,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
40,23,18,0,16,29,3.6999999999999993,0.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.007905138339920948, ""avg_degree"" => 0.13043478260869565, ""n_nodes"" => 23, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.48296038094052474,"Dict(:p25 => 11.5, :p75 => 71.5, :p50 => 52.0, :p90 => 146.00000000000003, :p99 => 198.0, :p95 => 193.3000000000001)",2.4882863160218998,18.91304347826087,0.4457771114442779,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 4)",2.5475313664679273,"Dict{String, Real}(""unique_cultures"" => 16, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0078125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,23,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
41,23,18,0,16,29,3.6999999999999993,0.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.007905138339920948, ""avg_degree"" => 0.13043478260869565, ""n_nodes"" => 23, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.47541479956400634,"Dict(:p25 => 13.0, :p75 => 74.5, :p50 => 53.0, :p90 => 148.4, :p99 => 200.78, :p95 => 195.4000000000001)",2.5316897545476134,19.91304347826087,0.4233909246250238,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 2)",2.582045485959814,"Dict{String, Real}(""unique_cultures"" => 16, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0078125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,23,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
42,23,18,0,16,29,3.6999999999999993,0.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.007905138339920948, ""avg_degree"" => 0.13043478260869565, ""n_nodes"" => 23, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.46696475848679175,"Dict(:p25 => 14.5, :p75 => 77.5, :p50 => 54.0, :p90 => 150.8, :p99 => 203.56, :p95 => 197.5000000000001)",2.575524941962382,20.91304347826087,0.4031456205369248,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 2, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 2)",2.6908286215115935,"Dict{String, Real}(""unique_cultures"" => 17, ""max_possible"" => 2048, ""diversity_ratio"" => 0.00830078125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,23,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
43,25,21,0,16,30,3.6999999999999993,0.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.006666666666666667, ""avg_degree"" => 0.12, ""n_nodes"" => 25, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.47788778877887794,"Dict(:p25 => 14.5, :p75 => 70.0, :p50 => 50.0, :p90 => 138.80000000000007, :p99 => 206.28000000000003, :p95 => 195.20000000000005)",2.865189848669602,20.16,0.4339682539682539,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 7, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 7)",2.9206870268936393,"Dict{String, Real}(""unique_cultures"" => 20, ""max_possible"" => 2048, ""diversity_ratio"" => 0.009765625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,25,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
44,31,27,0,16,30,3.6999999999999993,0.0,"Dict{String, Real}(""n_edges"" => 2, ""density"" => 0.004301075268817204, ""avg_degree"" => 0.0967741935483871, ""n_nodes"" => 31, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.49449934738019774,"Dict(:p25 => 16.0, :p75 => 61.5, :p50 => 19.0, :p90 => 108.00000000000016, :p99 => 208.8, :p95 => 179.0000000000002)",1.7281140712310175,17.06451612903226,0.526983352643454,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 6)",3.059354848590834,"Dict{String, Real}(""unique_cultures"" => 23, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01123046875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,31,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
45,37,35,0,16,32,1.5,0.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0015015015015015015, ""avg_degree"" => 0.05405405405405406, ""n_nodes"" => 37, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 2, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 2)",0.0,0.5090495636702534,"Dict(:p25 => 15.5, :p75 => 53.0, :p50 => 18.5, :p90 => 98.9000000000001, :p99 => 212.7488, :p95 => 165.60000000000014)",1.718656108238798,15.135135135135135,0.5792471042471043,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 9)",3.29703674959764,"Dict{String, Real}(""unique_cultures"" => 29, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01416015625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,37,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
46,39,37,0,16,32,1.5,0.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.001349527665317139, ""avg_degree"" => 0.05128205128205128, ""n_nodes"" => 39, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.50231129049921,"Dict(:p25 => 16.0, :p75 => 40.75, :p50 => 20.5, :p90 => 88.40000000000009, :p99 => 215.22039999999998, :p95 => 162.30000000000007)",1.8073190726187478,15.307692307692308,0.5667654511875619,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 9, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 9)",3.1967596778031746,"Dict{String, Real}(""unique_cultures"" => 27, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01318359375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,39,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
47,39,37,0,16,32,1.5,0.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.001349527665317139, ""avg_degree"" => 0.05128205128205128, ""n_nodes"" => 39, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4974121162230556,"Dict(:p25 => 17.0, :p75 => 42.75, :p50 => 22.5, :p90 => 90.40000000000009, :p99 => 217.84039999999996, :p95 => 164.30000000000007)",1.839950979549401,16.307692307692307,0.5320109659732302,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 6)",3.2101762968740606,"Dict{String, Real}(""unique_cultures"" => 27, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01318359375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,39,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
48,39,37,0,16,32,1.5,0.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.001349527665317139, ""avg_degree"" => 0.05128205128205128, ""n_nodes"" => 39, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4927655783706739,"Dict(:p25 => 17.5, :p75 => 44.75, :p50 => 23.0, :p90 => 92.40000000000009, :p99 => 220.4604, :p95 => 166.30000000000007)",1.872360198644832,17.307692307692307,0.501272554605888,"Dict{String, Real}(""red_transmission_rate"" => 0.125, ""blue_transmission_rate"" => 0.875, ""blue_initiated_transmissions"" => 7, ""red_initiated_transmissions"" => 1, ""total_transmissions"" => 8)",3.2946849344639157,"Dict{String, Real}(""unique_cultures"" => 29, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01416015625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",1,38,"Dict(""blue_proportion"" => 0.9743589743589743, ""red_proportion"" => 0.02564102564102564)"
49,38,37,0,16,33,0.0,0.0,"Dict{String, Real}(""n_edges"" => 0, ""density"" => 0.0, ""avg_degree"" => 0.0, ""n_nodes"" => 38, ""max_degree"" => 0)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.4816589615931719,"Dict(:p25 => 19.7125, :p75 => 49.375, :p50 => 26.5, :p90 => 98.05000000000013, :p99 => 223.19459999999995, :p95 => 171.79999999999993)",1.8956038268912299,18.68421052631579,0.468272794662713,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 4)",3.259002166174716,"Dict{String, Real}(""unique_cultures"" => 28, ""max_possible"" => 2048, ""diversity_ratio"" => 0.013671875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,38,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
50,38,37,0,16,33,2.42,0.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.001422475106685633, ""avg_degree"" => 0.02631578947368421, ""n_nodes"" => 38, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.47450020176399366,"Dict(:p25 => 21.387500000000003, :p75 => 51.625, :p50 => 27.75, :p90 => 99.32400000000011, :p99 => 225.82459999999995, :p95 => 174.64999999999992)",1.9351100668069425,19.68421052631579,0.4444835350408105,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 4, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 4)",3.331965027286289,"Dict{String, Real}(""unique_cultures"" => 30, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0146484375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,38,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
51,41,40,0,16,33,2.42,0.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0012195121951219512, ""avg_degree"" => 0.024390243902439025, ""n_nodes"" => 41, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4712749860013281,"Dict(:p25 => 20.0, :p75 => 48.0, :p50 => 27.5, :p90 => 93.5, :p99 => 228.0519999999999, :p95 => 170.0)",1.6281482603750062,19.170731707317074,0.4652144231365978,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 6, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 6)",3.1808669031841275,"Dict{String, Real}(""unique_cultures"" => 27, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01318359375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,41,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
52,41,40,0,16,33,2.42,0.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0012195121951219512, ""avg_degree"" => 0.024390243902439025, ""n_nodes"" => 41, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.46725289499384837,"Dict(:p25 => 19.0, :p75 => 50.0, :p50 => 26.5, :p90 => 95.5, :p99 => 230.6519999999999, :p95 => 172.0)",1.6272888030913357,20.170731707317074,0.44215058837408194,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 5, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 5)",3.2274411106203336,"Dict{String, Real}(""unique_cultures"" => 29, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01416015625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,41,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
53,41,40,0,16,33,2.42,0.0,"Dict{String, Real}(""n_edges"" => 1, ""density"" => 0.0012195121951219512, ""avg_degree"" => 0.024390243902439025, ""n_nodes"" => 41, ""max_degree"" => 1)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4629162140811691,"Dict(:p25 => 20.0, :p75 => 52.0, :p50 => 29.5, :p90 => 97.5, :p99 => 233.2519999999999, :p95 => 174.0)",1.6217435867538603,21.170731707317074,0.4212655951444306,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 7, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 7)",3.180866903184127,"Dict{String, Real}(""unique_cultures"" => 27, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01318359375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,41,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
