time,nagents,births,deaths_age,deaths_starvation,combat_kills,calculate_total_credit_outstanding,calculate_credit_default_rate,calculate_credit_network_metrics,calculate_factional_clustering,calculate_decision_entropy,calculate_gini_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,calculate_mean_lifespan,calculate_lifespan_inequality,calculate_cultural_initiation_by_tribe,calculate_cultural_entropy,calculate_cultural_diversity,calculate_spatial_segregation,calculate_clustering_coefficient,calculate_trait_summary_stats,calculate_trait_similarity_metrics,count_red_tribe,count_blue_tribe,calculate_tribe_proportions
76,97,106,3,20,36,162.0,0.1,"Dict{String, Real}(""n_edges"" => 25, ""density"" => 0.0053694158075601375, ""avg_degree"" => 0.5463917525773195, ""n_nodes"" => 97, ""max_degree"" => 10)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.44586428618362794,"Dict(:p25 => 15.55, :p75 => 33.25, :p50 => 21.75, :p90 => 48.32, :p99 => 268.08000000000004, :p95 => 96.00000000000004)",1.8394770324408454,18.927835051546392,0.5288839476225771,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 19, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 19)",3.4331718463297634,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,97,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
77,95,107,3,22,37,155.5,0.027777777777777776,"Dict{String, Real}(""n_edges"" => 21, ""density"" => 0.0047032474804031355, ""avg_degree"" => 0.49473684210526314, ""n_nodes"" => 95, ""max_degree"" => 10)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.4318950317553296,"Dict(:p25 => 16.625, :p75 => 34.925, :p50 => 24.0, :p90 => 50.8, :p99 => 270.12, :p95 => 99.49999999999996)",1.880831808043881,19.86315789473684,0.5070816946977936,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 18, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 18)",3.3607659806567116,"Dict{String, Real}(""unique_cultures"" => 39, ""max_possible"" => 2048, ""diversity_ratio"" => 0.01904296875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,95,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
78,103,116,3,22,38,152.75,0.05714285714285714,"Dict{String, Real}(""n_edges"" => 20, ""density"" => 0.003807348181991243, ""avg_degree"" => 0.44660194174757284, ""n_nodes"" => 103, ""max_degree"" => 10)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.43035780814593094,"Dict(:p25 => 16.125, :p75 => 32.875, :p50 => 21.0, :p90 => 50.8, :p99 => 269.68000000000046, :p95 => 93.35000000000015)",1.6598139033711112,19.155339805825243,0.527814820464622,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 23, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 23)",3.435302979669151,"Dict{String, Real}(""unique_cultures"" => 41, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02001953125)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,103,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
79,104,118,3,22,39,150.1,0.05714285714285714,"Dict{String, Real}(""n_edges"" => 20, ""density"" => 0.0037341299477221808, ""avg_degree"" => 0.4326923076923077, ""n_nodes"" => 104, ""max_degree"" => 10)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.4348192063678349,"Dict(:p25 => 16.225, :p75 => 34.5, :p50 => 21.5, :p90 => 53.7, :p99 => 270.4899999999999, :p95 => 93.02500000000023)",1.7910531524228295,19.807692307692307,0.5130041075429426,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 21, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 21)",3.441664733311885,"Dict{String, Real}(""unique_cultures"" => 43, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02099609375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,104,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
80,106,120,3,22,39,144.2,0.02857142857142857,"Dict{String, Real}(""n_edges"" => 20, ""density"" => 0.0035938903863432167, ""avg_degree"" => 0.41509433962264153, ""n_nodes"" => 106, ""max_degree"" => 10)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4310532876113964,"Dict(:p25 => 16.875, :p75 => 34.55, :p50 => 21.75, :p90 => 55.5, :p99 => 270.10000000000036, :p95 => 92.125)",1.6756761718665285,20.41509433962264,0.49800334809751323,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 16, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 16)",3.4859584842845392,"Dict{String, Real}(""unique_cultures"" => 44, ""max_possible"" => 2048, ""diversity_ratio"" => 0.021484375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,106,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
81,118,132,3,22,39,161.9,0.10526315789473684,"Dict{String, Real}(""n_edges"" => 23, ""density"" => 0.0033318846878168914, ""avg_degree"" => 0.4067796610169492, ""n_nodes"" => 118, ""max_degree"" => 10)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4278806021074275,"Dict(:p25 => 14.5625, :p75 => 29.75, :p50 => 21.5, :p90 => 49.89999999999999, :p99 => 256.93999999999977, :p95 => 76.62500000000016)",1.5924635576570458,19.23728813559322,0.5281639662510267,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 27, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 27)",3.4897229007228487,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,118,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
82,123,138,3,23,39,168.75,0.14634146341463414,"Dict{String, Real}(""n_edges"" => 26, ""density"" => 0.0034652805544448887, ""avg_degree"" => 0.43902439024390244, ""n_nodes"" => 123, ""max_degree"" => 10)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4290386585480255,"Dict(:p25 => 15.0625, :p75 => 29.0125, :p50 => 20.5, :p90 => 49.75, :p99 => 252.04000000000013, :p95 => 72.77500000000003)",1.5398822125908778,18.747967479674795,0.5218694251122911,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 22, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 22)",3.4146325743094916,"Dict{String, Real}(""unique_cultures"" => 45, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02197265625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,123,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
83,126,141,3,23,39,169.625,0.14285714285714285,"Dict{String, Real}(""n_edges"" => 28, ""density"" => 0.0035555555555555557, ""avg_degree"" => 0.4444444444444444, ""n_nodes"" => 126, ""max_degree"" => 9)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4256373664676565,"Dict(:p25 => 14.75, :p75 => 29.5, :p50 => 21.125, :p90 => 43.75, :p99 => 249.5, :p95 => 72.9375)",1.6184731920283348,19.27777777777778,0.507456200539774,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 25, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 25)",3.455441917688562,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,126,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
84,137,152,3,23,39,147.8125,0.6060606060606061,"Dict{String, Real}(""n_edges"" => 30, ""density"" => 0.0032202662086732504, ""avg_degree"" => 0.34306569343065696, ""n_nodes"" => 137, ""max_degree"" => 5)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4331787130766047,"Dict(:p25 => 14.0, :p75 => 27.5, :p50 => 18.875, :p90 => 41.849999999999966, :p99 => 237.5199999999984, :p95 => 70.50000000000011)",1.61275349591305,18.64963503649635,0.5239876012398759,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 34, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 34)",3.5208424704013557,"Dict{String, Real}(""unique_cultures"" => 50, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0244140625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,137,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
85,137,152,3,23,39,162.36249999999998,0.6176470588235294,"Dict{String, Real}(""n_edges"" => 30, ""density"" => 0.0032202662086732504, ""avg_degree"" => 0.35036496350364965, ""n_nodes"" => 137, ""max_degree"" => 5)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.42648097917826244,"Dict(:p25 => 14.5, :p75 => 28.5, :p50 => 19.875, :p90 => 43.24999999999996, :p99 => 238.5199999999984, :p95 => 71.50000000000011)",1.682681057373999,19.64963503649635,0.4973210702703874,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 25, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 25)",3.499316769755135,"Dict{String, Real}(""unique_cultures"" => 50, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0244140625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,137,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
86,139,154,3,23,39,178.61160888671876,0.48717948717948717,"Dict{String, Real}(""n_edges"" => 33, ""density"" => 0.003440725680325305, ""avg_degree"" => 0.39568345323741005, ""n_nodes"" => 139, ""max_degree"" => 5)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.4255984748836579,"Dict(:p25 => 14.375, :p75 => 28.625, :p50 => 19.875, :p90 => 43.45000000000002, :p99 => 237.77999999999716, :p95 => 71.87500000000014)",1.6373106289002948,20.35251798561151,0.48081661923907326,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 30, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 30)",3.513064657290103,"Dict{String, Real}(""unique_cultures"" => 50, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0244140625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,139,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
87,146,162,3,23,40,189.6363861083984,0.4772727272727273,"Dict{String, Real}(""n_edges"" => 38, ""density"" => 0.0035899858290033065, ""avg_degree"" => 0.4383561643835616, ""n_nodes"" => 146, ""max_degree"" => 5)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.42977104518567244,"Dict(:p25 => 13.5625, :p75 => 28.75, :p50 => 19.53839111328125, :p90 => 42.6142822265625, :p99 => 235.85140624999818, :p95 => 71.93750000000014)",1.6365091318663971,20.267123287671232,0.48771799062067434,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 31, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 31)",3.5023645056165797,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,146,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
88,155,172,4,23,40,209.63638610839843,0.5,"Dict{String, Real}(""n_edges"" => 41, ""density"" => 0.0034352744030163385, ""avg_degree"" => 0.47096774193548385, ""n_nodes"" => 155, ""max_degree"" => 5)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.39571909439520003,"Dict(:p25 => 12.8125, :p75 => 28.25, :p50 => 19.25, :p90 => 40.19999999999999, :p99 => 171.52143749999976, :p95 => 52.07500000000003)",1.9817102260003407,19.46451612903226,0.4942487196210721,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 34, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 34)",3.427874197993477,"Dict{String, Real}(""unique_cultures"" => 47, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02294921875)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,155,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
89,162,180,5,23,40,236.78638610839843,0.46296296296296297,"Dict{String, Real}(""n_edges"" => 44, ""density"" => 0.003373974388467142, ""avg_degree"" => 0.48148148148148145, ""n_nodes"" => 162, ""max_degree"" => 5)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.39776174116226093,"Dict(:p25 => 13.125, :p75 => 27.5, :p50 => 18.0, :p90 => 40.900000000000006, :p99 => 156.62999999999977, :p95 => 76.04500000000007)",1.9457990731726482,19.030864197530864,0.49088189714203345,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 51, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 51)",3.39594429656388,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,162,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
90,173,191,5,23,40,254.6863861083984,0.3770491803278688,"Dict{String, Real}(""n_edges"" => 51, ""density"" => 0.003427880091410136, ""avg_degree"" => 0.5317919075144508, ""n_nodes"" => 173, ""max_degree"" => 11)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.3875989721611044,"Dict(:p25 => 12.75, :p75 => 25.5, :p50 => 17.0, :p90 => 34.425000000000004, :p99 => 142.08000000000004, :p95 => 74.79000000000013)",2.0076355136498005,18.75722543352601,0.50030549444677,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 37, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 37)",3.4082851546101276,"Dict{String, Real}(""unique_cultures"" => 51, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02490234375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,173,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
91,182,200,5,23,40,253.36138610839845,0.3770491803278688,"Dict{String, Real}(""n_edges"" => 51, ""density"" => 0.003096351162649505, ""avg_degree"" => 0.5, ""n_nodes"" => 182, ""max_degree"" => 11)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.3890693495266253,"Dict(:p25 => 13.1875, :p75 => 24.28125, :p50 => 16.625, :p90 => 34.425000000000004, :p99 => 139.83999999999992, :p95 => 73.18267822265658)",1.8063899215251797,18.78021978021978,0.5009452221271999,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 49, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 49)",3.3311660743753997,"Dict{String, Real}(""unique_cultures"" => 50, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0244140625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,182,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
92,188,206,5,23,40,267.5813861083984,0.4426229508196721,"Dict{String, Real}(""n_edges"" => 52, ""density"" => 0.002958243258618728, ""avg_degree"" => 0.48404255319148937, ""n_nodes"" => 188, ""max_degree"" => 11)","Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)",0.0,0.3908461507966252,"Dict(:p25 => 13.09375, :p75 => 24.5, :p50 => 16.75, :p90 => 35.5, :p99 => 138.67999999999984, :p95 => 68.3787475585944)",1.8156999784058585,19.148936170212767,0.49235520094562646,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 45, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 45)",3.31003808875393,"Dict{String, Real}(""unique_cultures"" => 53, ""max_possible"" => 2048, ""diversity_ratio"" => 0.02587890625)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,188,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
93,192,211,5,23,41,334.78116333007813,0.4605263157894737,"Dict{String, Real}(""n_edges"" => 60, ""density"" => 0.0032722513089005235, ""avg_degree"" => 0.6354166666666666, ""n_nodes"" => 192, ""max_degree"" => 25)","Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)",0.0,0.396331873372485,"Dict(:p25 => 12.75, :p75 => 24.731250000000003, :p50 => 17.0625, :p90 => 36.425000000000004, :p99 => 139.14999999999912, :p95 => 64.9594604492191)",1.8556931085719635,19.442708333333332,0.48142830833110106,"Dict{String, Real}(""red_transmission_rate"" => 0.0, ""blue_transmission_rate"" => 1.0, ""blue_initiated_transmissions"" => 42, ""red_initiated_transmissions"" => 0, ""total_transmissions"" => 42)",3.225314543679394,"Dict{String, Real}(""unique_cultures"" => 48, ""max_possible"" => 2048, ""diversity_ratio"" => 0.0234375)",0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)","Dict{String, Real}(""count"" => 0, ""avg_similarity"" => 0.0)",0,192,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)"
