time,nagents,births,deaths_age,deaths_starvation,combat_kills,calculate_total_credit_outstanding,calculate_credit_default_rate,calculate_decision_entropy,calculate_gini_coefficient,calculate_wealth_percentiles,calculate_pareto_alpha,calculate_mean_lifespan,calculate_lifespan_inequality,calculate_cultural_entropy,calculate_spatial_segregation,calculate_clustering_coefficient,calculate_trait_summary_stats,count_red_tribe,count_blue_tribe,calculate_tribe_proportions,calculate_credit_network_metrics_avg_degree,calculate_credit_network_metrics_density,calculate_credit_network_metrics_max_degree,calculate_credit_network_metrics_n_edges,calculate_credit_network_metrics_n_nodes,calculate_factional_clustering_blue_attack_rate,calculate_factional_clustering_blue_initiated_attacks,calculate_factional_clustering_red_attack_rate,calculate_factional_clustering_red_initiated_attacks,calculate_factional_clustering_total_attacks,calculate_cultural_initiation_by_tribe_blue_initiated_transmissions,calculate_cultural_initiation_by_tribe_blue_transmission_rate,calculate_cultural_initiation_by_tribe_red_initiated_transmissions,calculate_cultural_initiation_by_tribe_red_transmission_rate,calculate_cultural_initiation_by_tribe_total_transmissions,calculate_cultural_diversity_diversity_ratio,calculate_cultural_diversity_max_possible,calculate_cultural_diversity_unique_cultures,calculate_trait_similarity_metrics_avg_similarity,calculate_trait_similarity_metrics_count
87,146,162,3,23,40,189.6363861083984,0.4772727272727273,0.0,0.42977104518567244,"Dict(:p25 => 13.5625, :p75 => 28.75, :p50 => 19.53839111328125, :p90 => 42.6142822265625, :p99 => 235.85140624999818, :p95 => 71.93750000000014)",1.6365091318663971,20.267123287671232,0.48771799062067434,3.5023645056165797,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,146,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.4383561643835616,0.0035899858290033065,5.0,38.0,146.0,1.0,1.0,0.0,0.0,1.0,31.0,1.0,0.0,0.0,31.0,0.0234375,2048.0,48.0,0.0,0.0
88,155,172,4,23,40,209.63638610839843,0.5,0.0,0.39571909439520003,"Dict(:p25 => 12.8125, :p75 => 28.25, :p50 => 19.25, :p90 => 40.19999999999999, :p99 => 171.52143749999976, :p95 => 52.07500000000003)",1.9817102260003407,19.46451612903226,0.4942487196210721,3.427874197993477,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,155,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.47096774193548385,0.0034352744030163385,5.0,41.0,155.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,34.0,0.02294921875,2048.0,47.0,0.0,0.0
89,162,180,5,23,40,236.78638610839843,0.46296296296296297,0.0,0.39776174116226093,"Dict(:p25 => 13.125, :p75 => 27.5, :p50 => 18.0, :p90 => 40.900000000000006, :p99 => 156.62999999999977, :p95 => 76.04500000000007)",1.9457990731726482,19.030864197530864,0.49088189714203345,3.39594429656388,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,162,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.48148148148148145,0.003373974388467142,5.0,44.0,162.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,0.0,0.0,51.0,0.0234375,2048.0,48.0,0.0,0.0
90,173,191,5,23,40,254.6863861083984,0.3770491803278688,0.0,0.3875989721611044,"Dict(:p25 => 12.75, :p75 => 25.5, :p50 => 17.0, :p90 => 34.425000000000004, :p99 => 142.08000000000004, :p95 => 74.79000000000013)",2.0076355136498005,18.75722543352601,0.50030549444677,3.4082851546101276,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,173,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.5317919075144508,0.003427880091410136,11.0,51.0,173.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,0.0,0.0,37.0,0.02490234375,2048.0,51.0,0.0,0.0
91,182,200,5,23,40,253.36138610839845,0.3770491803278688,0.0,0.3890693495266253,"Dict(:p25 => 13.1875, :p75 => 24.28125, :p50 => 16.625, :p90 => 34.425000000000004, :p99 => 139.83999999999992, :p95 => 73.18267822265658)",1.8063899215251797,18.78021978021978,0.5009452221271999,3.3311660743753997,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,182,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.5,0.003096351162649505,11.0,51.0,182.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0,0.0,49.0,0.0244140625,2048.0,50.0,0.0,0.0
92,188,206,5,23,40,267.5813861083984,0.4426229508196721,0.0,0.3908461507966252,"Dict(:p25 => 13.09375, :p75 => 24.5, :p50 => 16.75, :p90 => 35.5, :p99 => 138.67999999999984, :p95 => 68.3787475585944)",1.8156999784058585,19.148936170212767,0.49235520094562646,3.31003808875393,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,188,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.48404255319148937,0.002958243258618728,11.0,52.0,188.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,45.0,0.02587890625,2048.0,53.0,0.0,0.0
93,192,211,5,23,41,334.78116333007813,0.4605263157894737,0.0,0.396331873372485,"Dict(:p25 => 12.75, :p75 => 24.731250000000003, :p50 => 17.0625, :p90 => 36.425000000000004, :p99 => 139.14999999999912, :p95 => 64.9594604492191)",1.8556931085719635,19.442708333333332,0.48142830833110106,3.225314543679394,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,192,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.6354166666666666,0.0032722513089005235,25.0,60.0,192.0,1.0,1.0,0.0,0.0,1.0,42.0,1.0,0.0,0.0,42.0,0.0234375,2048.0,48.0,0.0,0.0
94,199,218,5,23,41,360.5149133300781,0.5061728395061729,0.0,0.3876652632447499,"Dict(:p25 => 12.75, :p75 => 24.8125, :p50 => 17.0, :p90 => 36.55, :p99 => 125.93999999999915, :p95 => 58.238583007812835)",1.8462679178237515,19.723618090452263,0.47694779630637263,3.230800978407209,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,199,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.6582914572864321,0.003400842596822496,25.0,67.0,199.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,0.0,46.0,0.0234375,2048.0,48.0,0.0,0.0
95,203,227,9,23,42,451.96116333007814,0.4803921568627451,0.0,0.35366066006992325,"Dict(:p25 => 13.4375, :p75 => 25.6875, :p50 => 17.898613190650938, :p90 => 35.37500000000001, :p99 => 121.92067499999989, :p95 => 55.75525000000008)",2.1247019398186335,18.852216748768473,0.46694410083397586,3.1505083729439187,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,203,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.8078817733990148,0.0038043213188313904,28.0,78.0,203.0,1.0,1.0,0.0,0.0,1.0,49.0,1.0,0.0,0.0,49.0,0.0205078125,2048.0,42.0,0.0,0.0
96,213,238,10,23,42,481.8116088867188,0.4067796610169492,0.0,0.34540103032429315,"Dict(:p25 => 13.5, :p75 => 25.75, :p50 => 17.125, :p90 => 33.7, :p99 => 121.75529999999995, :p95 => 49.25000000000002)",2.2703455302112556,18.5962441314554,0.4697016568823018,3.1518491622532028,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",1,212,"Dict(""blue_proportion"" => 0.9953051643192489, ""red_proportion"" => 0.004694835680751174)",0.8685446009389671,0.003986181238373638,28.0,90.0,213.0,0.0,0.0,0.0,0.0,0.0,51.0,0.9807692307692307,1.0,0.019230769230769232,52.0,0.021484375,2048.0,44.0,0.0,0.0
97,217,243,10,23,43,518.1081039428711,0.3953488372093023,0.0,0.34544372953479185,"Dict(:p25 => 13.5, :p75 => 25.125, :p50 => 17.5, :p90 => 34.0, :p99 => 124.08514999999998, :p95 => 50.55250000000005)",2.3206428203870413,19.202764976958527,0.45793866444601483,3.195859358047082,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,217,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.9262672811059908,0.004266939750810718,28.0,100.0,217.0,1.0,1.0,0.0,0.0,1.0,44.0,1.0,0.0,0.0,44.0,0.02197265625,2048.0,45.0,0.0,0.0
98,221,248,11,23,43,519.7331039428711,0.4108527131782946,0.0,0.3413286581040187,"Dict(:p25 => 13.75, :p75 => 25.375, :p50 => 17.75, :p90 => 34.5, :p99 => 126.57074999999995, :p95 => 50.00000000000003)",2.4360181207287632,19.39366515837104,0.44196721726847166,3.100553710702712,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,221,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.9095022624434389,0.003990127519539284,28.0,97.0,221.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,50.0,0.01904296875,2048.0,39.0,0.0,0.0
99,231,258,11,23,43,511.8456039428711,0.42424242424242425,0.0,0.35395792827582895,"Dict(:p25 => 13.25, :p75 => 24.61125, :p50 => 17.5, :p90 => 35.5, :p99 => 126.396125, :p95 => 48.56250000000014)",2.1918002644608405,19.51082251082251,0.4453908638510369,3.0554193412931223,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,231,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.8917748917748918,0.0038019951063429326,28.0,101.0,231.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,0.0,0.0,47.0,0.01904296875,2048.0,39.0,0.0,0.0
100,245,272,11,23,43,526.4779241490364,0.4765625,0.0,0.35733829443005827,"Dict(:p25 => 13.125, :p75 => 24.0, :p50 => 17.5, :p90 => 35.599999999999994, :p99 => 126.8661, :p95 => 44.40384931945805)",2.214169602659008,19.33877551020408,0.4566087473402194,3.098803526048776,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",1,244,"Dict(""blue_proportion"" => 0.9959183673469387, ""red_proportion"" => 0.004081632653061225)",0.8367346938775511,0.003278688524590164,28.0,98.0,245.0,0.0,0.0,0.0,0.0,0.0,51.0,0.9807692307692307,1.0,0.019230769230769232,52.0,0.0205078125,2048.0,42.0,0.0,0.0
101,254,282,11,23,44,578.0032760711015,0.4583333333333333,0.0,0.361987142067991,"Dict(:p25 => 13.125, :p75 => 23.853125, :p50 => 16.66875, :p90 => 34.637499999999996, :p99 => 125.10212499999999, :p95 => 44.64423630905152)",2.090095064438802,19.562992125984252,0.45686167625102403,3.060875131021597,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,254,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",0.8937007874015748,0.0034546076997292335,29.0,111.0,254.0,1.0,1.0,0.0,0.0,1.0,58.0,1.0,0.0,0.0,58.0,0.02001953125,2048.0,41.0,0.0,0.0
102,271,301,12,24,44,777.1324694084377,0.4427083333333333,0.0,0.3530609333612389,"Dict(:p25 => 12.09375, :p75 => 21.9375, :p50 => 15.9375, :p90 => 31.0, :p99 => 118.09125000000002, :p95 => 40.500000000000085)",2.3766477447929213,18.793357933579337,0.4711582281736817,3.059165664768172,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,271,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",1.062730627306273,0.004182041820418204,35.0,153.0,271.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,0.0,0.0,66.0,0.0205078125,2048.0,42.0,0.0,0.0
103,273,305,12,26,44,982.229392907545,0.4246031746031746,0.0,0.35056815091785176,"Dict(:p25 => 12.125, :p75 => 22.75, :p50 => 16.0, :p90 => 30.255000000000003, :p99 => 118.3309999999999, :p95 => 41.99500000000006)",2.5123692346539475,19.278388278388277,0.4549321095017467,3.0649627756810793,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,273,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",1.3736263736263736,0.004982762335703512,47.0,185.0,273.0,0.0,0.0,0.0,0.0,0.0,72.0,1.0,0.0,0.0,72.0,0.01953125,2048.0,40.0,0.0,0.0
104,282,315,12,26,45,1030.929392907545,0.4344569288389513,0.0,0.3634326999174793,"Dict(:p25 => 11.890625, :p75 => 22.371875, :p50 => 16.0, :p90 => 29.74695, :p99 => 119.05987499999998, :p95 => 41.72500000000002)",2.526030482092686,19.46808510638298,0.45276518234313845,3.076869185351841,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",1,281,"Dict(""blue_proportion"" => 0.9964539007092199, ""red_proportion"" => 0.0035460992907801418)",1.4042553191489362,0.0049721107493500925,52.0,197.0,282.0,1.0,1.0,0.0,0.0,1.0,79.0,1.0,0.0,0.0,79.0,0.021484375,2048.0,44.0,0.0,0.0
105,289,324,12,27,46,1124.1113289337604,0.4482758620689655,0.0,0.3672981445092749,"Dict(:p25 => 11.75, :p75 => 21.825222778320313, :p50 => 16.375, :p90 => 29.375, :p99 => 118.849, :p95 => 40.80000000000004)",2.4600892918288917,19.685121107266436,0.4492175454239682,2.9853319293699525,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",1,288,"Dict(""blue_proportion"" => 0.9965397923875432, ""red_proportion"" => 0.0034602076124567475)",1.4705882352941178,0.005094194540561323,58.0,212.0,289.0,1.0,1.0,0.0,0.0,1.0,80.0,0.9876543209876543,1.0,0.012345679012345678,81.0,0.01953125,2048.0,40.0,0.0,0.0
106,294,334,12,31,47,1139.0523338776084,0.4117647058823529,0.0,0.365313393240003,"Dict(:p25 => 11.5625, :p75 => 21.59375, :p50 => 16.03125, :p90 => 29.702400000000004, :p99 => 121.95342499999995, :p95 => 34.45500000000004)",2.347018854514322,19.860544217687075,0.4509840586345859,2.9109981582480247,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,294,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",1.4387755102040816,0.004945322839033224,59.0,213.0,294.0,1.0,1.0,0.0,0.0,1.0,84.0,1.0,0.0,0.0,84.0,0.01708984375,2048.0,35.0,0.0,0.0
107,306,349,12,33,48,1208.6333610992879,0.47368421052631576,0.0,0.3686529900498152,"Dict(:p25 => 11.5, :p75 => 21.371875, :p50 => 15.4375, :p90 => 28.062500000000007, :p99 => 122.49625, :p95 => 34.20693750000004)",2.580384456541883,19.787581699346404,0.4590464316747893,2.9177658359819385,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,306,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",1.4444444444444444,0.004757312761170042,59.0,222.0,306.0,1.0,1.0,0.0,0.0,1.0,80.0,1.0,0.0,0.0,80.0,0.01904296875,2048.0,39.0,0.0,0.0
108,312,359,12,37,48,1243.3992967682332,0.4668769716088328,0.0,0.36037406195252975,"Dict(:p25 => 11.5, :p75 => 20.821875000000002, :p50 => 15.625, :p90 => 27.5, :p99 => 122.04439999999994, :p95 => 33.50625000000005)",2.6233614250480004,19.89423076923077,0.4571683954840069,2.9384482348809615,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,312,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",1.4775641025641026,0.004761315854563443,59.0,231.0,312.0,0.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0,0.0,101.0,0.01953125,2048.0,40.0,0.0,0.0
109,316,365,12,39,48,1283.4939842682331,0.49544072948328266,0.0,0.36097788775924,"Dict(:p25 => 11.5, :p75 => 20.390625, :p50 => 15.67484553856426, :p90 => 27.437841796875006, :p99 => 121.76912499999983, :p95 => 33.53125000000012)",2.4596258660415735,20.436708860759495,0.447654954506431,3.0053044220978196,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,316,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",1.5063291139240507,0.004802089612216194,61.0,239.0,316.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,0.0,0.0,96.0,0.02197265625,2048.0,45.0,0.0,0.0
110,323,375,12,42,48,1357.9187046240243,0.5013774104683195,0.0,0.36249526824567324,"Dict(:p25 => 11.5, :p75 => 19.9375, :p50 => 15.587853232202612, :p90 => 27.0375, :p99 => 121.73667499999989, :p95 => 31.78379375)",2.4862223961032366,20.637770897832816,0.4462040631307713,2.992368023308111,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,323,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",1.6408668730650156,0.004865103936311367,61.0,253.0,323.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,100.0,0.02001953125,2048.0,41.0,0.0,0.0
111,327,382,12,45,48,1450.7698467034593,0.48812664907651715,0.0,0.3570899888807224,"Dict(:p25 => 11.5, :p75 => 20.0, :p50 => 15.75, :p90 => 26.64500000000001, :p99 => 118.26630000000006, :p95 => 32.02478125000002)",2.4884869673365437,20.960244648318042,0.4381976550669313,3.0761030082138765,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,327,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",1.7064220183486238,0.004840434513423763,70.0,258.0,327.0,0.0,0.0,0.0,0.0,0.0,108.0,1.0,0.0,0.0,108.0,0.0224609375,2048.0,46.0,0.0,0.0
112,333,392,12,49,48,1552.777299253333,0.5885057471264368,0.0,0.35865698044094585,"Dict(:p25 => 11.274406547949315, :p75 => 19.75, :p50 => 15.625, :p90 => 26.370000000000005, :p99 => 114.87910000000002, :p95 => 31.166375000000034)",2.4315031961737064,21.00900900900901,0.43550239776654864,3.12953740617647,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,333,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",1.9489489489489489,0.005282390824559499,77.0,292.0,333.0,0.0,0.0,0.0,0.0,0.0,110.0,1.0,0.0,0.0,110.0,0.0224609375,2048.0,46.0,0.0,0.0
113,337,399,13,51,48,1549.8921605772962,0.5990783410138248,0.0,0.3586898302382391,"Dict(:p25 => 10.875, :p75 => 19.9375, :p50 => 15.875, :p90 => 26.4775, :p99 => 109.70579999999987, :p95 => 33.25000000000003)",2.3250226440824506,21.394658753709198,0.42794173934158386,3.110239917014094,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,337,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",1.9228486646884273,0.005069238377843719,78.0,287.0,337.0,0.0,0.0,0.0,0.0,0.0,121.0,1.0,0.0,0.0,121.0,0.021484375,2048.0,44.0,0.0,0.0
114,345,411,15,53,48,1623.1337887793597,0.5351089588377724,0.0,0.3507196601736149,"Dict(:p25 => 10.331495056152342, :p75 => 19.5, :p50 => 15.625, :p90 => 26.018353718483823, :p99 => 108.73970000000003, :p95 => 32.550000000000026)",2.47169383100085,21.191304347826087,0.4262879639376045,3.0963980284931756,0.0,0.0,"Dict(""mean_extraversion"" => 0.0, ""std_agreeableness"" => 0.0, ""std_extraversion"" => 0.0, ""mean_openness"" => 0.0, ""std_conscientiousness"" => 0.0, ""mean_agreeableness"" => 0.0, ""std_neuroticism"" => 0.0, ""std_openness"" => 0.0, ""mean_conscientiousness"" => 0.0, ""mean_neuroticism"" => 0.0)",0,345,"Dict(""blue_proportion"" => 1.0, ""red_proportion"" => 0.0)",1.8405797101449275,0.004920795416245366,88.0,292.0,345.0,0.0,0.0,0.0,0.0,0.0,122.0,1.0,0.0,0.0,122.0,0.02197265625,2048.0,45.0,0.0,0.0
