time,total_credit_outstanding,credit_default_rate,credit_network_metrics,gini_coefficient,nagents
135,29.0,0.1111111111111111,"Dict{String, Real}(""n_edges"" => 7, ""density"" => 0.005714285714285714, ""avg_degree"" => 0.24, ""n_nodes"" => 50, ""max_degree"" => 2)",0.5162390378237613,50
136,29.0,0.1111111111111111,"Dict{String, Real}(""n_edges"" => 7, ""density"" => 0.005714285714285714, ""avg_degree"" => 0.24, ""n_nodes"" => 50, ""max_degree"" => 2)",0.49307056318507136,50
137,33.2,0.1,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.26, ""n_nodes"" => 50, ""max_degree"" => 3)",0.5023824478644061,50
138,33.6,0.1,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.24, ""n_nodes"" => 50, ""max_degree"" => 3)",0.5030111630732894,50
139,33.6,0.1,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.004897959183673469, ""avg_degree"" => 0.24, ""n_nodes"" => 50, ""max_degree"" => 3)",0.5071219920733281,50
140,36.599999999999994,0.08333333333333333,"Dict{String, Real}(""n_edges"" => 7, ""density"" => 0.005714285714285714, ""avg_degree"" => 0.3, ""n_nodes"" => 50, ""max_degree"" => 3)",0.48901864923282634,50
141,33.599999999999994,0.09090909090909091,"Dict{String, Real}(""n_edges"" => 7, ""density"" => 0.005714285714285714, ""avg_degree"" => 0.28, ""n_nodes"" => 50, ""max_degree"" => 3)",0.49608519672469886,50
142,46.599999999999994,0.16666666666666666,"Dict{String, Real}(""n_edges"" => 8, ""density"" => 0.006530612244897959, ""avg_degree"" => 0.3, ""n_nodes"" => 50, ""max_degree"" => 3)",0.5010065900038907,50
143,52.7,0.15384615384615385,"Dict{String, Real}(""n_edges"" => 10, ""density"" => 0.00816326530612245, ""avg_degree"" => 0.36, ""n_nodes"" => 50, ""max_degree"" => 3)",0.4798257982742209,50
144,47.7,0.16666666666666666,"Dict{String, Real}(""n_edges"" => 10, ""density"" => 0.00816326530612245, ""avg_degree"" => 0.34, ""n_nodes"" => 50, ""max_degree"" => 3)",0.4890746512284916,50
145,58.199999999999996,0.15384615384615385,"Dict{String, Real}(""n_edges"" => 11, ""density"" => 0.008979591836734694, ""avg_degree"" => 0.32, ""n_nodes"" => 50, ""max_degree"" => 2)",0.4914848786237891,50
146,61.4,0.13333333333333333,"Dict{String, Real}(""n_edges"" => 11, ""density"" => 0.008979591836734694, ""avg_degree"" => 0.38, ""n_nodes"" => 50, ""max_degree"" => 3)",0.49978985388277763,50
147,46.3,0.23076923076923078,"Dict{String, Real}(""n_edges"" => 8, ""density"" => 0.006530612244897959, ""avg_degree"" => 0.34, ""n_nodes"" => 50, ""max_degree"" => 3)",0.5185254507276806,50
148,41.9,0.25,"Dict{String, Real}(""n_edges"" => 8, ""density"" => 0.006530612244897959, ""avg_degree"" => 0.32, ""n_nodes"" => 50, ""max_degree"" => 3)",0.5111569621189702,50
149,41.9,0.25,"Dict{String, Real}(""n_edges"" => 8, ""density"" => 0.006530612244897959, ""avg_degree"" => 0.32, ""n_nodes"" => 50, ""max_degree"" => 3)",0.5159147567350217,50
150,39.9,0.18181818181818182,"Dict{String, Real}(""n_edges"" => 7, ""density"" => 0.005714285714285714, ""avg_degree"" => 0.3, ""n_nodes"" => 50, ""max_degree"" => 3)",0.5082510394546653,50
