time,nagents,#193,#194,#195,#196,#197,#198,#199,#200,#201,#202,#203
30,44,21,0,27,82.5,0.23076923076923078,"Dict{String, Real}(""n_edges"" => 11, ""density"" => 0.011627906976744186, ""avg_degree"" => 0.5, ""n_nodes"" => 44, ""max_degree"" => 3)",0.3513951395139514,"Dict(:p25 => 16.0, :p75 => 36.625, :p50 => 27.5, :p90 => 56.20000000000002, :p99 => 90.26, :p95 => 67.125)",2.28421843733475,18.772727272727273,0.3398084965881576
31,43,21,0,28,77.2,0.16666666666666666,"Dict{String, Real}(""n_edges"" => 10, ""density"" => 0.01107419712070875, ""avg_degree"" => 0.4418604651162791, ""n_nodes"" => 43, ""max_degree"" => 3)",0.3357153858000923,"Dict(:p25 => 17.75, :p75 => 38.0, :p50 => 29.0, :p90 => 58.60000000000003, :p99 => 92.43999999999997, :p95 => 69.25)",2.4140796600443237,19.511627906976745,0.32863042935942555
32,46,24,0,28,80.75,0.3076923076923077,"Dict{String, Real}(""n_edges"" => 11, ""density"" => 0.010628019323671498, ""avg_degree"" => 0.43478260869565216, ""n_nodes"" => 46, ""max_degree"" => 3)",0.34994246439012233,"Dict(:p25 => 16.625, :p75 => 37.375, :p50 => 28.5, :p90 => 57.5, :p99 => 86.44749999999999, :p95 => 70.875)",2.336215180122357,19.17391304347826,0.35743862762496303
33,48,26,0,28,75.75,0.3333333333333333,"Dict{String, Real}(""n_edges"" => 10, ""density"" => 0.008865248226950355, ""avg_degree"" => 0.3958333333333333, ""n_nodes"" => 48, ""max_degree"" => 3)",0.3557035045107566,"Dict(:p25 => 17.125, :p75 => 39.5, :p50 => 28.75, :p90 => 52.85000000000002, :p99 => 83.30349999999994, :p95 => 71.32499999999999)",2.54838832124854,19.333333333333332,0.3672323994252875
34,49,27,0,28,74.75,0.4166666666666667,"Dict{String, Real}(""n_edges"" => 10, ""density"" => 0.008503401360544218, ""avg_degree"" => 0.3877551020408163, ""n_nodes"" => 49, ""max_degree"" => 3)",0.3663375027430327,"Dict(:p25 => 14.099999999999998, :p75 => 41.0, :p50 => 29.0, :p90 => 51.50000000000001, :p99 => 85.19399999999996, :p95 => 73.9)",2.701968606960344,19.918367346938776,0.36245399799263955
35,48,28,0,30,51.75,0.3,"Dict{String, Real}(""n_edges"" => 8, ""density"" => 0.0070921985815602835, ""avg_degree"" => 0.3125, ""n_nodes"" => 48, ""max_degree"" => 3)",0.33755054128081374,"Dict(:p25 => 15.774999999999999, :p75 => 41.625, :p50 => 30.75, :p90 => 53.05000000000001, :p99 => 81.47649999999999, :p95 => 74.825)",3.9529720412584424,19.895833333333332,0.3688699825479931
36,47,28,0,31,44.25,0.4444444444444444,"Dict{String, Real}(""n_edges"" => 8, ""density"" => 0.0074005550416281225, ""avg_degree"" => 0.2978723404255319, ""n_nodes"" => 47, ""max_degree"" => 2)",0.322863025045639,"Dict(:p25 => 18.0, :p75 => 42.525000000000006, :p50 => 33.5, :p90 => 54.800000000000026, :p99 => 84.013, :p95 => 76.85)",3.596009104861481,20.97872340425532,0.3524664451253723
37,50,31,0,31,42.75,0.5,"Dict{String, Real}(""n_edges"" => 7, ""density"" => 0.005714285714285714, ""avg_degree"" => 0.24, ""n_nodes"" => 50, ""max_degree"" => 2)",0.31868408203125,"Dict(:p25 => 18.0, :p75 => 43.0, :p50 => 32.625, :p90 => 54.05, :p99 => 78.755, :p95 => 75.85249999999999)",4.143783220046694,20.66,0.3762439496611809
38,55,36,0,31,36.75,0.42857142857142855,"Dict{String, Real}(""n_edges"" => 6, ""density"" => 0.00404040404040404, ""avg_degree"" => 0.18181818181818182, ""n_nodes"" => 55, ""max_degree"" => 2)",0.3262451615662627,"Dict(:p25 => 16.375, :p75 => 40.75, :p50 => 28.5, :p90 => 51.92, :p99 => 81.22999999999999, :p95 => 66.33500000000006)",4.3707042001783964,19.69090909090909,0.4171577268530178
39,57,39,0,32,35.75,0.5,"Dict{String, Real}(""n_edges"" => 5, ""density"" => 0.003132832080200501, ""avg_degree"" => 0.15789473684210525, ""n_nodes"" => 57, ""max_degree"" => 2)",0.3131222251448704,"Dict(:p25 => 17.0, :p75 => 39.5, :p50 => 26.9, :p90 => 53.28, :p99 => 83.22, :p95 => 60.09000000000007)",5.106964959811636,19.280701754385966,0.4332167999616876
40,59,41,0,32,44.699999999999996,0.25,"Dict{String, Real}(""n_edges"" => 8, ""density"" => 0.004675628287551139, ""avg_degree"" => 0.1864406779661017, ""n_nodes"" => 59, ""max_degree"" => 3)",0.3186558031148887,"Dict(:p25 => 18.0, :p75 => 40.25, :p50 => 27.0, :p90 => 53.160000000000004, :p99 => 86.94799999999995, :p95 => 58.445000000000036)",4.189567040589686,19.593220338983052,0.43179285672394596
41,60,42,0,32,38.0,0.5714285714285714,"Dict{String, Real}(""n_edges"" => 7, ""density"" => 0.0039548022598870055, ""avg_degree"" => 0.16666666666666666, ""n_nodes"" => 60, ""max_degree"" => 3)",0.3274422337460754,"Dict(:p25 => 19.0, :p75 => 41.5, :p50 => 25.375, :p90 => 54.82, :p99 => 88.85399999999996, :p95 => 59.27250000000011)",4.480578233592679,20.25,0.420644718792867
